fen,game_id
2rq1rk1/1b2bppp/pp2pn2/8/Q1P5/P1N1B3/1P2BPPP/3R1RK1 b - - 1 16,e629
2rr2k1/1bq1bppp/pp2pn2/8/Q1P5/P1N1B3/1P1RBPPP/3R2K1 b - - 5 18,e629
2r3k1/1bq1bpp1/pp2pn1p/8/Q1P5/P1N1B2P/1P1RBPP1/6K1 b - - 0 20,e629
6k1/1bq1bpp1/pp2pn1p/8/2P5/P1N1B2P/1P1QBPP1/6K1 b - - 0 22,e629
6k1/1bq1bpp1/pp2p2p/2n5/2P5/P1N1B2P/1P1QBPP1/6K1 b - - 4 24,e629
6k1/1bq2pp1/pp2pb1p/8/1PP1N3/P3B2P/3QBPP1/6K1 b - - 0 26,e629
6k1/2q2pp1/p3pb1p/2B5/1P2b3/P6P/3QBPP1/6K1 b - - 0 28,e629
6k1/1b3pp1/p1q1pb1p/2B5/1PB5/P4P1P/3Q2P1/6K1 b - - 0 30,e629
8/1b3pk1/p1q1pb1p/2B3p1/1P6/PB1Q1P1P/6P1/6K1 b - - 3 32,e629
8/1b3pk1/p1q1pb1p/2B3p1/1P6/PB1Q1P1P/6P1/6K1 b - - 7 34,e629
rn1qk2r/3pppbp/b4np1/2pP4/4P3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 8,e630
r2q1rk1/3nppbp/3p1np1/2pP4/4P3/2N2NPP/PP3PK1/R1BQ3R b - - 0 12,e630
rr4k1/3nppbp/3p1np1/q1pP4/P3P3/2N2NPP/1PQ2PK1/R1B4R b - - 0 14,e630
rr4k1/4ppbp/3p1np1/q1nP4/P1p1P3/R1N2NPP/1PQB1PK1/7R b - - 3 16,e630
rr4k1/4ppbp/1q1p1np1/3P4/P1p1P3/RnN1BNPP/1PQ2PK1/1R6 b - - 7 18,e630
rr4k1/3nppbp/3p2p1/1N1P4/Pqp1P3/Rn2B1PP/1PQN1PK1/1R6 b - - 11 20,e630
rr4k1/3nppbp/3p2p1/1NqP4/P1p1P3/R3B1PP/1PQ2PK1/1R6 b - - 2 22,e630
rr4k1/4ppbp/3p2p1/3Pn3/PqpNPP2/R3B1PP/1PQ3K1/1R6 b - - 0 24,e630
rr4k1/4ppbp/2Np2p1/3P4/Pqp1PP2/R3B1PP/1PQ3K1/4R3 b - - 0 26,e630
r5k1/4ppbp/2Np2p1/3P4/P1p1PP2/R5PP/1Q3BK1/4q3 b - - 0 28,e630
r5k1/4pp1p/2Np2p1/P2P4/2p1PP2/b5PP/6K1/4B3 b - - 0 30,e630
r5k1/4pp1p/3p2p1/P2P4/3NPP2/2p2KPP/1b6/4B3 b - - 1 32,e630
6k1/4pp1p/3p2p1/3P4/4PP2/2p1K1PP/1bN5/r3B3 b - - 3 34,e630
r1b1kb1r/ppqp1ppp/5n2/1B2P3/3pP3/3P4/PPP3PP/RNBQ1RK1 b kq - 0 8,e631
r1b1kb1r/p2p1ppp/5n2/1p2q3/B2pPB2/3P4/PPP3PP/RN1Q1RK1 b kq - 1 10,e631
r1b1kb1r/p4ppp/3p1n2/1pq5/3pPB2/1B1P4/PPPN2PP/R2Q1RK1 b kq - 1 12,e631
r3k2r/p3bppp/3p1n2/1pq5/3pPBb1/1B1P3P/PPPN2P1/R3QRK1 b kq - 0 14,e631
r3k2r/p3bppp/4bn2/1pq1B3/3p4/1B1P3P/PPPN2P1/R3QRK1 b kq - 0 16,e631
r4rk1/p3b1pp/4pB2/1pq5/3p4/3P3P/PPPN2P1/R3QRK1 b - - 0 18,e631
r5k1/p5pp/4Qb2/1pq5/3p4/3P3P/PPPN2P1/R5K1 b - - 0 20,e631
r6k/p5p1/4Qb1p/1pq5/3pN3/3P3P/PPP3P1/4R1K1 b - - 1 22,e631
r1b1kb1r/p2npppp/3p1n2/q1pP4/1p3B2/4PN2/PPPQ1PPP/RN2KB1R b KQkq - 1 8,e632
r1b1kb1r/p3pppp/1n1p1n2/q1pP4/5B2/2N1PN2/PP1Q1PPP/R3KB1R b KQkq - 0 10,e632
r3kb1r/p2Bpppp/3p1n2/q1pn4/5B2/2N1PN2/PP1Q1PPP/R3K2R b KQkq - 0 12,e632
r4b1r/p2k1ppp/3ppn2/q1pn4/5B2/2N1PN2/PP1Q1PPP/R2R2K1 b - - 1 14,e632
3r1b1r/p2k1ppp/3ppN2/2p5/5B2/4PN2/PP1q1PPP/R2R2K1 b - - 0 16,e632
3r1b1r/p2k1p1p/3p1p2/2p1p3/8/4PNB1/PP1R1PPP/R5K1 b - - 1 18,e632
3r1b1r/p4p1p/3pk3/2p1ppN1/4P3/6B1/PP1R1PPP/R5K1 b - - 1 20,e632
3r1b1r/p4p1p/3p2k1/2p1pPN1/7B/8/PP1R1PPP/R5K1 b - - 0 22,e632
r2qkb1r/pp1b1ppp/2Nppn2/8/4P3/2N3P1/PPP2PBP/R1BQK2R b KQkq - 0 8,e633
r2qk2r/pp2bppp/2bppn2/8/P3P3/2N3P1/1PP2PBP/R1BQ1RK1 b kq - 2 10,e633
r2q1rk1/1p2bppp/p1bppn2/P7/4P3/2N1B1P1/1PP2PBP/R2Q1RK1 b - - 0 12,e633
2rq1rk1/1p1nbppp/pNbpp3/P7/4P3/4B1P1/1PP2PBP/R2Q1RK1 b - - 4 14,e633
2r2rk1/1p1qbppp/pBbpp3/P7/2P1P3/6P1/1P3PBP/R2Q1RK1 b - - 0 16,e633
2r2rk1/1p1q1ppp/pPbpp3/8/2P1P3/1P4P1/5PBP/R2Q1RK1 b - - 0 18,e633
2rr2k1/1p2qppp/pPbpp3/8/2PQP3/1P4P1/5PBP/R2R2K1 b - - 4 20,e633
2rr2k1/1p3ppp/pPbpp3/4q3/1PP1P3/4Q1P1/5PBP/R2R2K1 b - - 0 22,e633
2r3k1/1p1r1ppp/pPbpp3/R7/1PP1P3/6P1/1q1Q1PBP/3R2K1 b - - 4 24,e633
2rr2k1/1p3ppp/pPbpp3/RP6/2P1P3/6P1/3R1PBP/6K1 b - - 0 26,e633
2rrb1k1/1p3ppp/1P1pp3/RP6/4P2P/6P1/3R1PB1/6K1 b - - 0 28,e633
2rrbk2/Rp3ppp/1P2p3/1P1pP3/7P/6P1/3R1PB1/6K1 b - - 1 30,e633
1rr1bk2/Rp3ppp/1P2p3/1P1pP3/5P1P/6P1/3R4/5BK1 b - - 0 32,e633
1rr1bk2/Rp3p2/1P2p1p1/1P1pP2p/5P1P/4K1P1/3R4/5B2 b - - 1 34,e633
r2r2k1/1bqnbppp/p2pp3/1p4PQ/3RP3/1BN1B1R1/PPP2P1P/2K5 b - - 6 16,e634
r2r1bk1/1bqn1p1p/p2pp1p1/1p4P1/3RP2Q/1BN1B1R1/PPP2P1P/2K5 b - - 3 18,e634
r2r1nk1/1bq2pbp/p2pp1p1/1p4P1/4P2Q/1BNRB2R/PPP2P1P/2K5 b - - 7 20,e634
r2r1nk1/2q2pBp/p1bpp1p1/6P1/1p2P2Q/1BNR3R/PPP2P1P/2K5 b - - 0 22,e634
r2r1n2/2q2pkp/2bpp1p1/p5P1/1pB1P2Q/3R3R/PPP1NP1P/2K5 b - - 1 24,e634
2rr1nk1/2q2p1p/2bpp1p1/p5P1/1pB1PQ2/1P1R3R/P1P1NP1P/2K5 b - - 0 26,e634
2rr1nk1/2q2p1p/4p1p1/p2p2P1/1pB2Q2/1P1R3R/P1P1NP1P/2K5 b - - 1 28,e634
2rr1nk1/5p1p/4p1p1/p5P1/1pP2N2/3R3R/P1P2P1P/2K5 b - - 0 30,e634
2rR2k1/5p1p/4p1p1/p1n3P1/1pP2N2/7R/P1P2P1P/2K5 b - - 0 32,e634
2r3k1/5p1p/4p1p1/p1n3P1/1pP5/3N3R/PKP2P1P/8 b - - 3 34,e634
rn2k1nr/pbpp2pp/1p2p3/5p2/2PPP2q/2PB1N2/P1Q2PPP/R1B1K2R b KQkq - 1 8,e635
rn2k1nr/pbpp2pp/1p2p3/4Np2/2PPP3/2PB4/P1Q2PqP/R1B1KR2 b Qkq - 1 10,e635
rn2k1nr/p1pp2pp/1p2p3/4Np2/2PPQ3/2P5/P4P1P/R1B1KR2 b Qkq - 0 12,e635
rn3knr/p1pp2pp/1p2p3/4N3/2PPpB2/2P5/P4P1P/R3K1R1 b Q - 3 14,e635
rn3k1r/p1p3pp/1p1ppN2/8/2PPpB2/2P5/P4P1P/R3K1R1 b Q - 0 16,e635
rn2k2r/p1p4p/1p1ppp1B/8/2PPp3/2P5/P3KP1P/R5R1 b - - 3 18,e635
r3k2r/p1pn2Rp/1p1pp2B/5p2/2PPp3/2P1K3/P4P1P/R7 b - - 1 20,e635
2r1k2r/p1p3Rp/1p1ppn2/5pB1/2PPp3/2P1K3/P4P1P/6R1 b - - 5 22,e635
2r1kr2/p1p1R2p/1p1pp3/5pB1/2PPpKn1/2P5/P4P1P/6R1 b - - 9 24,e635
2r1kr2/p1p1R3/1p1pp3/5pB1/2PPpKn1/2P5/P4P1P/6R1 b - - 2 26,e635
2rk1r2/p1p2R2/1p1pp3/5pB1/2PPpK2/2P4P/P4n2/6R1 b - - 1 28,e635
2rk1r2/p1p2R2/1p1pp3/5pB1/2PPpK2/2P4P/P4n2/6R1 b - - 5 30,e635
r2qk1nr/1pp2ppp/p1n1p3/3p4/2PP1Bb1/P1P1PN2/5PPP/R2QKB1R b KQkq - 0 8,e636
r2qk2r/1pp2pp1/p1n1pn1p/3p4/2PP2bB/P1P1PN2/5PPP/R2QKB1R b KQkq - 1 10,e636
r2qk2r/1pp2p2/p1n1p2p/3P2p1/3Pn1b1/P1P1PNB1/5PPP/R2QKB1R b KQkq - 0 12,e636
r3k2r/1pp2p2/p1n1p2p/3q2p1/3Pn3/P1P1PPB1/2Q2P1P/R3KB1R b KQkq - 0 14,e636
r3k2r/1pp2p2/p1n1p2p/6p1/3P4/P1P1PqP1/2Q2P1R/R3KB2 b Qkq - 1 16,e636
2kr3r/1pp2p2/p1n1p2p/5Qp1/3P4/P1P1P1P1/5PBR/R3K3 b Q - 0 18,e636
2kr3r/2p2p2/p1p4p/5pp1/3P4/P1P1P1P1/4KP1R/R7 b - - 1 20,e636
2k4r/2p2p2/p1p1r2p/5ppR/3P4/P1P1P1P1/4KP2/7R b - - 5 22,e636
7r/2pk1p2/p1p3rp/5ppR/3P4/P1PKP1P1/5P2/1R6 b - - 9 24,e636
4r3/1Rpk1p2/p5rp/2p2pp1/3P4/P1PKP1P1/5P2/7R b - - 1 26,e636
8/1Rpk1p2/p3r1rp/5pp1/3P4/P2KP1P1/5P2/2R5 b - - 2 28,e636
1R6/2pk1p2/p1r4p/5pp1/3P4/P2KP1P1/5P2/8 b - - 1 30,e636
7R/2pk1p2/p6p/5pp1/3P4/Pr2P1P1/4KP2/8 b - - 5 32,e636
7R/2p1kp2/pr5p/5pp1/2KP4/P3P1P1/5P2/8 b - - 9 34,e636
r1bqr1k1/1ppnbppp/p1p5/4p3/2N1P3/3PBN2/PPP2PPP/R2Q1RK1 b - - 6 10,e637
r1bqrbk1/2pn1ppp/ppp5/4p3/P1N1P3/3PB3/1PPN1PPP/R2Q1RK1 b - - 1 12,e637
r1bq1bk1/2p2ppp/ppp5/2n1r3/P2PP3/4B3/1PPN1PPP/R2Q1RK1 b - - 0 14,e637
r1bq1bk1/2p2ppp/pPp5/8/P5r1/4B3/1PPN1PPP/R2Q1RK1 b - - 0 16,e637
r1b2bk1/5ppp/ppp5/8/P1N3r1/4B3/1PP2PPP/R2R2K1 b - - 0 18,e637
r1bR1bk1/5ppp/pp6/2p5/P1r5/4B3/1PP2PPP/3R2K1 b - - 1 20,e637
b2R1bk1/5ppp/pp6/2p5/P1r5/4B3/1PP2PPP/6K1 b - - 1 22,e637
rn1qk2r/p1p2ppp/bp2pn2/3p4/2PP4/1P3NP1/P2QPPBP/RN2K2R b KQkq - 1 8,e638
rn1q1rk1/p4ppp/bpp1pn2/3p4/2PP4/1PN2NP1/P2QPPBP/R4RK1 b - - 1 10,e638
r2q1rk1/p2n1ppp/bp2pn2/3p4/3P4/1PN2NP1/P2QPPBP/R1R3K1 b - - 1 12,e638
2r2rk1/p2nqppp/bp2pn2/3p4/3P4/1PN2NP1/P1RQPPBP/2R3K1 b - - 5 14,e638
2rrn1k1/p2nqppp/bp2p3/3p4/3P3P/1PN1PNP1/P1RQ1PB1/2R3K1 b - - 0 16,e638
2rrn1k1/p2nqppp/bp2p3/3pN3/3P3P/1P2P1P1/P1RQNPB1/2R3K1 b - - 4 18,e638
3rn1k1/p2n1ppp/bp1qp3/3p4/3P3P/1P2PNP1/P1RQNPB1/6K1 b - - 2 20,e638
1qr1n1k1/p2n1ppp/bp2p3/3p4/3P1NPP/1P2PN2/P1RQ1PB1/6K1 b - - 0 22,e638
4n1k1/p1Qn1ppp/bp2p3/3p4/3P1NPP/1P2PN2/P4PB1/6K1 b - - 0 24,e638
5k2/p1nn1ppp/bp2p3/3p4/3P1NPP/1P2P3/P4PBK/4N3 b - - 3 26,e638
8/p1nnkpp1/bp2p2p/3p3P/3P1NP1/1P2P1K1/P4PB1/4N3 b - - 0 28,e638
8/p1n1kpp1/bpn1p2p/3p3P/3P1NP1/1P2PP2/P4KB1/4N3 b - - 2 30,e638
8/p1n1k1p1/1pn1pp1p/3p3P/3P1NP1/1P2PP2/P7/4NK2 b - - 0 32,e638
8/p1n1k1p1/1pn4p/3pp2P/6P1/1P2PP2/P3N3/4NK2 b - - 1 34,e638
rnbqk2r/pp3ppp/5n2/2bp4/8/2PB1N2/PP3PPP/RNBQ1RK1 b kq - 1 8,e639
rnbq1rk1/pp3pp1/5n1p/2bp4/7B/2PB1N2/PP3PPP/RN1Q1RK1 b - - 1 10,e639
r1bq1rk1/pp2bpp1/2n2n1p/3p4/7B/2PB1N2/PP1N1PPP/R2QR1K1 b - - 5 12,e639
r2qr1k1/pp2bpp1/2n1bn1p/3p4/3N3B/2PB1N2/PP3PPP/R2QR1K1 b - - 9 14,e639
r2qr1k1/pp2bpp1/2n2n1p/3p4/7B/1QPB1N2/PP3PPP/R3R1K1 b - - 0 16,e639
3rr1k1/pp1qbpp1/2n2n1p/3p4/7B/1QP2N2/PP3PPP/1B1RR1K1 b - - 4 18,e639
3rr1k1/pp1q1p2/2nb1n1p/3p2p1/8/2P2NB1/PPQ2PPP/1B1RR1K1 b - - 3 20,e639
3r2k1/pp1q1p2/2n2n1p/3p2p1/8/2P2NP1/PPQ2PP1/1B2R1K1 b - - 0 22,e639
4r1k1/pp3p2/2n1qn1p/3p2p1/8/1QP2NP1/PP3PP1/1B1R2K1 b - - 4 24,e639
4r1k1/p4p2/1pn1q2p/3p2p1/Q3n3/2P2NP1/PP3PP1/1B2R1K1 b - - 3 26,e639
4r1k1/p7/1p2q2p/3p1pp1/3Qn3/2P3P1/PP3PP1/1B2R1K1 b - - 0 28,e639
4r1k1/p7/1p5p/3Q1pp1/4n3/2P2Pq1/PP4P1/1B2R1K1 b - - 0 30,e639
4r3/p7/1p4kp/5pp1/3Qn3/2P2Pq1/PP2R1P1/1B4K1 b - - 4 32,e639
4n3/p7/1p4kp/5Bp1/3Q4/2P2Pq1/PP4P1/6K1 b - - 0 34,e639
rnb1k2r/pp3ppp/1q3n2/2bp4/8/P3PN2/1PQ2PPP/RNB1KB1R b KQkq - 0 8,e640
rn3rk1/pp3ppp/1q3n2/2bp4/1P4b1/P2BPN2/2Q2PPP/RNB1K2R b KQ - 0 10,e640
rnr3k1/pp3ppp/1q1b1n2/3p4/1P4b1/PQ1BPN2/1B3PPP/RN2K2R b KQ - 4 12,e640
r1r3k1/1p1n1ppp/1q1b1n2/p2p4/1P1B2b1/PQ1BPN2/3N1PPP/R3K2R b KQ - 1 14,e640
r1rq2k1/1p1n1ppp/3b1n2/3p4/1P1B2b1/1Q1BPN2/3N1PPP/R4RK1 b - - 0 16,e640
R2q2k1/1p1n1ppp/3b1n2/3p4/1P1B2b1/1Q1BPN2/3N1PPP/6K1 b - - 0 18,e640
q5k1/1p1n1ppp/3b1n2/3p3b/1P1B3N/1Q1BP2P/3N1PP1/6K1 b - - 2 20,e640
q5k1/1p1n1pp1/3b1np1/3p4/1P1B4/1Q1BP1PP/3N1P2/6K1 b - - 0 22,e640
q5k1/1p1n1pp1/5np1/3p4/1P1N4/1Q1BP1PP/5P2/6K1 b - - 0 24,e640
6k1/1p3pp1/5np1/3pn3/1P1N4/1Q2P1PP/4BPK1/q7 b - - 4 26,e640
6k1/1p3pp1/5np1/3pn3/1q6/4PNPP/4BPK1/3Q4 b - - 1 28,e640
6k1/1p3pp1/5np1/3p4/3Qq3/4PBPP/5PK1/8 b - - 0 30,e640
6k1/1p3pp1/5n2/3p2p1/3P4/6PP/5PK1/3B4 b - - 1 32,e640
8/1p2kpp1/5n2/3p2p1/B2P4/5KPP/5P2/8 b - - 5 34,e640
r1bqk2r/pp2npbp/2np2p1/2p1p3/3PP3/N1P3P1/PP2NPBP/R1BQ1RK1 b kq - 0 8,e641
rnbq1rk1/pp2npbp/3p2p1/2pPp3/4P3/N1P1B1P1/PP2NPBP/R2Q1RK1 b - - 2 10,e641
rnbq1rk1/p3npbp/1p1p2p1/2pP4/4PB2/N1P3P1/PP2N1BP/R2Q1RK1 b - - 0 12,e641
rn1q1rk1/p3np1p/bp1p2p1/1NpP4/2P1PB2/6P1/Pb2N1BP/R2Q1RK1 b - - 1 14,e641
rn1q1rk1/p3np1p/1p1p2p1/1PpPB3/4P3/6P1/P3N1BP/R2Q1RK1 b - - 0 16,e641
rn3rk1/p3np1p/1p1q2p1/1PpPp3/4P3/6P1/P5BP/RN1Q1RK1 b - - 3 18,e641
r1n2rk1/p2n1p1p/1p1q2p1/1PpPp3/2N1P3/6P1/P5BP/R2Q1RK1 b - - 7 20,e641
r4rk1/p2nqp1p/1p1n2p1/1PpPp3/P3P3/4N1P1/6BP/R2Q1RK1 b - - 2 22,e641
2r2rk1/p2nqp1p/1p1n2p1/1P1Pp3/P1p1P3/2Q1N1P1/6BP/R4RK1 b - - 3 24,e641
2r2rk1/p3qp1p/1p1n2p1/1P1Pp3/P1p1P3/1n2N1P1/2Q3BP/4RRK1 b - - 7 26,e641
2r2rk1/p3qp1p/1p1n1Np1/1P1Pp3/P1p1P3/1n4P1/2Q3BP/4RRK1 b - - 11 28,e641
2r2r2/p3qpkp/1p1n1Np1/1P1Pp3/P3P2P/1np3P1/5QB1/4RRK1 b - - 0 30,e641
2r2r2/p3qpkp/1p1n1Np1/1P1Pp2P/P3P3/1n4P1/5QB1/2R2RK1 b - - 0 32,e641
2r2r2/p3qp1p/1p1n1Npk/1P1Pp3/P3P3/4Q1P1/6B1/2n2RK1 b - - 1 34,e641
rnbqk2r/pp3pbp/2p2pp1/8/2BP4/5N1P/PPP2PP1/R1BQK2R b KQkq - 1 8,e642
rnbq1rk1/1p3pbp/2p2pp1/p7/P1BP4/5N1P/1PP2PP1/R1BQ1RK1 b - - 0 10,e642
r1bq1rk1/1pn2pbp/2p2pp1/p7/P1BP4/2P2N1P/1P3PP1/R1BQR1K1 b - - 2 12,e642
r2qr1k1/1pn2pbp/2p1Bpp1/p7/P2P4/2P2N1P/1P3PP1/R1BQR1K1 b - - 0 14,e642
r2q2k1/1p3pbp/2p1npp1/p7/P2P4/2P4P/1P1N1PP1/R1BQ2K1 b - - 1 16,e642
r5k1/1p3pbp/2p1npp1/p7/P2P4/1NP4P/1P3PP1/R1B3K1 b - - 0 18,e642
r5k1/5pbp/1pp1n1p1/p4p2/P1NP4/2P4P/1P3PP1/R1B3K1 b - - 1 20,e642
5bk1/5p1p/rpp1n1p1/p4p2/P1NP4/1RP4P/1P3PP1/2B3K1 b - - 5 22,e642
rnbqkb1r/p4ppp/2p1p3/1P1nP3/2pP4/2N2N2/1P3PPP/R1BQKB1R b KQkq - 0 8,e643
rnbqkb1r/p4ppp/4p3/1p2P1N1/2pP4/2P5/5PPP/R1BQKB1R b KQkq - 1 10,e643
rn1qkb1r/pb3p1p/4p1p1/1p2P1N1/2pP2Q1/2P5/5PPP/R1B1KB1R b KQkq - 1 12,e643
rn1qk2r/p3bp1p/4p1p1/1p1bP1N1/2pP2Q1/2P2B2/5PPP/R1B1K2R b KQkq - 5 14,e643
r2qk2r/p3bp2/2n1p1p1/1p1bP1Np/2pP4/2P2BQ1/5PPP/R1B2RK1 b kq - 1 16,e643
2rqk2r/p3bp2/R1n1N1p1/3bP2p/1ppP4/2P2BQ1/5PPP/2B2RK1 b k - 0 18,e643
2rq3r/p2kb3/R1n1p1Q1/3BP2p/1ppP4/2P5/5PPP/2B2RK1 b - - 0 20,e643
2r3qr/p2kb3/R1n5/3pP2p/1ppP1B2/2P5/5PPP/1Q3RK1 b - - 3 22,e643
2r4r/p2kb3/R1n5/3pP2p/2pP1Bq1/1pP3P1/5P1P/Q4RK1 b - - 0 24,e643
2r4r/p2kb3/R1n5/3pP3/Q1pP1Bq1/1pP2PPp/7P/5RK1 b - - 0 26,e643
2r1k2r/R3b3/2n1P1q1/3p4/Q1pP1B2/1pP2PPp/7P/5RK1 b - - 0 28,e643
r3k2r/4b3/2Q1P1q1/3p4/2pP1B2/2P2PPp/1p5P/5RK1 b - - 0 30,e643
Q6r/4b1k1/4P1q1/3pB3/2pP4/2P2PPp/1p5P/5RK1 b - - 2 32,e643
7r/8/4Pbqk/3pB3/2pP4/2P2PPp/1Q5P/5RK1 b - - 0 34,e643
rnb1k1nr/pp3ppp/3p3q/2pPp3/2P1P3/2N2N2/PP1Q1PPP/R3KB1R b KQkq - 3 8,e644
rnb1k2r/pp3ppp/3p1n2/2pPp3/2P1P3/2NB4/PP1N1PPP/R3K2R b KQkq - 2 10,e644
r1b1k2r/1p1n1ppp/p2p1n2/2pPp3/2P1P3/P1NB4/1P1N1PPP/1R2K2R b Kkq - 0 12,e644
r1bk3r/3n1ppp/pp1p1n2/2pPp3/2P1PP2/P1NB2P1/1P1N3P/1R2K2R b K - 0 14,e644
r1b1r3/2kn1ppp/pp1p1n2/2pPpP2/2P1P3/P1NB2P1/1P1N1K1P/1R5R b - - 0 16,e644
r1b1r3/2kn1p1p/pp1p1n2/2pPpP2/2P5/P1NB2PP/1P1N1K2/1R5R b - - 0 18,e644
r1b3r1/2kn1p2/pp1p1n2/2pPpP1P/2P5/P1NB3P/1P1N1K2/1R5R b - - 0 20,e644
r1b3R1/2k2p2/pp1p1n2/2pPpP1n/2P5/P1NB3P/1P1N1K2/1R6 b - - 0 22,e644
r5n1/2kb1p2/pp1p4/2pPpP1n/1PP4P/P1NB4/3N1K2/1R6 b - - 0 24,e644
r7/2kb1p2/p2p1n2/2pPpP1n/2P4P/P1NBK3/3N4/1R6 b - - 1 26,e644
6r1/2kb1p2/p2p4/2pPpP1n/2P1N2P/P2BK3/8/1R6 b - - 0 28,e644
6r1/2k2p2/p2p4/2pPpb2/2P1Nn1P/P3K3/2B5/5R2 b - - 3 30,e644
8/2k2p2/p2p4/2pPp3/2P1Bn1P/P3KRr1/8/8 b - - 2 32,e644
8/2k2p2/p2p4/2pPp3/2P1B2P/P4K2/6n1/8 b - - 0 34,e644
r1bQk2r/pp2ppbp/2p2np1/8/2P1P3/2N5/PP3PPP/R1B1KB1R b KQkq - 0 8,e645
r1bk3r/pp1nppbp/2p3p1/8/2P1PB2/2N5/PP3PPP/2KR1B1R b - - 3 10,e645
r1b1k2r/ppBnpp1p/2p3p1/8/2P1P3/2P5/P4PPP/2KR1B1R b - - 2 12,e645
r1b1k2r/pp1n3p/2pB1pp1/2P1p3/4P3/2P5/P4PPP/2KR1B1R b - - 0 14,e645
r3kn1r/pp5p/2pBbpp1/2P1p2P/4P3/2P5/P4PP1/2KR1B1R b - - 0 16,e645
3rkn1r/pp5p/2pBbp2/2P1p1pP/4P3/2P5/PR3PP1/2K2B1R b - - 3 18,e645
4kn1r/pp1r4/2pBbp1p/2P1p1pP/4P3/2P5/PR2BPP1/2KR4 b - - 1 20,e645
4knb1/pp1r3r/2pB1p1p/2P1p1pP/4P1P1/2P2P2/PR2B3/2KR4 b - - 0 22,e645
4k1b1/pp1r2r1/2pBnp1p/2P1p1pP/4P1P1/2P2P2/PRK1B3/1R6 b - - 4 24,e645
4k3/pp1r2r1/2pBbp1p/2P1p1pP/P3PnP1/2P2P2/1RK5/1R3B2 b - - 0 26,e645
4k3/1p3rr1/B1pBbp1p/P1P1p1pP/4PnP1/2P2P2/1RK5/1R6 b - - 0 28,e645
2b1k3/1p1r2r1/1RpB1p1p/P1P1p1pP/2B1PnP1/2P2P2/2K5/1R6 b - - 4 30,e645
2b5/1R1k2r1/2pP1p1p/P3p1pP/2B1PnP1/2P2P2/2K5/1R6 b - - 0 32,e645
8/6R1/2pk1p1p/P3p1pP/2B1PnP1/2P2P2/2K5/8 b - - 0 34,e645
r1bqk2r/pp1n1ppp/2n1p3/3pP3/3B1P2/2N5/PPPQ2PP/R3KB1R b KQkq - 0 10,e646
r1bqk2r/1p1n1ppp/p3p3/3pP3/3Q1P1P/2N5/PPP3P1/R3KB1R b KQkq - 0 12,e646
r1bq1rk1/3n1ppp/p3p3/1p1pP2P/3Q1P2/2N5/PPP3P1/2KR1B1R b - - 0 14,e646
1rbq1rk1/3n1ppp/p3p3/3pP2P/Np1Q1P2/1P6/P1P3P1/2KR1B1R b - - 1 16,e646
1r3rk1/1b1nqppp/pN2p3/3pP2P/1p1Q1P2/1P6/P1P3P1/1K1R1B1R b - - 5 18,e646
1rr3k1/1b2qppp/p3p3/3pP2P/1p3P2/1P6/P1P2QP1/1K1R1B1R b - - 2 20,e646
1rr3k1/1b3ppp/4p2P/p1qpP3/1p3P2/1P6/P1PR1QP1/1K3B1R b - - 0 22,e646
1rr3k1/1b3p1p/4p1pP/p2pP3/1p3PP1/1P6/P1P2R2/1K3B1R b - - 0 24,e646
1r4k1/1b3p1p/2r3pP/p2pPP2/1p6/1P6/P1P2R2/1K3B1R b - - 0 26,e646
1rb3k1/5p1p/2r4P/p2pPB2/1p6/1P6/P1P2R2/1K5R b - - 0 28,e646
1r4k1/5p1p/6rP/p2pPR2/1p6/1P6/P1P5/1K1R4 b - - 2 30,e646
6k1/5p1p/6rP/p1rpP3/1p6/1P6/P1P2R2/1K3R2 b - - 6 32,e646
6k1/3R3p/7r/p1r1P3/1p1p4/1P6/P1P5/1K3R2 b - - 1 34,e646
r3kbnr/pp1qpppp/3p4/8/3pPP2/1P3N2/P1PP2PP/RN1QK2R b KQkq - 1 8,e647
2r1kb1r/pp1qpppp/3p1n2/8/2PpPP2/1P3N2/P2PQ1PP/RN2K2R b KQk c3 0 10,e647
2r1kb1r/pp1q1ppp/3ppn2/8/4PP2/1PN2N2/P2PQ1PP/R4RK1 b k - 1 12,e647
2r2rk1/pp1qbppp/3ppn2/8/4PP2/1PN2N2/P1RPQ1PP/5RK1 b - - 5 14,e647
2rq1rk1/pp2bppp/4pn2/3PN3/5P2/1PN5/P1RPQ1PP/5RK1 b - - 0 16,e647
2r2rk1/pp2bppp/1q2p3/3nN3/5P2/1PN5/P2PQ1PP/2R2R1K b - - 3 18,e647
2Rr2k1/pp2bppp/1q6/3pN3/5P2/1P6/P2PQ1PP/5R1K b - - 0 20,e647
2r3k1/pp2bppp/8/q2pN3/P4P2/1P1Q4/3P2PP/5R1K b - - 0 22,e647
2r3k1/pp3pp1/5b1p/q2p4/P4PN1/1P1Q3P/3P2P1/5R1K b - - 1 24,e647
2r2bk1/pp3pp1/7p/q2pN3/P4P2/1P1Q3P/3P2P1/4R2K b - - 5 26,e647
2r3k1/pp3pp1/3b3p/2qpNQ2/P4P2/1P2R2P/3P2P1/7K b - - 9 28,e647
4r1k1/pp3pp1/7p/2qpP3/P5Q1/1P2R2P/3P2P1/7K b - - 2 30,e647
4r1k1/pp3pp1/4P2p/3p4/P5Q1/1P2R2P/3q2PK/8 b - - 0 32,e647
