fen,game_id
r1b1k2r/1pp1bpp1/2p5/4Pn2/p3NB1p/1P5P/P1PRNPP1/1R4K1 b - - 1 18,e1046
r3k3/1pp1bpp1/2p1b3/4Pn1r/P1P1NB1p/7P/P2RNPP1/1R4K1 b - - 0 20,e1046
r3k3/2p2pp1/1pp1b3/4Pn1r/P1P1NB1p/b1N4P/P2R1PP1/3R2K1 b - - 3 22,e1046
r3k3/2p2pp1/1pp1b3/b1P1Pn1r/P3NB1p/2N4P/PR3PP1/3R2K1 b - - 0 24,e1046
r3k3/2p2pp1/1Rp1b3/2p1Pn1r/P3NB1p/2N4P/P4PP1/1R4K1 b - - 0 26,e1046
r3k3/4npp1/1Rp1b3/2N1P2r/P4B1p/2N4P/P4PP1/6K1 b - - 0 28,e1046
r3k3/5pp1/1Rp1N3/4n2r/P6p/2N1B2P/P4PP1/6K1 b - - 0 30,e1046
r3k3/6p1/2R1p3/7r/P1n2P1p/2N1B2P/P5P1/6K1 b - - 0 32,e1046
r7/5kp1/8/7r/P4P1p/2N1R2P/P5P1/6K1 b - - 0 34,e1046
rn1q1rk1/pb1p1ppp/1p1ppn2/8/3P4/3BPN2/PPPNQPPP/R3K2R b KQ - 3 8,e1047
r2q1rk1/pb1p1ppp/1pn1pn2/3p4/3P4/P2BPN2/1PPNQPPP/2KR3R b - - 1 10,e1047
2rq1rk1/pb1p1ppp/2n1pn2/1p1p4/3P2P1/P2BPN2/1PPNQP1P/2K3RR b - - 0 12,e1047
2rq1rk1/pb1p1ppp/2n1p3/3p2P1/Pp1Pn3/3BPN2/1PPNQP1P/2K3RR b - - 0 14,e1047
2r2rk1/pb1p1ppp/2n1p3/q2p2P1/Pp1P4/1PnBPN2/2PN1P1P/2K2QRR b - - 2 16,e1047
2r2rk1/p2pnppp/2b1p3/q2p2P1/Pp1P2N1/1PnBP3/2PN1P1P/2K2QRR b - - 6 18,e1047
2r2rk1/p2p1ppp/4p1n1/q2p2P1/Pp1P2N1/2nBP2Q/2PN1P1P/2K3RR b - - 0 20,e1047
2r2rk1/p2p1ppp/4p1n1/3p2P1/qp1P2N1/1N1BP2Q/2PKnP1P/6RR b - - 3 22,e1047
5rk1/p2p1ppp/4pNn1/3p2P1/qp1P4/1NrBP2Q/2PK1P1P/6R1 b - - 2 24,e1047
5r1k/p2p1p1p/4pPnQ/3p4/qp1P4/1NrBP3/2PK1P1P/6R1 b - - 2 26,e1047
6rk/p2p1p1p/4pPnQ/3p2R1/qp1P4/1N1KP3/2P2P1P/8 b - - 0 28,e1047
r1bqkb1r/ppp4p/2n2p2/1B1pp3/8/5N2/PPPPQPPP/R1B2RK1 b kq - 1 8,e1048
r1bq1rk1/ppp3bp/2n2p2/1B1pP3/8/5N2/PPP1QPPP/R1B2RK1 b - - 0 10,e1048
r1bq1rk1/pp4bp/2p2p2/3pn3/8/5N2/PPP1BPPP/R1BQ1RK1 b - - 1 12,e1048
r1b2rk1/pp4bp/2p2pq1/3pn3/8/5NB1/PPP1BPPP/R2Q1RK1 b - - 5 14,e1048
4rrk1/pp1b2bp/2p2pq1/3pN3/8/6B1/PPP1BPPP/R2QR1K1 b - - 0 16,e1048
4Brk1/pp1b2bp/2p2q2/3pp3/8/6B1/PPP2PPP/R2QR1K1 b - - 0 18,e1048
4brk1/pp4bp/2p2q2/3p4/4p3/1QP3B1/PP3PPP/R3R1K1 b - - 1 20,e1048
4b1k1/pp3rb1/2p2q2/3p3p/4p2P/1QP3B1/PP3PP1/3RR1K1 b - - 0 22,e1048
4b1k1/pp3r2/2p2q1b/3p3p/2P4P/1Q2R1B1/PP3PP1/3R2K1 b - - 0 24,e1048
4b1k1/Qp2r3/2p2q2/3p3p/2P4P/6B1/PP3PP1/3R2K1 b - - 0 26,e1048
1Q4k1/1p2r3/2p2q2/3b3p/7P/6B1/PP3PP1/3R2K1 b - - 1 28,e1048
8/1p2r2k/2p3q1/3b3p/5Q1P/1P4B1/P4PP1/3R2K1 b - - 2 30,e1048
3Q2k1/1p6/2p3q1/3b3p/7P/1P4B1/P3rPP1/3R2K1 b - - 6 32,e1048
4r1k1/1p1Q4/2p5/3b3p/4q2P/1P3PB1/P5P1/3R2K1 b - - 0 34,e1048
r1bqkb1r/pp3ppp/2P1pn2/n3N3/2p1P3/2N5/PP3PPP/R1BQKB1R b KQkq - 0 8,e1049
r1b1k2r/pPq2ppp/4pn2/n7/1bN1P3/2N5/PP3PPP/R1BQKB1R b KQkq - 0 10,e1049
r3k2r/pb3ppp/4pn2/q7/1b2P3/2N5/PP1B1PPP/R2QKB1R b KQkq - 1 12,e1049
r2r2k1/pb3ppp/4pn2/q7/1b2P3/2N2P2/PPQB2PP/R3KB1R b KQ - 2 14,e1049
2r3k1/pb1r1ppp/4pn2/q7/1b2P3/2NB1P2/PPQB2PP/2KR3R b - - 6 16,e1049
2r3k1/pbrn1ppp/4p3/q7/1b2P3/2NB1P2/PPQB2PP/1KR4R b - - 10 18,e1049
2r3k1/pbr2ppp/4p3/q7/1bB1P3/2N2P2/PPQB2PP/1KR4R b - - 0 20,e1049
2r3k1/pb3ppp/4p3/2q5/Nbr1P3/1Q3P2/PP1B2PP/1KR4R b - - 3 22,e1049
6k1/pb3ppp/4p3/1q6/Nbr1P3/PQ3P2/1P1B2PP/1K5R b - - 0 24,e1049
6k1/5ppp/2b1p3/pq6/1Br1P3/PQN2P2/1P4PP/1K5R b - - 1 26,e1049
6k1/5ppp/2b1p3/p7/1P2P3/1QNq1P2/1P4PP/K6R b - - 2 28,e1049
6k1/5pp1/2b1p2p/8/1Q2P3/2Nq1P2/1P4PP/K2R4 b - - 1 30,e1049
3R4/5ppk/2b1p2p/4P3/1Q6/2N2P2/1Pq3PP/K7 b - - 0 32,e1049
3R4/5ppk/2b1p2p/4P3/8/1QN2P2/KP4PP/5q2 b - - 4 34,e1049
r1b1k2r/ppq2ppp/2nbpn2/1Bpp2B1/3P1P2/2P1PN2/PP1N2PP/R2QK2R b KQkq - 4 8,e1050
r3k2r/ppqBnppp/3bpn2/2pp2B1/3P1P2/2P1PN2/PP1N2PP/R2Q1RK1 b kq - 0 10,e1050
r3k2r/pp2nppp/3bpn2/1qppN1B1/3P1P2/1QP1P3/PP1N2PP/R4RK1 b kq - 3 12,e1050
r3k2r/pp2nppp/q2bp3/2ppN1B1/3PNP2/1QP1PR2/PP4PP/R5K1 b kq - 0 14,e1050
r3k2r/pp3ppp/q2bp3/2p1NnB1/3PpP2/1QP1P2R/PP4PP/R5K1 b kq - 3 16,e1050
2r1k2r/pp3ppp/q3p3/2pPPnB1/4p3/1QP1P2R/PP4PP/R5K1 b k - 0 18,e1050
2r1k2r/pp3ppp/2q5/2pQPnB1/4p3/2P1P2R/PP4PP/3R2K1 b k - 2 20,e1050
2r1k2r/pp3pp1/7p/2pRPnB1/4p1P1/2P1P2R/PP5P/6K1 b k - 0 22,e1050
2r1k2r/pp3pp1/3R2np/2p1P3/4pBP1/2P1P2R/PP5P/6K1 b k - 4 24,e1050
2r1kn1r/pp3pp1/3R4/2p1P1Pp/4pB2/2P1P1R1/PP5P/6K1 b k - 1 26,e1050
2r2rk1/pp3pp1/3Rn1P1/2p1P2p/4pB2/2P1P3/PP4RP/6K1 b - - 0 28,e1050
3r1r2/pp3kp1/3Rn3/2p1P2p/4pB2/2P1P3/PP1R3P/6K1 b - - 1 30,e1050
3r4/pp3kp1/3Rn3/2p1P2p/4p3/2P1P1B1/PP5P/6K1 b - - 2 32,e1050
3r4/pp3k2/3Rn3/2p1P1p1/4p2p/2P1P2P/PP5B/6K1 b - - 1 34,e1050
rnbqk2r/ppp1b1pp/3p1n2/5p2/2PP4/2N2NP1/PP2P1BP/R1BQ1RK1 b kq - 2 8,e1051
rnbq1rk1/ppp1b2p/3p1npB/5p2/2PP3N/2N3P1/PP2P1BP/R2Q1RK1 b - - 1 10,e1051
r1bqr1k1/ppp1b2p/2np1npB/2P2p2/3P3N/1QN3P1/PP2P1BP/R4RK1 b - - 0 12,e1051
r1bq2rk/ppp1bQ1p/2np1npB/2PN1p2/3P3N/6P1/PP2P1BP/R4RK1 b - - 4 14,e1051
r1b3rk/ppp1Q2p/2np2pB/2P2p2/3P2nN/6P1/PP2P1BP/R4RK1 b - - 0 16,e1051
r1b1r2k/ppp1n2p/3p2p1/2P2pB1/3P2nN/6PP/PP2P1B1/R4RK1 b - - 0 18,e1051
r1b1r2k/ppp1n2p/6p1/5p2/3p1BPN/6P1/PP2P1B1/R4RK1 b - - 1 20,e1051
r1bqk2r/pp2npbp/2npp1p1/2p5/P3P3/3P1NP1/1PPN1PBP/R1BQ1RK1 b kq - 0 8,e1052
r1bqk2r/p3npb1/1pnpp1pp/2p5/P3P2P/2PP1NP1/1P1N1PB1/R1BQ1RK1 b kq - 0 10,e1052
r3k2r/p2qnpb1/bpnpp1pp/2p5/P3P2P/2PP2P1/1PQN1PBN/R1B2RK1 b kq - 4 12,e1052
r3k2r/p2qnpb1/bpn1p1pp/2p5/P3P2P/2P3P1/1PQN1PBN/R1B1R1K1 b kq - 0 14,e1052
r3k2r/p2qnpb1/1p2p1pp/2p1n3/P3P2P/2P3P1/1PQN1P1N/R1B1RK2 b kq - 0 16,e1052
r3k2r/p3npb1/1p2p1pp/2p5/P3P2P/2Pn2P1/1P1N1P1N/R1BR1K2 b kq - 1 18,e1052
2kr3r/p4pb1/1pn1p1pp/2p5/P1N1PB1P/2Pn2P1/1P3P1N/R2R1K2 b - - 5 20,e1052
3r3r/p1k2pb1/1pn1p1pp/2p5/P1N1PP1P/2P2N2/1P3P2/R2R1K2 b - - 2 22,e1052
3r3r/p1k1bp2/1pn1p1pp/2p1P3/P1N2P1P/2P2N2/1P2KP2/R2R4 b - - 2 24,e1052
3r4/2k1bp2/ppn1p1pp/2p1P3/P1N2P1P/2P2N2/1P2KP2/3R4 b - - 1 26,e1052
1r3b2/2k2p2/ppn1p1pp/2p1P3/P4PNP/2P2N2/1P2KP2/3R4 b - - 5 28,e1052
3R1b2/2k1np2/pp2pNpp/2p1P3/P4P1P/2P2N2/1P2KP2/8 b - - 0 30,e1052
3k1b2/5p2/pp2pNpp/2p1Pn1P/P4P2/2P5/1P1NKP2/8 b - - 0 32,e1052
3k4/4bp2/pp2p2p/2p1Pn1N/P1N2P2/2P5/1P2KP2/8 b - - 2 34,e1052
r3k1nr/pp1b1ppp/1qn1p3/2bpP3/8/2PB1N2/PP3PPP/RNBQ1RK1 b kq - 1 8,e1053
r3k2r/pp1bbppp/1qn1p2n/3pP3/PP6/2PB1N2/5PPP/RNBQ1RK1 b kq - 0 10,e1053
r3k2r/ppqbbppp/2n1p3/3pP3/PP4n1/2PB1N2/4QPPP/RNB1R1K1 b kq - 4 12,e1053
2r1k2r/ppqbbppp/2n1p2n/3pP3/PP3B2/2PB1N1P/4QPP1/RN2R1K1 b k - 2 14,e1053
2r1k2r/pp1bP1pp/2n1p2n/3p4/PP3q2/2PB1N1P/4QPP1/RN2R1K1 b k - 0 16,e1053
2r4r/pp1bk1pp/4p2n/nP1pN3/P4q2/2PB3P/4QPP1/RN2R1K1 b - - 2 18,e1053
2r4r/pp1bknpp/4pq2/nP1pN3/P7/2PB1N1P/4QPP1/R3R1K1 b - - 6 20,e1053
2r4r/pp1bk1pp/3npq2/1P1pN3/P1n5/2PB1N1P/4QPP1/R3R1K1 b - - 10 22,e1053
2r1r3/pp1bk2p/3npqp1/1P1p4/P1n3N1/2PB1N1P/4QPP1/3RR1K1 b - - 3 24,e1053
4r3/pp1bk2p/3np1p1/1P1R4/P1r3N1/2q2N1P/4QPP1/4R1K1 b - - 0 26,e1053
4r3/pp1bk2p/3n2p1/1P1N4/P3r3/2q2N1P/4QPP1/4R1K1 b - - 0 28,e1053
3kr3/pp1b3p/3n2p1/1P6/P7/2N2N1P/4RPP1/6K1 b - - 0 30,e1053
8/ppkb3p/3n2p1/1P6/P4N2/5N1P/5PP1/6K1 b - - 2 32,e1053
8/pp1b3p/3n1Np1/kP6/P7/5N1P/5PP1/6K1 b - - 6 34,e1053
r2qk2r/2p1bppp/p1n1b3/1pn1P3/3P4/5N2/PPBN1PPP/R1BQ1RK1 b kq - 0 12,e1054
r3k2r/2p1bppp/p3b3/1pn1P3/3q4/5N2/PPB2PPP/R1BQ1RK1 b kq - 1 14,e1054
3Rk2r/2p1bppp/p3b3/1pn1P3/8/5N2/PPB2PPP/R1B3K1 b k - 0 16,e1054
3k3r/2p1bppp/p7/1pnbP3/3N4/4B3/PPB2PPP/R5K1 b - - 3 18,e1054
2k2b1r/2p2ppp/p7/1pnbPN2/8/4B3/PPB2PPP/3R2K1 b - - 7 20,e1054
2k2b1r/5ppp/p1p1n3/1p1bPN2/1P6/P3B3/2B2PPP/3R2K1 b - - 0 22,e1054
2k2b1r/2n2p1p/p1p3pN/1p1bP1B1/1P6/P7/2B2PPP/3R2K1 b - - 3 24,e1054
2k1r3/2n2pbp/p1p3p1/1p1bP1B1/1P3PN1/P7/2B3PP/3R2K1 b - - 0 26,e1054
2k1r3/2n2p1p/p1p1bPp1/1p4B1/1P3P2/P7/2B3PP/3R2K1 b - - 0 28,e1054
2k1r3/2n2p1p/p1p1bPp1/1p4B1/1P3P2/P7/2B3PP/3R2K1 b - - 4 30,e1054
4r3/1kn2p1p/2p1bPp1/Pp4B1/5P2/P7/2B3PP/4R1K1 b - - 0 32,e1054
4r3/2n2p1p/2p1bPp1/kp4B1/5PP1/P6P/2B5/4R1K1 b - - 0 34,e1054
r1bqkb1r/pp2pppp/1n1P4/2p5/3n4/1P1B4/PBPP1PPP/RN1QK1NR b KQkq - 0 8,e1055
r3kb1r/pp2pppp/1n1q4/2p5/3n2b1/1P1B4/PBPPNPPP/RN1Q1RK1 b kq - 3 10,e1055
r3kb1r/pp3ppp/1n2pq2/2p5/3n2b1/1PNB1P2/PBPPN1PP/R2Q1RK1 b kq - 0 12,e1055
r3kb1r/pp3ppp/1n2pq2/2p2n2/8/1PN2P2/PBPPN1PP/1R1Q1RK1 b kq - 1 14,e1055
r3k2r/pp2bppp/1n2p2q/2p2n2/4N3/1P3PN1/PBPP2PP/1R1Q1RK1 b kq - 5 16,e1055
r4rk1/pp2bppp/1n2p2q/2p5/4N3/1P1P1PP1/PBP3P1/1R1Q1RK1 b - - 0 18,e1055
3r1rk1/pp2bppp/4p2q/2pn4/4N3/1P1P1PP1/P1P1Q1P1/1RB2RK1 b - - 4 20,e1055
3rr1k1/pp2bppp/4p1q1/2pn4/4N1P1/1P1P1P2/P1PBQ1P1/1R3RK1 b - - 2 22,e1055
3rr1k1/pp4pp/4pbq1/2pn1p2/2P3P1/1P1P1P2/P2BQNP1/1R3RK1 b - - 0 24,e1055
3rr1k1/pp4pp/4p1q1/2p2p2/2P3P1/1PbP1PP1/P3QN2/1R3RK1 b - - 0 26,e1055
3rr1k1/pp4pp/4p1q1/2p5/2Pb2P1/1P1P2P1/P3QN2/3R1RK1 b - - 0 28,e1055
3r1rk1/pp4pp/6q1/2p1p3/2PbN1P1/1P1P2P1/P3Q1K1/3R1R2 b - - 1 30,e1055
5rk1/pp4pp/2q5/2p1p3/2PbN1P1/1P1P2P1/P3Q1K1/5R2 b - - 1 32,e1055
6k1/pp4pp/4q3/2p1pQ2/2PbN1P1/1P1P2P1/P5K1/8 b - - 2 34,e1055
rnb1k2r/1pp2ppp/p2q1n2/3p4/3P4/2NBP3/PP3PPP/R2QK1NR b KQkq - 1 8,e1056
r1b2rk1/1pp2ppp/p1nq1n2/3p4/3P4/P1NBP3/1PQ2PPP/R3K1NR b KQ - 0 10,e1056
r1b2rk1/1pp1np1p/p2q1np1/3p4/3P4/P1NBPN2/1PQ2PPP/R4RK1 b - - 1 12,e1056
r4rk1/1pp1np1p/p2q1np1/3p4/3P4/P1NNP3/1PQ2PPP/R4RK1 b - - 0 14,e1056
r4rk1/1p3p1p/p1pq1np1/3p1n2/PP1P4/2NNP3/2Q2PPP/R4RK1 b - - 0 16,e1056
r4rk1/1p2qp1p/p4np1/1P1p1n2/3P4/2NNP3/2Q2PPP/R4RK1 b - - 0 18,e1056
r4rk1/1p2qp1p/3n1np1/pP1p4/3P1N2/2N1P3/2Q2PPP/R1R3K1 b - - 3 20,e1056
r2q1rk1/1p3p1p/5np1/pP1N4/2nP1N2/4P3/Q4PPP/R1R3K1 b - - 0 22,e1056
r2q1rk1/1p3p1p/6p1/pP6/2QP1P2/8/5PPP/R1R3K1 b - - 0 24,e1056
r2r2k1/1pQ2p1p/3q2p1/pP6/3P1P2/6P1/5P1P/R1R3K1 b - - 2 26,e1056
1r1r2k1/5p1p/Q5p1/pP6/3q1P2/6P1/5P1P/R1R3K1 b - - 2 28,e1056
1r4k1/5p1p/1r4p1/QP6/3q1P2/6P1/5P1P/1RR3K1 b - - 2 30,e1056
2r3k1/5p1p/1Q4p1/1P1q4/5P2/6P1/5P1P/1R4K1 b - - 0 32,e1056
2rR2k1/5p1p/1Q4p1/1P6/5P2/6P1/2q2P1P/6K1 b - - 4 34,e1056
r2qk2r/pp1nbppp/3ppn2/2p5/3PP3/2P2N2/PP2QPPP/RNB2RK1 b kq - 0 8,e1057
r2qnrk1/pp1nbppp/3pp3/2P1P3/8/2P2N2/PP2QPPP/RNB2RK1 b - - 0 10,e1057
r3nrk1/pp2bppp/1q1pp3/2n1P3/8/N1P2N2/PP2QPPP/R1BR2K1 b - - 3 12,e1057
r3nrk1/pp2bppp/q3p3/2n1N3/2N5/2P5/PP2QPPP/R1BR2K1 b - - 0 14,e1057
r4rk1/pp2bpp1/q3pn1p/2n1N3/2N4B/2P5/PP2QPPP/R2R2K1 b - - 1 16,e1057
2rr2k1/pp2bpp1/q3pn1p/2n1N3/7B/2P1N3/PP2QPPP/R2R1K2 b - - 5 18,e1057
2rr2k1/pp2bpp1/4pn1p/4N3/n6B/2P1N3/PP2KPPP/1R1R4 b - - 2 20,e1057
2rR2k1/pp2bp2/4p2p/4N1p1/n3n3/2P1N1B1/PP2KPPP/1R6 b - - 0 22,e1057
r1bqk2r/pp1n1ppp/2pbpn2/6N1/3P4/3B1N2/PPP1QPPP/R1B1K2R b KQkq - 3 8,e1058
r1bqk2r/pp1n1pp1/2pbp2p/8/3PQ3/3B1N2/PPP2PPP/R1B1K2R b KQkq - 0 10,e1058
r1b1k2r/p1qn1pp1/1ppbp2p/8/3PQ3/3B1N2/PPPB1PPP/2KR3R b kq - 1 12,e1058
2kr3r/pbqn1pp1/Bppbp2p/8/3P4/5N2/PPPBQPPP/2KR3R b - - 5 14,e1058
1k1r3r/pBqn1pp1/1p1bp2p/2p5/3P4/5N2/PPPBQPPP/1K1R3R b - - 0 16,e1058
1k1r3r/pq1n1pp1/1p1bp2p/8/2pP4/5NP1/PPPBQP1P/1K1RR3 b - - 1 18,e1058
1k1r3r/p2n1pp1/3bp2p/1p6/2pPR3/5NP1/PPPB1P1P/1K1R4 b - - 0 20,e1058
1k1r3r/p4pp1/3bp2p/1p1nN3/2pP4/6P1/PPPB1P1P/1K1RR3 b - - 4 22,e1058
3r3r/pk3pp1/4p2p/Bp1nP3/2p5/6P1/PPP2P1P/1K1RR3 b - - 2 24,e1058
7r/p2r1pp1/k3p2p/1p1nP3/1BpR4/6P1/PPP2P1P/1K2R3 b - - 6 26,e1058
7r/3r1pp1/1k1Bp2p/pp1nP3/2pR4/6P1/PPP2P1P/1K1R4 b - - 1 28,e1058
2r5/3r2p1/1k1Bp2p/pp1nPp2/2pR2P1/8/PPP2P1P/2KR4 b - - 0 30,e1058
2r5/5rp1/1k1Bp2p/pp1nP3/2p3R1/7P/PPP2P2/2KR4 b - - 0 32,e1058
6r1/5r2/1k1Bp2p/pp1nP1P1/2p3R1/8/PPP2P2/2KR4 b - - 0 34,e1058
rnbq1rk1/p3bppp/1pp1pn2/3p4/2PP4/5NP1/PPQ1PPBP/RNBR2K1 b - - 1 8,e1059
r2q1rk1/p2nbppp/bpp1pn2/3p4/2PP4/1P3NP1/P1QNPPBP/R1BR2K1 b - - 0 10,e1059
2rq1rk1/p2nbppp/bp2pn2/2pP4/2PP4/1P3NP1/P1QN1PBP/R1BR2K1 b - - 0 12,e1059
2rq1rk1/p2nbppp/bp3n2/3p4/2PN4/1P4P1/PBQN1PBP/R2R2K1 b - - 0 14,e1059
2r2rk1/p1qnbppp/bp3n2/8/2PN4/6P1/PBQN1PBP/2RR2K1 b - - 0 16,e1059
3rr1k1/p1qnbppp/bp3n2/5N2/2P5/6PB/PBQN1P1P/2RR2K1 b - - 4 18,e1059
3Rrbk1/p1q2ppp/bp3n2/4nN2/2P5/1N4PB/PBQ2P1P/2R3K1 b - - 0 20,e1059
3r1bk1/p1q2ppp/1p3n2/2P1nN2/8/1NQb2PB/PB3P1P/2R3K1 b - - 2 22,e1059
3r1bk1/p1q2ppp/1p6/2P2N2/1Q2n3/1N1b1nPB/PB3P1P/2R4K b - - 6 24,e1059
3r1bk1/p1q2ppp/1p6/2P2N2/6Q1/1N1b1nPn/PB4KP/2R5 b - - 1 26,e1059
3r1bk1/p1q2ppp/1p6/2P2Qn1/7P/1N3nP1/PB4K1/2R5 b - - 0 28,e1059
3r1bk1/p1q2ppp/1pP1n3/5Q2/7P/1N6/PB4K1/2R5 b - - 0 30,e1059
3r1bk1/p1q2ppp/1pP5/5Q2/7P/1N1n4/PBR5/7K b - - 4 32,e1059
3r1bk1/p4ppp/1pq5/5Q2/7P/1N6/P5R1/7K b - - 1 34,e1059
rn1q1rk1/pb1pppbp/1p3np1/2p5/2P5/1PN2NP1/PB1PPPBP/R2Q1RK1 b - - 1 8,e1060
rn1q1rk1/pb3pbp/1p2pnp1/2ppN3/2PP4/1PN3P1/PB2PPBP/R2Q1RK1 b - - 0 10,e1060
rn1q1rk1/1b3pbp/pp2pnp1/3pN3/2PN4/1P4P1/PB2PPBP/R2Q1RK1 b - - 0 12,e1060
rn3rk1/1bq2pbp/pp2pnp1/8/2N5/1P3NP1/PB2PPBP/R2Q1RK1 b - - 0 14,e1060
r1r3k1/1bqn1pbp/pp1Qpnp1/8/2N5/1P3NP1/PB2PPBP/R2R2K1 b - - 4 16,e1060
r1r3k1/3n1pbp/pp1Npnp1/3b2N1/8/1P4P1/PB2PPBP/R2R2K1 b - - 0 18,e1060
r5k1/3n1Nbp/pp1Npnp1/3b4/3B4/1P4P1/P3rPBP/R2R2K1 b - - 0 20,e1060
r5k1/3n1Nbp/pp1N2p1/3np3/3B4/1P4P1/P3rP1P/R2R1K2 b - - 1 22,e1060
r5k1/3n1Nbp/pp1N2p1/4p3/8/1P2P1P1/PBr4P/R2R1K2 b - - 0 24,e1060
r7/3R1kbp/pp4p1/4p3/4N3/1P2P1P1/Pr5P/R4K2 b - - 0 26,e1060
r5k1/3R2bp/pp4p1/4p3/4N3/1P2P1P1/P6r/2R3K1 b - - 1 28,e1060
r2qk1nr/1bpnppbp/p2p2p1/1p2P3/3P1P2/2NB1N2/PPP3PP/R1BQ1RK1 b kq - 0 8,e1061
r2qk1nr/1bpn1pbp/p2pp1p1/4P3/Pp1PNP2/3B1N2/1PP3PP/R1BQ1RK1 b kq - 1 10,e1061
r2qk1nr/2pn1pbp/p3p1p1/3pP3/Pp1P1P2/3B1N2/1PP3PP/R1BQ1RK1 b kq - 1 12,e1061
r2qk1nr/2pn1pb1/p3p1p1/3pP2p/P2P1P2/2PB1N2/6PP/R1BQ1RK1 b kq - 0 14,e1061
r2qk1nr/3n1pb1/p3p1p1/3pP2p/P1pP1P2/B1P2N2/2B3PP/R2Q1RK1 b kq - 1 16,e1061
r2q1knr/3n1p2/p3p1p1/3pP1Np/P1pP1P2/2P5/2B3PP/R2Q1RK1 b - - 1 18,e1061
r4k1r/2qnnp2/p3p1p1/3pP1Np/PRpP1P2/2P5/2B3PP/3Q1RK1 b - - 5 20,e1061
1r5r/2qnnpk1/p3p1p1/3pP1Np/PRpP1P2/2P3PP/2B5/3Q1RK1 b - - 0 22,e1061
1R5r/3n1pk1/p1n1p1p1/q2pP1Np/P1pP1P2/2P3PP/2BQ4/5RK1 b - - 0 24,e1061
1r6/3n1pk1/p1n1p1p1/q2pP1N1/P1pP1PP1/2P5/2BQ4/5RK1 b - - 0 26,e1061
8/3n1pk1/p3p1p1/q2pPPN1/P1pQ2P1/2P5/1rB5/5RK1 b - - 0 28,e1061
8/3n2k1/p3N1p1/q2pP3/P1pQ2P1/2P5/2r5/5RK1 b - - 0 30,e1061
rnbq1rk1/ppp3pp/3ppn2/5p2/2PP4/2N2NP1/PP1QPPBP/R3K2R b KQ - 1 8,e1062
rnb2rk1/pp2q1pp/2pppn2/5p2/2PP4/2N2NP1/PP1QPPBP/R3R1K1 b - - 1 10,e1062
rnb2rk1/p3q1pp/1pp1pn2/3p1p2/2PP4/2N1PNP1/PPQ2PBP/R3R1K1 b - - 0 12,e1062
r4rk1/pb1nq1pp/1pp1pn2/3p1p2/2PP1N2/4PNP1/PPQ2PBP/R3R1K1 b - - 4 14,e1062
2r2rk1/pb1nq1pp/1p2pn2/2pp1pN1/2PP1N2/4P1P1/PPQ2PBP/2R1R1K1 b - - 1 16,e1062
2r3k1/pb1nq1pp/1p2Nr2/2pP1p2/3PnN2/4P1P1/PPQ2PBP/2R1R1K1 b - - 0 18,e1062
2R3k1/p2nq1pp/1p2Nr2/3P1p2/3pnN2/4P1P1/PP3PBP/4R1K1 b - - 0 20,e1062
2R2nk1/p3q2p/1p2Nr2/3P1ppN/3Pn3/6P1/PP3PBP/4R1K1 b - - 1 22,e1062
R4nk1/p6p/1p2q3/5ppN/3Pn3/6P1/PP3PBP/4R1K1 b - - 1 24,e1062
R4nk1/p4q1p/1p6/6pN/3PR3/6P1/PP3P1P/6K1 b - - 0 26,e1062
R3Rnk1/p6p/1p6/6p1/3P4/6P1/PP3PKP/3q4 b - - 3 28,e1062
R2R4/p5kp/1p6/6p1/3q4/6P1/PP3PKP/8 b - - 2 30,e1062
R2R4/p5kp/1p6/6p1/8/6P1/PP3PKP/1q6 b - - 6 32,e1062
R3R3/p3q1kp/1p6/6p1/8/6P1/PP3P1P/6K1 b - - 10 34,e1062
r1bqkb1r/pp2pp1p/2n3p1/2p5/8/2N3P1/PPPP1PBP/R1BQ1RK1 b kq - 1 8,e1063
r1bq1rk1/pp2ppbp/2n3p1/2p5/8/2NPB1P1/PPP2PBP/R2Q1RK1 b - - 2 10,e1063
r2q1rk1/pp2ppbp/6p1/2p5/3n2b1/2NPBPP1/PPPQ2BP/R4RK1 b - - 0 12,e1063
2rq1rk1/pp1bppbp/6p1/2p5/3n4/3PBPP1/PPPQ2BP/3NRRK1 b - - 4 14,e1063
2rq1rk1/pp1b1pbp/4n1pB/2p1p3/8/2PP1PP1/PP1Q2BP/3NRRK1 b - - 2 16,e1063
2rq1r2/pp1b2kp/4npp1/2p1p3/5P2/2PP2P1/PP1Q2BP/3NRRK1 b - - 0 18,e1063
2rq4/pB1b1rkp/4npp1/2p5/5P2/2PP4/PP1Q3P/3NRRK1 b - - 0 20,e1063
1r1q4/p2br1kp/4npp1/2pB1P2/8/2PP4/PP1Q3P/3NRRK1 b - - 0 22,e1063
1r1q1n2/p2br1k1/5pp1/2p5/8/2PP4/PP1Q2BP/3NRRK1 b - - 1 24,e1063
3q1n2/p3R1k1/1r3pp1/2p2b2/8/2PP4/PP1Q1NBP/5RK1 b - - 0 26,e1063
5n2/p3q1k1/4Rpp1/2p2b2/8/2PP4/PP1Q1NBP/6K1 b - - 0 28,e1063
8/p3q1k1/5pp1/2p2bn1/4BQ2/2PP4/PP3N1P/6K1 b - - 3 30,e1063
8/p5k1/4qpp1/2p3n1/4PQ2/2P5/PP3NKP/8 b - - 2 32,e1063
8/p5k1/5pp1/2pqP1n1/5Q2/2P3K1/1P3N1P/8 b - - 2 34,e1063
