fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique
1r5k/p2n3p/4p1b1/8/2PP1R2/2K1N2P/P7/6R1 b - - 2 34,68,Hkk7cbBb,d7b6,-423,54,a7a5,0.314,0.391,0.4196,0.3433,e6e5,d7b6,d7b6,d7b6,0.0,0.4196,0.0293,False
r2qkb1r/pp3ppp/2np1n2/3Pp3/4P1b1/2N1BN2/PP3PPP/R2QKB1R b KQkq - 0 8,16,KEezw1Yx,c6b8,-161,44,c6e7,0.0326,0.0751,0.1391,0.3862,c6b4,c6d4,c6e7,c6b8,0.0,0.3862,0.3536,False
r2qkb1r/pp1Bnppp/3p1n2/3Pp3/4P3/2N1BN2/PP3PPP/R2QK2R b KQkq - 0 10,20,KEezw1Yx,d8d7,-133,58,d8d7,0.8917,0.8894,0.8935,0.9193,d8d7,d8d7,d8d7,d8d7,0.0,0.9193,0.0276,False
r3kb1r/1p1qnppp/p2p1n2/3Pp3/4P3/2N1BN2/PP3PPP/2RQ1RK1 b kq - 1 12,24,KEezw1Yx,e7c8,-140,10,g7g6,0.0529,0.0613,0.055,0.05,g7g6,g7g6,e7g6,e7g6,267.0,0.0613,-0.0029,False
r3k2r/1p1qnpbp/p2p1np1/3Pp1B1/4P3/2N2N2/PP1Q1PPP/2R2RK1 b kq - 3 14,28,KEezw1Yx,h7h6,-59,0,e8g8,0.0639,0.0581,0.0617,0.1007,e8g8,e8g8,e8g8,e8g8,19.0,0.1007,0.0368,False
2r2rk1/1p1qnpBp/p2p1np1/3Pp3/4P3/2N2N2/PP1Q1PPP/2R2RK1 b - - 0 16,32,KEezw1Yx,g8g7,-6,370,g8g7,0.9988,0.9995,0.9996,0.9997,g8g7,g8g7,g8g7,g8g7,0.0,0.9997,0.0009,False
5r2/1p1qnpkp/p2p1np1/3Pp1Q1/4P3/2P2N2/P4PPP/2R2RK1 b - - 0 18,36,KEezw1Yx,f6e4,-16,240,f6e4,0.6256,0.7046,0.7584,0.762,f6e4,f6e4,f6e4,f6e4,0.0,0.762,0.1364,False
5r2/1p1qnpkp/p2p1np1/3Pp3/2P4Q/5N2/P4PPP/2R2RK1 b - - 0 20,40,KEezw1Yx,b7b5,43,10,d7f5,0.1573,0.0893,0.0408,0.0181,e7f5,e7f5,e7f5,e7f5,13.0,0.1573,-0.1392,False
1r6/1p2npkp/pR1p1np1/3Ppq2/2P4Q/5N2/P4PPP/5RK1 b - - 4 22,44,KEezw1Yx,e7c8,-46,17,f5d7,0.3422,0.4109,0.4005,0.3882,e7c8,e7c8,e7c8,e7c8,0.0,0.4109,0.046,False
1r6/1p1q1pkp/pR1p1np1/3PpnQ1/2P5/5N2/P4PPP/1R4K1 b - - 8 24,48,KEezw1Yx,d7c7,-24,8,h7h6,0.0975,0.1281,0.1506,0.1441,f6e4,f6e4,f6e4,h7h6,126.0,0.1506,0.0466,False
1r6/1p1q1pk1/pR1p2pp/3Ppn2/2P1n3/5N2/PQ3PPP/1R4K1 b - - 3 26,52,KEezw1Yx,d7e7,-195,38,e4c5,0.0143,0.0106,0.0084,0.0092,e4c5,e4c5,e4c5,e4c5,244.0,0.0143,-0.0051,True
1r6/1p1q1pk1/pR1p2pp/2nP1n2/1QP1p3/8/P4PPP/1R2N1K1 b - - 1 28,56,KEezw1Yx,e4e3,-26,21,g7h7,0.3527,0.3667,0.3947,0.4045,e4e3,f5d4,e4e3,e4e3,0.0,0.4045,0.0518,False
1r6/1p1q1p1k/pR1p2pp/2nP4/1QPnp3/7P/P4PPK/1R2N3 b - - 2 30,60,KEezw1Yx,d7e7,-53,0,d7f5,0.0696,0.0803,0.0911,0.1053,d7f5,d7f5,f7f5,f7f5,234.0,0.1053,0.0357,False
1r6/1p3p1k/pR1p2pp/2nPq3/1QPnp3/7P/PR3PP1/4N2K b - - 6 32,64,KEezw1Yx,d4f5,78,1,e5h5,0.159,0.1964,0.2153,0.2104,e4e3,e4e3,e4e3,e4e3,78.0,0.2153,0.0514,False
1r6/1p3p1k/p2R2pp/3P3q/1QPnp3/3N3P/PR3PP1/7K b - - 0 34,68,KEezw1Yx,e4d3,-335,58,e4d3,0.6348,0.7162,0.7469,0.7128,e4d3,e4d3,e4d3,e4d3,0.0,0.7469,0.078,False
rn1qkb1r/pppb1ppp/5n2/3P4/4P2N/2N5/PPPPQ1PP/R1B1KB1R b KQkq - 0 8,16,3Y7KRrw3,f8e7,-248,1,f8b4,0.0929,0.1372,0.1586,0.1355,d7g4,d7g4,d7g4,f8c5,28.0,0.1586,0.0426,False
rn1qk2r/pppb1ppp/8/3PP3/1b4n1/2N2N2/PPPPQ1PP/R1B1KB1R b KQkq - 2 10,20,3Y7KRrw3,e8g8,-281,122,e8g8,0.4088,0.5678,0.6822,0.7686,e8g8,e8g8,e8g8,e8g8,0.0,0.7686,0.3598,False
rn1q1rk1/pppb1ppp/8/3PP3/4Q1n1/2P2N2/PPP3PP/R1B1KB1R b KQ - 0 12,24,3Y7KRrw3,f8e8,-389,10,f8e8,0.3218,0.3502,0.298,0.2466,f8e8,f8e8,f8e8,f7f5,45.0,0.3502,-0.0752,False
rn1qr1k1/pp1b1ppQ/2p5/3PP3/6n1/2PB1N2/PPP3PP/R1B1K2R b KQ - 0 14,28,3Y7KRrw3,g8f8,-1993,0,g8f8,1.0,1.0,1.0,1.0,g8f8,g8f8,g8f8,g8f8,0.0,1.0,0.0,False
rn1qrk1Q/pp1b2p1/2pP1p2/4P3/6n1/2PB1N2/PPP3PP/R1B1K2R b KQ - 1 16,32,3Y7KRrw3,f8f7,-931,0,f8f7,1.0,1.0,1.0,1.0,f8f7,f8f7,f8f7,f8f7,0.0,1.0,0.0,False
rn1qr2Q/pp1b2p1/2pP1pk1/4P3/6nN/2P5/PPP3PP/R1B1K2R b KQ - 1 18,36,3Y7KRrw3,g6f7,220,0,g6f7,1.0,1.0,1.0,1.0,g6f7,g6f7,g6f7,g6f7,0.0,1.0,0.0,False
rn1qr3/pp1b2p1/2pPkp2/4P3/6QN/2P5/PPP3PP/R1B1K2R b KQ - 0 20,40,3Y7KRrw3,e6f7,-530,73,e6e5,0.457,0.5273,0.5805,0.5932,e6f7,e6f7,e6f7,e6f7,0.0,0.5932,0.1362,False
rn1qr3/pp1b2p1/2pPkp2/8/3Q3N/2P5/PPP3PP/R1B2RK1 b - - 3 22,44,3Y7KRrw3,d8b6,-280,206,e6f7,0.0431,0.05,0.0583,0.0656,e6f7,e6f7,e6f7,e6f7,312.0,0.0656,0.0225,False
rn1q4/pp1b1kp1/2pP1p2/4Q1B1/7N/2P5/PPP3PP/R4RK1 b - - 0 24,48,3Y7KRrw3,d7e8,-817,18,d8b6,0.0037,0.0039,0.0046,0.0045,d8b6,d8b6,d8b6,d7e6,250.0,0.0046,0.0008,True
rn6/pp1b1kp1/1q1P1R2/2p3B1/3Q3N/2P5/PPP3PP/R5K1 b - - 0 26,52,3Y7KRrw3,f7g8,-1995,2,g7f6,0.0794,0.0918,0.1094,0.123,g7f6,g7f6,g7f6,g7f6,2.0,0.123,0.0436,False
rn4k1/pp1b4/1q1P2Q1/2p3B1/7N/2P5/PPP3PP/R5K1 b - - 2 28,56,3Y7KRrw3,g8h8,-1999,0,g8f8,0.1793,0.2378,0.2943,0.3825,g8f8,g8f8,g8f8,g8f8,0.0,0.3825,0.2032,False
r3k1nr/ppp2ppp/2p1bq2/2b5/4P3/5P2/PPPNQ1PP/R1B1KB1R b KQkq - 0 8,16,0dromiBc,e8c8,100,10,e8c8,0.655,0.7396,0.8063,0.8247,e8c8,e8c8,e8c8,e8c8,0.0,0.8247,0.1697,False
2kr2nr/ppp2ppp/2p1b3/2b1P3/7q/5PP1/PPPNQ2P/R1B1KB1R b KQ - 0 10,20,0dromiBc,h4h5,117,59,h4h5,0.0572,0.0608,0.0589,0.0533,h4d4,h4d4,h4d4,h4d4,105.0,0.0608,-0.0039,False
2kr2nr/ppp2ppp/2p5/2b1P2q/2Q2Pb1/6P1/PPPN3P/R1B1KB1R b KQ - 2 12,24,0dromiBc,c5b6,243,66,c5b6,0.2136,0.411,0.5857,0.6513,b7b6,c5b6,c5b6,c5b6,0.0,0.6513,0.4377,False
2kr3r/ppp1nppp/1bp5/4P2q/5Pb1/2Q3P1/PPPN2BP/R1B1K2R b KQ - 6 14,28,0dromiBc,e7d5,611,262,e7d5,0.4825,0.5477,0.5957,0.5829,e7d5,e7d5,e7d5,e7d5,0.0,0.5957,0.1004,False
2kr3r/ppp2ppp/1bB5/4P2q/5Pb1/1Q2n1P1/PPPN3P/R1B1K2R b KQ - 0 16,32,0dromiBc,b7c6,823,165,b7c6,0.8852,0.9181,0.9251,0.9063,b7c6,b7c6,b7c6,b7c6,0.0,0.9251,0.0211,False
2kr3r/p1p2ppp/Qbp5/4P2q/5P2/4n1P1/PPPN3P/R1BbK2R b KQ - 3 18,36,0dromiBc,c8b8,1987,1249,c8b8,0.7329,0.8324,0.8973,0.933,c8b8,c8b8,c8b8,c8b8,0.0,0.933,0.2001,False
1k1r3r/p1p2ppp/Qbp5/4P2q/5P2/6PP/PPnN4/R1Bb1K1R b - - 1 20,40,0dromiBc,d8d2,1989,2,d8d2,0.0277,0.0458,0.0827,0.1397,c2a1,c2a1,c2e3,c2e3,2.0,0.1397,0.112,False
rn2kb1r/pp2pppp/2p2n2/q6b/2BP4/2N2PN1/PPP3PP/R1BQK2R b KQkq - 2 8,16,2nOQZQxM,e7e6,-59,1,h5g6,0.1605,0.1135,0.0879,0.0512,h5g6,h5g6,h5g6,h5g6,34.0,0.1605,-0.1093,False
rn2kb1r/pp3ppp/2p1pnb1/q7/2BP1P2/2N3N1/PPP3PP/R1BQ1RK1 b kq - 0 10,20,2nOQZQxM,f8d6,-96,19,f8e7,0.3039,0.2373,0.1814,0.1268,f8d6,f8d6,f8e7,f8e7,25.0,0.3039,-0.1771,False
rn2k2r/pp2bppp/2p2nb1/q4p2/2BP4/2N3N1/PPP1Q1PP/R1B2RK1 b kq - 1 12,24,2nOQZQxM,a5d8,-126,6,f6e4,0.0611,0.0989,0.0962,0.0833,a5c7,a5c7,a5c7,a5c7,68.0,0.0989,0.0222,False
rn2k2r/pp2bppp/2p3b1/q7/2BPN3/8/PPP1Q1PP/R1B2RK1 b kq - 0 14,28,2nOQZQxM,e8g8,-40,259,e8g8,0.5319,0.671,0.8039,0.8861,e8g8,e8g8,e8g8,e8g8,0.0,0.8861,0.3542,False
r4rk1/pp1nbppp/2p3b1/q7/1PBPN3/2P5/P3Q1PP/R1B2RK1 b - - 0 16,32,2nOQZQxM,a5d8,-13,16,a5d8,0.1606,0.1977,0.1941,0.1366,a5c7,a5c7,a5c7,a5c7,41.0,0.1977,-0.024,False
r2q1rk1/pp2bppp/2p2nb1/8/1PBPN3/2P5/PB2Q1PP/4RRK1 b - - 4 18,36,2nOQZQxM,f6e4,411,86,f6e4,0.5875,0.6641,0.7638,0.8269,f6e4,f6e4,f6e4,f6e4,0.0,0.8269,0.2394,False
r2q2k1/pp2brpp/2p3b1/8/1PQPn3/2P5/PB4PP/4RRK1 b - - 1 20,40,2nOQZQxM,d8d5,655,0,d8d5,0.0636,0.1155,0.2319,0.442,e4d2,e4d2,e4d2,d8d5,0.0,0.442,0.3784,False
r5k1/pp2bRpp/6b1/3p4/1P1Pn3/2P5/PB4PP/4R1K1 b - - 0 22,44,2nOQZQxM,g6f7,679,5,g6f7,0.5499,0.4897,0.407,0.293,g6f7,g8f7,g8f7,g8f7,-15.0,0.5499,-0.2569,False
r1bqk2r/1pp2ppp/pbnp1n2/4p3/1PB1P3/2PP1N1P/P4PP1/RNBQ1RK1 b kq - 0 8,16,wGhEsRRL,e8g8,-27,2,h7h6,0.3841,0.3123,0.247,0.2258,e8g8,e8g8,h7h6,h7h6,6.0,0.3841,-0.1583,False
r1bqk2r/1pp2pp1/pbnp1n1p/8/1PBPP3/5N1P/P4PP1/RNBQ1RK1 b kq - 0 10,20,wGhEsRRL,e8g8,-4,4,c6b4,0.1887,0.362,0.654,0.7126,f6e4,e8g8,e8g8,e8g8,0.0,0.7126,0.5239,False
r1bq3r/1pp2kp1/pb1p1n1p/8/1n1PP3/1Q3N1P/P4PP1/RNB2RK1 b - - 1 12,24,wGhEsRRL,c8e6,177,104,b4d5,0.3577,0.4287,0.4205,0.3858,c8e6,c8e6,c8e6,c8e6,0.0,0.4287,0.0281,False
r1bqr3/1pp2kp1/pb1p1n1p/3P4/3P4/1QN2N1P/P4PP1/R1B2RK1 b - - 2 14,28,wGhEsRRL,d8d7,99,3,c8f5,0.0044,0.004,0.0041,0.0041,f7g8,f7g8,f7g8,f7g8,-13.0,0.0044,-0.0003,False
r2qr1k1/1pp3p1/pb1p1n1p/3P1b2/3P4/1QN2N1P/P2B1PP1/R3R1K1 b - - 6 16,32,wGhEsRRL,d8d7,110,28,d8d7,0.1564,0.2483,0.3709,0.5805,e8e1,d8d7,d8d7,d8d7,0.0,0.5805,0.4241,False
r3r1k1/1ppq2p1/pb1p1n1p/3P4/3PbN2/1Q3N1P/P2B1PP1/R3R1K1 b - - 10 18,36,wGhEsRRL,g7g5,195,17,g7g5,0.0513,0.0416,0.0508,0.0924,e4f3,e4f3,e4f3,e4f3,93.0,0.0924,0.0411,False
r3r1k1/1ppq4/pb1pN2p/3P2p1/3Pn3/1Q3N1P/P2B1PP1/R5K1 b - - 1 20,40,wGhEsRRL,d7b5,204,86,d7f7,0.0192,0.0215,0.0256,0.0307,e4d2,e4d2,e4d2,e4d2,239.0,0.0307,0.0115,True
r3r1k1/1pp2q2/pb1pN2p/3P4/3Pn1pP/1Q3N2/P2B1PPK/R7 b - - 1 22,44,wGhEsRRL,g4f3,327,74,g4f3,0.8473,0.8743,0.8669,0.8377,g4f3,g4f3,g4f3,g4f3,0.0,0.8743,-0.0096,False
r3r1k1/1pp2q2/pb1pN2p/3P4/3P3P/1Q3P2/P2n1P1K/6R1 b - - 1 24,48,wGhEsRRL,g8h8,618,241,g8h8,0.3404,0.3601,0.3689,0.3794,g8h7,g8h7,g8h7,g8h7,264.0,0.3794,0.039,False
r3r2k/1pp2q2/pb1pN2p/3P4/3P3P/4Qn2/P4P2/6RK b - - 1 26,52,wGhEsRRL,f7f6,656,89,f7h5,0.0023,0.0027,0.004,0.007,f3g1,f3g1,f3g1,f3g1,3.0,0.007,0.0047,False
r3r2k/1pp5/pb1pN2p/3P4/3P3q/4QnR1/P4PK1/8 b - - 1 28,56,wGhEsRRL,f3d4,670,63,b6d4,0.3229,0.2694,0.2342,0.215,f3d4,f3d4,f3g5,f3g5,74.0,0.3229,-0.1079,False
r3r2k/1pp5/p2pN2p/3Pb3/7q/5Q1R/P4PK1/8 b - - 2 30,60,wGhEsRRL,e8g8,484,239,e8g8,0.686,0.7407,0.7508,0.7352,e8g8,e8g8,e8g8,e8g8,0.0,0.7508,0.0492,False
r6k/1pp5/p2pN2p/3Pb3/6rR/5Q2/P4P2/7K b - - 0 32,64,wGhEsRRL,g4h4,0,1988,g4h4,0.9837,0.9886,0.9908,0.9908,g4h4,g4h4,g4h4,g4h4,0.0,0.9908,0.0071,False
6rk/1pp5/p2pN2p/3Pb3/7r/5Q2/P4P2/5K2 b - - 3 34,68,wGhEsRRL,h4h2,0,0,h4c4,0.0624,0.0515,0.0398,0.0312,h4g4,h4g4,h4g4,h4g4,0.0,0.0624,-0.0312,False
r1b1kb1r/pp1n1ppp/1qn1p3/2ppP3/3P4/2PB1N2/PP2NPPP/R1BQK2R b KQkq - 4 8,16,Bfl5nYMR,c5d4,-62,50,c5d4,0.4672,0.5514,0.62,0.4906,c5d4,c5d4,c5d4,c5d4,0.0,0.62,0.0234,False
r1b1kb1r/pp1n2pp/1qn1pp2/3pP3/3P4/3B1N2/PP2NPPP/R1BQ1RK1 b kq - 1 10,20,Bfl5nYMR,f6e5,-60,113,f6e5,0.8611,0.8686,0.8513,0.8379,f6e5,f6e5,f6e5,f6e5,0.0,0.8686,-0.0232,False
r1b1kb1r/pp1n2pp/1qn1N3/3p4/3Pp3/3B4/PP2NPPP/R1BQ1RK1 b kq - 0 12,24,Bfl5nYMR,e4d3,246,7,e4d3,0.7626,0.7791,0.7319,0.667,e4d3,e4d3,e4d3,e4d3,0.0,0.7791,-0.0956,False
r1b1kb1r/pp4pp/1qn1Nn2/3p2B1/3P4/3Q4/PP2NPPP/R4RK1 b kq - 2 14,28,Bfl5nYMR,c8e6,382,41,c8e6,0.8896,0.9298,0.9328,0.9156,c8e6,c8e6,c8e6,c8e6,0.0,0.9328,0.026,False
r3kb1r/pp3bpp/1qn2n2/3p2B1/3P1N2/3Q4/PP3PPP/R3R1K1 b kq - 3 16,32,Bfl5nYMR,f6e4,445,50,f8e7,0.1136,0.0908,0.0847,0.09,f8e7,f8e7,f8e7,f8e7,44.0,0.1136,-0.0236,False
r3k2r/pp2bb1p/1qn1Np2/3p4/3P4/3Q4/PP3PPP/R3R1K1 b kq - 1 18,36,Bfl5nYMR,f7e6,544,100,f7e6,0.5194,0.5287,0.4935,0.448,f7e6,f7e6,f7e6,f7e6,0.0,0.5287,-0.0714,False
2kr3r/pp2b2p/1qn1Rp2/3p4/3P4/3Q4/PP3PPP/2R3K1 b - - 2 20,40,Bfl5nYMR,e7d6,581,68,e7d6,0.0203,0.0338,0.0488,0.0552,b6b2,c8b8,c8b8,c8b8,85.0,0.0552,0.0349,False
1k1r3r/pp3R1p/1qnb4/3p4/3P4/3Q4/PP3PPP/2R3K1 b - - 2 22,44,Bfl5nYMR,b6d4,618,2,b6d4,0.2353,0.3216,0.4783,0.6263,b6b2,b6d4,b6d4,b6d4,0.0,0.6263,0.391,False
1k1r3r/pp3R1p/1qnb4/3p4/Q7/8/PP3PPP/2R3K1 b - - 3 24,48,Bfl5nYMR,h8f8,689,1,h8f8,0.1832,0.2236,0.2849,0.3662,b6b2,b6b2,h8f8,h8f8,0.0,0.3662,0.183,False
1k3r2/pp5p/1qnb4/3p4/Q7/8/PP3PPP/5RK1 b - - 1 26,52,Bfl5nYMR,d5d4,697,3,d6c5,0.0423,0.042,0.0437,0.0495,b6b2,b6b2,b6b2,b6b2,3.0,0.0495,0.0072,False
1k6/pp5p/1qn5/2bp4/8/8/PPQ2RPP/6K1 b - - 0 28,56,Bfl5nYMR,c5f2,600,3,c6b4,0.7922,0.7901,0.7337,0.5568,c5f2,c5f2,c5f2,c5f2,0.0,0.7922,-0.2354,False
1k6/pp5p/1q6/3p4/1n6/8/PP3QPP/6K1 b - - 0 30,60,Bfl5nYMR,b8c7,591,10,b6f2,0.0012,0.0006,0.0003,0.0003,b6f2,b6f2,b6f2,b6f2,6.0,0.0012,-0.0009,False
1k6/pp5p/8/3p4/8/4K3/nP4PP/8 b - - 1 32,64,Bfl5nYMR,b8c7,554,3,b8c7,0.3771,0.4573,0.4242,0.4174,a2b4,a2b4,a2b4,a2b4,-1.0,0.4573,0.0403,False
8/pp5p/3k4/3p4/3K2P1/8/nP5P/8 b - - 0 34,68,Bfl5nYMR,a2b4,604,13,a2b4,0.5542,0.6579,0.709,0.695,a2b4,a2b4,a2b4,a2b4,0.0,0.709,0.1408,False
r2qkb1r/p1p2ppp/2p1pn2/5b2/2B5/3P1Q2/PPP2PPP/RNB1K2R b KQkq - 1 8,16,wcfP6j8O,f6d5,-49,9,d8d7,0.0475,0.0786,0.1271,0.1419,f8c5,d8d6,d8d6,d8d7,23.0,0.1419,0.0944,False
r3k2r/p1pq1ppp/2pbpn2/5b2/2B5/2NP1Q2/PPP2PPP/R1B2RK1 b kq - 5 10,20,wcfP6j8O,e8g8,-38,5,e8g8,0.7053,0.6529,0.5866,0.609,e8g8,e8g8,e8g8,e8g8,0.0,0.7053,-0.0963,False
r4rk1/p1pq1ppp/2pbp3/3n1b2/2B1N3/3P1Q1P/PPP2PP1/R1B2RK1 b - - 2 12,24,wcfP6j8O,f5g6,-44,2,f8b8,0.0122,0.0297,0.0778,0.1502,f5e4,f5e4,d6e7,d6e7,1.0,0.1502,0.138,False
rr4k1/p1pq1ppp/2pbp3/5b2/1n2N3/1B1P1Q1P/PPP2PP1/R1B1R1K1 b - - 6 14,28,wcfP6j8O,c6c5,-91,5,a7a5,0.1282,0.0815,0.043,0.0209,a7a5,a7a5,a7a5,a7a5,2.0,0.1282,-0.1073,False
rr4k1/2pq1ppp/2pbp3/5b2/pn2N3/2PP1Q1P/PP3PP1/R1BBR1K1 b - - 1 16,32,wcfP6j8O,b4d3,228,183,b4d3,0.0401,0.0375,0.0388,0.0374,b4d5,b4d5,b4d5,b4d5,247.0,0.0401,-0.0027,True
rr4k1/2pq1ppp/2pbp3/4nb1Q/p3N3/2P4P/PP2RPP1/R1BB2K1 b - - 3 18,36,wcfP6j8O,f5g6,258,18,f5g6,0.1674,0.2833,0.3842,0.4159,f5g6,f5g6,f5g6,f5g6,0.0,0.4159,0.2485,False
r5k1/2pq1ppp/2pNp1b1/1r2n3/p6Q/2P4P/PP2RPP1/R1BB2K1 b - - 0 20,40,wcfP6j8O,b5a5,120,36,c7d6,0.0003,0.0001,0.0,0.0,d7d6,c7d6,c7d6,c7d6,20.0,0.0003,-0.0003,False
r2q2k1/5ppp/2ppp1b1/1r2n3/p6Q/2P4P/PP1RBPP1/R1B3K1 b - - 3 22,44,wcfP6j8O,d8h4,625,164,d8h4,0.4596,0.4693,0.4518,0.4228,d8h4,d8h4,d8h4,d8h4,0.0,0.4693,-0.0368,False
rnb1kb1r/pp2pppp/2pq1n2/8/2BP4/2N2N2/P1P2PPP/1RBQK2R b Kkq - 3 8,16,KMkj8gty,b7b5,25,51,d6c7,0.149,0.0958,0.0545,0.042,c8g4,c8g4,c8g4,c8g4,226.0,0.149,-0.107,False
rn2kb1r/ppq1pppp/2p2n2/8/2BP2b1/2N2N2/P1P2PPP/1RBQR1K1 b kq - 7 10,20,KMkj8gty,e7e6,-74,67,e7e6,0.6413,0.7728,0.8653,0.9141,e7e6,e7e6,e7e6,e7e6,0.0,0.9141,0.2728,False
rn2kb1r/ppq2ppp/2p1pn2/7b/2BP2P1/2N2N1P/P1P2P2/1RBQR1K1 b kq - 0 12,24,KMkj8gty,h5g6,-112,205,h5g6,0.9304,0.9298,0.9537,0.9822,h5g6,h5g6,h5g6,h5g6,0.0,0.9822,0.0518,False
rn2k2r/ppq1bppp/2p1pnb1/4N1P1/2BP4/2N4P/P1P2P2/1RBQR1K1 b kq - 0 14,28,KMkj8gty,f6d5,-74,28,f6d5,0.2522,0.4199,0.618,0.7719,f6d7,f6d5,f6d5,f6d5,0.0,0.7719,0.5197,False
rn2k2r/ppq1bppp/4p1N1/3p2P1/3P4/2N4P/P1P2P2/1RBQR1K1 b kq - 0 16,32,KMkj8gty,h7g6,107,301,h7g6,0.915,0.9565,0.9812,0.9947,h7g6,h7g6,h7g6,h7g6,0.0,0.9947,0.0797,False
r3k2r/ppqnbpp1/4p1p1/3N2P1/3P4/5Q1P/P1P2P2/1RB1R1K1 b kq - 0 18,36,KMkj8gty,c7c6,-64,62,c7c2,0.058,0.0701,0.0826,0.1115,e6d5,e6d5,e6d5,e6d5,104.0,0.1115,0.0535,False
2r1k2r/pR1nNpp1/4p1p1/6P1/3P4/5Q1P/P1q2P2/2B1R1K1 b k - 0 20,40,KMkj8gty,c8c3,-417,72,e8e7,0.0479,0.036,0.0256,0.0224,e8e7,e8e7,e8e7,e8e7,655.0,0.0479,-0.0255,True
rn2k2r/pp1qpp1p/2p3pn/3pPb2/3P4/3B1P1P/PPP1N1P1/RN1QK2R b KQkq - 0 8,16,TNsrzgx8,f5d3,-53,3,e8g8,0.1918,0.1614,0.1276,0.1059,b8a6,b8a6,b8a6,b8a6,301.0,0.1918,-0.0859,False
rn3rk1/pp1qpp1p/2p1b1pn/3pP3/3P2P1/3B1P1P/PPPQN3/RN2K2R b KQ - 2 10,20,TNsrzgx8,g8g7,-256,130,g8g7,0.2816,0.5193,0.6961,0.7425,g8g7,g8g7,g8g7,g8g7,0.0,0.7425,0.4609,False
rn3r2/pp1qp1kp/2p1b1pn/3pPP2/3P4/3B1PNP/PPPQ4/RN2K2R b KQ - 0 12,24,TNsrzgx8,h6f5,-18,72,h6f5,0.7314,0.8359,0.8792,0.8829,h6f5,h6f5,h6f5,h6f5,0.0,0.8829,0.1515,False
rn3r2/pp1qp1kp/2p3p1/3pPb2/3P3P/3B1P2/PPPQ4/RN2K2R b KQ - 0 14,28,TNsrzgx8,f5d3,117,64,f5d3,0.4537,0.4373,0.4045,0.368,f5d3,f5d3,f5d3,f5d3,0.0,0.4537,-0.0857,False
rn3r2/pp2p1kp/2p3p1/3pPq2/3P3P/3Q1P2/PPP1K3/RN5R b - - 2 16,32,TNsrzgx8,c6c5,146,24,f5d3,0.0126,0.0106,0.013,0.0145,f5d3,f5d3,f5d3,f5f4,112.0,0.0145,0.0019,True
r4r2/pp2p1kp/n1p3p1/3pP3/3P3P/P2P1P2/1P2K3/RN5R b - - 0 18,36,TNsrzgx8,a6c7,147,36,f8f4,0.1383,0.1886,0.2149,0.2411,f8f4,f8f4,f8f4,f8f4,27.0,0.2411,0.1028,False
5r2/pp2p1kp/n1p3p1/3pP3/3P1r1P/P2PKP2/1P1N4/R6R b - - 4 20,40,TNsrzgx8,a6c7,235,117,a6c7,0.469,0.627,0.7474,0.8194,a6c7,a6c7,a6c7,a6c7,0.0,0.8194,0.3504,False
5r2/pp2p1kp/2p1n1p1/3pP3/3P1r1P/PN1PKP1R/1P6/R7 b - - 8 22,44,TNsrzgx8,f8f5,232,1,a7a5,0.0584,0.0645,0.0756,0.0963,b7b6,b7b6,b7b6,b7b6,11.0,0.0963,0.0379,False
5r2/4p1kp/1pp1n1p1/p2pP3/P2P1r1P/1N1PKP1R/1P6/2R5 b - - 1 24,48,TNsrzgx8,c6c5,387,87,c6c5,0.1281,0.0921,0.0723,0.0651,e6d8,e6d8,e6d8,e6d8,249.0,0.1281,-0.063,False
5r2/4p1kp/1p2n1p1/p1PpP3/Pr5P/3PKP1R/1P1N4/2R5 b - - 2 26,52,TNsrzgx8,b6c5,446,48,b6c5,0.5165,0.4579,0.4069,0.4446,b6c5,b6c5,e6c5,e6c5,137.0,0.5165,-0.0719,False
5r2/4p1kp/6p1/p1ppP3/Pr3n1P/1P1PKPR1/3N4/2R5 b - - 2 28,56,TNsrzgx8,d5d4,530,106,b4d4,0.3376,0.296,0.2507,0.1637,d5d4,f4e6,f4e6,f4e6,201.0,0.3376,-0.1739,False
5r2/4p1kp/6p1/p1ppP2n/P2r3P/1PRPKP1R/3N4/8 b - - 6 30,60,TNsrzgx8,h5f4,396,80,h5f4,0.4537,0.4713,0.4571,0.4233,h5f4,h5f4,h5f4,h5f4,0.0,0.4713,-0.0304,False
5r2/4p1kp/4n1p1/p1RpP3/P2r3P/1P1PKPR1/3N4/8 b - - 0 32,64,TNsrzgx8,d4d3,45,27,d4d3,0.0075,0.0089,0.0107,0.0167,d4h4,d4h4,d4h4,d4h4,56.0,0.0167,0.0092,False
5r2/4p1kp/6p1/p1npP3/P2K3P/1P3PR1/3N4/8 b - - 1 34,68,TNsrzgx8,c5a6,45,83,c5e6,0.0377,0.0417,0.0443,0.0405,c5e6,c5e6,c5e6,c5e6,83.0,0.0443,0.0028,False
r1bqk2r/ppp1bpp1/2np1n1p/8/2B1PN2/2NP4/PPP3PP/R1BQ1RK1 b kq - 0 8,16,vh8lIHX8,c6a5,-59,48,e8g8,0.0225,0.0396,0.0556,0.0503,e8g8,e8g8,e8g8,e8g8,84.0,0.0556,0.0278,False
