fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique
r2r1bk1/7p/1PpNp1p1/p3n3/2Np1P2/P6P/1P4P1/2KR3R b - - 0 24,48,n0Sg3gMb,f8d6,-117,31,e5f3,0.109,0.0978,0.0935,0.1219,e5c4,e5c4,e5c4,e5c4,45.0,0.1219,0.0129,False
r4bk1/3r3p/1Pp1p1p1/N7/2Np1P2/P4n1P/1P4P1/2KR3R b - - 0 26,52,n0Sg3gMb,f3h4,-373,150,f3h4,0.806,0.8549,0.8795,0.8842,f3h4,f3h4,f3h4,f3h4,0.0,0.8842,0.0782,False
r5k1/3r3p/1PN1p1p1/2b5/2Np1PPn/P6P/1P6/2KR3R b - - 0 28,56,n0Sg3gMb,d7b7,-364,21,a8c8,0.1128,0.148,0.1879,0.2091,d4d3,d4d3,d4d3,d4d3,81.0,0.2091,0.0963,False
2r3k1/1r5p/1P2p1p1/2b1N3/2Np1PPn/P6P/1P6/1K1R3R b - - 4 30,60,n0Sg3gMb,c8a8,-377,18,c5b6,0.0078,0.0065,0.0046,0.0038,h4g2,c5b6,c5b6,c5b6,106.0,0.0078,-0.004,True
rnbqk2r/1p3pp1/p3pn1p/2bp4/1PP5/P3PN2/3N1PPP/R1BQKB1R b KQkq - 0 8,16,lPw4yFJe,c5e7,-52,9,c5e7,0.3095,0.377,0.4358,0.4779,c5e7,c5e7,c5e7,c5e7,0.0,0.4779,0.1684,False
rnbqk2r/4bpp1/pP2pn1p/3p4/1P6/P3PN2/3N1PPP/R1BQKB1R b KQkq - 0 10,20,lPw4yFJe,e8g8,-19,8,d8b6,0.0063,0.0069,0.0094,0.0127,d8b6,d8b6,d8b6,d8b6,1.0,0.0127,0.0064,False
rnb2rk1/4bpp1/pq2pn1p/3p4/1P6/P3PN2/1B1NBPPP/R2QK2R b KQ - 3 12,24,lPw4yFJe,c8d7,-19,10,b8c6,0.0671,0.0709,0.073,0.075,a6a5,a6a5,c8b7,c8b7,23.0,0.075,0.0079,False
r4rk1/3bbpp1/pqn1pn1p/3p4/1P6/P3PN2/1B1NBPPP/2RQ1RK1 b - - 7 14,28,lPw4yFJe,c6a7,-47,1,f8e8,0.0093,0.0166,0.0224,0.0166,a6a5,a6a5,a6a5,f8c8,-19.0,0.0224,0.0073,False
r3r1k1/3b1pp1/pqnbpn1p/2Np4/1P6/P3PN2/1B2BPPP/2RQ1RK1 b - - 11 16,32,lPw4yFJe,d6c5,-30,94,d6c5,0.5387,0.605,0.621,0.6025,d6c5,d6c5,d6c5,d6c5,0.0,0.621,0.0638,False
r3r1k1/3b1pp1/pqn1p2p/3p4/1P2n3/P3PN2/1B2BPPP/2RQ1RK1 b - - 2 18,36,lPw4yFJe,c6e7,-48,12,a8c8,0.0785,0.1191,0.1383,0.1066,a6a5,a6a5,a6a5,a8c8,26.0,0.1383,0.0281,False
2r1r1k1/1q1b1pp1/p1n1p2p/3p4/1P2n3/P3PN2/1B3PPP/1BRQ1RK1 b - - 6 20,40,lPw4yFJe,c6e7,-3,16,c6e7,0.1356,0.1918,0.2375,0.2418,a6a5,a6a5,c6e7,c6e7,0.0,0.2418,0.1062,False
2r1r1k1/1q1b1pp1/p3p2p/3pQn2/1P2n3/P3PN2/1B3PPP/1BR2RK1 b - - 10 22,44,lPw4yFJe,f7f6,337,306,f7f6,0.3134,0.379,0.4688,0.5554,c8c1,f7f6,f7f6,f7f6,0.0,0.5554,0.242,False
2r1r1k1/1q1b2p1/p4p1p/3ppn2/1P2n1Q1/P3PN2/1B3PPP/1BR2RK1 b - - 1 24,48,lPw4yFJe,c8c1,389,9,f5e3,0.1935,0.1787,0.1313,0.0867,f5e3,f5e3,f5e3,f5e3,-1.0,0.1935,-0.1068,False
r1bq1rk1/ppp1bppp/2np1n2/8/2BNP3/2N4P/PPP2PP1/R1BQ1RK1 b - - 0 8,16,LwGqOM2R,c6d4,-43,1,c6d4,0.7499,0.6568,0.4024,0.1599,c6d4,c6d4,c6d4,c6e5,-2.0,0.7499,-0.59,False
r2q1rk1/ppp1bppp/3pbn2/6B1/2BQP3/2N4P/PPP2PP1/R4RK1 b - - 2 10,20,LwGqOM2R,h7h6,-22,7,a7a6,0.1041,0.1252,0.1534,0.2056,e6c4,e6c4,e6c4,e6c4,14.0,0.2056,0.1015,False
r2q1rk1/1p2bppp/p2pbn2/2p3B1/P1B1P3/2NQ3P/1PP2PP1/R4RK1 b - - 1 12,24,LwGqOM2R,f6h5,-86,11,d8c8,0.0313,0.0352,0.0241,0.01,e6c4,e6c4,e6c4,h7h6,29.0,0.0352,-0.0213,False
r1qr2k1/1p2bppp/p2pbn2/2pN2B1/P1B1P3/3Q3P/1PP2PP1/3R1RK1 b - - 5 14,28,LwGqOM2R,f6d5,131,189,f6d5,0.2235,0.2753,0.347,0.3363,e6d5,e6d5,e6d5,e6d5,193.0,0.347,0.1128,False
r1qr2k1/1p3ppp/p2pP3/2p3b1/P1B5/3Q3P/1PP2PP1/3R1RK1 b - - 0 16,32,LwGqOM2R,f7e6,-47,311,f7e6,0.9395,0.9558,0.9696,0.9804,f7e6,f7e6,f7e6,f7e6,0.0,0.9804,0.0409,False
r1qr2k1/1p4pp/p3p3/2pp2b1/P1B5/6QP/1PP2PP1/3RR1K1 b - - 1 18,36,LwGqOM2R,g5f6,38,47,g5f6,0.4917,0.6517,0.7323,0.7548,g5f6,g5f6,g5f6,g5f6,0.0,0.7548,0.2631,False
r1qr2k1/1p4pp/p3pb2/3p4/P1p5/6QP/1PP2PP1/3RRBK1 b - - 1 20,40,LwGqOM2R,f6b2,174,8,f6b2,0.4743,0.4796,0.4375,0.3556,f6b2,f6b2,f6b2,f6b2,0.0,0.4796,-0.1187,False
r1qr2k1/1p4pp/p3p3/3p4/P1p3Q1/b1P4P/5PP1/3RRBK1 b - - 2 22,44,LwGqOM2R,d8d6,191,31,d8e8,0.1329,0.1255,0.1024,0.0791,d8e8,d8e8,d8e8,d8e8,46.0,0.1329,-0.0538,False
r1q1r1k1/1p4pp/p2bp3/3p4/P1BR2Q1/2P4P/5PP1/4R1K1 b - - 0 24,48,LwGqOM2R,d6c5,220,169,c8d7,0.1406,0.1686,0.2011,0.2238,d5c4,d5c4,d5c4,d5c4,274.0,0.2238,0.0832,False
3rr1k1/1p1q2pp/p2bp3/3p4/P2R3Q/2PB3P/5PP1/4R1K1 b - - 4 26,52,LwGqOM2R,g7g6,31,54,g7g6,0.4913,0.6671,0.7744,0.8629,g7g6,g7g6,g7g6,g7g6,0.0,0.8629,0.3716,False
3rr1k1/1p4qp/p2bR1p1/3p4/P5RQ/2PB3P/5PP1/6K1 b - - 0 28,56,LwGqOM2R,d6c7,0,3,e8e6,0.0011,0.0012,0.0017,0.0023,e8e6,e8e6,e8e6,e8e6,2.0,0.0023,0.0012,False
5qk1/1p1Q3p/p2br1p1/3p4/P5R1/2PB3P/5PP1/6K1 b - - 2 30,60,LwGqOM2R,e6e7,638,638,e6e1,0.0208,0.0149,0.0128,0.0109,e6e1,e6e1,e6e1,e6e1,644.0,0.0208,-0.0099,True
2Q3k1/1p2q2p/p2b2p1/3p4/P5R1/2P4P/5PP1/4rBK1 b - - 6 32,64,LwGqOM2R,g8g7,388,113,g8g7,0.7036,0.8098,0.8759,0.8989,g8g7,g8g7,g8g7,g8g7,0.0,0.8989,0.1953,False
2Q5/1p2q1k1/p2b2p1/3R3p/P7/2P4P/5PP1/4rBK1 b - - 0 34,68,LwGqOM2R,e7e2,705,712,e1e5,0.145,0.1229,0.1039,0.0804,e7e2,e7e2,e1f1,e7c7,1219.0,0.145,-0.0646,False
rnbqk2r/1pp2pbp/p4np1/3p4/3P1B2/2N1PN2/PP2BPPP/R2QK2R b KQkq - 4 8,16,tokLHJ8O,c7c6,-44,1,e8g8,0.036,0.0509,0.0594,0.0396,e8g8,e8g8,e8g8,e8g8,-5.0,0.0594,0.0036,False
rnbqr1k1/1pp2pbp/p4np1/3p4/3P1B2/2N1PN1P/PP2BPP1/R2Q1RK1 b - - 2 10,20,tokLHJ8O,c7c6,-46,17,c8e6,0.0981,0.1355,0.2048,0.2288,b8c6,b8c6,c7c6,b8d7,23.0,0.2288,0.1307,False
r2qr1k1/1pp2pbp/p1n1bnp1/3p4/3P1B2/P1N1PN1P/1P2BPP1/2RQ1RK1 b - - 0 12,24,tokLHJ8O,g7f8,-99,0,d8d7,0.0048,0.0051,0.0047,0.0051,b7b5,b7b5,d8d7,d8d7,105.0,0.0051,0.0003,True
r3r1k1/1ppq1pbp/p3bnp1/3pB3/3P4/P1N1P2P/1P2BPP1/2RQ1RK1 b - - 0 14,28,tokLHJ8O,d7e7,-33,1,f6e4,0.0381,0.0321,0.0247,0.0158,c7c6,c7c6,c7c6,c7c6,3.0,0.0381,-0.0223,False
r3r3/1ppq1pkp/p3b1p1/3p4/3PN3/P3P2P/1P2BPP1/2RQ1RK1 b - - 0 16,32,tokLHJ8O,d5e4,-39,416,d5e4,0.9935,0.9941,0.9953,0.9965,d5e4,d5e4,d5e4,d5e4,0.0,0.9965,0.003,False
r3r3/1pQq1pkp/p5p1/3b4/3Pp3/P3P2P/1P2BPP1/2R2RK1 b - - 0 18,36,tokLHJ8O,d7c7,-263,4,d7e6,0.5873,0.5449,0.4111,0.2702,d7c7,d7c7,d7c7,d7c7,0.0,0.5873,-0.3171,False
2r1r3/1p3pkp/p3q1p1/3b2Q1/3Pp3/P3P2P/1P2BPP1/2R2RK1 b - - 4 20,40,tokLHJ8O,e6d6,-168,3,c8c6,0.0064,0.0096,0.0117,0.0117,c8c1,h7h6,h7h6,h7h6,9.0,0.0117,0.0053,False
4r3/1p4kp/p1r1q1p1/3b1pQ1/3Pp1BP/P3P3/1P3PP1/2R2RK1 b - - 0 22,44,tokLHJ8O,f5g4,309,12,f5g4,0.7833,0.7951,0.8024,0.8127,f5g4,f5g4,f5g4,f5g4,0.0,0.8127,0.0294,False
rn1qk2r/pp2bppp/2p2n2/3Pp3/P1B3b1/2NPBN2/1PP2PPP/R2QK2R b KQkq - 0 8,16,zADakUT5,c6d5,108,186,c6d5,0.9578,0.9639,0.9803,0.9909,c6d5,c6d5,c6d5,c6d5,0.0,0.9909,0.0331,False
r2qk2r/pp2bppp/2n2n2/1B1pp3/P5b1/2NP1N2/1PPB1PPP/R2QK2R b KQkq - 3 10,20,zADakUT5,e8g8,141,13,e5e4,0.5498,0.5434,0.5746,0.6011,e8g8,e8g8,e8g8,e8g8,0.0,0.6011,0.0513,False
r2qk2r/pp2bppp/2n2n2/1B6/P3p1b1/2N2N1P/1PPB1PP1/R2QK2R b KQkq - 0 12,24,zADakUT5,g4e6,55,23,e4f3,0.006,0.0026,0.002,0.004,e4f3,e4f3,e4f3,e4f3,16.0,0.006,-0.002,False
r2qk2r/pp2bppp/2n2n2/1B6/P5P1/2N5/1PPB1Pp1/R2QK1R1 b Qkq - 1 14,28,zADakUT5,d8d6,39,3,e8g8,0.013,0.0139,0.0158,0.0172,e8g8,e8g8,e8g8,e8g8,-2.0,0.0172,0.0042,False
r2q1rk1/pp3ppp/2n2n2/2b5/P5P1/2NB4/1PPB1PR1/R2QK3 b Q - 2 16,32,zADakUT5,c6b4,120,17,f8e8,0.0454,0.0308,0.0287,0.037,f8e8,f8e8,f8e8,f8e8,67.0,0.0454,-0.0084,False
r2qr1k1/pp3ppp/5n2/2b5/P2n2P1/3B1P2/1PPBN1R1/R2QK3 b Q - 0 18,36,zADakUT5,d8d5,641,10,d4f3,0.0301,0.0143,0.0093,0.0104,d4f3,d4f3,d4f3,d4f3,35.0,0.0301,-0.0197,False
r2qr1k1/pp3ppp/5n2/2b5/P5Pn/3B4/1PPBN2R/R2Q1K2 b - - 3 20,40,zADakUT5,f6g4,734,97,f6g4,0.2787,0.3644,0.4344,0.5063,h4f3,h4f3,h4f3,f6g4,0.0,0.5063,0.2276,False
r3r1k1/pp3ppp/5q2/2b5/P4Nnn/3B3R/1PPB4/R2Q1K2 b - - 3 22,44,zADakUT5,f6d4,941,133,g4e3,0.0222,0.0197,0.0189,0.0239,g4e3,g4e3,g4e3,g4e3,261.0,0.0239,0.0017,True
r5k1/pp3ppp/5q2/2b5/P4NQn/3Br2R/1PP5/R4K2 b - - 1 24,48,zADakUT5,e3h3,907,433,e3h3,0.5992,0.6447,0.5998,0.5281,e3h3,e3h3,e3h3,e3h3,0.0,0.6447,-0.0711,False
r5k1/pp3ppp/8/2b5/P4q1n/3B3Q/1PP1K3/R7 b - - 1 26,52,zADakUT5,a8e8,947,95,a8e8,0.4317,0.563,0.6879,0.7722,f4f2,a8e8,a8e8,a8e8,0.0,0.7722,0.3405,False
4r1k1/pp3ppp/8/2b5/P6n/3B1Q2/1PP5/R2K4 b - - 0 28,56,zADakUT5,h4f3,625,731,h4f3,0.9988,0.9994,0.9996,0.9996,h4f3,h4f3,h4f3,h4f3,0.0,0.9996,0.0008,False
6k1/pp3ppp/8/2b5/P7/2PB1n2/1PK5/R3r3 b - - 2 30,60,zADakUT5,e1a1,767,180,e1a1,0.9877,0.9919,0.995,0.9968,e1a1,e1a1,e1a1,e1a1,0.0,0.9968,0.0091,False
5bk1/pp3ppp/8/8/PP6/2PB1n2/1K6/r7 b - - 2 32,64,zADakUT5,a1e1,778,14,a1a4,0.0899,0.0857,0.0908,0.0992,a1a4,a1a4,a1a4,a1a4,0.0,0.0992,0.0093,False
rnb1k2r/ppp2ppp/5n2/3q4/1b3P2/2NB1N2/PPP3PP/R1BQ1RK1 b kq - 5 8,16,QBL9BvLn,b4c3,-49,33,b4c3,0.6222,0.7373,0.788,0.88,b4c3,b4c3,b4c3,b4c3,0.0,0.88,0.2578,False
rnb2rk1/ppp2ppp/5n2/3q4/P4P2/2PB1N2/2P3PP/R1BQ1RK1 b - - 0 10,20,QBL9BvLn,f8e8,-12,6,d5c5,0.0399,0.0213,0.0118,0.0079,c8g4,c8g4,c8g4,c8g4,22.0,0.0399,-0.032,False
rnb2rk1/ppp2ppp/8/2q5/P4Pn1/2PB1N2/2P3PP/R1B1QR1K b - - 4 12,24,QBL9BvLn,c5h5,-157,63,c5c3,0.1059,0.0881,0.0702,0.0494,b8c6,b8c6,b8c6,b8c6,178.0,0.1059,-0.0565,False
r1bq1rk1/p1ppppbp/1pn3p1/1B5n/3P4/2N1PN1P/PPP2PPB/R2QK2R b KQ - 4 8,16,5BISjx7v,c8b7,-38,8,c8b7,0.6396,0.797,0.8827,0.9323,c8b7,c8b7,c8b7,c8b7,0.0,0.9323,0.2927,False
r2q1rk1/pbp1ppbp/1pnp2p1/1B5n/3P4/2N1PN1P/PPP2PPB/R2QR1K1 b - - 1 10,20,5BISjx7v,a7a6,-31,7,e7e6,0.1785,0.2224,0.2275,0.1752,e7e5,e7e5,e7e5,e7e5,68.0,0.2275,-0.0033,False
r2q1rk1/1bp2pbp/ppnpp1p1/7n/3P4/P1NBPN1P/1PP2PPB/R2QR1K1 b - - 1 12,24,5BISjx7v,f7f5,5,16,c6e7,0.063,0.0755,0.1047,0.155,e6e5,e6e5,e6e5,e6e5,29.0,0.155,0.092,False
r2q1rk1/1b2npbp/pp1Np1p1/2p4n/3P4/P2BPN1P/1PP2PPB/R2QR1K1 b - - 0 14,28,5BISjx7v,b7c6,-257,16,d8d6,0.2449,0.2201,0.2038,0.1827,b7f3,b7f3,b7f3,b7f3,7.0,0.2449,-0.0622,False
rn2kb1r/pp3ppp/3p1p2/2qN4/4P1b1/5N2/PPP2PPP/R2QKB1R b KQkq - 1 8,16,quD2llwO,f8e7,-152,5,b8d7,0.0608,0.1045,0.1354,0.1004,g4f3,g4f3,b8d7,b8d7,1.0,0.1354,0.0396,False
r3kb1r/pp1n1ppp/3p1p2/2qN3b/4P1P1/5N1P/PPP2P2/R2QKB1R b KQkq - 0 10,20,quD2llwO,h5g6,-238,294,h5g6,0.9726,0.9867,0.9898,0.9899,h5g6,h5g6,h5g6,h5g6,0.0,0.9899,0.0173,False
r3kb1r/1p1n1ppp/p2p1pb1/2qN4/4P1P1/3Q1N1P/PPP2P2/2KR1B1R b kq - 1 12,24,quD2llwO,a8c8,-197,55,e8c8,0.0645,0.0751,0.0994,0.1382,c5f2,d7e5,d7e5,d7e5,114.0,0.1382,0.0737,False
1k1r1b1r/1p1n1ppp/p2p1pb1/2qN4/4P1P1/3Q3P/PPPN1P1R/2KR1B2 b - - 5 14,28,quD2llwO,h7h5,-216,58,d7e5,0.0212,0.013,0.0078,0.0114,d7e5,d7e5,d7e5,d7e5,66.0,0.0212,-0.0098,False
1kr2b1r/1p3ppp/p2p1pb1/2qNn3/4PPP1/1Q5P/PPPN3R/2KR1B2 b - - 0 16,32,quD2llwO,h7h5,-406,45,e5c4,0.0085,0.0061,0.0049,0.0071,e5c6,e5c6,e5c6,e5c6,44.0,0.0085,-0.0014,False
1kr2b1r/1p3ppp/p2p1p2/2qN4/2B1NPP1/1Q5P/PPP4R/2KR4 b - - 0 18,36,quD2llwO,c5c4,-521,130,c5c4,0.8015,0.8999,0.9485,0.9634,c5c4,c5c4,c5c4,c5c4,0.0,0.9634,0.1619,False
1k3b1r/1p3ppp/p2p1p2/3N4/2r2PP1/2N4P/PPP4R/2KR4 b - - 1 20,40,quD2llwO,h7h5,-496,15,h7h5,0.0322,0.0377,0.0545,0.1174,g7g5,b8a7,b8a7,b8a7,34.0,0.1174,0.0852,False
1k3b1r/1p3pp1/p2p1p2/3N4/2r2PP1/2N5/PPPR4/2KR4 b - - 0 22,44,quD2llwO,g7g5,-468,8,g7g6,0.1335,0.1121,0.0843,0.0556,h8h4,h8h4,h8h4,h8h4,34.0,0.1335,-0.0779,False
1k3b1r/1p1N1p2/p2p2p1/8/5rP1/2N5/PPPR4/2KR4 b - - 1 24,48,quD2llwO,b8a7,-445,15,b8c7,0.2817,0.3341,0.3224,0.2661,b8c7,b8c7,b8c7,b8c7,88.0,0.3341,-0.0156,False
5b1r/1p1k1p2/p2p2p1/8/5NP1/8/PPPR4/2KR4 b - - 0 26,52,quD2llwO,g6g5,-521,16,f8h6,0.0814,0.0588,0.0526,0.0445,f8h6,f8h6,h8h4,h8h4,2.0,0.0814,-0.0369,False
7r/1pk2p2/p4Rpb/8/5NP1/8/PPP5/2KR4 b - - 2 28,56,quD2llwO,h8f8,-557,9,h8e8,0.1416,0.1554,0.1446,0.1141,g6g5,g6g5,h6g5,h8h7,17.0,0.1554,-0.0275,False
4r3/1p3R2/pk4pb/8/5NP1/8/PPP5/1K1R4 b - - 2 30,60,quD2llwO,e8e4,-569,44,e8e4,0.2546,0.3039,0.3724,0.4554,h6f4,h6f4,h6f4,e8e4,0.0,0.4554,0.2008,False
8/1R6/p5pb/k2N4/4r1P1/8/PPP5/1K1R4 b - - 0 32,64,quD2llwO,h6f8,-765,28,e4g4,0.0119,0.0131,0.0135,0.017,e4g4,e4g4,e4g4,e4g4,205.0,0.017,0.0051,True
8/1R6/p5pb/8/kP4r1/2N5/P1P5/1K1R4 b - - 2 34,68,quD2llwO,a4a3,-554,0,a4a3,1.0,1.0,1.0,1.0,a4a3,a4a3,a4a3,a4a3,0.0,1.0,0.0,False
rn1qkb1r/ppp3pp/5p1n/4p3/2P5/2N1P2P/PB1P1PP1/R2QK1NR b KQkq - 0 8,16,XvbQHUbT,b8c6,-39,4,f8e7,0.2213,0.2288,0.233,0.199,f8b4,f8b4,b8c6,d8d3,-5.0,0.233,-0.0223,False
rn1qk2r/ppp1bnpp/5p2/4p2Q/2P1N3/4P2P/PB1P1PP1/R3K1NR b KQkq - 4 10,20,XvbQHUbT,d8d3,141,29,b8c6,0.2046,0.2981,0.4402,0.6331,e8g8,e8g8,d8d3,d8d3,0.0,0.6331,0.4285,False
r3k2r/ppp1bnpp/2n2p2/4p2Q/2P1N3/3qPN1P/PB1P1PP1/2R1K2R b Kkq - 8 12,24,XvbQHUbT,d3e4,513,133,d3e4,0.9251,0.9412,0.9381,0.9167,d3e4,d3e4,d3e4,d3e4,0.0,0.9412,-0.0084,False
r3k2r/ppp1bn1p/2n2pp1/4p3/2P1q2Q/4PN1P/PB1P1PP1/2R2RK1 b kq - 1 14,28,XvbQHUbT,e4h4,519,53,e4h4,0.5897,0.7502,0.8453,0.8888,e4h4,e4h4,e4h4,e4h4,0.0,0.8888,0.2991,False
r3k2r/ppp1bn1p/2n3p1/4pp2/2P5/4PN1P/PB1P1PP1/2R2RK1 b kq - 1 16,32,XvbQHUbT,e7f6,502,6,e8g8,0.0694,0.1069,0.1681,0.2601,e8c8,e8c8,e8c8,e8g8,36.0,0.2601,0.1907,False
r4rk1/ppp2n1p/2n2bp1/3Ppp2/2P5/4PN1P/PB3PP1/2R2RK1 b - - 0 18,36,XvbQHUbT,c6b4,449,12,c6b4,0.6589,0.6204,0.5823,0.495,c6b4,c6b4,c6b4,c6b4,0.0,0.6589,-0.1639,False
r4rk1/ppp2n1p/5bp1/3Ppp2/2P5/P2nPN1P/1B3PP1/1R3RK1 b - - 2 20,40,XvbQHUbT,b7b6,528,13,d3b2,0.0535,0.0581,0.0498,0.0559,d3b2,d3b2,d3b2,d3b2,25.0,0.0581,0.0024,False
r4rk1/pRp2n1p/5bp1/3P1p2/2P1p3/P3PN1P/5PP1/5RK1 b - - 0 22,44,XvbQHUbT,e4f3,486,32,e4f3,0.7154,0.7889,0.8651,0.8947,e4f3,e4f3,e4f3,e4f3,0.0,0.8947,0.1793,False
r4rk1/pRp2n1p/6p1/3Pbp2/2P2P2/P3P2P/5P2/5RK1 b - - 0 24,48,XvbQHUbT,e5d6,488,16,e5d6,0.7284,0.8613,0.9297,0.9512,e5d6,e5d6,e5d6,e5d6,0.0,0.9512,0.2228,False
rR4k1/p1p2n1p/3b2p1/3P1p2/2P2P2/P3P2P/5P2/2R3K1 b - - 0 26,52,XvbQHUbT,a8b8,508,1127,a8b8,0.999,0.9996,0.9998,0.9998,a8b8,a8b8,a8b8,a8b8,0.0,0.9998,0.0008,False
1r3bk1/p1p2n1p/6p1/2PP1p2/5P2/P3P2P/5P2/2R2K2 b - - 2 28,56,XvbQHUbT,b8b5,530,4,b8d8,0.326,0.365,0.4077,0.4173,b8b5,b8b5,b8b5,b8b5,0.0,0.4173,0.0913,False
rnb1kbnr/1p3pp1/1qp1p2p/P2pP3/3P1P2/P4N2/2P3PP/RNBQKB1R b KQkq - 0 8,16,owOZ8uBD,b6a5,-52,42,b6a5,0.6132,0.582,0.5736,0.5623,b6a5,b6a5,b6a5,b6a5,0.0,0.6132,-0.0509,False
rnb1kbnr/1p3pp1/1qp1p2p/3pP3/3P1P2/P1B2N2/2P3PP/RN1QKB1R b KQkq - 3 10,20,owOZ8uBD,c6c5,32,19,c6c5,0.1677,0.2212,0.3583,0.5593,c6c5,c6c5,c6c5,c6c5,0.0,0.5593,0.3916,False
r1b1kbnr/1p3pp1/1qn1p2p/2ppP3/3P1P2/P1B2N2/2P1B1PP/RN1Q1RK1 b kq - 3 12,24,owOZ8uBD,c5d4,137,85,c5d4,0.3066,0.3712,0.4271,0.3461,c5d4,c5d4,c5d4,c5d4,0.0,0.4271,0.0395,False
r1b1kbnr/1p3pp1/1q2p2p/3pP3/3N1P2/P7/2P1B1PP/RN1Q1RK1 b kq - 0 14,28,owOZ8uBD,f8c5,156,52,f8c5,0.7422,0.8089,0.8249,0.8239,f8c5,f8c5,f8c5,f8c5,0.0,0.8249,0.0817,False
r1b1k2r/1p2npp1/1q2p2p/2bpP3/P2N1P2/2P5/4B1PP/RN1Q1RK1 b kq - 0 16,32,owOZ8uBD,e7f5,291,111,e7f5,0.5634,0.6154,0.6125,0.5541,e7f5,e7f5,e7f5,e7f5,0.0,0.6154,-0.0093,False
r3k2r/1p1B1pp1/1q2p2p/2bpPn2/P2N1P2/2P5/6PP/RN1Q1RK1 b kq - 0 18,36,owOZ8uBD,e8d7,280,202,e8d7,0.9957,0.9977,0.9986,0.9991,e8d7,e8d7,e8d7,e8d7,0.0,0.9991,0.0034,False
r6r/1p1k1pp1/1q2p2p/2bpP3/P2P1P2/8/3N2PP/R2Q1RK1 b - - 0 20,40,owOZ8uBD,c5d4,343,355,c5d4,0.9946,0.9978,0.9992,0.9997,c5d4,c5d4,c5d4,c5d4,0.0,0.9997,0.0051,False
r6r/1p1k1pp1/1q2p2p/3pP3/P4P2/8/3N2PP/Q4R1K b - - 0 22,44,owOZ8uBD,b6b4,343,13,h8c8,0.3644,0.444,0.4947,0.4748,b6b4,b6b4,b6b4,b6b4,0.0,0.4947,0.1104,False
r1r5/1p1k1pp1/2q1p2p/P2pP3/5P2/8/3N2PP/QR5K b - - 0 24,48,owOZ8uBD,a8a5,535,141,c8c7,0.0113,0.0114,0.0113,0.0102,b7b6,c6c3,c6c3,c6c3,129.0,0.0114,-0.0011,True
r7/1prk1pp1/4p2p/P2pP3/2q2P2/Q4N2/6PP/1R5K b - - 4 26,52,owOZ8uBD,d7e8,378,8,d7e8,0.0297,0.0328,0.031,0.0263,c4c5,c4c5,c4c5,c4c5,-3.0,0.0328,-0.0034,False
3rk3/1pr2pp1/1Q2p2p/P2pP3/2q2P2/5N2/6PP/1R5K b - - 8 28,56,owOZ8uBD,c4c5,454,16,d8c8,0.0188,0.0208,0.0197,0.0195,c4c1,d8c8,d8c8,d8c8,-14.0,0.0208,0.0007,False
2r1k3/1pr2pp1/1Q2p2p/P2pP3/1R3P2/8/6PP/5qNK b - - 12 30,60,owOZ8uBD,c7c1,524,13,f1a6,0.4759,0.3725,0.3726,0.4675,c7c1,c7c1,c7c1,c7c1,0.0,0.4759,-0.0084,False
2r1k3/1pr2pp1/4p2p/q2pP3/5P2/8/5QPP/1R4NK b - - 1 32,64,owOZ8uBD,c7c2,479,1,b7b5,0.1318,0.148,0.1688,0.1905,c7c1,c7c1,c7c1,c7c1,4.0,0.1905,0.0587,False
2r1k3/2r2pp1/4P2p/q2pP3/1p6/8/5QPP/1R4NK b - - 0 34,68,owOZ8uBD,f7e6,398,67,f7e6,0.868,0.8926,0.9158,0.9051,f7e6,f7e6,f7e6,f7e6,0.0,0.9158,0.0371,False
r1bqk2r/pppp1ppp/5n2/b3p3/B3P3/2PP1Q2/PP3PPP/RNB2RK1 b kq - 2 8,16,TkOKTyUL,c7c6,-49,8,e8g8,0.1563,0.1882,0.2361,0.2785,e8g8,e8g8,e8g8,e8g8,16.0,0.2785,0.1222,False
r1bq1rk1/ppp2ppp/3p1n2/b3p1B1/B3P3/2PP1Q1P/PP3PP1/RN3RK1 b - - 0 10,20,TkOKTyUL,h7h6,-44,3,h7h6,0.3334,0.2743,0.2257,0.2378,h7h6,h7h6,c7c6,c7c6,6.0,0.3334,-0.0956,False
r1b2rk1/ppp2pp1/3p1Q1p/b3p3/B3P3/2PP3P/PP3PP1/RN3RK1 b - - 0 12,24,TkOKTyUL,g7f6,-23,515,g7f6,0.9984,0.9992,0.9997,0.9999,g7f6,g7f6,g7f6,g7f6,0.0,0.9999,0.0015,False
r1b2rk1/ppp2p2/3p3p/b3pp2/B3PP2/2PP3P/PP1N2P1/R4RK1 b - - 0 14,28,TkOKTyUL,a5b6,18,29,f5e4,0.0626,0.0857,0.1071,0.147,f5e4,f5e4,f5e4,f5e4,40.0,0.147,0.0844,False
r1b2rk1/ppp5/3p3p/b3Pp2/B3P3/2P4P/PP1N2P1/R4RK1 b - - 0 16,32,TkOKTyUL,a5b6,-64,3,d6e5,0.0341,0.0313,0.0285,0.032,d6e5,d6e5,d6e5,d6e5,13.0,0.0341,-0.0021,False
