fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique
r1bq1rk1/1p2ppbp/2np1np1/8/p1PNP3/2N1BP2/PP1QB1PP/R3K2R b KQ - 1 16,32,?,c6d4,-16,20,d8a5,0.128,0.1108,0.0931,0.0767,a4a3,a4a3,a4a3,a4a3,89.0,0.128,-0.0513,False
r1b2rk1/1p2ppbp/3p1np1/q7/p1PBP3/2N2P2/PP1QB1PP/2R1K2R b K - 0 18,36,?,c8e6,0,24,c8e6,0.1581,0.2052,0.3015,0.4498,a4a3,a4a3,c8e6,c8e6,0.0,0.4498,0.2917,False
r4rk1/1p2ppbp/3pbnp1/1N6/p1PBP3/5P2/PP1KB1PP/2R4R b - - 0 20,40,?,f8c8,0,0,g7h6,0.232,0.3448,0.5114,0.5918,f8c8,f8c8,f8c8,f8c8,0.0,0.5918,0.3598,False
r4rk1/1p2pp1p/3pbnp1/1N6/p1P1P3/4KP2/PP2B1PP/2R4R b - - 0 22,44,?,f8c8,-20,10,f8c8,0.2555,0.3622,0.5179,0.568,f8c8,f8c8,f8c8,f8c8,0.0,0.568,0.3125,False
r1r3k1/1p1npp1p/3pb1p1/1N6/p1P1PP2/4K3/PP2B1PP/2RR4 b - - 0 24,48,?,h7h5,-3,20,d7b6,0.0155,0.01,0.0071,0.0112,d7b6,d7c5,d7c5,d7c5,22.0,0.0155,-0.0043,False
r1r3k1/1p2pp1p/1n1pb1p1/1N6/2P1PP2/1P2K3/4B1PP/2RR4 b - - 0 26,52,?,e6d7,-41,5,a8a2,0.1015,0.1109,0.1116,0.1054,a8a2,a8a2,a8a2,a8a2,30.0,0.1116,0.0039,False
2r3k1/1p2pp1p/1n1pb1p1/1N6/2P1PP2/1P2K3/1r2B1PP/RR6 b - - 4 28,56,?,b2b1,-54,282,b2b1,0.5757,0.5928,0.5333,0.4371,b2b1,b2b1,b2b1,b2c2,300.0,0.5928,-0.1386,False
r5k1/1p2pp1p/1n1pb1p1/1N6/2P1PP2/1P2KB2/6PP/1R6 b - - 2 30,60,?,e6d7,-50,20,e6d7,0.1344,0.1754,0.2093,0.2192,a8a2,a8a2,a8a2,a8a2,22.0,0.2192,0.0848,False
6k1/1p1bpp1p/1n1p2p1/8/2PKPP2/rPN2B2/6PP/1R6 b - - 6 32,64,?,d7c6,-35,23,d7c6,0.141,0.1895,0.2467,0.3062,d7c6,d7c6,d7c6,d7c6,0.0,0.3062,0.1652,False
6k1/1p2pp1p/1n1p2p1/4P3/2PK1P2/rPN2P2/7P/1R6 b - - 0 34,68,?,g8f8,-31,4,d6e5,0.014,0.0257,0.0505,0.1086,d6e5,d6e5,d6e5,d6e5,64.0,0.1086,0.0946,False
r1bq1rk1/pp1pnpbp/2n3p1/2p1p3/4P2N/3P2P1/PPPN1PBP/R1BQ1RK1 b - - 5 8,16,?,d7d5,61,15,d7d5,0.2775,0.2251,0.1629,0.1388,d7d6,d7d6,d7d6,d7d6,29.0,0.2775,-0.1387,False
r1bq1rk1/pp2npbp/2n3p1/2p1p3/4PP1N/6P1/PPPN2BP/R1BQ1RK1 b - - 0 10,20,?,e5f4,30,12,e5f4,0.5381,0.6191,0.7156,0.6917,e5f4,e5f4,e5f4,e5f4,0.0,0.7156,0.1536,False
r1bq1rk1/pp3pbp/2n3p1/2p2N2/4PP2/8/PPPN2BP/R1BQ1RK1 b - - 0 12,24,?,g6f5,-56,341,g6f5,0.7894,0.7457,0.7446,0.8516,g6f5,g6f5,g6f5,g6f5,0.0,0.8516,0.0622,False
r1bq1rk1/pp4bp/2n2p2/2p1Pp2/2N2P2/8/PPP3BP/R1BQ1RK1 b - - 1 14,28,?,c8e6,37,25,f6e5,0.0516,0.053,0.0687,0.1046,f6e5,f6e5,f6e5,f6e5,85.0,0.1046,0.053,False
r1bQ1rk1/p5bp/2p5/2p1pp2/2N2P2/8/PPP4P/R1B2RK1 b - - 0 16,32,?,f8d8,-3,466,f8d8,0.9983,0.9994,0.9997,0.9999,f8d8,f8d8,f8d8,f8d8,0.0,0.9999,0.0016,False
r1b3k1/p5bp/2pr4/2p1Np2/5P2/4B3/PPP4P/R4RK1 b - - 2 18,36,?,g7e5,-39,3,c8a6,0.2194,0.1778,0.1254,0.0685,c8a6,c8a6,c8a6,c8a6,43.0,0.2194,-0.1509,False
3r2k1/p5bp/b1pR4/2p1Np2/5P2/4B3/PPP4P/R5K1 b - - 0 20,40,?,d8d6,-97,460,d8d6,0.9924,0.9963,0.9978,0.9984,d8d6,d8d6,d8d6,d8d6,0.0,0.9984,0.006,False
6k1/p5bp/b1p5/2B1Np2/5P2/8/PPPr3P/2R3K1 b - - 2 22,44,?,g7e5,-18,24,g7h6,0.1711,0.1732,0.1622,0.1304,d2d5,d2d5,d2d5,g7h6,18.0,0.1732,-0.0407,False
6k1/p3N2p/b7/2B2p2/5b2/8/PPPr3P/2R3K1 b - - 1 24,48,?,g8f7,192,146,g8f7,0.7707,0.8279,0.887,0.9211,g8f7,g8f7,g8f7,g8f7,0.0,0.9211,0.1504,False
8/p4k1p/b7/2B2N2/2P2b2/8/Pr5P/2R3K1 b - - 0 26,52,?,f4c1,552,432,f4h2,0.7743,0.831,0.8641,0.8766,f4c1,f4c1,f4c1,f4c1,0.0,0.8766,0.1023,False
8/p4k1p/b7/5N2/2P5/8/r4B1b/2R2K2 b - - 1 28,56,?,a6c8,254,67,h2f4,0.0457,0.0465,0.0422,0.0433,a2a4,h2f4,h2f4,h2f4,94.0,0.0465,-0.0024,False
8/p4k1p/b7/8/r1P2b2/2R1N3/5B2/5K2 b - - 5 30,60,?,f7e6,124,9,f4e3,0.0354,0.0426,0.0555,0.0914,f4e3,f4e3,f4e3,f4e3,86.0,0.0914,0.056,False
8/p4k1p/8/8/r1b5/2R1B3/5K2/8 b - - 1 32,64,?,a7a6,48,38,a7a6,0.0797,0.1287,0.1911,0.2024,a4a2,a4a2,a7a5,a7a5,38.0,0.2024,0.1227,False
8/5k1p/p7/1b6/r7/4BK2/8/2R5 b - - 3 34,68,?,h7h5,140,61,a4a3,0.1979,0.1532,0.1334,0.1243,a4a3,a4a3,a4c4,a4c4,124.0,0.1979,-0.0736,False
r1bq1rk1/pp1n1ppp/2pbpn2/3p4/2PP4/1P2PN2/PB2BPPP/RN1Q1RK1 b - - 0 8,16,?,b7b6,-25,20,b7b6,0.0348,0.0515,0.0556,0.0738,d8e7,d8e7,f8e8,f8e8,12.0,0.0738,0.039,False
r2q1rk1/pb1n1ppp/1ppbpn2/3pN3/2PP4/1P2P3/PB1NBPPP/R2Q1RK1 b - - 3 10,20,?,a8c8,-21,1,d8e7,0.0588,0.0658,0.1208,0.2104,c6c5,c6c5,d8c7,c6c5,10.0,0.2104,0.1516,False
r4rk1/pb1nqppp/1ppbp3/3pN3/2PPn3/1P2PN2/PB2BPPP/2RQ1RK1 b - - 7 12,24,?,f7f6,-23,5,a8c8,0.3559,0.4179,0.47,0.5223,f7f6,f7f6,f7f6,f7f6,0.0,0.5223,0.1664,False
2r2rk1/pb2qppp/1ppbp3/3pN3/2PPn3/1P2P2P/PB2BPP1/2RQ1RK1 b - - 0 14,28,?,f7f6,18,3,d6a3,0.4115,0.4887,0.5494,0.5839,f7f6,f7f6,f7f6,f7f6,0.0,0.5839,0.1724,False
2r2rk1/pb2qppp/1pp1p3/3pN3/2PPn3/1P2P2P/PQ2BPP1/2R2RK1 b - - 0 16,32,?,d5c4,-34,10,d5c4,0.052,0.0294,0.0157,0.0067,f7f6,f7f6,f7f6,f7f6,24.0,0.052,-0.0453,False
2r2rk1/pb2qppp/1p2p3/2p1N3/2PPn3/4P2P/PQ2BPP1/2RR2K1 b - - 1 18,36,?,f8d8,-40,2,c5d4,0.1136,0.1199,0.1913,0.4336,f7f6,f7f6,f7f6,f8d8,0.0,0.4336,0.32,False
2rr2k1/pb2qppp/1p2p3/4N3/2PPn3/5B1P/PQ3PP1/2RR2K1 b - - 2 20,40,?,e4f6,-37,8,f7f6,0.0529,0.0563,0.0496,0.0376,f7f6,f7f6,f7f6,f7f6,10.0,0.0563,-0.0153,False
2rr2k1/pbq3pp/1p2pp2/8/2PPn1N1/5B1P/P3QPP1/2RR2K1 b - - 3 22,44,?,e4g5,-29,21,c7f4,0.3054,0.3572,0.4153,0.4368,f6f5,f6f5,f6f5,f6f5,50.0,0.4368,0.1314,False
b1rr2k1/p5pp/1p2pp2/3P4/2P1nq2/4NB1P/P3QPP1/2RR2K1 b - - 0 24,48,?,e4g5,-35,26,e6d5,0.1199,0.1358,0.1418,0.1584,e6d5,e6d5,e6d5,e6d5,66.0,0.1584,0.0385,False
b1rr2k1/p5pp/1p1n1p2/3P4/5q2/4NBPP/P3QP2/2RR2K1 b - - 0 26,52,?,f4e5,-140,66,f4e5,0.2011,0.1984,0.1878,0.1853,f4a4,f4h6,f4h6,f4a4,184.0,0.2011,-0.0158,False
b2r2k1/p5pp/1p1n1p2/3Pq3/8/3QNBPP/P4P2/2R3K1 b - - 0 28,56,?,f6f5,-102,13,d6b7,0.0865,0.0853,0.0874,0.0822,e5b2,e5b2,d6f7,d6f7,61.0,0.0874,-0.0043,False
b2r2k1/pn4p1/1p3p1p/3Pq3/8/3QN1PP/P4PB1/2R3K1 b - - 1 30,60,?,b7d6,-122,27,b7c5,0.1861,0.197,0.206,0.2062,b7c5,b7c5,b7c5,b7c5,23.0,0.2062,0.0201,False
b2rq1k1/p5p1/1p3p1p/2nP4/6Q1/4N1PP/P4PB1/2R3K1 b - - 5 32,64,?,h6h5,-95,27,c5d3,0.0453,0.0368,0.0266,0.025,c5d3,c5d3,e8e5,e8e5,185.0,0.0453,-0.0203,True
b1R1q1k1/p2r2p1/1p3p1p/3P1N2/6Q1/3n2PP/P4PB1/6K1 b - - 9 34,68,?,e8c8,-578,212,e8c8,0.7722,0.7329,0.7207,0.7249,e8c8,e8c8,e8c8,e8c8,0.0,0.7722,-0.0473,False
r1bqkb1r/2pn1ppp/p1p1p3/3pP3/3P4/5N2/PPPN1PPP/R1BQ1RK1 b kq - 1 8,16,?,c6c5,-38,9,c6c5,0.3444,0.435,0.6284,0.8293,c6c5,c6c5,c6c5,c6c5,0.0,0.8293,0.4849,False
r1bqkb1r/2pn1ppp/p3p3/3pP3/3P4/5N2/PP1N1PPP/R1BQ1RK1 b kq - 0 10,20,?,a6a5,-8,31,a6a5,0.0396,0.0326,0.017,0.0099,c7c5,c7c5,c7c5,c7c5,41.0,0.0396,-0.0297,False
r1bqkb1r/3n1ppp/4p3/p1ppP3/3P4/5N2/PP3PPP/R1BQRNK1 b kq - 1 12,24,?,f8e7,-13,1,f8e7,0.0895,0.0975,0.1157,0.1386,c5d4,c5d4,c5d4,c5d4,26.0,0.1386,0.0491,False
r1bq1rk1/3nbppp/4p3/p1ppP3/3P4/4BNN1/PP3PPP/R2QR1K1 b - - 5 14,28,?,c8a6,11,26,a8b8,0.1312,0.1254,0.1369,0.2203,c5d4,c5d4,c5d4,c5d4,33.0,0.2203,0.0891,False
1rbq1rk1/3nbppp/4p3/p2pP3/3B4/1P3NN1/P4PPP/R2QR1K1 b - - 0 16,32,?,c8a6,11,23,d7c5,0.2214,0.2355,0.3093,0.509,e7b4,e7b4,c8a6,c8a6,0.0,0.509,0.2876,False
1rbq1rk1/4bppp/4p3/p2pP3/3BN3/1P3N2/P4PPP/2RQR1K1 b - - 0 18,36,?,d5e4,-33,416,d5e4,0.9807,0.992,0.9967,0.998,d5e4,d5e4,d5e4,d5e4,0.0,0.998,0.0173,False
1r1q1rk1/1b2bppp/4p3/p3P3/3B2R1/1P3N2/P4PPP/2RQ2K1 b - - 2 20,40,?,h7h5,26,42,d8d5,0.0196,0.0187,0.0187,0.0386,b7f3,b7f3,b7f3,b7f3,109.0,0.0386,0.019,True
2r2rk1/1b2bppp/4p3/p2QP3/6R1/1P2BN2/P4PPP/2R3K1 b - - 0 22,44,?,b7d5,-32,61,b7d5,0.6847,0.7359,0.7321,0.7285,b7d5,b7d5,b7d5,b7d5,0.0,0.7359,0.0438,False
2r2rk1/5ppp/4p3/p2bP3/6R1/bP2BN1P/P4PP1/3R2K1 b - - 2 24,48,?,h7h5,-22,37,f8d8,0.0372,0.0321,0.0269,0.0358,c8c2,c8c2,c8c2,c8c2,243.0,0.0372,-0.0014,True
2r3k1/3r1ppp/4pB2/p2bP3/6R1/bP3N1P/P4PP1/3R2K1 b - - 6 26,52,?,a3f8,-18,50,g7g6,0.0428,0.0696,0.1156,0.2088,g7g6,g7g6,g7g6,g7g6,45.0,0.2088,0.166,False
2r3k1/2r2p1N/4pBp1/p2bP3/6R1/bP5P/P4PP1/3R2K1 b - - 0 28,56,?,c7c1,-220,150,c7c1,0.2063,0.1405,0.1241,0.1504,g8h7,g8h7,g8h7,g8h7,1778.0,0.2063,-0.0559,False
6k1/5p1N/4pBp1/p2bP3/6R1/bP5P/P4PPK/2r5 b - - 1 30,60,?,a3b2,-148,16,a3b2,0.0017,0.0011,0.0011,0.0018,g8h7,g8h7,g8h7,g8h7,1850.0,0.0018,0.0001,True
6k1/5p2/4pBp1/p2bP1N1/R7/1P5P/Pb3PPK/4r3 b - - 5 32,64,?,b2c3,-72,56,b2e5,0.3498,0.304,0.2734,0.2428,b2e5,b2e5,b2e5,b2e5,57.0,0.3498,-0.107,False
6k1/5p2/4p1p1/p2br1N1/R6P/1P6/P4PPK/8 b - - 0 34,68,?,f7f6,-130,46,d5c6,0.1287,0.1055,0.093,0.0851,e5e2,e5e2,e5e2,e5e2,111.0,0.1287,-0.0436,False
rn1qk2r/pp1bppbp/5np1/3P4/2BP4/5N2/PP3PPP/RNBQK2R b KQkq - 4 8,16,?,b7b5,-42,5,b7b5,0.1161,0.1634,0.192,0.2286,e8g8,e8g8,e8g8,e8g8,5.0,0.2286,0.1125,False
rn1qk2r/3bppbp/5np1/pp1P4/3P4/PB3N2/1P3PPP/RNBQK2R b KQkq - 0 10,20,?,b8a6,-36,9,a5a4,0.0157,0.0178,0.0292,0.0613,a5a4,a5a4,a5a4,e8g8,9.0,0.0613,0.0456,False
rn1qk2r/3bppbp/5np1/3P4/pP1P4/5N2/BP3PPP/RNBQK2R b KQkq - 0 12,24,?,b8a6,-51,32,b8a6,0.079,0.0481,0.0303,0.0402,d7b5,d7b5,d7b5,d7b5,123.0,0.079,-0.0388,False
r2qk2r/3bppbp/3P1np1/8/pn1P4/5N2/BP3PPP/RNBQ1RK1 b kq - 0 14,28,?,e8g8,-47,13,e8g8,0.0407,0.0517,0.0687,0.1181,e7d6,e7d6,e7d6,e7d6,360.0,0.1181,0.0774,False
r4rk1/3bqpbp/5np1/8/pnBP4/5N2/1P3PPP/RNBQ1RK1 b - - 1 16,32,?,d7c6,-46,5,a8c8,0.0581,0.0682,0.0619,0.0423,d7e6,f8c8,f8c8,f8c8,12.0,0.0682,-0.0158,False
2r2rk1/3bqpbp/6p1/8/pnBPn3/BP3N2/5PPP/RN1Q1RK1 b - - 2 18,36,?,f8e8,-109,55,f8e8,0.0723,0.0928,0.1,0.0968,a4b3,a4b3,a4b3,a4b3,152.0,0.1,0.0245,False
2r1rqk1/3b1pbp/6p1/8/pnBPR3/BP3N2/5PPP/RN1Q2K1 b - - 0 20,40,?,e8e4,-311,87,e8e4,0.8213,0.8879,0.9322,0.9576,e8e4,e8e4,e8e4,e8e4,0.0,0.9576,0.1363,False
2r2qk1/5pbp/2b3p1/8/pnBPN3/BP3N2/5PPP/R2Q2K1 b - - 0 22,44,?,c6e4,-371,79,c6e4,0.686,0.7535,0.8138,0.8704,c6e4,c6e4,c6e4,c6e4,0.0,0.8704,0.1844,False
2r2qk1/5pbp/6p1/8/1BBPb3/1p3N2/3Q1PPP/R5K1 b - - 0 24,48,?,c8c4,-383,25,g7h6,0.2834,0.2833,0.3163,0.3655,c8c4,c8c4,c8c4,c8c4,0.0,0.3655,0.0821,False
5qk1/5p1p/6pb/8/1BQPb3/1p3N2/5PPP/R5K1 b - - 0 26,52,?,b3b2,-416,50,b3b2,0.4469,0.4389,0.4772,0.5351,b3b2,b3b2,b3b2,b3b2,0.0,0.5351,0.0882,False
5Bk1/5p1p/6pb/8/2QP4/5N2/1p3PPP/1b4K1 b - - 0 28,56,?,b1e4,-519,17,b1e4,0.023,0.022,0.0229,0.0241,h6f8,h6f8,h6f8,h6f8,56.0,0.0241,0.0011,False
5Bk1/5p1p/6pb/8/3Pb3/5N2/5PPP/1Q4K1 b - - 0 30,60,?,e4b1,-519,98,e4b1,0.9438,0.9776,0.987,0.9873,e4b1,e4b1,e4b1,e4b1,0.0,0.9873,0.0435,False
6k1/7p/5ppB/8/3P4/8/3N1PPP/1b4K1 b - - 1 32,64,?,b1a2,-515,29,b1a2,0.1728,0.1592,0.1524,0.1519,b1d3,b1d3,b1d3,b1d3,21.0,0.1728,-0.0209,False
6k1/7p/5ppB/3b4/3P3P/5P2/3N2P1/6K1 b - - 0 34,68,?,g8f7,-513,7,g8f7,0.5331,0.6561,0.7588,0.8271,g8f7,g8f7,g8f7,g8f7,0.0,0.8271,0.294,False
rnbq1rk1/pp2ppbp/2p3p1/3p4/2PPn3/1P2PN2/PB2BPPP/RN1Q1RK1 b - - 0 8,16,?,c8g4,-47,4,c8g4,0.1356,0.1416,0.1529,0.145,b8d7,b8d7,b8d7,b8d7,14.0,0.1529,0.0094,False
rn1q1rk1/pp2ppbp/2p3p1/3p4/2PP2b1/1PB1PN2/P3BPPP/R2Q1RK1 b - - 0 10,20,?,e7e6,-41,2,c6c5,0.1066,0.1053,0.0897,0.0681,b8d7,b8d7,b8d7,b8d7,0.0,0.1066,-0.0385,False
rn1q1rk1/pp2ppbp/6p1/3p4/2PB2b1/1P2PN1P/P3BPP1/R2Q1RK1 b - - 0 12,24,?,g7d4,-182,0,g7d4,0.0963,0.0863,0.071,0.0395,g4f3,g4f3,g4f3,g4f3,2.0,0.0963,-0.0568,False
rn1q1rk1/pp2pp1p/6p1/3p4/2PQ4/1P2PB1P/P4PP1/R4RK1 b - - 0 14,28,?,b8c6,-198,33,e7e6,0.4239,0.4159,0.3975,0.3535,b8c6,b8c6,b8c6,b8c6,0.0,0.4239,-0.0704,False
rn1q1rk1/pp3p1p/6p1/3Q4/8/1P2PB1P/P4PP1/R4RK1 b - - 0 16,32,?,b8c6,-272,13,b8c6,0.0575,0.0874,0.1478,0.2338,d8d5,d8d5,d8d5,d8d5,20.0,0.2338,0.1763,False
r2r2k1/pp3p1p/2n3p1/8/8/1P2PB1P/P4PP1/3R1RK1 b - - 1 18,36,?,a8c8,-254,11,g8f8,0.0235,0.0455,0.1032,0.1872,d8d1,d8d1,c6e5,c6e5,186.0,0.1872,0.1637,False
r2r4/pp2kp1p/2n3p1/8/1P6/P3PB1P/5PP1/3R1RK1 b - - 0 20,40,?,a8b8,-191,19,a7a6,0.0298,0.0747,0.1145,0.0918,d8d1,d8d1,c6e5,c6e5,195.0,0.1145,0.062,False
1r1r4/1p2kp1p/p1n3p1/3B4/1P4P1/P3P2P/5P2/3R1RK1 b - - 2 22,44,?,a6a5,-142,38,c6e5,0.0311,0.0187,0.0112,0.0118,c6e5,c6e5,c6e5,c6e5,97.0,0.0311,-0.0193,False
1r1r4/1p1nkp1p/p5p1/8/1P3PP1/P3PB1P/8/3R1RK1 b - - 2 24,48,?,b7b5,-153,52,d7b6,0.1197,0.1072,0.1027,0.1013,d7b6,d7b6,d7b6,d7b6,106.0,0.1197,-0.0184,False
1r1k4/1p3p1p/pn4p1/8/1P3PP1/P3PB1P/8/3R2K1 b - - 1 26,52,?,d8e8,-369,1,d8e7,0.1507,0.0948,0.0668,0.059,d8e7,d8e7,d8e7,d8e7,-15.0,0.1507,-0.0917,False
1r6/1p1k1p1p/pn4p1/8/1P2PPP1/P4B1P/8/2R3K1 b - - 0 28,56,?,f7f6,-306,30,b6a4,0.0645,0.0741,0.067,0.052,b8c8,b8c8,b8c8,b8c8,62.0,0.0741,-0.0125,False
1r6/3k1p1p/p5p1/1p2P3/nP3PP1/P4B1P/5K2/2R5 b - - 1 30,60,?,a4b6,-372,26,b8b6,0.1737,0.1946,0.201,0.2152,b8c8,a4b2,a4b2,a4b2,47.0,0.2152,0.0415,False
8/3k1p1p/pr4p1/1p2P3/1P3PP1/P3K2P/1n2B3/2R5 b - - 5 32,64,?,f7f6,-393,6,f7f6,0.0767,0.0659,0.0592,0.0479,b2a4,b2a4,b2a4,b2a4,30.0,0.0767,-0.0288,False
8/3k3p/pr4p1/1p2P3/1P1K2P1/P6P/1n2B3/2R5 b - - 0 34,68,?,b6b8,-389,28,d7e6,0.0169,0.0161,0.0163,0.0227,b2a4,b2a4,b2a4,b2a4,49.0,0.0227,0.0058,False
rnbq1rk1/pp2ppbp/3p1np1/8/3NP3/2N1BP2/PPPQ2PP/R3KB1R b KQ - 2 8,16,?,b8c6,-89,5,b8c6,0.6142,0.6962,0.7685,0.8719,b8c6,b8c6,b8c6,b8c6,0.0,0.8719,0.2577,False
r2q1rk1/pp1bppbp/2np1np1/8/2BNP2P/2N1BP2/PPPQ2P1/R3K2R b KQ - 0 10,20,?,c6e5,-66,3,d8a5,0.0562,0.0633,0.0713,0.0331,h7h5,h7h5,h7h5,h7h5,3.0,0.0713,-0.0231,False
r1r3k1/pp1bppbp/2np1np1/q7/3NP2P/1BN1BP2/PPPQ2P1/2KR3R b - - 4 12,24,?,c6e5,-105,36,c6e5,0.0733,0.1233,0.199,0.1551,c6b4,h7h5,h7h5,h7h5,12.0,0.199,0.0818,False
r1r3k1/pp1bppbp/3p2p1/q3n2n/3NP1P1/1BN1BP2/PPPQ4/2KR3R b - - 0 14,28,?,h5f6,-24,137,h5f6,0.5002,0.6947,0.8109,0.8526,h5f6,h5f6,h5f6,h5f6,0.0,0.8526,0.3524,False
r1r3k1/p2bppbp/3p1np1/qp2n1P1/3NP3/1BN1BP2/PPPQ4/1K1R3R b - - 0 16,32,?,f6h5,0,165,f6h5,0.5744,0.6836,0.776,0.8141,f6h5,f6h5,f6h5,f6h5,0.0,0.8141,0.2397,False
r1r3k1/p2bppbp/3p2p1/qp4Pn/2BNPP2/2N1B3/PPPQ4/1K1R3R b - - 0 18,36,?,c8c4,51,6,b5c4,0.5833,0.6402,0.6791,0.749,c8c4,c8c4,c8c4,c8c4,0.0,0.749,0.1657,False
r1r3k1/p3ppbp/3p2p1/q4PPn/2p2P2/2N1B3/PPPQ4/1K1R3R b - - 0 20,40,?,g7c3,262,39,a8b8,0.307,0.2958,0.2281,0.1249,g7c3,g7c3,a8b8,a8b8,65.0,0.307,-0.1821,False
1rr3k1/p3ppBp/3p2p1/5qPn/2p2P2/2N5/PPPQ4/1K1R3R b - - 0 22,44,?,g8g7,136,26,g8g7,0.5647,0.5218,0.3963,0.2846,g8g7,g8g7,h5g7,h5g7,23.0,0.5647,-0.2801,False
1rr3k1/p3pp1p/3p2p1/3N1qPn/2pQ1P2/8/PPP5/1K1R3R b - - 3 24,48,?,b8b7,215,215,b8b7,0.2054,0.2821,0.3406,0.3907,b8b7,b8b7,b8b7,b8b7,0.0,0.3907,0.1853,False
2r3k1/pr3p1p/3pp1p1/5qPn/2pQ1P2/4N3/PPP5/1K1RR3 b - - 1 26,52,?,f5f4,334,62,f5b5,0.3022,0.3036,0.3049,0.3003,f5b5,f5b5,f5b5,f5b5,183.0,0.3049,-0.0019,False
2r3k1/pr3p1p/3pp1pN/1q4Pn/3Q1P2/2p5/PPP5/1K1RR3 b - - 1 28,56,?,g8f8,0,0,g8f8,1.0,1.0,1.0,1.0,g8f8,g8f8,g8f8,g8f8,0.0,1.0,0.0,False
2r5/pr3pkp/3Qp1pN/1q4Pn/5P2/1Pp5/P1P5/1K1RR3 b - - 0 30,60,?,a7a5,-187,12,b5c5,0.1442,0.2004,0.2507,0.2848,c8c6,c8c6,a7a5,a7a5,0.0,0.2848,0.1406,False
3R4/pr3pkp/4p1pN/2r3Pn/5P2/1Pp5/P1P5/1K2R3 b - - 1 32,64,?,h5f6,-186,400,h5f6,0.0178,0.0284,0.0345,0.0411,h5f4,h5f4,f7f6,f7f6,1813.0,0.0411,0.0233,True
3R4/pr3pkp/4pPpN/3r4/5P2/1Pp5/P1P5/1K5R b - - 0 34,68,?,g7f6,-159,0,g7f6,1.0,1.0,1.0,1.0,g7f6,g7f6,g7f6,g7f6,0.0,1.0,0.0,False
rnbqk2r/1p2bppp/p2ppn2/8/P1BNP3/2N5/1PP2PPP/R1BQ1RK1 b kq - 2 8,16,?,e8g8,-29,3,e8g8,0.6365,0.6225,0.6548,0.7062,e8g8,e8g8,e8g8,e8g8,0.0,0.7062,0.0697,False
r1bq1rk1/1p2bppp/p1nppn2/8/P2NP3/1BN4P/1PP2PP1/R1BQ1RK1 b - - 0 10,20,?,d8c7,-10,2,c8d7,0.1382,0.1909,0.277,0.3738,c6d4,c6d4,d8c7,d8c7,0.0,0.3738,0.2356,False
r2q1rk1/1p1bbppp/p2ppn2/n7/P2NP3/2N1B2P/BPP2PP1/R2Q1RK1 b - - 4 12,24,?,a8c8,7,11,a8c8,0.1553,0.1795,0.3515,0.5781,a5c6,a5c6,a8c8,a8c8,0.0,0.5781,0.4228,False
2rq1rk1/1p1bbppp/p2ppn2/8/P1BNP3/2N1B2P/1PPQ1PP1/R4RK1 b - - 0 14,28,?,c8c4,15,258,c8c4,0.995,0.9985,0.9995,0.9998,c8c4,c8c4,c8c4,c8c4,0.0,0.9998,0.0048,False
2rq1rk1/1p1bbppp/p2ppn2/8/P3P3/1PN1B2P/2PQNPP1/R4RK1 b - - 2 16,32,?,d7c6,33,22,d7c6,0.3641,0.4711,0.5024,0.4637,d7c6,d7c6,d7c6,d7c6,0.0,0.5024,0.0996,False
2rqr1k1/1p2bppp/p1bppn2/8/P3P3/1PNQB2P/2P1NPP1/R2R2K1 b - - 6 18,36,?,d8a5,33,3,d8a5,0.0493,0.0718,0.1163,0.2173,d8c7,d8c7,d8c7,d8c7,29.0,0.2173,0.168,False
2r1r1k1/1p2bpp1/p1bppn2/q6p/P2BP3/1PNQ1P1P/2P1N1P1/R2R2K1 b - - 0 20,40,?,h5h4,26,6,h5h4,0.0349,0.0418,0.0435,0.053,a5g5,a5g5,a5g5,a5g5,3.0,0.053,0.0181,False
2r1r1k1/1p2bpp1/p1bppn2/7q/P2BPN1p/1PN2P1P/2PQ2P1/R2R2K1 b - - 3 22,44,?,h5a5,19,2,h5h7,0.0452,0.0438,0.0554,0.0796,h5g5,h5g5,h5g5,h5g5,45.0,0.0796,0.0344,False
2r1r1k1/1p2bppq/p1bpp3/7n/P2BP2p/1P1N1P1P/2PQN1P1/R2R2K1 b - - 7 24,48,?,e6e5,75,50,h5g3,0.2491,0.2777,0.275,0.2258,e6e5,e6e5,h7g6,h7g6,53.0,0.2777,-0.0233,False
2r1r1k1/1p2bppq/p1bp4/4p3/P2BP2p/1P1N1PNP/2P3P1/R2RQ1K1 b - - 0 26,52,?,h4g3,90,115,h4g3,0.5184,0.4807,0.4401,0.4055,h4g3,e5d4,e5d4,e5d4,159.0,0.5184,-0.1129,False
2r1r1k1/1p2b1pq/p1bp4/4pP2/P7/1P1NBPpP/2P3P1/R2RQ1K1 b - - 0 28,56,?,e7f6,78,15,e5e4,0.0027,0.002,0.0014,0.001,h7f5,h7f5,h7f5,h7f5,90.0,0.0027,-0.0017,False
2r1r1k1/1p2b1pq/p2p4/5P2/P3b3/1P1NB1QP/2P3P1/R2R2K1 b - - 0 30,60,?,c8c2,60,30,c8c2,0.0668,0.0589,0.0783,0.0967,h7f5,h7f5,h7f5,h7f5,80.0,0.0967,0.0299,False
