fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique
r1bqkb1r/pp2pppp/2n5/2p1P3/2Pp1B2/3B1N2/PPP2PPP/R2QK2R b KQkq - 1 8,16,?,d8a5,-47,23,c8g4,0.026,0.0197,0.0128,0.0078,c8g4,c8g4,c8g4,c8g4,42.0,0.026,-0.0182,False
r2qkb1r/pp2pppp/2n5/2p1P3/2Pp1B2/3B1Q1P/PPP2PP1/R3K2R b KQkq - 0 10,20,?,d8a5,-89,8,e7e6,0.0754,0.0677,0.0748,0.0751,e7e6,e7e6,e7e6,e7e6,0.0,0.0754,-0.0003,False
r3kb1r/pp3ppp/2n1p3/q1p1P3/2Pp4/3B2QP/PPPB1PP1/R3K2R b KQkq - 3 12,24,?,a5c7,-76,12,a5c7,0.1799,0.1944,0.2451,0.3171,a5b6,a5b6,a5b6,a5b6,18.0,0.3171,0.1372,False
r3kb1r/ppq2p1p/2n1p1p1/2p1P3/2Pp1P2/3B2QP/PPPB2P1/R4RK1 b kq - 1 14,28,?,h7h5,-76,24,h7h5,0.0394,0.043,0.0619,0.2086,e8c8,f8g7,f8g7,f8g7,29.0,0.2086,0.1692,False
2kr1b1r/ppq2p2/2n1p1p1/2p1P2p/2Pp1P2/P2B2QP/1PPB2P1/4RRK1 b - - 0 16,32,?,h5h4,-93,6,h5h4,0.2404,0.2037,0.1456,0.0999,h5h4,f8e7,f8e7,f8e7,13.0,0.2404,-0.1405,False
2kr1b1r/ppq1np2/4p1p1/2p1P3/1PPp1P1p/P2B1Q1P/2PB2P1/4RRK1 b - - 0 18,36,?,e7f5,-114,11,e7f5,0.3808,0.5489,0.6842,0.6831,e7f5,e7f5,e7f5,e7f5,0.0,0.6842,0.3023,False
2kr3r/ppq2p2/4p1p1/2b1Pn2/2Pp1P1p/P2B1Q1P/2PB2P1/1R3RK1 b - - 1 20,40,?,f5e3,-40,34,b7b6,0.1308,0.1342,0.1349,0.1125,f5g3,f5g3,f5g3,d8d7,57.0,0.1349,-0.0183,False
2kr3r/p1q2p2/1p2p1p1/2b1P3/P1Pp1P1p/3BnQ1P/2PB2P1/1R2R1K1 b - - 2 22,44,?,c8d7,-9,0,a7a5,0.0797,0.0976,0.1055,0.1116,e3f5,e3f5,e3f5,e3f5,158.0,0.1116,0.0319,False
3r3r/2qk1p2/1p2p1p1/pRb1P3/P1Pp1P1p/3BnQ1P/2PB2P1/4R2K b - - 3 24,48,?,d7e8,14,124,d7e7,0.024,0.0258,0.0264,0.0246,e3f5,e3f5,e3f5,e3f5,138.0,0.0264,0.0006,True
3r3r/2q1kp2/1p2p1p1/pRb1Pn2/P1Pp1P1p/3B1Q1P/2PB2P1/4R2K b - - 7 26,52,?,e7f8,0,0,f5e3,0.0181,0.0218,0.0265,0.0307,f5g3,f5g3,f5g3,f5g3,0.0,0.0307,0.0126,False
3r3r/2q1kp2/1p2p1p1/pRb1Pn2/P1Pp1P1p/3B1Q1P/2PB2P1/4R2K b - - 11 28,56,?,e7f8,0,0,d8c8,0.0181,0.0218,0.0265,0.0307,f5g3,f5g3,f5g3,f5g3,0.0,0.0307,0.0126,False
1r5r/2q1kp2/1p2p1p1/BRb1Pn2/P1Pp1P1p/3B1Q1P/2P3P1/1R5K b - - 0 30,60,?,b6a5,-205,16,f5e3,0.4395,0.4163,0.3957,0.3807,b6a5,b6a5,f5g3,f5g3,18.0,0.4395,-0.0588,False
1rr5/2q1kp2/1p2p1p1/1RB1P3/P1Pp1P1p/3BnQ1P/2P3P1/1R5K b - - 0 32,64,?,b6c5,-266,267,b6c5,0.9122,0.9515,0.9695,0.9734,b6c5,b6c5,b6c5,b6c5,0.0,0.9734,0.0612,False
1rr2k2/1Rq2p2/4p1p1/2p1P3/P1PpBP1p/4nQ1P/2P3P1/1R5K b - - 3 34,68,?,b8b7,-1,11,b8b7,0.851,0.8748,0.8965,0.8943,b8b7,b8b7,b8b7,b8b7,0.0,0.8965,0.0433,False
r2qkbnr/pp3ppp/2n1p3/3pPb2/3P4/2N2N2/PP2BPPP/R1BQK2R b KQkq - 1 8,16,?,f5g4,-27,13,h7h6,0.0119,0.012,0.0103,0.0079,f8b4,f8b4,f8b4,f8b4,13.0,0.012,-0.004,False
r2qkb1r/pp2npp1/2n1p2p/1N1pPb2/3P4/5N2/PP2BPPP/R1BQ1RK1 b kq - 3 10,20,?,e7c8,-23,8,e7c8,0.4028,0.6528,0.8256,0.9249,e7c8,e7c8,e7c8,e7c8,0.0,0.9249,0.5221,False
r1nqkb1r/pp3pp1/2n1p2p/1N1pP3/3P4/3Q1N2/PP3PPP/R1B2RK1 b kq - 0 12,24,?,f8e7,-26,2,f8e7,0.2093,0.1803,0.1353,0.1337,a7a6,a7a6,a7a6,a7a6,10.0,0.2093,-0.0756,False
r1nqk2r/1p2bpp1/p1n1p2p/3pP3/3P4/2NQ4/PP3PPP/R1B1NRK1 b kq - 1 14,28,?,e7b4,-14,8,d8b6,0.0208,0.019,0.0141,0.0091,e8g8,e8g8,e8g8,e8g8,5.0,0.0208,-0.0117,False
r1n1k2r/1p2bpp1/pq2p2p/3pP3/1N1P4/2NQ4/PP3PPP/R1B2RK1 b kq - 0 16,32,?,e7b4,-24,11,e7b4,0.548,0.5542,0.5717,0.6585,e7b4,e7b4,e7b4,e7b4,0.0,0.6585,0.1105,False
r3k2r/1p2npp1/pq2p2p/3pP3/1b1P1P2/P1NQ4/1P4PP/R1B2RK1 b kq - 0 18,36,?,b4c3,-20,275,b4c3,0.8154,0.8136,0.8431,0.9075,b4c3,b4c3,b4c3,b4c3,0.0,0.9075,0.0921,False
2r1k2r/1p2npp1/pq2p2p/3pP3/3P1P2/P1PQ4/6PP/1RB2RK1 b k - 2 20,40,?,b6c6,-44,9,b6c6,0.2839,0.3072,0.3488,0.4297,b6c7,b6c7,b6c7,b6c6,0.0,0.4297,0.1458,False
2r1k2r/1p2npp1/p1q1p3/3pP2p/P2P1P2/2PQ4/3B2PP/1R3RK1 b k - 0 22,44,?,c6a4,42,10,e7f5,0.1836,0.111,0.077,0.0808,e7f5,e7f5,e7f5,e7f5,25.0,0.1836,-0.1028,False
2r2rk1/1p3pp1/pRq1p3/P2pPn1p/3P1P2/2PQ4/3B2PP/5RK1 b - - 2 24,48,?,c6a4,36,14,c6d7,0.3435,0.273,0.237,0.2241,c6c7,c6c7,c6c7,c6c4,36.0,0.3435,-0.1194,False
5rk1/1p1q1pp1/pRr1p3/P2pPn1p/3P1P2/2PQ2P1/3B3P/1R4K1 b - - 2 26,52,?,c6b6,124,63,c6b6,0.3838,0.3528,0.361,0.3516,f8b8,f8b8,f8b8,f8b8,69.0,0.3838,-0.0322,False
2r3k1/1p1q1pp1/pR2p3/P2pPn1p/3P1P2/2P3P1/3B3P/1Q4K1 b - - 2 28,56,?,d7a4,98,40,c8c7,0.0681,0.049,0.0427,0.0443,c8c7,c8c7,c8c7,c8c7,44.0,0.0681,-0.0238,False
6k1/1pr2pp1/pR2p3/P2pPn1p/q2P1P2/2P3PP/3B2K1/1Q6 b - - 0 30,60,?,a4a5,160,5,a4a5,0.7642,0.7344,0.6923,0.6153,a4a5,a4a5,a4a5,a4a5,0.0,0.7642,-0.1489,False
6k1/1Rr2pp1/p3p3/q2pP2p/3n1PP1/2P4P/3B2K1/1Q6 b - - 0 32,64,?,c7b7,432,237,c7b7,0.4254,0.3988,0.3444,0.2955,c7b7,c7b7,d4b5,d4b5,2429.0,0.4254,-0.1299,False
6k1/1Q3pp1/p3p3/3pP2p/3P1PP1/7P/q2B2K1/8 b - - 0 34,68,?,a2d2,526,576,a2d2,0.9879,0.9941,0.9968,0.9972,a2d2,a2d2,a2d2,a2d2,0.0,0.9972,0.0093,False
r3kbnr/pp1npppp/2p5/8/4P3/8/PPP1KPPP/RNB1N2R b kq - 0 8,16,?,g7g6,-44,6,e7e5,0.0203,0.0167,0.0097,0.0047,e8c8,e8c8,e8c8,e8c8,20.0,0.0203,-0.0156,False
r3k1nr/pp1n1ppp/2pb4/4p3/4P3/3N4/PPPNKPPP/R1B4R b kq - 3 10,20,?,g8e7,-55,2,d6c7,0.0459,0.0618,0.0835,0.1531,g8f6,g8f6,g8f6,e8c8,23.0,0.1531,0.1072,False
r3k2r/ppbnnppp/2p5/4p3/P1N1P3/3N4/1PP1KPPP/R1B4R b kq - 2 12,24,?,f7f5,-41,10,f7f6,0.0437,0.0455,0.0622,0.0777,e8g8,e8g8,e8g8,f7f6,45.0,0.0777,0.034,False
r3k2r/1pbnn1pp/p1p2p2/P3p3/2N1P3/3NB3/1PP1KPPP/R6R b kq - 0 14,28,?,h7h5,-111,5,e8c8,0.0057,0.0051,0.0043,0.0049,e8g8,e8g8,e8g8,e8g8,113.0,0.0057,-0.0008,True
2kr3r/1pbnn1pp/p1p5/P1N1pp2/2N1P3/4B3/1PP1KPPP/R2R4 b - - 1 16,32,?,d7c5,-174,16,f5f4,0.5478,0.6222,0.6916,0.7133,d7c5,d7c5,d7c5,d7c5,0.0,0.7133,0.1655,False
2k4r/1pbrn1pp/p1p5/P1B1p3/2N1Pp2/8/1PP1KPPP/R2R4 b - - 1 18,36,?,d7d1,-142,7,h8d8,0.2997,0.2328,0.1528,0.0955,h8d8,h8d8,h8d8,h8d8,-3.0,0.2997,-0.2042,False
2k5/1pbrn1pp/p1p5/P1B1p3/2N1Pp2/R7/1PP1KPPP/8 b - - 1 20,40,?,e7g8,-119,29,g7g5,0.0626,0.0732,0.0803,0.0934,e7g6,e7g6,e7g6,e7g6,62.0,0.0934,0.0308,False
2k5/1pbr3p/p1p3n1/P1B1p1pR/2N1Pp2/8/1PP1KPPP/8 b - - 3 22,44,?,g5g4,-291,32,g5g4,0.3952,0.4386,0.4722,0.4483,g5g4,g5g4,g5g4,g5g4,0.0,0.4722,0.0531,False
3k4/1pbr3p/p1p3n1/P1B1p1R1/2N1Ppp1/6P1/1PP1KP1P/8 b - - 2 24,48,?,d8e8,-348,1,d8e8,0.0243,0.0277,0.033,0.0467,f4f3,f4f3,f4f3,f4f3,89.0,0.0467,0.0224,False
8/1pbr1k1p/p1p3n1/P1B1p1R1/2N1Pp2/6P1/1PP1KP1P/8 b - - 2 26,52,?,f7e6,-352,8,f4g3,0.0513,0.0642,0.0835,0.1219,h7h6,h7h6,h7h6,h7h6,11.0,0.1219,0.0706,False
8/1pbr1k2/p1p3np/P1B1p2R/2N1P3/6P1/1PP1KP2/8 b - - 1 28,56,?,f7g7,-465,20,f7g7,0.7749,0.9032,0.9505,0.9577,f7g7,f7g7,f7g7,f7g7,0.0,0.9577,0.1828,False
rnbqkb1r/4pp1p/p2p1np1/1p6/3NP3/1BN1B3/PPP2PPP/R2QK2R b KQkq - 1 8,16,?,c8b7,-65,8,b8d7,0.1465,0.2049,0.2742,0.4327,f8g7,f8g7,f8g7,c8b7,0.0,0.4327,0.2862,False
r1bqkb1r/4pp1p/p2p1np1/1pn5/3NP3/1BN1BP2/PPPQ2PP/R3K2R b KQkq - 2 10,20,?,c8d7,-43,13,c8d7,0.0227,0.021,0.0207,0.0543,c5b3,c5b3,c5b3,c5b3,25.0,0.0543,0.0316,False
r2qkb1r/3bpp2/p2p1np1/1pn4p/3NP3/1BN1BP2/PPPQ2PP/1K1R3R b kq - 1 12,24,?,f8g7,-57,15,f8g7,0.0689,0.0689,0.0654,0.0851,c5b3,c5b3,c5b3,c5b3,18.0,0.0851,0.0162,False
r2q1rk1/3bppb1/p2p1npB/1pn4p/3NP3/1BN2P2/PPPQ2PP/1K1RR3 b - - 5 14,28,?,a8c8,-39,33,d8b8,0.0159,0.0164,0.0269,0.0898,c5b3,c5b3,c5b3,c5b3,48.0,0.0898,0.0739,False
rq3r2/3bppk1/p2p1np1/1pn3Qp/3NP3/1BN2P2/PPP3PP/1K1RR3 b - - 1 16,32,?,e7e6,-34,83,b5b4,0.0101,0.0092,0.0087,0.0114,c5b3,c5b3,c5b3,a6a5,186.0,0.0114,0.0013,True
rq3r2/3bppk1/p2p1np1/3N2Qp/1p2P3/1N3P2/PPP3PP/1K1RR3 b - - 0 18,36,?,f8e8,-103,8,f6d5,0.0424,0.0421,0.0347,0.0355,f6d5,f6d5,f6d5,f6d5,39.0,0.0424,-0.0069,False
rq2r3/3bRpk1/p2p2p1/3P2Qp/1p6/1N3P2/PPP3PP/1K1R4 b - - 0 20,40,?,e8e7,-54,54,b8d8,0.5291,0.5516,0.5199,0.4319,e8e7,e8e7,e8e7,e8e7,0.0,0.5516,-0.0972,False
r2q4/3bQpk1/p2p2p1/3P3p/1p6/1N3P2/PPP3PP/1K2R3 b - - 0 22,44,?,d8c7,-130,55,d8c7,0.0885,0.1094,0.1536,0.1995,d8e7,d8e7,d8e7,d8e7,65.0,0.1995,0.111,False
2r5/2qb1pk1/p2p2p1/3P2Qp/1p1N4/5P2/PPP3PP/1K2R3 b - - 4 24,48,?,c7c4,-32,2,a6a5,0.1658,0.2004,0.252,0.3056,d7a4,c7c4,c7c4,c7c4,0.0,0.3056,0.1398,False
2r5/3bRpk1/3p2p1/p2P3p/1pqN4/5P2/PPPQ2PP/1K6 b - - 3 26,52,?,c4f1,-52,121,c8c7,0.4133,0.3846,0.3327,0.2945,c4f1,c4f1,c4f1,c4f1,0.0,0.4133,-0.1188,False
8/2rb1pk1/3p2p1/p2P3p/1p1N4/1P3P2/P1PQ2PP/1K2Rq2 b - - 2 28,56,?,f1a6,-308,239,f1a6,0.8163,0.8792,0.924,0.9468,f1a6,f1a6,f1a6,f1a6,0.0,0.9468,0.1305,False
8/2rb1pk1/q2p2p1/3P3p/pQ1N4/1P3P2/PKP3PP/4R3 b - - 0 30,60,?,g7g8,-283,21,a4b3,0.0009,0.0009,0.0011,0.0022,a4b3,a4b3,a4b3,a4b3,61.0,0.0022,0.0013,False
8/r2b1pk1/q1Np2p1/3P3p/1Q6/1P3P2/1KP3PP/4R3 b - - 2 32,64,?,a7a8,-385,0,a6a2,0.0659,0.0654,0.0678,0.0876,d7c6,d7c6,d7c6,d7c6,33.0,0.0876,0.0217,False
8/2rb1pk1/2NQ2p1/3P3p/8/1PK2P2/q1P3PP/4R3 b - - 0 34,68,?,c7b7,-439,107,d7c6,0.0789,0.0901,0.099,0.116,a2a5,a2a5,a2a5,a2a5,80.0,0.116,0.0371,False
r1bqk1nr/1p2ppbp/p2p2p1/2p5/3nP3/3PB1P1/PPPQ1PBP/R2NK1NR b KQkq - 3 8,16,?,e7e5,-35,7,g8f6,0.1041,0.1184,0.1327,0.1522,g8f6,g8f6,g8f6,b7b5,18.0,0.1522,0.0481,False
r1bqk2r/1p2ppbp/p1np1np1/2p5/4P3/2PPB1PP/PP1Q1PB1/R2NK1NR b KQkq - 0 10,20,?,a6a5,-52,4,e8g8,0.0021,0.0025,0.0024,0.0016,e8g8,e8g8,b7b5,b7b5,216.0,0.0025,-0.0005,True
r1bqr1k1/1p2ppBp/p1np1np1/2p5/4P3/2PP2PP/PP1Q1PB1/R2NK1NR b KQ - 0 12,24,?,g8g7,-103,340,g8g7,0.9982,0.9992,0.9994,0.9996,g8g7,g8g7,g8g7,g8g7,0.0,0.9996,0.0014,False
r1bqr3/1p2ppkp/p1n2np1/2pp4/4P3/2PP2PP/PPQ1NPB1/R2NK2R b KQ - 1 14,28,?,e7e5,85,32,e7e5,0.1923,0.1757,0.1951,0.4252,d5e4,d5e4,d5e4,e7e5,0.0,0.4252,0.2329,False
r1bqr3/1p3pkp/p1n2np1/2p1p3/2PpP3/3P2PP/PPQ1NPB1/R2N1RK1 b - - 0 16,32,?,f6h5,137,12,d8d6,0.0217,0.0331,0.0471,0.0657,b7b5,c6b4,c6b4,c8e6,26.0,0.0657,0.044,False
r3r3/1p1b1pkp/p1nq1np1/2p1p3/2PpPP2/3P2PP/PPQ1NNB1/R4RK1 b - - 2 18,36,?,h7h5,106,4,b7b5,0.0269,0.0307,0.0366,0.0554,e5f4,e5f4,e5f4,b7b5,6.0,0.0554,0.0285,False
2r1r3/3b1pkp/p1nq1np1/1pp1p3/2PpPP2/1P1P2PP/P1Q1NNB1/3R1RK1 b - - 2 20,40,?,b5b4,104,4,c6b4,0.2261,0.2088,0.1836,0.1366,b5b4,e5f4,c6b4,c6b4,37.0,0.2261,-0.0895,False
2r1r1n1/3b1pkp/p2q2p1/1pp1p3/1nPpPPP1/1P1P3P/P2QNNB1/3R1RK1 b - - 0 22,44,?,h7h6,42,21,f7f6,0.0223,0.0202,0.0171,0.0155,e5f4,e5f4,e5f4,f7f6,90.0,0.0223,-0.0068,False
2r1r1n1/3b2kp/p2q2p1/1pp1p3/1nPpP1P1/1P1P2NP/P2Q1NB1/3R1RK1 b - - 1 24,48,?,e8f8,91,24,d6e7,0.2449,0.301,0.3479,0.4323,e8f8,e8f8,e8f8,e8f8,0.0,0.4323,0.1874,False
2r2Rn1/3bq1kp/p5p1/1pp1p3/1nPpP1P1/1P1P2NP/P2Q2B1/3R2KN b - - 0 26,52,?,c8f8,96,62,c8f8,0.7467,0.8499,0.8987,0.9177,c8f8,c8f8,c8f8,c8f8,0.0,0.9177,0.171,False
5rn1/3bq1k1/p5pp/1pp1p3/1nPpP1P1/1P1P2NP/P2Q1NB1/5RK1 b - - 1 28,56,?,b4c6,167,9,e7g5,0.0434,0.0492,0.0587,0.0668,b5c4,e7h4,e7h4,e7h4,2.0,0.0668,0.0234,False
5rn1/3b2k1/p5pp/1pp1p3/1nPpP1P1/PP1Pq1NP/5NB1/3Q1RK1 b - - 0 30,60,?,f8f2,317,48,b4a2,0.0059,0.005,0.0051,0.0069,b4a2,b4c6,b4c6,b4c6,83.0,0.0069,0.001,False
5rn1/3b2k1/p5pp/1pp1p3/2PpP1P1/PPnPQ1NP/5NB1/5RK1 b - - 0 32,64,?,d4e3,276,715,d4e3,0.9983,0.9996,0.9998,0.9999,d4e3,d4e3,d4e3,d4e3,0.0,0.9999,0.0016,False
5r2/3b2k1/p4npp/1pp1p3/2P1P1P1/PPnPp1NP/6B1/4R1KN b - - 3 34,68,?,b5b4,199,13,b5c4,0.1028,0.0965,0.0871,0.0782,b5c4,b5c4,b5c4,b5c4,74.0,0.1028,-0.0246,False
r2qkb1r/pp1b1pp1/2n1pn1p/2pp4/3P1BPP/2N1PQ2/PPP1NP2/R3KB1R b KQkq - 3 8,16,?,a8c8,-30,9,c5d4,0.012,0.0112,0.0147,0.0312,f8e7,d8b6,d8b6,d8b6,9.0,0.0312,0.0192,False
r3kb1r/pp1b1pp1/1qn1pn1p/3p4/3P1BPP/2N2Q2/PPP1NP2/2KR1B1R b kq - 2 10,20,?,c6a5,-31,17,f8b4,0.0299,0.0493,0.0626,0.0699,f8b4,f8b4,f8b4,f8b4,117.0,0.0699,0.04,False
r3k1nr/pp1b1pp1/1qn1p2p/3p2P1/1b1P1B1P/P1N2Q2/1PP1NP2/2KR1B1R b kq - 0 12,24,?,b4e7,-145,16,b4a5,0.1659,0.2357,0.3275,0.4316,b4c3,b4c3,b4c3,b4e7,0.0,0.4316,0.2657,False
r3k1nr/pp1b1pp1/1qn1p1P1/b2p3p/3P1B1P/P1N2Q1B/1PP1NP2/2KR3R b kq - 0 14,28,?,f7f5,-279,20,f7f5,0.0636,0.051,0.0403,0.0447,f7f6,f7f6,f7f6,f7g6,40.0,0.0636,-0.0189,False
r3k2r/pp1bn1p1/1qn1p1P1/b2p1pBp/3P1N1P/P1N2Q1B/1PP2P2/2KR3R b kq - 3 16,32,?,e8c8,-334,7,e8c8,0.3297,0.3633,0.3709,0.3784,c6d4,c6d4,c6d4,e8c8,0.0,0.3784,0.0487,False
2kr3r/pp1bn1p1/1q2p1P1/b2p1pBp/1P1P1N1P/2N2Q1B/2P2P2/2KR3R b - - 0 18,36,?,b6b4,-330,32,a5b4,0.3544,0.381,0.3762,0.3008,a5b4,a5b4,a5b4,a5b4,25.0,0.381,-0.0536,False
2kr3r/pp1bn1p1/1q2p1P1/3p1pBp/3P1N1P/b1N2Q1B/2PK1P2/3RR3 b - - 3 20,40,?,e7c6,-319,7,b6d4,0.0118,0.0082,0.0052,0.0026,b6d4,b6d4,b6d4,b6d4,38.0,0.0118,-0.0092,False
2kr3r/pp1bn1p1/4p1P1/3p1pBp/2q2N1P/b1NQ3B/2P1KP2/3RR3 b - - 3 22,44,?,a3b4,-268,41,c4d3,0.043,0.0477,0.0492,0.0437,c4c5,c4c7,c4c7,c4c7,184.0,0.0492,0.0007,True
2k1r2r/pp1bn1p1/4p1P1/3p1pBp/5N1P/b1NP3B/5P2/3RRK2 b - - 2 24,48,?,a3b4,-260,52,c8b8,0.4383,0.4184,0.3492,0.2771,a3b4,a3b4,a3b4,a3d6,159.0,0.4383,-0.1612,False
1k2r2r/pp1bn1p1/4N1P1/3p1pBp/1b5P/2NP3B/5P2/2R1RK2 b - - 2 26,52,?,e7g6,-355,87,e7c8,0.5035,0.5556,0.5946,0.6082,e7g6,e7g6,e7g6,e7g6,0.0,0.6082,0.1047,False
1kn4r/pp1b2N1/6P1/3p1pBp/1b5P/2NP3B/5P2/2R1K3 b - - 0 28,56,?,d5d4,-287,170,d5d4,0.1992,0.3126,0.4528,0.5423,h8g8,d5d4,d5d4,d5d4,0.0,0.5423,0.3431,False
1kn4r/pp6/6P1/5NBp/1b1p3P/2NP4/5P2/2R1K3 b - - 0 30,60,?,b4c3,-350,39,b4c3,0.6186,0.6514,0.6285,0.5803,b4c3,b4c3,b4c3,b4c3,0.0,0.6514,-0.0383,False
1kn3r1/pp4P1/8/5NBp/3p3P/2bP4/5P2/2R2K2 b - - 0 32,64,?,a7a5,-315,12,b8c7,0.2183,0.3221,0.4252,0.4513,c8b6,a7a5,a7a5,a7a5,0.0,0.4513,0.233,False
2n3r1/pp1k2P1/5B1N/7p/3p3P/2bP4/5P2/2R2K2 b - - 4 34,68,?,g8g7,-440,8,g8g7,0.2613,0.2443,0.2489,0.2727,c8e7,c8e7,c8e7,c8e7,26.0,0.2727,0.0114,False
rn1q1rk1/ppp1bpp1/4pn1p/3p1b2/8/1P1P1NP1/PBPNPPBP/R2Q1RK1 b - - 4 8,16,?,f5h7,-8,2,a7a5,0.0445,0.055,0.0802,0.1687,c7c6,c7c6,c7c6,c7c5,24.0,0.1687,0.1242,False
rn1q1rk1/1pp1bppb/4pn1p/p2p4/2P5/PP1P1NP1/1B1NPPBP/R2Q1RK1 b - - 0 10,20,?,b8d7,20,9,c7c6,0.0621,0.0646,0.0779,0.0965,c7c6,c7c6,c7c6,c7c6,18.0,0.0965,0.0344,False
r2q1rk1/1p1nbppb/2p1pn1p/p2p4/2P5/PPBP1NP1/3NPPBP/R1Q2RK1 b - - 3 12,24,?,c6c5,21,12,c6c5,0.0455,0.0401,0.029,0.0134,a5a4,a5a4,a5a4,a5a4,66.0,0.0455,-0.0321,False
r2q1rk1/1p1nbppb/5n1p/p1pp4/3P4/PPB2NP1/3NPPBP/R1Q2RK1 b - - 0 14,28,?,b7b6,42,23,b7b6,0.1818,0.1833,0.1663,0.1036,c5d4,c5d4,b7b5,b7b5,101.0,0.1833,-0.0782,False
r2qr1k1/3nbppb/1p3n1p/p1pp4/3P4/PPB2NP1/1Q1NPPBP/R1R3K1 b - - 3 16,32,?,a5a4,74,36,a5a4,0.0256,0.02,0.016,0.023,c5d4,f6e4,f6e4,a8c8,42.0,0.0256,-0.0026,False
r2qr1k1/3nbppb/5n1p/2pp4/p7/PPB1PNP1/1Q1N1PBP/R1R3K1 b - - 0 18,36,?,a4b3,187,115,a4b3,0.5923,0.6963,0.7559,0.6631,a4b3,a4b3,a4b3,a4b3,0.0,0.7559,0.0708,False
1r1qr1k1/3nbppb/5n1p/2pp4/8/PNB1PNP1/Q4PBP/R1R3K1 b - - 2 20,40,?,f6e4,151,1,f6e4,0.1672,0.2096,0.2597,0.2961,c5c4,c5c4,c5c4,c5c4,15.0,0.2961,0.1289,False
1r1qr1k1/3n1ppb/5b1p/2pp4/4n3/PN2PNP1/Q4PBP/1RR1B1K1 b - - 6 22,44,?,e4d6,293,15,e4d6,0.0113,0.0101,0.0086,0.0094,c5c4,c5c4,c5c4,c5c4,91.0,0.0113,-0.0019,False
1r1qr1k1/3n1ppb/3n3p/2pp4/8/PN2PNP1/Q4PBP/R3B1K1 b - - 0 24,48,?,d8b6,366,39,d8b6,0.0187,0.018,0.0208,0.031,c5c4,c5c4,c5c4,h7e4,33.0,0.031,0.0123,False
1r2r1k1/5ppb/1q1n1n1p/2pp4/8/PN2P1P1/Q2N1PBP/2R1B1K1 b - - 4 26,52,?,c5c4,371,37,c5c4,0.5935,0.6637,0.7216,0.7416,c5c4,c5c4,c5c4,c5c4,0.0,0.7416,0.1481,False
1r2r1k1/5ppb/3n1n1p/3p4/2pN4/P3P1P1/1Q1N1PBP/2R1B1K1 b - - 0 28,56,?,b8b2,320,759,b8b2,0.9992,0.9998,1.0,1.0,b8b2,b8b2,b8b2,b8b2,0.0,1.0,0.0008,False
r5k1/5ppb/3n1n1p/3p4/1BpN4/P3P1P1/1r3PBP/2R2NK1 b - - 3 30,60,?,d6e4,384,60,d6e4,0.5602,0.6926,0.8022,0.8432,d6e4,d6e4,d6e4,d6e4,0.0,0.8432,0.283,False
r5k1/4Bppb/5n1p/3p4/2pN4/P3PPP1/1r3nBP/2R2NK1 b - - 2 32,64,?,f2d3,428,6,f2d3,0.6716,0.7427,0.7658,0.7185,f2d3,f2d3,f2d3,f2d3,0.0,0.7658,0.0469,False
r5k1/3nBppb/7p/3p4/2pNP3/P2n1PP1/1r4BP/R4NK1 b - - 0 34,68,?,d5e4,431,9,d5e4,0.2937,0.4306,0.5654,0.5725,d5e4,d5e4,d5e4,d5e4,0.0,0.5725,0.2788,False
rn1qkb1r/1p3ppp/p2pbn2/4p3/4P3/1NN1B2P/PPP2PP1/R2QKB1R b KQkq - 0 8,16,?,b8d7,-41,2,f8e7,0.1457,0.1592,0.1758,0.2642,f8e7,f8e7,f8e7,f8e7,0.0,0.2642,0.1185,False
rn1q1rk1/1p2bppp/p2pbn2/4p3/4P3/1NN1BQ1P/PPP2PP1/2KR1B1R b - - 4 10,20,?,b7b5,-15,60,b7b5,0.1221,0.153,0.1496,0.1135,b8c6,b8d7,b8d7,b8d7,56.0,0.153,-0.0086,False
rn1q1rk1/4bppp/p2pbn2/3Np3/1p2P1P1/1N2BQ1P/PPP2P2/2KR1B1R b - - 1 12,24,?,a6a5,-28,0,f6d5,0.2206,0.1913,0.1298,0.0529,e6d5,e6d5,e6d5,e6d5,54.0,0.2206,-0.1677,False
rnbq1rk1/4bppp/p2p4/3Pp3/1p4PP/1N2BQ2/PPP2P2/2KR1B1R b - - 0 14,28,?,f7f5,0,5,f7f5,0.0266,0.0399,0.077,0.1956,a6a5,a6a5,a6a5,a6a5,6.0,0.1956,0.169,False
rn1q1rk1/4b1pp/p2p4/3Ppb2/1p5P/1N2B3/PPP2PQ1/2KR1B1R b - - 1 16,32,?,b8d7,6,10,b8d7,0.1203,0.1425,0.1815,0.2687,e7h4,e7h4,d8c7,b8d7,0.0,0.2687,0.1484,False
r2q1rk1/3nb1pp/3p4/p2Ppb2/1p5P/1N1BB3/PPP2PQ1/1K1R3R b - - 1 18,36,?,f5d3,-2,7,f5d3,0.4421,0.4883,0.4874,0.3963,f5d3,f5d3,f5d3,a5a4,132.0,0.4883,-0.0458,False
r4rk1/2qnb1pp/3p4/p2Pp2P/1p6/1N1RB3/PPP2PQ1/1K5R b - - 0 20,40,?,d7f6,0,28,d7f6,0.099,0.1068,0.106,0.0696,h7h6,a5a4,a5a4,a5a4,45.0,0.1068,-0.0294,False
