fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core
2rqr1k1/3nbppp/bpp1pn2/p7/2NPPB2/1PN3P1/2Q2PBP/R2R2K1 b - - 4 16,32,E2025-10_271,h7h6,-21,1,d7f8,0.0299,0.0287,0.0338,0.0428,a6c4,a6c4,a6c4,a6c4,107.0,0.0428,0.0129,True,elite,03_elite_bands2,2622,2789,2789,False,True
5rk1/pp1b2p1/4p2p/3pP2P/2p2PB1/PnP1q2N/RP1b3K/3Q1R2 b - - 3 24,48,E2025-10_272,e3c5,179,3,d5d4,0.002,0.0017,0.0012,0.0009,b3c1,b3c1,b3c1,b3c5,313.0,0.002,-0.0011,True,elite,03_elite_bands2,2673,2716,2716,False,True
r1r3k1/3n1ppp/5q2/1N1pp3/8/1Np1P1B1/PbQ2PPP/1R1R2K1 b - - 1 20,40,E2025-10_273,f6c6,4,70,f6g6,0.022,0.0221,0.0231,0.0244,a8a2,a8a2,a8a2,a8a2,292.0,0.0244,0.0024,True,elite,03_elite_bands2,2659,2827,2827,False,True
2k5/p1p3p1/2p1rpn1/2b4p/2P3qP/P5P1/1PQ2PB1/1RB2K2 b - - 3 26,52,E2025-10_279,e6d6,30,30,e6d6,0.0408,0.0425,0.0361,0.0217,g6e5,g6e5,g6e5,g6e5,160.0,0.0425,-0.0191,True,elite,03_elite_bands2,3060,2978,2978,True,False
2k5/p1p3p1/2pr1pn1/7p/2P3qP/P5P1/1PQB1KB1/1R6 b - - 0 28,56,E2025-10_279,d6d2,26,251,d6d2,0.0139,0.0106,0.0093,0.0095,g6e5,g6e5,g6e5,g6e5,287.0,0.0139,-0.0044,True,elite,03_elite_bands2,3060,2978,2978,True,False
k2rr3/p2q1p2/2p5/1pNpPbpp/B4P2/P1Q5/1P3BPP/5K1R b - - 3 26,52,E2025-10_282,d5d4,-56,99,d7c7,0.0361,0.0265,0.026,0.0258,d7c7,d7c8,d7c8,d7c8,183.0,0.0361,-0.0103,True,elite,03_elite_bands2,2676,2622,2622,False,True
4r1k1/3b1pp1/1q1p4/2bp3p/p2Nr3/P1B1P1PP/1P1R1PQ1/2R4K b - - 0 24,48,E2025-10_284,b6c7,-41,13,h5h4,0.0104,0.0102,0.0072,0.004,h5h4,h5h4,h5h4,h5h4,120.0,0.0104,-0.0064,True,elite,03_elite_bands2,2723,2634,2634,False,True
r2q2k1/1pp2pbp/2bp1np1/n7/p1PP4/P2B1N1P/1P1N1PPB/R3Q1K1 b - - 0 16,32,E2025-10_286,g7h6,27,2,d8e8,0.0089,0.0062,0.0043,0.0035,a5b3,c6f3,d8d7,d8d7,203.0,0.0089,-0.0054,True,elite,03_elite_bands2,2655,2729,2729,False,True
r4k2/7R/p2p4/3p1P2/2pBb3/1P6/P2K3P/8 b - - 0 34,68,E2025-10_291,a8e8,-32,370,a8e8,0.0158,0.0118,0.0091,0.012,e4f5,e4f5,e4f5,e4f5,560.0,0.0158,-0.0038,True,elite,03_elite_bands2,3034,3058,3058,True,False
r1bq1rk1/pp5p/2nbppp1/1B1p3n/3P4/2P1BN2/PP1N1PPP/R2QR1K1 b - - 5 12,24,E2025-10_293,g8h8,-21,0,c8d7,0.0015,0.0026,0.0033,0.0038,e6e5,e6e5,e6e5,e6e5,116.0,0.0038,0.0023,True,elite,03_elite_bands2,2658,2782,2782,False,True
r1bqk2r/pp4pp/2n5/3p1p2/1P1bn3/P5P1/R2NPPBP/1NBQ1RK1 b kq - 2 12,24,E2025-10_295,d4f6,-15,10,c8e6,0.0053,0.0077,0.0083,0.0075,e8g8,e8g8,e8g8,e8g8,155.0,0.0083,0.0022,True,elite,03_elite_bands2,2807,2655,2655,False,True
2b4r/rp4pp/3k4/1R1N1p2/2n5/P4BP1/4P2P/2R3K1 b - - 8 26,52,E2025-10_295,c8d7,-41,43,c4a3,0.0144,0.0169,0.0192,0.0195,c4a3,c4a3,c4a3,c4a3,562.0,0.0195,0.0051,True,elite,03_elite_bands2,2807,2655,2655,False,True
3r2k1/pq3pbp/1p4p1/n2P4/4Q3/4BP2/P3NKPP/2R5 b - - 2 24,48,E2025-10_299,h7h5,0,12,h7h5,0.0038,0.0026,0.0021,0.0028,b7d5,b7d5,b7d5,b7d5,725.0,0.0038,-0.001,True,elite,03_elite_bands2,2636,3034,3034,True,False
r2q1rk1/b1p2p1n/p1pp4/7p/Q2PP1pP/6B1/PP1N1PP1/R4RK1 b - - 0 18,36,E2025-10_303,d8b8,-119,78,d8f6,0.0057,0.0027,0.0016,0.0016,c6c5,d8d7,d8d7,d8d7,100.0,0.0057,-0.0041,True,elite,03_elite_bands2,2610,2613,2613,False,True
rnb1k1nr/pp2qp1p/3p2p1/2pP4/2P1P3/2P2NB1/P5PP/R2QKB1R b KQkq - 4 10,20,E2025-10_306,b8d7,-65,17,b8d7,0.0064,0.0078,0.0064,0.0046,e7e4,e7e4,e7e4,e7e4,239.0,0.0078,-0.0018,True,elite,03_elite_bands2,2977,2992,2992,True,False
r1bk3r/pp1nqp1p/3p4/2pP4/2P1B2p/2P2N2/P2Q2PP/R4RK1 b - - 2 16,32,E2025-10_306,h4h3,-59,11,h4h3,0.016,0.0169,0.0139,0.0148,e7e4,e7e4,e7e4,e7e4,200.0,0.0169,-0.0012,True,elite,03_elite_bands2,2977,2992,2992,True,False
3q3k/1Q3b2/p2b1p1p/5p2/P4N2/3P2PP/6B1/6K1 b - - 0 34,68,E2025-10_315,d8e8,0,3,d6f4,0.0423,0.0342,0.0335,0.0394,d6f4,d6f4,d6c5,d6c5,107.0,0.0423,-0.0029,True,elite,03_elite_bands2,3046,3058,3058,False,True
2r5/1p2k1p1/4p3/4n1N1/2pq4/8/P1Q2P2/1K4R1 b - - 1 32,64,E2025-10_316,c8c6,695,279,c8c6,0.014,0.0185,0.0275,0.043,c4c3,e5d3,e5d3,e5d3,358.0,0.043,0.029,True,elite,03_elite_bands2,2612,2766,2766,True,False
r1b2r2/1p3p1k/2qN2pp/4Q3/8/2N5/PPP2PPP/2K1R3 b - - 4 20,40,E2025-10_317,c8f5,-127,154,c8f5,0.0406,0.0314,0.0219,0.0176,c8e6,c8e6,c8e6,c8e6,262.0,0.0406,-0.023,True,elite,03_elite_bands2,2637,2604,2604,True,False
r2r2k1/5pp1/b4n1p/8/8/P3Bp2/1qQ1PPPP/2R1KB1R b K - 1 22,44,E2025-10_318,b2e5,343,106,b2a3,0.0464,0.0409,0.0392,0.0465,b2a3,b2a3,b2a3,b2a3,111.0,0.0465,0.0001,True,elite,03_elite_bands2,2635,3035,3035,False,True
rq1r2k1/2Q2pp1/b4n1p/8/8/4Bp2/4PPPP/2R1KB1R b K - 7 26,52,E2025-10_318,b8b2,397,9,b8b2,0.0164,0.0109,0.0094,0.0119,b8b4,b8b4,b8b4,b8b4,136.0,0.0164,-0.0045,True,elite,03_elite_bands2,2635,3035,3035,True,False
1r1qr1k1/5p1p/p2p2pb/1bpN3n/2N1P3/2PP1RP1/QP4BP/5RK1 b - - 6 26,52,E2025-10_322,g8h8,-166,56,b8b7,0.0118,0.0115,0.008,0.004,e8f8,e8f8,e8f8,e8f8,155.0,0.0118,-0.0078,True,elite,03_elite_bands2,2617,2788,2788,False,True
2rr2k1/Q4pp1/2p1nqp1/1p1n4/3P2P1/1B3PB1/PP5P/1K1RR3 b - - 2 28,56,E2025-10_323,d8e8,-138,8,e6c7,0.0207,0.0162,0.0127,0.0129,f6f3,f6f3,f6f3,f6f3,158.0,0.0207,-0.0078,True,elite,03_elite_bands2,2992,2823,2823,False,True
rnb2rk1/ppp1bppp/3q4/4N3/3P1p2/2N5/PPP3PP/R1BQ1RK1 b - - 2 10,20,E2025-10_324,g7g5,164,55,b8c6,0.0275,0.0299,0.0389,0.0443,b8c6,b8c6,b8c6,b8c6,128.0,0.0443,0.0168,True,elite,03_elite_bands2,2668,2863,2863,False,True
1qr2rk1/8/n2p1bpp/1N1Ppp2/PP6/1Q4P1/5P1P/1R1R1BK1 b - - 3 32,64,E2025-10_328,f6g7,-287,7,b8b6,0.0045,0.006,0.0073,0.0091,e5e4,e5e4,a6c7,a6c7,146.0,0.0091,0.0046,True,elite,03_elite_bands2,2625,2783,2783,False,True
2rr2k1/p4ppp/5n2/qp1P4/3Pp3/P1NbP1PP/1Q3PBK/R1R5 b - - 0 22,44,E2025-10_331,a5b6,-31,29,a5b6,0.0066,0.0085,0.012,0.0182,f6d5,f6d5,f6d5,f6d5,256.0,0.0182,0.0116,True,elite,03_elite_bands2,2978,3027,3027,True,False
r3kb1r/ppp2pp1/2p1b3/4PnNp/8/2N4P/PPP2PP1/R1BR2K1 b - - 3 12,24,E2025-10_332,h8h6,-27,27,h8h6,0.0291,0.0258,0.0197,0.0154,a8d8,e6d7,e6d7,e6d7,211.0,0.0291,-0.0137,True,elite,03_elite_bands2,2651,2691,2691,True,False
3rk3/ppp1bpp1/2p3r1/3bPnN1/4NP1p/2B4P/PPP3P1/3RR1K1 b - - 3 18,36,E2025-10_332,d5c4,76,18,b7b6,0.0031,0.0022,0.0019,0.0018,f5g3,f5g3,d5e4,f5g3,150.0,0.0031,-0.0013,True,elite,03_elite_bands2,2651,2691,2691,False,True
r1bb1rk1/1p4pp/2p2p2/p1B5/P1n5/2N3P1/1PP2PBP/R3R1K1 b - - 3 16,32,E2025-10_333,d8c7,-231,23,c4b2,0.0148,0.0083,0.006,0.0055,f8f7,f8f7,f8f7,f8f7,1767.0,0.0148,-0.0093,True,elite,03_elite_bands2,2677,2643,2643,False,True
4r1k1/p4ppp/q2rpn2/1bp5/7Q/P1P3P1/1P3PBP/R1B1R1K1 b - - 3 20,40,E2025-10_335,f6d7,-2,11,f6d5,0.0049,0.0045,0.0041,0.0032,e8d8,e8d8,e8d8,e8d8,144.0,0.0049,-0.0017,True,elite,03_elite_bands2,2992,2728,2728,False,True
3r2k1/p4ppp/1q2p3/1P1b4/5Q2/P1P2PP1/4R1KP/3R4 b - - 0 32,64,E2025-10_335,d5f3,-21,224,d5f3,0.027,0.0169,0.0132,0.0135,b6b5,b6b5,b6b5,b6b5,453.0,0.027,-0.0135,True,elite,03_elite_bands2,2992,2728,2728,True,False
rnbqkb1r/5ppp/p2ppn2/1p6/3NP3/2N1BB2/PPP2PPP/R2QK2R b KQkq - 1 8,16,E2025-10_336,e6e5,-88,63,e6e5,0.0267,0.0194,0.01,0.0028,c8b7,c8b7,c8b7,c8b7,256.0,0.0267,-0.0239,True,elite,03_elite_bands2,2662,2665,2665,True,False
3r1r2/p2n1pk1/b5p1/b1pN4/1P6/P5P1/4PPBP/R4RK1 b - - 0 22,44,E2025-10_341,a5b6,323,310,a5b6,0.0344,0.0318,0.0323,0.0384,c5b4,c5b4,c5b4,c5b4,339.0,0.0384,0.004,True,elite,03_elite_bands2,2724,2685,2685,True,False
2rq1rk1/pp1bbppp/1n2p3/3pP3/2nP1B2/2N2N2/PP3PPP/1BRQ1RK1 b - - 13 16,32,E2025-10_343,f7f6,-150,0,g7g6,0.0148,0.0175,0.017,0.0125,c4b2,c4b2,c4b2,c4b2,212.0,0.0175,-0.0023,True,elite,03_elite_bands2,2692,2714,2714,False,True
2r1r1k1/1p1qbp1p/1n2p1pB/1p1pP3/2nP3P/5NP1/PP2QP2/1BR1R1K1 b - - 0 22,44,E2025-10_343,f7f5,-287,13,e7b4,0.0214,0.0225,0.0217,0.0177,b6a4,b6a4,b6a4,b6a4,116.0,0.0225,-0.0037,True,elite,03_elite_bands2,2692,2714,2714,False,True
2rqr1k1/1p1n1p1p/4p1pB/1p1pP3/1b1P1QNP/6P1/PP1n1P2/1BR1R1K1 b - - 8 26,52,E2025-10_343,d8e7,-375,53,d2e4,0.0033,0.0041,0.0053,0.007,d2b1,d2b1,d2b1,d2b1,124.0,0.007,0.0037,True,elite,03_elite_bands2,2692,2714,2714,False,True
2rqr1k1/1p1n1p1p/4p1p1/1p2P1B1/1b1PpQNP/6P1/PP3P2/2R1R1K1 b - - 1 28,56,E2025-10_343,d8g5,-577,30,f7f6,0.0044,0.0067,0.01,0.0149,c8c1,b4e7,b4e7,b4e7,103.0,0.0149,0.0105,True,elite,03_elite_bands2,2692,2714,2714,False,True
5r1k/8/3p1q1p/2p1p1p1/8/3b1NP1/3R1PPK/Q7 b - - 0 28,56,E2025-10_344,e5e4,222,109,e5e4,0.038,0.0294,0.0251,0.0189,d3e4,c5c4,c5c4,c5c4,118.0,0.038,-0.0191,True,elite,03_elite_bands2,2685,2698,2698,True,False
2b2rk1/1pp1q1bp/2np2p1/1P6/3Pnp2/R4NP1/3N1PBP/3Q1RK1 b - - 0 16,32,E2025-10_345,d6d5,-99,120,e4d2,0.0249,0.0217,0.0224,0.0297,c6d4,c6d4,c6d4,c6d4,243.0,0.0297,0.0048,True,elite,03_elite_bands2,2631,2670,2670,False,True
3r2k1/rpQ3p1/pN3p2/P2p3p/3n1P1P/3Pq1P1/1PP3BK/R7 b - - 2 30,60,E2025-10_346,d4c6,-215,38,d4e2,0.0298,0.0314,0.0359,0.0414,d8e8,d8e8,d8e8,d8e8,117.0,0.0414,0.0116,True,elite,03_elite_bands2,2663,2706,2706,False,True
r1b1k2r/5ppp/3qp3/4B1Qn/4P3/2N5/PPP2PPP/2K4R b kq - 0 16,32,E2025-10_349,a8a5,-70,81,a8a5,0.0028,0.0031,0.0039,0.0048,d6c5,d6e7,d6e7,d6e7,140.0,0.0048,0.002,True,elite,03_elite_bands2,2732,2988,2988,True,False
b1r1k3/6p1/P4p1p/3n4/1B5P/PK6/2P2PP1/3R4 b - - 0 30,60,E2025-10_349,d5c7,141,20,d5c7,0.0332,0.034,0.0358,0.0405,d5b4,d5b4,d5b4,d5b4,289.0,0.0405,0.0073,True,elite,03_elite_bands2,2732,2988,2988,True,False
2r5/P1n1R1p1/5pkp/8/1BP4P/PK6/5Pb1/8 b - - 0 34,68,E2025-10_349,c7e8,208,92,c7e8,0.0305,0.0293,0.0294,0.0368,c7a8,c7a8,c7a8,c7a8,107.0,0.0368,0.0063,True,elite,03_elite_bands2,2732,2988,2988,True,False
5r1r/p1k5/1p3N2/2p1Pn1p/2BbKP2/7P/PP3P2/3R1R2 b - - 1 26,52,E2025-10_354,f8f6,-258,170,f5h4,0.0037,0.0044,0.0048,0.0051,f5e7,f5e7,f5e7,f5e7,228.0,0.0051,0.0014,True,elite,03_elite_bands2,2633,2703,2703,False,True
2rq1rk1/4b2p/p2p1pp1/5NPP/1pnQPB2/8/PPP5/1K1R2R1 b - - 0 24,48,E2025-10_357,c8c5,-526,29,f6g5,0.0059,0.0046,0.0038,0.0033,g6f5,g6f5,g6f5,g6f5,1457.0,0.0059,-0.0026,True,elite,03_elite_bands2,2678,2610,2610,False,True
rnb2r1k/pp2q1bp/2p3p1/2P1np2/1P1Np3/1QN1P2P/PB2BPP1/3R1RK1 b - - 2 16,32,E2025-10_358,c8d7,-88,8,b8a6,0.0214,0.0218,0.0201,0.0185,b8d7,b8d7,b8d7,b8d7,126.0,0.0218,-0.0029,True,elite,03_elite_bands2,2642,2676,2676,False,True
1r3r1k/p3R2p/4n1p1/1BP1np2/P3p3/B1b1P2P/5PP1/5RK1 b - - 3 26,52,E2025-10_358,a7a6,27,16,e6g5,0.0106,0.0075,0.0043,0.0024,e6g5,e6g7,e6g7,e6g7,136.0,0.0106,-0.0082,True,elite,03_elite_bands2,2642,2676,2676,False,True
3r2k1/6q1/p1R1p2p/2Pn4/P2PQ3/5N2/6P1/6K1 b - - 1 32,64,E2025-10_359,d5c7,-386,97,d8e8,0.0173,0.0147,0.012,0.0101,d5c3,d8e8,d8e8,d8e8,134.0,0.0173,-0.0072,True,elite,03_elite_bands2,2627,2614,2614,False,True
1rb1qr1k/p1p3pp/2P2pn1/3Pp3/8/P1B3PP/2Q1PRB1/3R2K1 b - - 4 24,48,E2025-10_363,f8g8,-301,3,c8a6,0.0107,0.0119,0.0095,0.007,g6e7,g6e7,g6e7,g6e7,117.0,0.0119,-0.0037,True,elite,03_elite_bands2,2651,2616,2616,False,True
8/2p1rp1k/p2p2p1/Pp5p/1P1PbPqP/2R1P3/6P1/2Q2BK1 b - - 6 32,64,E2025-10_365,g4g3,136,78,c7c6,0.0102,0.0087,0.0097,0.0134,g4h4,g4h4,g4h4,g4h4,105.0,0.0134,0.0032,True,elite,03_elite_bands2,2655,2680,2680,False,True
7Q/pp1k1p2/2pqpn2/5p2/P2P4/1BP3P1/1P2KP2/8 b - - 2 30,60,E2025-10_369,f6e8,-16,70,d7e7,0.041,0.0353,0.0332,0.0425,d6e7,d6e7,d6e7,d6e7,266.0,0.0425,0.0015,True,elite,03_elite_bands2,2634,2691,2691,False,True
r4rk1/p1B2ppp/1p4b1/3p4/3P1N2/P1P1P3/2n2PPP/3K1B1R b - - 3 16,32,E2025-10_374,g6e4,-78,44,g6e4,0.0426,0.0336,0.0313,0.0304,c2a3,c2a3,c2a3,c2a3,100.0,0.0426,-0.0122,True,elite,03_elite_bands2,2954,2633,2633,True,False
r3r1k1/p4ppp/1p6/3N4/3PbB2/P1P1P3/2n2PPP/3K1B1R b - - 2 18,36,E2025-10_374,c2d4,-45,93,c2d4,0.0011,0.0017,0.0025,0.0036,e4d5,e4d5,e4d5,e4d5,141.0,0.0036,0.0025,True,elite,03_elite_bands2,2954,2633,2633,True,False
8/6pk/3bq2p/pp3p2/3P1Pb1/P1P3P1/1P3Q1P/4BNK1 b - - 1 30,60,E2025-10_378,g4h3,-28,18,g4h3,0.0354,0.0386,0.0375,0.0311,b5b4,b5b4,b5b4,b5b4,154.0,0.0386,-0.0043,True,elite,03_elite_bands2,2841,2706,2706,True,False
r1bqr1k1/ppp3bp/4npp1/2p1pN1P/2N1P1P1/3PB3/PPP2P2/R2Q2RK b - - 0 16,32,E2025-10_381,b7b6,-30,6,d8d7,0.0221,0.0217,0.0212,0.0186,g6f5,g6f5,g6f5,g6f5,212.0,0.0221,-0.0035,True,elite,03_elite_bands2,3010,3009,3009,False,True
1k1r2r1/p1qb1p2/1pn1p3/2Q1Pn1P/3p1P2/P6R/2P1N1P1/1RB1KB2 b - - 0 18,36,E2025-10_385,c7b7,83,95,c7b7,0.0301,0.0286,0.0224,0.0156,b8a8,b8a8,b8a8,b8a8,208.0,0.0301,-0.0145,True,elite,03_elite_bands2,2841,2632,2632,True,False
k2r2r1/pq1b1p2/1pn1p3/2Q1Pn1P/3p1P2/PR4P1/2P1N3/1RB1KB2 b - - 0 20,40,E2025-10_385,c6b8,141,87,d8b8,0.0164,0.0195,0.02,0.0214,c6a5,c6a5,c6a5,c6a5,472.0,0.0214,0.005,True,elite,03_elite_bands2,2841,2632,2632,False,True
k2r2r1/pq2np2/1pb1p3/4Pn1P/3p1P2/PR1Q2PB/2P1NK2/1RB5 b - - 8 24,48,E2025-10_385,f7f6,94,18,f7f6,0.0019,0.0011,0.0007,0.0006,c6e4,c6e4,c6e4,c6e4,246.0,0.0019,-0.0013,True,elite,03_elite_bands2,2841,2632,2632,True,False
k2r2r1/pq6/1pb1pP2/3n1n1P/3p1P2/PR1Q2P1/2P1NKB1/1RB5 b - - 2 26,52,E2025-10_385,d8c8,110,3,d8c8,0.0008,0.0006,0.0005,0.0004,d5f6,d5f6,d5f6,d5f6,486.0,0.0008,-0.0004,True,elite,03_elite_bands2,2841,2632,2632,True,False
1r2r1k1/1pp1ppbp/pnq3p1/4P1B1/7Q/1P3N1P/1PPR1PP1/4R1K1 b - - 11 20,40,E2025-10_386,b8c8,-206,14,f7f6,0.0032,0.0031,0.0032,0.0039,b6d5,b6d5,b6d5,b6d5,103.0,0.0039,0.0007,True,elite,03_elite_bands2,2677,2636,2636,False,True
2br2k1/r4ppp/p2q4/1pN5/P1nP1P2/3Q4/4PPBP/R4RK1 b - - 0 22,44,E2025-10_388,a7e7,-29,29,a7e7,0.0076,0.0066,0.0059,0.0061,d6d4,d6d4,d6d4,d6d4,289.0,0.0076,-0.0015,True,elite,03_elite_bands2,2978,2963,2963,True,False
r4nk1/ppq1rp1p/6pQ/1PnRp1N1/P7/7P/B1P2PP1/4R1K1 b - - 9 26,52,E2025-10_389,e5e4,-89,43,e5e4,0.0439,0.0381,0.032,0.0266,c5a4,c5a4,c5e6,f7f6,1909.0,0.0439,-0.0173,True,elite,03_elite_bands2,2682,2680,2680,True,False
3q2k1/p4pp1/2rnb2p/P1Np4/1Pp2Q2/2P5/5PPP/3R1BK1 b - - 1 26,52,E2025-10_390,d8g5,-19,53,d8g5,0.0169,0.0221,0.0244,0.022,d6b5,d6b5,d6b5,d6b5,248.0,0.0244,0.0051,True,elite,03_elite_bands2,3009,3010,3010,True,False
r2r2k1/pb2bpp1/1pq1p1np/2p5/3PP2P/P1PBQNP1/1B3P2/3RR1K1 b - - 3 18,36,E2025-10_391,b6b5,-17,12,d8e8,0.0147,0.0101,0.0066,0.0053,c5d4,c5d4,c5d4,d8d7,227.0,0.0147,-0.0094,True,elite,03_elite_bands2,2765,2681,2681,False,True
1k2r3/1p1n2p1/1P3b1p/PR5P/2N1p3/4B3/5PP1/5K2 b - - 0 34,68,E2025-10_392,b8a8,-475,19,e8c8,0.021,0.0217,0.0248,0.031,e8c8,e8c8,d7e5,d7e5,155.0,0.031,0.01,True,elite,03_elite_bands2,2647,2634,2634,False,True
1rb1k2r/p1p2ppp/2p1q3/3pP3/Pb6/5Q2/2PN1PPP/1RB1R1K1 b k - 1 14,28,E2025-10_393,b8b7,61,1,b8b6,0.0033,0.0035,0.0037,0.0039,e8g8,e8g8,e8g8,e8g8,382.0,0.0039,0.0006,True,elite,03_elite_bands2,2805,3044,3044,False,True
4k1r1/p1p2ppp/2p3q1/2BbP3/r7/4QN1P/5PP1/2R3K1 b - - 2 26,52,E2025-10_393,e8d8,354,1,e8d7,0.0035,0.0021,0.0014,0.0013,a4e4,a4e4,a4e4,a4e4,148.0,0.0035,-0.0022,True,elite,03_elite_bands2,2805,3044,3044,False,True
4r3/B1pk1ppp/2p3q1/3bP3/r7/4QN1P/5PPK/2R5 b - - 0 28,56,E2025-10_393,g6e4,432,22,g6e4,0.0131,0.0137,0.0179,0.0275,d5f3,d5f3,d5f3,a4e4,102.0,0.0275,0.0144,True,elite,03_elite_bands2,2805,3044,3044,True,False
3r1rk1/pq3ppp/1p2pn2/2n5/1P6/5NP1/P1Q1PPBP/R2R2K1 b - - 0 16,32,E2025-10_400,b7e4,-127,19,b7e4,0.0097,0.0079,0.008,0.0095,c5e4,c5e4,c5e4,c5e4,282.0,0.0097,-0.0002,True,elite,03_elite_bands2,2689,2758,2758,True,False
3r1rk1/p4ppp/np2pn2/8/1P2q3/P4NP1/1Q2PPBP/R2R2K1 b - - 0 18,36,E2025-10_400,a6b8,-164,4,e4f5,0.0084,0.0134,0.0228,0.0416,d8d1,d8d1,a6c7,a6c7,107.0,0.0416,0.0332,True,elite,03_elite_bands2,2689,2758,2758,False,True
r2q3k/1p1b3p/3P3r/4p1p1/P4p2/2QB1P2/R5PP/5R1K b - - 0 28,56,E2025-10_401,d8a5,-41,34,d8a5,0.0172,0.0126,0.0093,0.0084,h6d6,d8f6,d8f6,d8f6,104.0,0.0172,-0.0088,True,elite,03_elite_bands2,3010,3026,3026,True,False
b4rk1/4q1b1/4R1pp/4p3/B3PrP1/P1RP1p1P/2N2P2/5QK1 b - - 0 32,64,E2025-10_404,e7g5,-233,27,e7h4,0.0351,0.0385,0.0421,0.0373,e7e6,e7e6,e7e6,e7e6,130.0,0.0421,0.0022,True,elite,03_elite_bands2,2619,2670,2670,False,True
r3kb1r/pppb1ppp/2n1p3/8/3P2q1/3BBN2/PPP2PPP/R2QK2R b KQkq - 9 10,20,E2025-10_407,c6b4,23,74,f8d6,0.0233,0.0259,0.0306,0.0353,g4g2,g4g2,g4g2,g4g2,182.0,0.0353,0.012,True,elite,03_elite_bands2,2611,2676,2676,False,True
r3k2r/pppb1ppp/3bp3/1B6/1n1P2q1/4BN2/PPP1QPPP/R3K2R b KQkq - 13 12,24,E2025-10_407,b4c2,251,137,b4c2,0.0284,0.0203,0.0172,0.017,g4g2,g4g2,g4g2,c7c6,273.0,0.0284,-0.0114,True,elite,03_elite_bands2,2611,2676,2676,True,False
r3k1r1/p1p2ppp/1p2p3/3bP2P/1B6/8/PPK2P2/3R2R1 b q - 0 22,44,E2025-10_407,d5f3,433,42,c7c5,0.0336,0.0226,0.0173,0.0191,d5a2,e8c8,e8c8,c7c5,105.0,0.0336,-0.0145,True,elite,03_elite_bands2,2611,2676,2676,False,True
2rr4/pp1n1pkp/4qpp1/1BP5/8/2Q1P3/1PP2PPP/2KR3R b - - 1 16,32,E2025-10_408,e6a2,9,2,e6a2,0.0284,0.0197,0.0117,0.0107,c8c5,c8c5,c8c5,c8c5,340.0,0.0284,-0.0177,True,elite,03_elite_bands2,2897,2940,2940,True,False
1r3nk1/6p1/4pp1p/1bN5/1p1PPP1P/6P1/8/1B1R2K1 b - - 7 34,68,E2025-10_410,b8a8,-24,2,g8f7,0.0315,0.0274,0.0255,0.0313,b5e2,b5e2,b5c4,b5c4,109.0,0.0315,-0.0002,True,elite,03_elite_bands2,2763,2684,2684,False,True
r3rbk1/1pq2ppp/p1b2n2/P3p2N/2BpP3/1P3Q2/1BPP2PP/4RR1K b - - 1 20,40,E2025-10_412,c6b5,-258,3,f8e7,0.0111,0.0078,0.005,0.0027,f6h5,f6h5,f6h5,f6h5,184.0,0.0111,-0.0084,True,elite,03_elite_bands2,2638,2642,2642,False,True
6rk/pp1n3p/2p1pqrP/3pPnN1/2P2PR1/BP6/P3Q1K1/7R b - - 0 30,60,E2025-10_419,g6g5,-171,258,g6g5,0.0227,0.0204,0.0165,0.0126,d7e5,f6d8,f6d8,f6d8,1828.0,0.0227,-0.0101,True,elite,03_elite_bands2,2674,2681,2681,True,False
1r3rk1/1p1R1p1p/2p3p1/p3q3/Pn5P/1Q2PBP1/1P3P2/3R2K1 b - - 1 24,48,E2025-10_420,b4a6,-70,47,e5f6,0.0268,0.0231,0.0192,0.0189,e5f5,e5f6,e5f6,e5f6,112.0,0.0268,-0.0079,True,elite,03_elite_bands2,2680,2767,2767,False,True
r2qnrk1/pp1n2bp/3p2p1/2pPp3/2P1Pp2/P1N3PB/1P1B1P1P/R2Q1RK1 b - - 0 14,28,E2025-10_422,g7h6,-122,7,e8c7,0.0336,0.0366,0.0316,0.0269,f4f3,f4f3,f4f3,g6g5,121.0,0.0366,-0.0067,True,elite,03_elite_bands2,2643,2605,2605,False,True
6k1/pb5p/4r3/4q1p1/2p1PpQ1/P7/1PB3PP/3R1R1K b - - 5 32,64,E2025-10_425,b7c6,-474,45,e6h6,0.0143,0.0191,0.0255,0.0314,b7e4,b7e4,b7e4,b7e4,279.0,0.0314,0.0171,True,elite,03_elite_bands2,2686,2668,2668,False,True
r2q1rk1/1pp1b1pp/1n2bp2/pP6/N2p4/P2P2P1/1B2PPBP/R2Q1RK1 b - - 1 14,28,E2025-10_428,d8d7,-6,37,e6d5,0.0101,0.0128,0.0137,0.0106,b6a4,b6a4,b6a4,b6a4,205.0,0.0137,0.0005,True,elite,03_elite_bands2,2631,2687,2687,False,True
7r/ppkn2q1/2pb1p2/3B1bp1/1P1R1p2/2P1p3/P1P1Q1PP/3RB1K1 b - - 0 24,48,E2025-10_433,h8h2,614,181,h8h2,0.0082,0.0112,0.0142,0.0191,c6d5,c6d5,c6d5,c6d5,141.0,0.0191,0.0109,True,elite,03_elite_bands2,2692,2935,2935,True,False
