fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core
r1bq1rk1/p3p1bp/2pp2pn/2p1Pp2/5P2/2NP1N2/PPP3PP/R1B1QRK1 b - - 0 10,20,e212,c8e6,-66,2,d6d5,0.0307,0.0256,0.0258,0.0318,d6e5,d6e5,d6e5,d6d5,199.0,0.0318,0.0011,True,elite,03_elite_b2,2548,2435,2435,False,True
7k/4B1bp/1NQ3p1/p3P3/4Nr2/3rq1PK/P7/8 b - - 0 30,60,e212,e3f3,730,59,e3f3,0.0069,0.0044,0.0032,0.0026,f4e4,f4e4,f4e4,f4e4,2728.0,0.0069,-0.0043,True,elite,03_elite_b2,2548,2435,2435,True,False
6k1/pp4bp/4q1p1/2Prp1P1/1P1pQ2P/P2P4/1B6/4R1K1 b - - 0 32,64,e213,e6d7,-55,10,d5d8,0.0231,0.0319,0.0431,0.0497,e6h3,e6h3,e6h3,e6h3,923.0,0.0497,0.0266,True,elite,03_elite_b2,2518,2388,2388,False,True
r1b1r1k1/pp3ppp/2p5/3pN3/3PnP2/1BP5/PP3PP1/R3R1K1 b - - 4 18,36,e218,e4d6,15,18,e4d6,0.0106,0.0091,0.0088,0.0129,e4d2,f7f6,f7f6,f7f6,213.0,0.0129,0.0023,True,elite,03_elite_b2,2552,2841,2841,True,False
2rq1rk1/pb2pp1p/1p4p1/6B1/3b4/2N5/PPP1Q1PP/3R1R1K b - - 1 18,36,e220,d8d7,31,113,d8d7,0.0349,0.0314,0.0221,0.0134,f7f6,f7f6,f7f6,f7f6,145.0,0.0349,-0.0215,True,elite,03_elite_b2,3011,3049,3049,True,False
1r3r2/4qbnk/1p3ppb/p3p3/PpNpP1QN/1P1P2PB/2P2PK1/R6R b - - 7 24,48,e223,f8h8,-86,31,f6f5,0.027,0.0318,0.0284,0.0199,g6g5,f7e6,f7e6,f7e6,1151.0,0.0318,-0.0071,True,elite,03_elite_b2,2511,2487,2487,False,True
r4rk1/1p1nqpp1/2p1pn1p/p2p1b2/1bPP4/1PN1QNPP/1B2PPB1/2RR2K1 b - - 1 16,32,e227,a5a4,240,63,f8e8,0.0419,0.0274,0.0155,0.0118,f8e8,f8e8,f8e8,f8e8,107.0,0.0419,-0.0301,True,elite,03_elite_b2,2629,2625,2625,False,True
r1bqr1k1/p1p1bppp/2pp1n2/8/2B1PB2/2N2Q1P/PPP2PP1/R3K2R b KQ - 1 10,20,e228,f6d7,-31,9,f6d7,0.0046,0.0052,0.0066,0.0062,d6d5,d6d5,d6d5,d6d5,194.0,0.0066,0.0016,True,elite,03_elite_b2,2605,2614,2614,True,False
1rbqr1k1/p1Nn1pp1/3p3p/2p1b3/4P3/1B2BQ1P/PPP2PP1/1R3RK1 b - - 0 16,32,e228,b8b3,12,135,b8b3,0.0029,0.0047,0.007,0.0116,d8c7,e8f8,e8f8,e8f8,133.0,0.0116,0.0087,True,elite,03_elite_b2,2605,2614,2614,True,False
4q1k1/p2n1pp1/b2p3p/2p1b3/4P3/2P1Q2P/PP3PP1/1R2R1K1 b - - 2 20,40,e228,g7g5,77,53,g7g5,0.0377,0.0186,0.0113,0.0127,d7f6,d7f6,d7f6,d7f6,472.0,0.0377,-0.025,True,elite,03_elite_b2,2605,2614,2614,True,False
2b3k1/p3bp2/3pqn1p/2p3p1/4PPP1/1PP1Q2P/P6K/3RR3 b - - 0 26,52,e228,f6d7,167,120,f6d7,0.0243,0.0212,0.0179,0.0181,g5f4,g5f4,g5f4,g5f4,154.0,0.0243,-0.0062,True,elite,03_elite_b2,2605,2614,2614,True,False
6k1/pb1nbp2/3p1q1p/5Pp1/2P1P1P1/2P2Q1P/P5K1/3RR3 b - - 0 30,60,e228,f6e5,180,26,f6e5,0.0358,0.0348,0.0313,0.0326,d7e5,d7e5,d7e5,d7e5,100.0,0.0358,-0.0032,True,elite,03_elite_b2,2605,2614,2614,True,False
r1br2k1/1ppq1ppp/5b2/BP6/2P5/R2P1Q2/3N1PPP/5RK1 b - - 8 20,40,e229,d7f5,23,2,d7f5,0.0069,0.0078,0.0088,0.0092,b7b6,b7b6,b7b6,b7b6,430.0,0.0092,0.0023,True,elite,03_elite_b2,2737,2825,2825,True,False
3r3r/2p1kpp1/1pB1b2p/p1R1P3/P3P3/2P1B3/2P3PP/1R4K1 b - - 0 22,44,e230,f7f6,-490,0,b6c5,0.0035,0.0009,0.0003,0.0001,b6c5,b6c5,b6c5,b6c5,311.0,0.0035,-0.0034,True,elite,03_elite_b2,2532,2654,2654,False,True
r1bq1rk1/3nb1pp/2p2n2/p1Pp1p2/3PpPP1/2N1P2P/PBQNB3/2KR3R b - - 0 16,32,e231,f6e8,-18,16,a5a4,0.0214,0.025,0.0297,0.0468,f5g4,f5g4,f5g4,f5g4,260.0,0.0468,0.0254,True,elite,03_elite_b2,2656,2721,2721,False,True
R7/5pkp/1p1p2p1/3Pp3/3b4/3R1PKP/2r5/8 b - - 0 34,68,e233,d4g1,627,244,d4g1,0.0042,0.0027,0.0019,0.0021,d4f2,d4f2,c2c5,c2c5,302.0,0.0042,-0.0021,True,elite,03_elite_b2,2468,2520,2520,True,False
r1bq1bk1/1p3p1p/1n3pp1/1NBP4/1P6/PB6/2Q2PPP/4R1K1 b - - 0 24,48,e234,c8d7,-243,6,c8f5,0.0167,0.0205,0.0274,0.0457,b6d5,b6d5,b6d5,b6d5,212.0,0.0457,0.029,True,elite,03_elite_b2,2556,2599,2599,False,True
1r6/1r2ppkp/3p2p1/8/b1PqP3/2RB1P2/P3Q1PP/K1R5 b - - 8 28,56,e235,e7e5,231,12,a4c6,0.0273,0.0216,0.0186,0.0174,b7b2,b7b2,b7b2,b7b2,134.0,0.0273,-0.0099,True,elite,03_elite_b2,2505,2467,2467,False,True
1r6/4ppkp/2bp2p1/4q3/r1P1P3/2RQ1P2/P3B1PP/KR6 b - - 16 32,64,e235,a4a3,595,274,b8a8,0.009,0.0053,0.0036,0.0031,b8b1,b8a8,b8a8,b8a8,460.0,0.009,-0.0059,True,elite,03_elite_b2,2505,2467,2467,False,True
r4rk1/ppp3b1/3p2p1/2nP1q2/2P5/2N3BP/PPQ2P2/2KRR3 b - - 1 22,44,e238,g7c3,-10,35,g7c3,0.0318,0.0303,0.0249,0.0183,f5c2,g7h6,g7h6,g7h6,126.0,0.0318,-0.0135,True,elite,03_elite_b2,2845,2995,2995,True,False
3q1k1r/3n2pp/r2b1n2/p1pP4/1pN2P2/3B1Q2/1P4PP/R1B2RK1 b - - 6 20,40,e244,d8a8,-383,12,d8c7,0.0372,0.0305,0.0235,0.0227,a6a8,a6a8,a6a8,a6a8,176.0,0.0372,-0.0145,True,elite,03_elite_b2,2478,2521,2521,False,True
1r1k1b2/p1Nq1p2/5p2/Q2p1b2/1n1P3P/4p3/PP2PPBP/K1R4R b - - 1 20,40,e249,f8e7,-505,14,b4c6,0.0007,0.0006,0.0006,0.0006,b4c2,b4c2,b4c2,b4c2,127.0,0.0007,-0.0001,True,elite,03_elite_b2,2567,2652,2652,False,True
1q1r1rk1/1b1n1ppp/8/p1pPp1b1/Pp2P3/1P1BP1NP/2Q2RPN/5R1K b - - 2 24,48,e252,g5h4,-30,45,g5e3,0.0235,0.0171,0.0122,0.0091,g5e3,g5e3,g5e3,g5e3,125.0,0.0235,-0.0144,True,elite,03_elite_b2,2550,2454,2454,False,True
1q1r1rk1/1b1n1ppp/8/p1pPpN2/Pp1bP3/1P1B1R1P/2Q3PN/5R1K b - - 3 26,52,e252,g8h8,-174,148,f7f6,0.0103,0.0197,0.0285,0.0412,d7f6,d7f6,d7f6,d7f6,208.0,0.0412,0.0309,True,elite,03_elite_b2,2550,2454,2454,False,True
4rr1k/1bq4p/5n1N/pBpPp3/Pp2P3/1P2Q1R1/6PN/5R1K b - - 0 34,68,e252,c7e7,-638,15,e8d8,0.0183,0.0163,0.0171,0.021,e8e7,e8e7,e8e7,e8e7,1354.0,0.021,0.0027,True,elite,03_elite_b2,2550,2454,2454,False,True
5k2/1p3p2/p1p2n2/2Pp1P1p/1P1P3P/4KB2/1P6/8 b - - 2 34,68,e253,f6g8,-63,85,f8g7,0.0052,0.0036,0.0043,0.0082,f8g7,f8g7,f8g7,f8g7,103.0,0.0082,0.003,True,elite,03_elite_b2,2490,2506,2506,False,True
3r4/pp1rpk2/n1p2p2/7N/2P2p1P/1PB5/P3KP2/7R b - - 0 28,56,e257,f4f3,584,7,e7e5,0.0377,0.0326,0.0314,0.0289,e7e5,e7e5,e7e5,e7e5,110.0,0.0377,-0.0088,True,elite,03_elite_b2,2597,2662,2662,False,True
rnb1kb1r/p1q4p/5p2/2pNpp2/2B5/5N2/PPQ3PP/3R1RK1 b kq - 1 20,40,e260,c7d8,-547,93,c7d8,0.0367,0.0317,0.0267,0.0253,c7c6,c7c6,c7g7,c7g7,349.0,0.0367,-0.0114,True,elite,03_elite_b2,2513,2515,2515,True,False
rnb1kb1r/p3q2p/5p2/2pNpp2/2B5/5N2/PPQ3PP/3R1RK1 b kq - 5 22,44,e260,e7d8,-636,9,e7d8,0.0494,0.0422,0.0369,0.0361,e7g7,e7g7,e7g7,e7g7,263.0,0.0494,-0.0133,True,elite,03_elite_b2,2513,2515,2515,True,False
r1bqkb1r/7p/p4p2/4p3/2Bp1N2/8/PP2Q1PP/3RR1K1 b kq - 1 28,56,e260,d8d6,-266,71,h7h5,0.0093,0.0114,0.0154,0.0217,f8c5,f8c5,f8c5,f8c5,210.0,0.0217,0.0124,True,elite,03_elite_b2,2513,2515,2515,False,True
r2k3r/1b2q3/pb6/4p3/2BpN3/1Q6/PP4PP/3RR2K b - - 4 34,68,e260,d8c7,-175,67,d8c7,0.0206,0.0239,0.0267,0.0257,e7h4,e7h4,e7h4,e7h4,1809.0,0.0267,0.0051,True,elite,03_elite_b2,2513,2515,2515,True,False
r4rk1/1pn1Bp1p/1q1p2p1/p1bp4/7R/3B1Q2/PPP2PPP/R5K1 b - - 5 20,40,e261,c5d4,-72,3,c5d4,0.0058,0.0056,0.0061,0.0064,f8e8,f8e8,f8e8,f8e8,371.0,0.0064,0.0006,True,elite,03_elite_b2,2993,2688,2688,True,False
3r2k1/p4p2/1p2r1pp/PR1p3n/2pP4/B1P1PP1q/5P1P/3Q2RK b - - 1 28,56,e262,g8h7,180,2,g8h7,0.0139,0.0216,0.0238,0.0259,e6f6,e6f6,e6f6,e6f6,139.0,0.0259,0.012,True,elite,03_elite_b2,2372,2538,2538,True,False
3r4/p4p1k/1p3rpp/P2p3n/1RpP1P2/B1P1P2q/5P1P/3Q2RK b - - 0 30,60,e262,h3f5,181,18,b6a5,0.0119,0.0166,0.0187,0.0173,b6a5,b6a5,b6a5,h5g7,153.0,0.0187,0.0054,True,elite,03_elite_b2,2372,2538,2538,False,True
r1b3q1/p1bknp2/1p2pB1r/3PP1N1/5P2/1P1Q1p2/7P/R5K1 b - - 0 26,52,e266,d7e8,352,5,e6d5,0.0133,0.0101,0.0064,0.0048,e7d5,e7d5,e7d5,e7d5,2351.0,0.0133,-0.0085,True,elite,03_elite_b2,2656,2561,2561,False,True
3r1nk1/1bqr2np/pp2pP2/2p2p2/2P5/3P1NP1/PB2QPB1/2RR2K1 b - - 0 24,48,e268,b7f3,-304,18,g7e8,0.0188,0.0271,0.0301,0.0231,g7h5,g7h5,g7h5,g7h5,156.0,0.0301,0.0043,True,elite,03_elite_b2,2643,2526,2526,False,True
1r3rk1/7p/1BRP2pP/1B2p3/p4pP1/8/PP6/2n2K2 b - - 0 34,68,e269,g8f7,-303,150,e5e4,0.0021,0.0013,0.0009,0.0012,c1a2,c1a2,c1a2,c1a2,399.0,0.0021,-0.0009,True,elite,03_elite_b2,2496,2516,2516,False,True
r3r1k1/p3bpp1/2pq3p/4pP1Q/1p2P3/3P1P1P/PP1B4/3R1R1K b - - 2 22,44,e271,g8f8,-15,98,e8f8,0.0084,0.0097,0.0098,0.0074,d6d3,d6d3,d6d3,d6d3,633.0,0.0098,-0.001,True,elite,03_elite_b2,2435,2532,2532,False,True
rn4k1/p3qpp1/1pp4p/8/8/3Q2P1/PP2rPBP/3R1RK1 b - - 3 18,36,e275,e7e8,-114,23,a7a5,0.0102,0.0132,0.0152,0.0178,e2b2,e2b2,e2b2,e2b2,145.0,0.0178,0.0076,True,elite,03_elite_b2,2511,2348,2348,False,True
rnQ4R/4qpp1/1pp1r1kp/p7/7P/5BP1/PP3P2/5RK1 b - - 0 24,48,e275,a5a4,-494,14,e7f6,0.0147,0.0136,0.0139,0.0149,e6e1,e6e1,e7a7,e7a7,120.0,0.0149,0.0002,True,elite,03_elite_b2,2511,2348,2348,False,True
rn5R/1Q3pp1/1pp1r1kp/p7/7P/6P1/Pq3P2/3B1RK1 b - - 1 26,52,e275,b8d7,-558,68,b8d7,0.0056,0.0062,0.0061,0.0048,a8a6,a8a6,a8a6,a8a6,375.0,0.0062,-0.0008,True,elite,03_elite_b2,2511,2348,2348,True,False
6QR/5pp1/1pp1r1kp/p3n3/7P/6P1/Pq3P2/3B1RK1 b - - 2 28,56,e275,b2d2,-528,41,e5d3,0.0183,0.0204,0.0222,0.0263,b2a2,b2a2,b2a2,b2a2,276.0,0.0263,0.008,True,elite,03_elite_b2,2511,2348,2348,False,True
7R/5pp1/1pp1rk1p/p7/7P/3Q2P1/Pq3P2/3B1RK1 b - - 0 30,60,e275,b2b4,-758,16,b2a2,0.0174,0.0271,0.0367,0.045,b2a2,b2a2,b2a2,b2a2,1227.0,0.045,0.0276,True,elite,03_elite_b2,2511,2348,2348,False,True
2k2r2/rq2bN2/2nBP2p/1pQ3p1/3p4/6P1/PP3P1P/R3R1K1 b - - 0 24,48,e278,f8g8,-739,15,a7a6,0.0047,0.0039,0.0034,0.0036,e7d6,e7d6,e7d6,e7d6,208.0,0.0047,-0.0011,True,elite,03_elite_b2,2521,2521,2521,False,True
5r2/2k2N2/Q1n1P2p/6p1/1q1p4/6P1/PP3P1P/2R1R1K1 b - - 2 28,56,e278,b4e1,-985,11,c7b8,0.0202,0.0208,0.0211,0.0174,b4b6,b4b6,b4b6,b4b6,1004.0,0.0211,-0.0028,True,elite,03_elite_b2,2521,2521,2521,False,True
r1b2rk1/2qpb1pp/p1n1p3/1p2nP2/8/1NNBB1Q1/PPP3PP/R4RK1 b - - 2 16,32,e283,d7d5,-3,38,d7d5,0.0133,0.0105,0.0078,0.0078,e5d3,e5d3,e5d3,e5d3,515.0,0.0133,-0.0055,True,elite,03_elite_b2,2799,2825,2825,True,False
3q1rk1/p5b1/2Q4n/2NPpb2/2Pp1p2/7P/P5P1/R1B2RK1 b - - 2 22,44,e284,d8b6,-94,25,d8h4,0.0068,0.0058,0.0053,0.0049,d8g5,d8g5,d8g5,d8g5,179.0,0.0068,-0.0019,True,elite,03_elite_b2,2562,2485,2485,False,True
5rk1/p5b1/2QP3n/2N1p3/2Pp1p1q/7P/P7/R1B2RK1 b - - 0 24,48,e284,f4f3,0,293,h4g3,0.02,0.014,0.0117,0.0132,h4g3,h4g3,h4g3,h4g3,461.0,0.02,-0.0068,True,elite,03_elite_b2,2562,2485,2485,False,True
rn3rk1/pp2bp1p/2p3p1/8/3qB3/6PQ/PPP2P2/R1B1R1K1 b - - 1 14,28,e286,b8a6,30,29,e7f6,0.0352,0.0275,0.0227,0.0197,e7c5,e7c5,e7c5,e7c5,127.0,0.0352,-0.0155,True,elite,03_elite_b2,2482,2647,2647,False,True
6N1/5pbp/p3b1p1/7k/2q5/6Q1/5PPP/4R1K1 b - - 10 28,56,e287,c4c3,-92,132,g6g5,0.0281,0.0316,0.0343,0.0341,c4b4,c4b4,c4b4,c4b4,196.0,0.0343,0.006,True,elite,03_elite_b2,2470,2505,2505,False,True
4r1k1/rp3p2/2p3p1/3p2q1/pQ1Pb2p/P3P2P/1P3PP1/2R1RBK1 b - - 3 30,60,e288,e8e7,0,0,e4f5,0.0117,0.0145,0.0219,0.0341,e4f5,e4f5,e4f5,e8e6,151.0,0.0341,0.0224,True,elite,03_elite_b2,2560,2836,2836,False,True
rn1qr1k1/5pp1/1p1b1np1/2pNN3/3P2P1/4BQ1P/PP3P2/R3R1K1 b - - 0 18,36,e290,a8a4,-146,7,d6e5,0.0085,0.0037,0.002,0.0017,f6d5,d6e5,d6e5,d6e5,131.0,0.0085,-0.0068,True,elite,03_elite_b2,2591,2490,2490,False,True
rnb2rk1/ppNpppbp/5np1/8/3Nq3/2P1B3/PP3PPP/R2QKB1R b KQ - 1 10,20,e291,b7b6,-113,21,e7e5,0.0421,0.0461,0.0477,0.0328,f6g4,f6g4,f6g4,f6g4,137.0,0.0477,-0.0093,True,elite,03_elite_b2,2607,2514,2514,False,True
1r5r/1b1n1ppp/p2kp3/2p5/q1Pp1PQ1/1N1P4/PB4PP/1R3RK1 b - - 3 24,48,e294,b7a8,112,16,g7g6,0.0009,0.0011,0.0012,0.0016,g7g6,g7g6,g7g6,g7g6,207.0,0.0016,0.0007,True,elite,03_elite_b2,2515,2349,2349,False,True
8/1r2pp2/RP1p4/3P2kp/N2bP3/5K1P/1P3P2/8 b - - 1 34,68,e298,b7b8,-173,2,g5h4,0.019,0.014,0.0115,0.0164,g5h4,g5h4,g5h4,g5h4,109.0,0.019,-0.0026,True,elite,03_elite_b2,2567,2547,2547,False,True
r3k1nr/pp1b1ppp/2n5/8/Q2N3q/4PPP1/P2B3P/2R1KB1R b Kkq - 0 16,32,e301,c6d4,-39,146,c6d4,0.0238,0.0184,0.0136,0.0092,h4f6,h4f6,h4f6,h4f6,200.0,0.0238,-0.0146,True,elite,03_elite_b2,2897,2733,2733,True,False
r2qkb1r/1p3pp1/1np1p2p/4Nb2/p2P4/2P3P1/P3PPBP/R1BQR1K1 b kq - 0 14,28,e302,f5h7,-122,9,f8d6,0.006,0.0084,0.0103,0.0121,b6d5,b6d5,b6d5,f8e7,151.0,0.0121,0.0061,True,elite,03_elite_b2,2504,2468,2468,False,True
1rb2rk1/p1q2pbp/1p2p1p1/2n1PP2/2PB2PN/8/P3Q1BP/2R2RK1 b - - 0 20,40,e304,f8d8,115,40,f8d8,0.0285,0.0246,0.0271,0.0438,e6f5,e6f5,e6f5,e6f5,135.0,0.0438,0.0153,True,elite,03_elite_b2,2717,2703,2703,True,False
5k2/5p2/2p1rP1p/3p2P1/5P1P/3R4/5K2/8 b - - 0 30,60,e305,f8g8,-225,40,h6g5,0.0328,0.0335,0.0317,0.0446,h6g5,h6g5,h6g5,h6g5,115.0,0.0446,0.0118,True,elite,03_elite_b2,2500,2329,2329,False,True
r5k1/1q3pp1/5n1p/pP1pr3/P1pR4/2B3P1/2R1PP1P/3Q2K1 b - - 6 34,68,e308,e5g5,-129,2,e5f5,0.0351,0.0408,0.0374,0.0262,f6e4,f6e4,e5e6,e5e6,141.0,0.0408,-0.0089,True,elite,03_elite_b2,2967,2707,2707,False,True
3r2k1/7p/p3p1q1/2Rr1ppN/6P1/1P2QP2/P3P1KP/5R2 b - - 0 26,52,e309,d5d7,-547,35,d5c5,0.0034,0.0042,0.0051,0.007,f5g4,f5f4,f5f4,f5f4,106.0,0.007,0.0036,True,elite,03_elite_b2,2545,2560,2560,False,True
6k1/4Q2p/p3p3/5qp1/4N3/1P3P2/P5KP/8 b - - 6 34,68,e309,f5f7,-621,265,g8h8,0.0202,0.0207,0.0183,0.0195,g5g4,g5g4,g5g4,g5g4,1364.0,0.0207,-0.0007,True,elite,03_elite_b2,2545,2560,2560,False,True
3r1b1r/1kpq2p1/2n2pn1/1p2p2p/1P2P2P/1QBP1NP1/5P2/R3KB1R b KQ - 0 18,36,e317,f8e7,-223,89,f8e7,0.0139,0.0145,0.0144,0.0126,d8a8,d8a8,d8a8,d8a8,205.0,0.0145,-0.0013,True,elite,03_elite_b2,2524,2503,2503,True,False
r2r4/1kp1b1p1/1q3p2/1p2n2p/1P1RPP1P/1QB3P1/6B1/3R2K1 b - - 2 26,52,e317,c7c5,-19,123,d8d6,0.0161,0.0112,0.0077,0.0075,e5c6,e5c6,e5c6,e5c6,330.0,0.0161,-0.0086,True,elite,03_elite_b2,2524,2503,2503,False,True
r1r3k1/p4pbp/2pBp1p1/2P1n3/1PqNP3/5P1P/1PQ3P1/R2R2K1 b - - 0 24,48,e318,e5f3,-130,70,e5f3,0.0335,0.0307,0.0311,0.0355,c4b4,c4b4,c4b4,c4b4,138.0,0.0355,0.002,True,elite,03_elite_b2,2653,2574,2574,True,False
r1r2k2/p4p1p/R1pPp1p1/8/1P6/3R3P/1bN3P1/7K b - - 3 32,64,e318,c8b8,154,3,e6e5,0.0071,0.0049,0.0038,0.0029,f8e8,f8e8,f8e8,f8e8,693.0,0.0071,-0.0042,True,elite,03_elite_b2,2653,2574,2574,False,True
7r/2p3k1/1p2q1pp/2rR4/p3PQn1/P5N1/1P4P1/1K3R2 b - - 3 32,64,e321,c5c4,41,7,c5c6,0.0205,0.0136,0.0093,0.0076,c5d5,c5d5,c5d5,c5d5,227.0,0.0205,-0.0129,True,elite,03_elite_b2,2565,2527,2527,False,True
4r1k1/3n1ppp/2p1q2r/2P1p3/1P2P3/P1N2PP1/4Q2P/3R1RK1 b - - 0 28,56,e322,h6g6,-279,17,d7f6,0.0153,0.0145,0.0115,0.0089,d7f6,d7f6,d7f6,d7f6,111.0,0.0153,-0.0064,True,elite,03_elite_b2,2698,2554,2554,False,True
2Q1bbk1/pp3p1p/n5p1/4N3/4pB2/P7/1q3PPP/3R2K1 b - - 1 24,48,e325,g6g5,-462,10,b2b3,0.0018,0.0008,0.0005,0.0005,e8a4,e8a4,e8a4,e8a4,798.0,0.0018,-0.0013,True,elite,03_elite_b2,2822,2551,2551,False,True
2Q2bk1/pp1N1p1p/n5pB/8/4p3/q2b4/5PPP/1R4K1 b - - 3 28,56,e325,d3b5,-1057,48,d3b1,0.0024,0.002,0.0016,0.0014,d3b1,d3b1,d3b1,d3b1,931.0,0.0024,-0.001,True,elite,03_elite_b2,2822,2551,2551,False,True
r5k1/r5p1/1n3pq1/2N1p3/pPP3b1/P1BP2Q1/5P1K/R4R2 b - - 1 32,64,e327,b6d7,-11,90,g8f7,0.0132,0.0097,0.0088,0.0111,g6h5,g6h5,g6h5,g6h5,178.0,0.0132,-0.0021,True,elite,03_elite_b2,2510,2502,2502,False,True
rn1q1rk1/pp3ppp/2pb4/3p1b2/2PPn3/1Q1B1N2/PP3PPP/RNB1R1K1 b - - 1 10,20,e328,b8a6,-60,4,b8a6,0.0319,0.0204,0.0168,0.0248,b7b6,b7b6,b7b6,d5c4,122.0,0.0319,-0.0071,True,elite,03_elite_b2,2820,2829,2829,True,False
7r/pp1Rb3/2pBr1k1/5p2/6P1/5P2/PPP5/3R2K1 b - - 2 24,48,e329,e7f6,-24,63,e7f6,0.0394,0.0322,0.032,0.0438,e7d6,e7d6,e7d6,e7d6,114.0,0.0438,0.0044,True,elite,03_elite_b2,2998,3002,3002,True,False
2r1nrk1/pp1qb1pp/1n2b3/2p1Pp2/5P2/1NPNBB1P/PP4P1/R2Q1RK1 b - - 2 18,36,e332,d7b5,-170,46,b6c4,0.0132,0.0141,0.0162,0.0164,c5c4,c5c4,c5c4,c5c4,275.0,0.0164,0.0032,True,elite,03_elite_b2,2629,2647,2647,False,True
rn2k2r/pp3ppp/2pb4/3p4/8/2PBB3/PPP2PPP/2KR3R b kq - 1 14,28,e334,b7b5,-106,25,e8g8,0.0112,0.0119,0.0089,0.0078,e8g8,e8g8,e8g8,e8g8,115.0,0.0119,-0.0034,True,elite,03_elite_b2,2592,2429,2429,False,True
r2qr1k1/1bp2ppp/p2p1bn1/1p1P1N2/4NP2/7P/PPP3P1/R1BQR1K1 b - - 0 16,32,e345,g6h4,1,19,g8h8,0.0431,0.042,0.0369,0.0326,f6h4,f6h4,f6h4,e8e4,143.0,0.0431,-0.0105,True,elite,03_elite_b2,2605,2817,2817,False,True
6k1/p4pp1/4b2p/1q6/3R1QP1/7P/P1rB2BK/4R3 b - - 6 34,68,e346,b5e8,-618,21,b5b2,0.0092,0.0093,0.0074,0.0049,c2a2,c2a2,c2a2,c2a2,1376.0,0.0093,-0.0043,True,elite,03_elite_b2,2508,2546,2546,False,True
6k1/p4pp1/2q4p/3n4/7P/1P3PB1/P2Q2PK/8 b - - 6 34,68,e350,c6b5,-219,7,c6e6,0.0167,0.0217,0.0254,0.0257,d5f6,d5f6,d5f6,d5f6,104.0,0.0257,0.009,True,elite,03_elite_b2,2506,2546,2546,False,True
r1bqk2r/5ppp/p1pbpn2/3p4/4P3/2NB1Q2/PPP2PPP/R1B1R1K1 b kq - 3 10,20,e353,d6e7,-71,46,d8c7,0.0025,0.0052,0.0087,0.0076,e8g8,e8g8,e8g8,e6e5,167.0,0.0087,0.0051,True,elite,03_elite_b2,2616,2459,2459,False,True
r1b4r/5pkp/p2p2p1/N1PPp3/N1P3n1/1R1B4/5P1q/1R2QK2 b - - 3 24,48,e354,h7h5,-177,7,e5e4,0.0029,0.0032,0.0053,0.0162,h2h1,h2h1,h2h1,h2h1,104.0,0.0162,0.0133,True,elite,03_elite_b2,2462,2519,2519,False,True
5rk1/p1p1qp1p/1bB5/4B1p1/4Q3/2P3Pb/Pr2PP1P/R3R1K1 b - - 3 18,36,e355,f8d8,-27,3,f8d8,0.0178,0.0105,0.008,0.0085,f7f6,f7f6,f7f6,f7f5,397.0,0.0178,-0.0093,True,elite,03_elite_b2,2648,2635,2635,True,False
6k1/p1p1qp1p/1bB5/4B1p1/4Q3/2P3Pb/Pr2PP1P/3R2K1 b - - 0 20,40,e355,b6c5,-127,101,f7f6,0.0094,0.0081,0.0064,0.0058,b2a2,b2a2,f7f6,f7f5,346.0,0.0094,-0.0036,True,elite,03_elite_b2,2648,2635,2635,False,True
r3k2r/1R2bppp/p2pbn2/6B1/2BQP3/q1N5/P1P3PP/4K2R b Kkq - 2 14,28,e356,h7h6,-38,32,a8c8,0.032,0.0252,0.0194,0.0202,e6c4,e6c4,e6c4,e6c4,230.0,0.032,-0.0118,True,elite,03_elite_b2,2998,3010,3010,False,True
4k2r/1R2bppp/p2p4/3P4/8/8/P3K1PP/2B5 b k - 0 22,44,e356,h7h5,-41,59,h7h5,0.0129,0.0108,0.0092,0.0087,e8g8,e7d8,f7f6,f7f6,100.0,0.0129,-0.0042,True,elite,03_elite_b2,2998,3010,3010,True,False
rnb2rk1/bp2qpp1/p4n1p/2NpN3/1P3B2/6P1/P2QPPBP/2R2RK1 b - - 0 16,32,e357,g7g5,67,110,f8d8,0.034,0.0272,0.0327,0.0442,a7c5,a7c5,a7c5,a7c5,181.0,0.0442,0.0102,True,elite,03_elite_b2,2529,2371,2371,False,True
r3r1k1/6pp/1q2pn2/p2p1P2/1b1P4/1PpQ2P1/P1N1R1BP/4R1K1 b - - 0 26,52,e359,a8c8,-134,7,e6e5,0.0288,0.0254,0.023,0.0175,e6f5,e6f5,e6f5,e6f5,245.0,0.0288,-0.0113,True,elite,03_elite_b2,2478,2518,2518,False,True
r4rk1/p4ppp/1pn1pn2/1Q6/3P1B2/P3P3/q2N1PPP/1R2KR2 b - - 2 16,32,e360,f6d5,191,111,c6a5,0.011,0.0106,0.0112,0.0097,c6a5,c6a5,c6a5,c6a5,159.0,0.0112,-0.0013,True,elite,03_elite_b2,2431,2552,2552,False,True
2r3k1/p4ppp/1p2pn2/3q4/2rPPB2/P4P2/1Q3KPP/1RR5 b - - 0 22,44,e360,d5d8,-3,12,d5c6,0.0061,0.005,0.0046,0.0043,d5d4,d5d4,d5d4,d5d4,689.0,0.0061,-0.0018,True,elite,03_elite_b2,2431,2552,2552,False,True
