set,elo,fen,engine_best,rank
machine_unique,1500,8/pppk4/4pp1p/3r4/8/K1Pn3R/5PPP/5R2 b - - 4 26,d3e5,5.0
machine_unique,1500,7r/p2Nnpk1/1qp1p1p1/4P1B1/2p3P1/2Pb4/P2Q1PK1/R7 b - - 0 28,e7d5,
machine_unique,1500,3q2kB/p2Nnp2/2p1p1p1/4P3/2p3P1/2Pb4/P2Q1PK1/R7 b - - 0 30,d3e4,3.0
machine_unique,1500,r1b2rk1/ppp2ppp/2n5/2b1P3/5P2/5N2/PPP1K1PP/R1B2B1R b - - 4 10,c6b4,
machine_unique,1500,r3k2r/1b2b2p/p1nqNn2/8/Pp6/7Q/BPP2PPP/R1B1R1K1 b - - 4 20,h8g8,4.0
machine_unique,1500,3rk2r/1b2b2p/p2qNn2/4B3/Pp6/7Q/BPP2PPP/R3R1K1 b - - 0 22,f6e4,
machine_unique,1500,5k1r/1b1Qb2p/p7/6q1/Pp6/6P1/BPP2P1P/3RR1K1 b - - 0 30,b7h1,
machine_unique,1500,3rk2r/ppq1bpp1/1n2pn1p/2pP4/2P4P/2BQ1NN1/PP3PP1/1K1RR3 b k - 0 16,f6g4,4.0
machine_unique,1500,3rk2r/ppq1bpp1/1n3n1p/2p2N2/2p4P/2B2N2/PP2QPP1/1K1RR3 b k - 1 18,f6g8,
machine_unique,1500,8/ppq1NkB1/5p1p/2pr4/2p3nP/5N2/PP2QPP1/1K2R3 b - - 0 24,c7d6,
machine_unique,1500,r4rk1/6b1/3p1NR1/2pPq3/1pP5/pP2B3/P2N4/1QK4R b - - 0 28,e5f6,3.0
machine_unique,1500,1rb2rk1/1p1p1ppp/p2N4/4b3/1PP5/4PB2/P4P1P/1R1R2K1 b - - 1 22,g7g6,
machine_unique,1500,r3kb1r/5p2/3p3p/1p2p1p1/p2P4/2P1Pq2/BPQ5/R2R2K1 b kq - 0 26,f8g7,
machine_unique,1500,r3r1k1/pp3ppp/3p4/n1p1pNq1/4P3/2PP1Q2/PPB1KP2/6RR b - - 1 20,g5g6,
machine_unique,1500,r2qkb1r/1p4pp/p2p1p1n/2p1n3/8/1PN1P2N/PBP2PP1/R2QK2R b KQkq - 1 12,d8e7,
machine_unique,1500,r2r2k1/pQp1qpbp/6p1/8/1PP5/P2b1B2/R4PPP/2BR2K1 b - - 2 18,d3e4,3.0
machine_unique,1500,3q2k1/pQp2p1p/6pB/8/1Pb5/P1b2B2/5PPP/6K1 b - - 1 22,c3d2,
machine_unique,1500,2k3rr/pp3pp1/2q1p3/2ppP2p/3P1P1Q/2P5/PP1BN3/R5K1 b - - 0 22,c5c4,
machine_unique,1500,r1b1r1k1/2qn1p2/2p4Q/pp2p3/4N2b/PB5P/1PP2PP1/3R1RK1 b - - 0 20,d7f6,
machine_unique,1500,r1br2k1/5p2/2p1nQ2/1p2p3/p7/P6P/BPP2PP1/4R1K1 b - - 1 26,b5b4,
machine_unique,1500,2r5/5ppk/7p/3PPp2/3q3P/1p6/1Pb2RQP/6K1 b - - 5 34,c2d3,
machine_unique,1500,2r5/5ppp/4k3/4p3/8/1KB2P2/1P4PP/2N5 b - - 2 26,h7h5,
machine_unique,1500,2kr3r/p1p3pp/1np1b3/4p3/1bP1Pp2/1P3P2/P1KNNBPP/R2R4 b - - 3 16,b4a3,
control,1500,1k5r/p2Rbppp/Bp6/4P2n/1P6/P4P2/4KP1P/7R b - - 2 24,h5f4,2.0
control,1500,r3q1k1/6bn/p3prpp/1p1bNp2/5P1N/3P3Q/PP4PP/R1B2R1K b - - 6 22,g6g5,1.0
control,1500,8/p4pk1/1p2q1p1/7p/P6P/2Q3P1/5PK1/8 b - - 4 32,g7h7,2.0
control,1500,r1q1r1k1/1p4pp/p2bp3/3p4/P1BR2Q1/2P4P/5PP1/4R1K1 b - - 0 24,d6c5,2.0
control,1500,r1b5/pp3kp1/3p2np/3Pr3/8/2BP2Q1/PPP3PP/6K1 b - - 2 22,e5d5,1.0
control,1500,r1bqk2r/4bp1p/1np3p1/pp6/3P1Q2/P1N2N2/1PP2PPP/2KR1B1R b kq - 0 12,b5b4,2.0
control,1500,2r2rk1/pp3p2/1q1bRppQ/1n1p4/6P1/P1N4P/1PP2P2/R5K1 b - - 0 18,b5c3,2.0
control,1500,r4rk1/1b3ppp/p3p1n1/2p1q1P1/Np2P3/4QB2/PPP3PP/R2R3K b - - 1 20,b7c6,5.0
control,1500,r1b1kb1r/3q1p2/3p2np/pp2p1p1/3PPn2/1QP1BNNP/BP3PP1/R4RK1 b kq - 0 18,a5a4,1.0
control,1500,r3k2r/5pp1/p3p1q1/2Bp4/2p4p/P4RnQ/1PP3P1/4R1K1 b kq - 3 24,g3e4,2.0
control,1500,r3k2r/pppqn3/2n2p2/1B1p1p1R/3P4/4PQ2/PPPN1P2/R3K3 b Qkq - 0 16,e8c8,1.0
control,1500,5r2/4p1kp/1p2n1p1/p1PpP3/Pr5P/3PKP1R/1P1N4/2R5 b - - 2 26,b6c5,1.0
control,1500,8/2q4k/4r1p1/1p1rPpQp/p1pB4/P1P1NR1P/1P4P1/6K1 b - - 4 34,d5e5,2.0
control,1500,6k1/2R1r1pp/2Q5/B3pp2/4q3/5N1P/1r3PP1/1N3RK1 b - - 0 24,e4c6,1.0
control,1500,r2r2k1/p1b3p1/5pp1/2PnP3/3Np3/1PB1P2P/3K2P1/RR6 b - - 0 28,c7e5,2.0
control,1500,5rk1/p1b3pp/2p1p3/8/P7/5R1P/1PP2KPq/3Q4 b - - 2 26,c7b6,1.0
control,1500,r7/p3npk1/2p1pNp1/q2pP1B1/2p3P1/2Pb4/PP3PK1/R6Q b - - 0 24,d3e4,2.0
control,1500,2rk4/1p2b1Qp/p3P1n1/q3n3/2p5/P1N1B3/1PB3PP/1R5K b - - 2 28,d8c7,1.0
control,1500,r1b1k2r/pppp1ppp/2n1p3/8/4Nq2/3B1N2/PPPQ2PP/R4K1R b kq - 7 12,f4d2,1.0
control,1500,4rrk1/pp1q1ppp/2nb2n1/3p4/3N4/2PQBB2/PP3PPP/R3R1K1 b - - 0 16,c6e5,1.0
control,1500,r4r1k/p1p2pp1/np1p3p/4p3/1P5P/2P2P2/P1P2KP1/2BRR3 b - - 1 20,a6b8,2.0
control,1500,2r5/5ppk/7p/3PPp2/7P/1p1q4/1Pb2RQP/6K1 b - - 1 32,d3d1,1.0
control,1500,r1bqr1k1/p2n1pbp/PpQ2np1/3p4/2pPp3/2P1P2P/1P1NBPPB/R3NRK1 b - - 2 16,a8b8,1.0
control,1500,2kr3r/pp2bpp1/3q1np1/2pp4/8/3B1N1P/PP1B1QP1/R2K1R2 b - - 3 20,f6e4,2.0
control,1500,4q3/8/pQ2p1k1/1p1b1pp1/5b2/3P4/PP4PP/3R3K b - - 5 34,e8h8,1.0
control,1500,r2qkb1r/pp1n1ppp/2p2n2/4P3/2B1P1b1/5N2/PPP3PP/RNBQ1RK1 b kq - 0 8,g4f3,2.0
control,1500,r2q1rk1/ppp2ppn/1b1p3p/4p3/4P3/P2P2NP/1PP2PP1/R1BQ1RK1 b - - 2 14,h7g5,3.0
control,1500,r4rk1/ppp2ppp/3q1n2/4n3/1P4b1/P3PN2/3PBPPP/RN1Q1RK1 b - - 6 12,g4f3,3.0
control,1500,r2qk2r/pp3pp1/2p1pn1p/8/2nP4/BQP2B1P/PP3PP1/R4RK1 b kq - 2 16,c4a3,1.0
control,1500,2r3k1/5pp1/4p2p/1p6/PR2P3/1P6/r2R1PPP/4K3 b - - 6 32,a2a1,2.0
control,1500,3rr1k1/p1qPp1bp/1p3p2/1Pp5/Q1P4p/P1pP1R1P/3N1KB1/5R2 b - - 0 26,c7d7,2.0
control,1500,5rk1/p1b3pp/2pqpr2/4p3/P2pn3/R3PP1P/1PPBN1P1/3Q1RK1 b - - 2 18,e4d2,1.0
control,1500,r6r/pn1kpp2/1p1pb1pp/8/2PNPP2/2P5/P3B1PP/R3K2R b KQ - 0 18,a8c8,2.0
control,1500,2kr2r1/ppB1qp2/4b3/3n4/1P5p/P2B2N1/2Q2PPP/R3R1K1 b - - 0 22,e7c7,2.0
control,1500,r1qr2k1/1p2bppp/p2pbn2/2pN2B1/P1B1P3/3Q3P/1PP2PP1/3R1RK1 b - - 5 14,f6d5,1.0
control,1500,2r3k1/2q2pp1/2p1r2p/3n4/PP1B4/2P2P1P/3Q1PK1/5R1R b - - 2 30,e6g6,1.0
control,1500,r3r2k/bp1b1Bpp/p1p5/2P1n3/1P1NPR2/P6P/4N1P1/5RK1 b - - 3 28,e8e7,3.0
control,1500,rnbq1k1r/ppp1b2p/3p1nB1/6N1/4P3/1Q6/PB3PPP/RN2K2R b KQ - 0 10,d6d5,1.0
control,1500,3r1k2/ppq1b1B1/5p1p/2pn1N2/2p3nP/5N2/PP2QPP1/1K1RR3 b - - 1 22,f8g8,2.0
control,1500,4kbnr/2p3pp/p1N5/3rPp2/2N1pBb1/2P5/PP3PPP/R4RK1 b k - 0 14,d5c5,1.0
control,1500,8/pp1r1k2/8/3rp3/3Bp3/Q5P1/PP2P1KP/8 b - - 0 32,e5d4,1.0
control,1500,3qr1k1/Rp1b1pb1/1Pp1p1p1/2P1B2p/3P3P/6P1/1Q3PB1/6K1 b - - 2 34,g7e5,1.0
control,1500,r3kb1r/pp2pppp/8/q4b2/1n1PpB1N/1P2P3/P2NKPPP/R2Q3R b kq - 1 12,a5b5,2.0
control,1500,3r4/1p2b3/pn2p3/2p1Pppk/P1P5/1P1r1N1P/5PK1/1R2RN2 b - - 1 32,b6d7,2.0
control,1500,r3k2r/p4pbp/1p3Bp1/1q6/4P3/5Q2/PPP3PP/R3K2R b KQkq - 0 16,g7f6,1.0
control,1500,8/pppk4/4pp1p/8/1n1r4/2P4R/1K3PPP/4R3 b - - 0 24,b4d3,2.0
control,1500,2k5/1pp2p2/p2p2bK/3Pr3/2P1N3/1P6/PB6/4R3 b - - 7 32,e5e4,1.0
control,1500,3rr1k1/pp2ppbp/2nqbnp1/2p5/1PPp3N/P2P2PP/1B1NPPB1/1R1Q1RK1 b - - 0 14,b7b6,1.0
control,1500,r3r1k1/1pp2q2/pb1pN2p/3P4/3P3P/1Q3P2/P2n1P1K/6R1 b - - 1 24,g8h8,1.0
control,1500,6k1/3b1ppp/3p4/3Pn3/1r2P1PP/1pP2P2/4B3/1NKR4 b - - 0 28,b3b2,1.0
control,1500,r3k2r/pp1nbppp/1qp2nb1/3pNP2/3P4/1Q1BP2P/PP1N2P1/R1B1K2R b KQkq - 0 12,d7e5,1.0
control,1500,rnbqk1nr/p4p1p/2p1p1p1/1p1p4/3P2Q1/2N1PNP1/PPP2PP1/R3KB1R b KQkq - 1 8,e6e5,1.0
control,1500,r4Nk1/1p1b1qp1/p1n2n1p/2Pp4/4p3/P1PB4/1P1N1PPP/2RQR1K1 b - - 0 18,a8f8,1.0
control,1500,6k1/R2n1p2/4pn1p/3p2p1/3P4/5N2/5PPP/2r2NK1 b - - 2 24,g5g4,3.0
control,1500,r1b1kb1r/5p2/3p2np/1p2pNp1/p2PP3/2P1Bq2/BPQ2P2/R2R2K1 b kq - 1 22,g6h4,1.0
control,1500,2kr1b1r/p4ppp/Bp3n2/8/3pP3/P1N2P2/1P2KP1P/3R3R b - - 1 18,c8b8,1.0
machine_unique,2000,r4rk1/1p1bq1p1/p1n2n1p/2Ppp3/7N/P1PB4/1P1N1PPP/2RQR1K1 b - - 1 16,f6g4,4.0
machine_unique,2000,r1bq1rk1/ppp2p2/2n1p2R/3p4/1bPP2p1/2NBPNP1/PP3PP1/2RQK3 b - - 0 12,d5c4,5.0
machine_unique,2000,r4rk1/5p2/5qp1/7p/1p2R2P/3Q1P2/1PP2bR1/1NK5 b - - 1 26,f8d8,2.0
machine_unique,2000,2k3rr/p1qn1p2/4p3/2p1P1Pp/2PpR3/P6Q/2PB2PP/1R5K b - - 0 24,h5h4,
machine_unique,2000,2kr3r/1pp2ppp/2n1p3/8/1b2N3/1BPPP1PP/1P6/2KR3R b - - 0 20,b4f8,
machine_unique,2000,1k1r3r/1pp1bppp/2n1p3/8/3PN3/1BP1P1PP/RPK5/7R b - - 4 24,b7b5,
machine_unique,2000,3r3r/1kp3pp/1pn1p3/5pb1/1P1P4/2P1PBPP/R1KN4/R7 b - - 2 30,d8d5,4.0
machine_unique,2000,r2q1rk1/p4p1p/6pQ/1ppnPb2/3p1P2/1P1P2PP/P1P5/R1B2RK1 b - - 0 20,f8e8,
machine_unique,2000,3r2k1/5p2/1R4np/2p3pq/4P3/4QPR1/1P3P1P/7K b - - 0 32,c5c4,4.0
machine_unique,2000,2r1kr2/pp4pp/2n1P1n1/2b5/Bqp5/2N5/PP2Q1PP/1RB2R1K b - - 8 22,c5d4,4.0
machine_unique,2000,r2qkb1r/4pp1p/2n3p1/pp1p1b2/2pPN3/2P2N1P/PPB2PP1/R1B1QRK1 b kq - 0 12,f8g7,3.0
machine_unique,2000,8/p5p1/1p3k1p/8/P2RPP1P/6P1/4r3/6K1 b - - 0 34,h6h5,4.0
machine_unique,2000,8/6pk/2p5/P2b4/1P4q1/2Q5/6PK/6R1 b - - 1 34,h7g8,4.0
machine_unique,2000,r2q1r1k/pp1b3p/1n2pb2/4B3/2PP1N2/1P2Q2P/P1R5/4KNR1 b - - 2 24,d7e8,
machine_unique,2000,1r6/1p1q1pk1/pR1p2pp/3Ppn2/2P1n3/5N2/PQ3PPP/1R4K1 b - - 3 26,d7e7,
machine_unique,2000,rn1q4/pp1b1kp1/2pP1p2/4Q1B1/7N/2P5/PPP3PP/R4RK1 b - - 0 24,d7e8,
machine_unique,2000,r3r1k1/1ppq4/pb1pN2p/3P2p1/3Pn3/1Q3N1P/P2B1PP1/R5K1 b - - 1 20,d7b5,4.0
machine_unique,2000,rr4k1/2pq1ppp/2pbp3/5b2/pn2N3/2PP1Q1P/PP3PP1/R1BBR1K1 b - - 1 16,b4d3,1.0
machine_unique,2000,2r1k2r/pR1nNpp1/4p1p1/6P1/3P4/5Q1P/P1q2P2/2B1R1K1 b k - 0 20,c8c3,2.0
machine_unique,2000,rn3r2/pp2p1kp/2p3p1/3pPq2/3P3P/3Q1P2/PPP1K3/RN5R b - - 2 16,c6c5,
machine_unique,2000,r1b4r/pp3kp1/2p5/1n1pBP2/6P1/3P2K1/PPP5/RN6 b - - 4 26,c8f5,
machine_unique,2000,2kr4/ppb2R2/8/2p4p/1q4pP/2N1P3/PP1R1PP1/3Q2K1 b - - 0 34,c7h2,
machine_unique,2000,2rq1rk1/1b3p2/1p2p3/p1b1P1p1/P5p1/1P1PN1P1/1QN2P1P/3RR1K1 b - - 4 26,g8g7,3.0
machine_unique,2000,r1b1k2r/ppp2ppp/2n1p3/2Np4/8/3B4/PPPN2PP/R4K1R b kq - 1 14,e8e7,
machine_unique,2000,r1b2rk1/5ppp/2p5/p3P3/Pp3N1Q/1B2q2P/1PP3P1/5R1K b - - 2 24,a8a7,
machine_unique,2000,r4rk1/5ppp/b1p1P3/p7/Pp3N1Q/1B5P/1PPq2P1/4R2K b - - 0 26,a8a7,
machine_unique,2000,1r1r4/p5bk/8/2p3qp/2NpPpP1/1PPR4/P4Q1P/3R2K1 b - - 0 30,d4c3,3.0
machine_unique,2000,2r3k1/pp1qRppp/n7/Q2b2B1/3P4/6P1/PP3P1P/6K1 b - - 1 22,d7e7,2.0
machine_unique,2000,r1b1kbnr/ppQp2pp/3n4/4qP2/4p3/8/PPPPNPPP/RNB2RK1 b kq - 0 10,b7b6,
machine_unique,2000,r1b1k1n1/pppp1p2/8/3P4/5pp1/2P5/PP4P1/RNB1K3 b Qq - 0 16,g8e7,4.0
machine_unique,2000,2kr4/ppp2p2/3p1n2/3P2K1/2P3b1/8/PP6/RNB5 b - - 4 22,f6d5,4.0
machine_unique,2000,8/1QR2pbk/6p1/1P1Np2p/P2nP2P/8/5PPK/4q3 b - - 6 34,d4e2,2.0
machine_unique,2000,r4rk1/1b1p1p2/3N2p1/4N1Qp/4P2P/P7/1P3qP1/1K5R b - - 0 22,f8b8,
machine_unique,2000,r4qk1/2p1b1p1/1pN2p1p/pP1r4/2QP4/P3P2P/5PP1/R4RK1 b - - 3 26,g8h7,
machine_unique,2000,r1r1b1k1/pp2qpp1/4p2p/2n1N3/2RN1P2/1P4Q1/P5PP/4R1K1 b - - 0 24,c5a6,
machine_unique,2000,4r1k1/3Q2pp/4ppb1/p7/3P4/1P2PP1K/r6P/6R1 b - - 5 34,g6f7,
machine_unique,2000,rn2k2r/ppp1nppp/5q2/3P4/2B4b/2N4b/PPPPQ2N/R1B3RK b kq - 6 12,f6f2,4.0
machine_unique,2000,r3kbnr/pp1b1ppp/2n1p3/3pP3/R2P4/2PBB3/1q3PPP/1N1QK1NR b Kkq - 4 10,a7a6,
machine_unique,2000,r2r2k1/1p4bp/2pNpnp1/p1P5/2NpP3/P6P/1P3PP1/R3K2R b KQ - 1 20,a5a4,
machine_unique,2000,2r3k1/1r5p/1P2p1p1/2b1N3/2Np1PPn/P6P/1P6/1K1R3R b - - 4 30,c8a8,
machine_unique,2000,5qk1/1p1Q3p/p2br1p1/3p4/P5R1/2PB3P/5PP1/6K1 b - - 2 30,e6e7,4.0
machine_unique,2000,r2qr1k1/1pp2pbp/p1n1bnp1/3p4/3P1B2/P1N1PN1P/1P2BPP1/2RQ1RK1 b - - 0 12,g7f8,
machine_unique,2000,r3r1k1/pp3ppp/5q2/2b5/P4Nnn/3B3R/1PPB4/R2Q1K2 b - - 3 22,f6d4,5.0
machine_unique,2000,8/1R6/p5pb/k2N4/4r1P1/8/PPP5/1K1R4 b - - 0 32,h6f8,3.0
machine_unique,2000,r1r5/1p1k1pp1/2q1p2p/P2pP3/5P2/8/3N2PP/QR5K b - - 0 24,a8a5,
machine_unique,2000,r1b1k2r/p4ppp/2pqp3/1p5Q/2p1P2P/P1Nn2P1/1P3PB1/3R1RK1 b kq - 1 18,e6e5,
machine_unique,2000,kr6/5p1p/4bp2/2p2P2/3pR1P1/qP1P3P/1NP5/1K1R4 b - - 0 30,b8b3,3.0
machine_unique,2000,2r1kb1r/Nppn1ppp/4p3/4P3/1PB3b1/3PQ1P1/P1PB3q/R3K1R1 b Qk - 0 18,d7e5,2.0
machine_unique,2000,2r1kb1r/Nppn1ppp/4p3/4P3/1PB3b1/3PQ1P1/P1PB3q/R3K1R1 b Qk - 4 20,d7e5,2.0
machine_unique,2000,r2q1rk1/p3b3/1p2R1bp/3p1pp1/3P4/1QP3N1/PP1B1PPP/R5K1 b - - 1 22,d8d7,
machine_unique,2000,r4rk1/p3qb2/1p5R/3p2p1/3P1p2/1QP5/PP1B1PPP/4R1K1 b - - 1 26,e7e1,
machine_unique,2000,8/1bp1nk2/1q2pp2/1P1p2p1/3P3p/r1PNPN1P/2Q2PP1/5RK1 b - - 8 24,f7g7,4.0
machine_unique,2000,8/1bp1nk2/q3pp2/2Np2p1/3P3p/r1P1PN1P/2Q2PP1/1R4K1 b - - 3 26,e7f5,
machine_unique,2000,r1b3k1/1p1p1r1p/pq2n2Q/5p2/2B2P1P/8/PB3RP1/3R2K1 b - - 1 22,a6a5,5.0
machine_unique,2000,8/pppk4/4pp1p/3r4/8/K1Pn3R/5PPP/5R2 b - - 4 26,d3e5,5.0
machine_unique,2000,7r/p2Nnpk1/1qp1p1p1/4P1B1/2p3P1/2Pb4/P2Q1PK1/R7 b - - 0 28,e7d5,
machine_unique,2000,3q2kB/p2Nnp2/2p1p1p1/4P3/2p3P1/2Pb4/P2Q1PK1/R7 b - - 0 30,d3e4,3.0
machine_unique,2000,r1b2rk1/ppp2ppp/2n5/2b1P3/5P2/5N2/PPP1K1PP/R1B2B1R b - - 4 10,c6b4,4.0
machine_unique,2000,r3k2r/1b2b2p/p1nqNn2/8/Pp6/7Q/BPP2PPP/R1B1R1K1 b - - 4 20,h8g8,4.0
machine_unique,2000,3rk2r/1b2b2p/p2qNn2/4B3/Pp6/7Q/BPP2PPP/R3R1K1 b - - 0 22,f6e4,
machine_unique,2000,5k1r/1b1Qb2p/p7/6q1/Pp6/6P1/BPP2P1P/3RR1K1 b - - 0 30,b7h1,
machine_unique,2000,3rk2r/ppq1bpp1/1n2pn1p/2pP4/2P4P/2BQ1NN1/PP3PP1/1K1RR3 b k - 0 16,f6g4,
machine_unique,2000,3rk2r/ppq1bpp1/1n3n1p/2p2N2/2p4P/2B2N2/PP2QPP1/1K1RR3 b k - 1 18,f6g8,
machine_unique,2000,8/ppq1NkB1/5p1p/2pr4/2p3nP/5N2/PP2QPP1/1K2R3 b - - 0 24,c7d6,
machine_unique,2000,r4rk1/6b1/3p1NR1/2pPq3/1pP5/pP2B3/P2N4/1QK4R b - - 0 28,e5f6,3.0
machine_unique,2000,1rb2rk1/1p1p1ppp/p2N4/4b3/1PP5/4PB2/P4P1P/1R1R2K1 b - - 1 22,g7g6,
machine_unique,2000,r3kb1r/5p2/3p3p/1p2p1p1/p2P4/2P1Pq2/BPQ5/R2R2K1 b kq - 0 26,f8g7,5.0
machine_unique,2000,r3r1k1/pp3ppp/3p4/n1p1pNq1/4P3/2PP1Q2/PPB1KP2/6RR b - - 1 20,g5g6,
machine_unique,2000,r2qkb1r/1p4pp/p2p1p1n/2p1n3/8/1PN1P2N/PBP2PP1/R2QK2R b KQkq - 1 12,d8e7,
machine_unique,2000,r2r2k1/pQp1qpbp/6p1/8/1PP5/P2b1B2/R4PPP/2BR2K1 b - - 2 18,d3e4,3.0
machine_unique,2000,3q2k1/pQp2p1p/6pB/8/1Pb5/P1b2B2/5PPP/6K1 b - - 1 22,c3d2,
machine_unique,2000,2k3rr/pp3pp1/2q1p3/2ppP2p/3P1P1Q/2P5/PP1BN3/R5K1 b - - 0 22,c5c4,
machine_unique,2000,r1b1r1k1/2qn1p2/2p4Q/pp2p3/4N2b/PB5P/1PP2PP1/3R1RK1 b - - 0 20,d7f6,
machine_unique,2000,r1br2k1/5p2/2p1nQ2/1p2p3/p7/P6P/BPP2PP1/4R1K1 b - - 1 26,b5b4,
machine_unique,2000,2r5/5ppk/7p/3PPp2/3q3P/1p6/1Pb2RQP/6K1 b - - 5 34,c2d3,5.0
machine_unique,2000,2r5/5ppp/4k3/4p3/8/1KB2P2/1P4PP/2N5 b - - 2 26,h7h5,
machine_unique,2000,2kr3r/p1p3pp/1np1b3/4p3/1bP1Pp2/1P3P2/P1KNNBPP/R2R4 b - - 3 16,b4a3,
control,2000,1k5r/p2Rbppp/Bp6/4P2n/1P6/P4P2/4KP1P/7R b - - 2 24,h5f4,3.0
control,2000,r3q1k1/6bn/p3prpp/1p1bNp2/5P1N/3P3Q/PP4PP/R1B2R1K b - - 6 22,g6g5,1.0
control,2000,8/p4pk1/1p2q1p1/7p/P6P/2Q3P1/5PK1/8 b - - 4 32,g7h7,2.0
control,2000,r1q1r1k1/1p4pp/p2bp3/3p4/P1BR2Q1/2P4P/5PP1/4R1K1 b - - 0 24,d6c5,1.0
control,2000,r1b5/pp3kp1/3p2np/3Pr3/8/2BP2Q1/PPP3PP/6K1 b - - 2 22,e5d5,1.0
control,2000,r1bqk2r/4bp1p/1np3p1/pp6/3P1Q2/P1N2N2/1PP2PPP/2KR1B1R b kq - 0 12,b5b4,2.0
control,2000,2r2rk1/pp3p2/1q1bRppQ/1n1p4/6P1/P1N4P/1PP2P2/R5K1 b - - 0 18,b5c3,1.0
control,2000,r4rk1/1b3ppp/p3p1n1/2p1q1P1/Np2P3/4QB2/PPP3PP/R2R3K b - - 1 20,b7c6,4.0
control,2000,r1b1kb1r/3q1p2/3p2np/pp2p1p1/3PPn2/1QP1BNNP/BP3PP1/R4RK1 b kq - 0 18,a5a4,1.0
control,2000,r3k2r/5pp1/p3p1q1/2Bp4/2p4p/P4RnQ/1PP3P1/4R1K1 b kq - 3 24,g3e4,1.0
control,2000,r3k2r/pppqn3/2n2p2/1B1p1p1R/3P4/4PQ2/PPPN1P2/R3K3 b Qkq - 0 16,e8c8,1.0
control,2000,5r2/4p1kp/1p2n1p1/p1PpP3/Pr5P/3PKP1R/1P1N4/2R5 b - - 2 26,b6c5,1.0
control,2000,8/2q4k/4r1p1/1p1rPpQp/p1pB4/P1P1NR1P/1P4P1/6K1 b - - 4 34,d5e5,2.0
control,2000,6k1/2R1r1pp/2Q5/B3pp2/4q3/5N1P/1r3PP1/1N3RK1 b - - 0 24,e4c6,1.0
control,2000,r2r2k1/p1b3p1/5pp1/2PnP3/3Np3/1PB1P2P/3K2P1/RR6 b - - 0 28,c7e5,2.0
control,2000,5rk1/p1b3pp/2p1p3/8/P7/5R1P/1PP2KPq/3Q4 b - - 2 26,c7b6,1.0
control,2000,r7/p3npk1/2p1pNp1/q2pP1B1/2p3P1/2Pb4/PP3PK1/R6Q b - - 0 24,d3e4,2.0
control,2000,2rk4/1p2b1Qp/p3P1n1/q3n3/2p5/P1N1B3/1PB3PP/1R5K b - - 2 28,d8c7,1.0
control,2000,r1b1k2r/pppp1ppp/2n1p3/8/4Nq2/3B1N2/PPPQ2PP/R4K1R b kq - 7 12,f4d2,2.0
control,2000,4rrk1/pp1q1ppp/2nb2n1/3p4/3N4/2PQBB2/PP3PPP/R3R1K1 b - - 0 16,c6e5,1.0
control,2000,r4r1k/p1p2pp1/np1p3p/4p3/1P5P/2P2P2/P1P2KP1/2BRR3 b - - 1 20,a6b8,2.0
control,2000,2r5/5ppk/7p/3PPp2/7P/1p1q4/1Pb2RQP/6K1 b - - 1 32,d3d1,1.0
control,2000,r1bqr1k1/p2n1pbp/PpQ2np1/3p4/2pPp3/2P1P2P/1P1NBPPB/R3NRK1 b - - 2 16,a8b8,1.0
control,2000,2kr3r/pp2bpp1/3q1np1/2pp4/8/3B1N1P/PP1B1QP1/R2K1R2 b - - 3 20,f6e4,1.0
control,2000,4q3/8/pQ2p1k1/1p1b1pp1/5b2/3P4/PP4PP/3R3K b - - 5 34,e8h8,1.0
control,2000,r2qkb1r/pp1n1ppp/2p2n2/4P3/2B1P1b1/5N2/PPP3PP/RNBQ1RK1 b kq - 0 8,g4f3,2.0
control,2000,r2q1rk1/ppp2ppn/1b1p3p/4p3/4P3/P2P2NP/1PP2PP1/R1BQ1RK1 b - - 2 14,h7g5,2.0
control,2000,r4rk1/ppp2ppp/3q1n2/4n3/1P4b1/P3PN2/3PBPPP/RN1Q1RK1 b - - 6 12,g4f3,3.0
control,2000,r2qk2r/pp3pp1/2p1pn1p/8/2nP4/BQP2B1P/PP3PP1/R4RK1 b kq - 2 16,c4a3,1.0
control,2000,2r3k1/5pp1/4p2p/1p6/PR2P3/1P6/r2R1PPP/4K3 b - - 6 32,a2a1,2.0
control,2000,3rr1k1/p1qPp1bp/1p3p2/1Pp5/Q1P4p/P1pP1R1P/3N1KB1/5R2 b - - 0 26,c7d7,2.0
control,2000,5rk1/p1b3pp/2pqpr2/4p3/P2pn3/R3PP1P/1PPBN1P1/3Q1RK1 b - - 2 18,e4d2,1.0
control,2000,r6r/pn1kpp2/1p1pb1pp/8/2PNPP2/2P5/P3B1PP/R3K2R b KQ - 0 18,a8c8,2.0
control,2000,2kr2r1/ppB1qp2/4b3/3n4/1P5p/P2B2N1/2Q2PPP/R3R1K1 b - - 0 22,e7c7,2.0
control,2000,r1qr2k1/1p2bppp/p2pbn2/2pN2B1/P1B1P3/3Q3P/1PP2PP1/3R1RK1 b - - 5 14,f6d5,1.0
control,2000,2r3k1/2q2pp1/2p1r2p/3n4/PP1B4/2P2P1P/3Q1PK1/5R1R b - - 2 30,e6g6,1.0
control,2000,r3r2k/bp1b1Bpp/p1p5/2P1n3/1P1NPR2/P6P/4N1P1/5RK1 b - - 3 28,e8e7,3.0
control,2000,rnbq1k1r/ppp1b2p/3p1nB1/6N1/4P3/1Q6/PB3PPP/RN2K2R b KQ - 0 10,d6d5,1.0
