fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core
8/pp4k1/4qnpr/2pbN2p/3P1R2/2NQ3P/PP4PK/8 b - - 1 30,60,e2124,a7a6,-202,32,g6g5,0.0105,0.0108,0.0111,0.0137,c5d4,c5d4,c5d4,c5d4,103.0,0.0137,0.0032,True,elite,03_elite_b3,2503,2353,2353,False,True
r7/4b3/2bpp1k1/p5PN/1pR1P1QP/8/PPP2r1q/1K1R4 b - - 1 28,56,e2127,a8a6,-263,3,c6b5,0.013,0.0147,0.0162,0.0226,c6d7,c6d7,c6d7,c6d7,219.0,0.0226,0.0096,True,elite,03_elite_b3,2518,2378,2378,False,True
2R4r/4b3/3ppNk1/pb4P1/1p2P1QP/8/PPP2r1q/1K1R4 b - - 5 30,60,e2127,e7d8,-268,89,b5e2,0.0044,0.0033,0.0029,0.0034,h8c8,h8c8,h8c8,h8c8,1729.0,0.0044,-0.001,True,elite,03_elite_b3,2518,2378,2378,False,True
3r2k1/p2q1pbp/2R3p1/3Pr3/7P/3QB3/P4PP1/3R2K1 b - - 0 22,44,e2128,g7f8,-85,93,h7h5,0.0008,0.0005,0.0003,0.0003,e5d5,e5d5,e5d5,e5d5,591.0,0.0008,-0.0005,True,elite,03_elite_b3,2720,2756,2756,False,True
r1b3k1/4qr1p/3pNP2/1ppPp3/1p2P2P/5Q2/P7/R4R1K b - - 0 28,56,e2132,e7e6,-516,2,e7e8,0.0085,0.0097,0.0107,0.0117,f7f6,e7d7,e7d7,e7a7,443.0,0.0117,0.0032,True,elite,03_elite_b3,2513,2550,2550,False,True
6k1/4pp2/3p2pp/1NpP4/2B1Q3/7P/1rP2PPK/q7 b - - 3 22,44,e2134,a1a4,311,309,g8f8,0.0375,0.0405,0.0397,0.0384,b2b1,b2b1,b2b1,b2b1,671.0,0.0405,0.0009,True,elite,03_elite_b3,2588,2550,2550,False,True
2r1r1k1/p1qnBp1p/b3p1pP/2p1P3/2Pp1QN1/P2P1NP1/5PB1/2n1R1K1 b - - 0 26,52,e2135,f7f5,-397,18,e8e7,0.0052,0.0106,0.0233,0.0481,c1d3,c1d3,c1d3,c1d3,222.0,0.0481,0.0429,True,elite,03_elite_b3,2534,2498,2498,False,True
r1rq2k1/pp1n1pp1/4pnbp/2b5/4P3/2N2NP1/PP1B1PBP/RQ1R2K1 b - - 2 16,32,e2136,b7b5,188,10,d8e7,0.0096,0.0052,0.0028,0.0032,f6g4,d8b6,d8b6,d8b6,141.0,0.0096,-0.0064,True,elite,03_elite_b3,2560,2541,2541,False,True
2r3rk/p1q1b2p/2p2pb1/2ppp3/P3P2Q/1P1P1N1P/1BP3P1/R4RK1 b - - 5 20,40,e2140,c5c4,19,1,g8g7,0.0231,0.0141,0.0131,0.02,f6f5,f6f5,f6f5,f6f5,276.0,0.0231,-0.0031,True,elite,03_elite_b3,2815,2758,2758,False,True
6rk/p3b1rp/2p4Q/2pp1R2/P3p1P1/1P4qP/2P5/2B1RK2 b - - 3 28,56,e2140,g8f8,435,271,e7h4,0.038,0.0393,0.0421,0.0446,e7h4,e7h4,e7h4,e7h4,410.0,0.0446,0.0066,True,elite,03_elite_b3,2815,2758,2758,False,True
2b2rk1/5pp1/2Bp3p/p1nNp3/P1P4q/6P1/1r3P1P/R2Q1RK1 b - - 0 18,36,e2146,h4d8,168,21,h4c4,0.0194,0.0213,0.0237,0.0279,h4c4,h4c4,h4c4,h4c4,130.0,0.0279,0.0085,True,elite,03_elite_b3,2526,2526,2526,False,True
8/8/4pk2/p1r1p1p1/P3R1P1/5PK1/r3R3/8 b - - 1 34,68,e2146,c5c2,416,0,a2e2,0.0477,0.0337,0.0281,0.0309,a2a3,a2a3,a2a3,a2a3,317.0,0.0477,-0.0168,True,elite,03_elite_b3,2526,2526,2526,False,True
3rr1k1/ppqn1pbb/2p3pp/P3p3/1PN1P3/2BP3P/1Q2BPP1/3RR1K1 b - - 0 26,52,e2149,g6g5,-140,18,c6c5,0.0223,0.0212,0.025,0.0348,b7b5,b7b5,f7f5,f7f5,184.0,0.0348,0.0125,True,elite,03_elite_b3,2687,2498,2498,False,True
r1b2rk1/2p1bppp/p7/2PpNq2/3Pn3/8/PPQ2PPP/RNB1R1K1 b - - 6 14,28,e2151,f8e8,-128,3,e7c5,0.0092,0.0075,0.0069,0.0077,e7h4,e7h4,e7h4,f7f6,121.0,0.0092,-0.0015,True,elite,03_elite_b3,2514,2690,2690,False,True
r4rk1/2p3pp/p1N2p2/2Q5/3Pp2K/5q2/PP5P/RNB5 b - - 3 24,48,e2151,g8h8,1988,2,g7g5,0.002,0.0027,0.0039,0.0057,g7g5,g7g5,g7g5,g7g5,887.0,0.0057,0.0037,True,elite,03_elite_b3,2514,2690,2690,False,True
8/p4qk1/1p1Q2p1/P1p2p1p/2P2PnP/3B1KP1/8/8 b - - 0 34,68,e2154,f7e8,749,575,f7b7,0.0299,0.0341,0.0376,0.0495,b6a5,b6a5,f7b7,f7b7,573.0,0.0495,0.0196,True,elite,03_elite_b3,2618,2748,2748,False,True
1rbq1rk1/1p2p1b1/p2p1p1p/2pP2p1/P3PPnP/6B1/1PPQN1P1/R3RBK1 b - - 2 20,40,e2163,f6f5,101,122,g5h4,0.0379,0.0435,0.0422,0.0289,g5h4,g5h4,b7b5,b7b5,169.0,0.0435,-0.009,True,elite,03_elite_b3,2544,2559,2559,False,True
1rb1q1r1/4p2k/p2p1p1b/2pPnP1p/4PN1B/2P3P1/1P2Q1B1/1R2R2K b - - 7 30,60,e2163,a6a5,79,16,g8g4,0.0259,0.0128,0.0074,0.0061,h6f4,h6f4,h6f4,h6f4,105.0,0.0259,-0.0198,True,elite,03_elite_b3,2544,2559,2559,False,True
r3r3/ppQNkb2/7b/8/2P5/P7/1B3PPK/4q3 b - - 4 34,68,e2165,e8c8,710,21,h6f4,0.0178,0.0156,0.0104,0.0072,e1f2,e1f2,e1e6,e1e6,600.0,0.0178,-0.0106,True,elite,03_elite_b3,2427,2545,2545,False,True
5rk1/2p3pp/p1P1p1r1/3p4/1P1P1P2/4PP1q/4Q2P/R1R4K b - - 2 32,64,e2166,f8b8,22,55,h7h6,0.0181,0.0177,0.0219,0.0247,f8f5,f8f5,f8f5,f8f5,282.0,0.0247,0.0066,True,elite,03_elite_b3,2590,2445,2445,False,True
1k1r3r/pbpnqpb1/1p1pp2p/3P2p1/4P3/1BP2NP1/PPQN1PP1/2KRR3 b - - 0 16,32,e2167,h8e8,56,1,g5g4,0.013,0.01,0.0095,0.014,e6e5,e6e5,e6e5,e6e5,160.0,0.014,0.001,True,elite,03_elite_b3,2393,2542,2542,False,True
r4nk1/1ppq1rp1/5p1p/p1nPp2Q/2P4N/2R3B1/PP4PP/4R2K b - - 0 26,52,e2169,b7b6,124,28,e5e4,0.0258,0.0321,0.0341,0.0267,c5a4,a8e8,g8h7,g8h7,151.0,0.0341,0.0009,True,elite,03_elite_b3,2668,2690,2690,False,True
3r2k1/p4p2/3rp2p/1pb3p1/4P3/1B3N1P/PR1B1PP1/5K2 b - - 1 30,60,e2174,d8c8,-142,6,c5b6,0.002,0.0015,0.0012,0.0013,f7f5,f7f5,a7a5,a7a5,164.0,0.002,-0.0007,True,elite,03_elite_b3,3028,2763,2763,False,True
5rk1/p2b2b1/1pn2q1p/4p1pP/2PpQ3/5N2/P4PP1/1B1RR1K1 b - - 1 26,52,e2180,f8f7,-123,51,g5g4,0.015,0.0157,0.0124,0.0086,d7f5,d7f5,d7f5,d7f5,258.0,0.0157,-0.0064,True,elite,03_elite_b3,2566,2669,2669,False,True
5r2/p4kb1/1p2bq1p/4p2P/2B1Q1p1/8/P4PP1/3R1RK1 b - - 5 34,68,e2180,b6b5,-464,101,f7g8,0.0137,0.0056,0.0031,0.0024,e6c4,e6c4,e6c4,e6c4,135.0,0.0137,-0.0113,True,elite,03_elite_b3,2566,2669,2669,False,True
rnbk3r/p1p1ppbp/1p4p1/1B2p3/8/2P1BN2/PPP2PPP/R4RK1 b - - 1 10,20,e2181,e7e6,123,20,c7c6,0.0124,0.0104,0.0076,0.0038,c8b7,c8b7,c8b7,c8b7,346.0,0.0124,-0.0086,True,elite,03_elite_b3,2453,2519,2519,False,True
r2b2k1/1Q3pp1/4bn1p/2pNp3/q1P1P3/3B3P/3N1PP1/1R4K1 b - - 5 32,64,e2182,f6d7,6,18,a4a2,0.0255,0.0285,0.0318,0.0428,e6d5,e6d5,e6d5,e6d5,174.0,0.0428,0.0173,True,elite,03_elite_b3,2583,2606,2606,False,True
1r3rk1/6pp/p1p4q/2Q5/Pp2PpR1/1P1P4/5P2/2R3K1 b - - 1 28,56,e2185,b8d8,85,25,f8f6,0.0173,0.016,0.0203,0.0386,f4f3,f4f3,f4f3,f4f3,106.0,0.0386,0.0213,True,elite,03_elite_b3,2561,2525,2525,False,True
2bq1rk1/p2n1pp1/2p5/4p1PQ/1NPpP3/P2P3P/1r3PB1/R4K1R b - - 0 24,48,e2192,d8c7,252,32,d7c5,0.0022,0.0034,0.0069,0.0106,c6c5,c6c5,c6c5,c6c5,307.0,0.0106,0.0084,True,elite,03_elite_b3,2758,2714,2714,False,True
2kr1br1/p4q2/2p2p1p/1pp4b/5nN1/P2P1N1P/1PPB1PP1/R2QR1K1 b - - 3 18,36,e2193,f4g2,6,6,f4h3,0.0426,0.038,0.0358,0.0435,h5g4,h5g4,h5g4,h5g4,132.0,0.0435,0.0009,True,elite,03_elite_b3,2533,2521,2521,False,True
5r2/2pnk1p1/pbn1p1Pp/1p2p3/4P3/N1P3B1/PP2RPP1/2KR4 b - - 2 22,44,e2194,f8c8,-276,10,d7c5,0.0002,0.0003,0.0003,0.0004,f8f6,f8f6,f8f6,f8f6,170.0,0.0004,0.0002,True,elite,03_elite_b3,2575,2526,2526,False,True
r5k1/p4p1p/p1P3p1/8/5K1P/8/b3N3/2R5 b - - 0 24,48,e2197,g8f8,157,100,a2e6,0.0148,0.0151,0.016,0.025,a8c8,a8c8,a2e6,a2e6,201.0,0.025,0.0102,True,elite,03_elite_b3,2611,2755,2755,False,True
r2qkb1r/3n1ppp/p3p3/3b4/1p1QNB2/5N2/PPP2PPP/2KRR3 b kq - 3 14,28,e2203,d7b6,-216,70,a8c8,0.0262,0.0242,0.0263,0.0272,d5a2,d5a2,d5a2,d5a2,201.0,0.0272,0.001,True,elite,03_elite_b3,2359,2502,2502,False,True
r2qr1k1/p1p2pp1/1pn3p1/n1PN2b1/3P1N2/1P3P2/P2Q1BPP/2RR2K1 b - - 0 20,40,e2207,a8c8,-194,35,b6c5,0.0142,0.0122,0.0101,0.0115,g5f4,g5f4,d8d5,d8d5,219.0,0.0142,-0.0027,True,elite,03_elite_b3,2614,2544,2544,False,True
2rr2k1/1p2bppp/p3pn2/3pB3/6q1/P1N1R2Q/1PP1RPPP/6K1 b - - 5 20,40,e2212,d5d4,540,249,g4h3,0.0381,0.0177,0.0118,0.013,g4h3,g4h3,g4h3,g4h3,261.0,0.0381,-0.0251,True,elite,03_elite_b3,2363,2675,2675,False,True
1r3rk1/N1pqb1pp/n3p3/3p4/b2PpB2/1P2P1P1/2P2P1P/R2QRBK1 b - - 0 16,32,e2220,e6e5,-329,3,b8b7,0.0033,0.0031,0.0038,0.0046,a4b5,a4b5,a4b5,a4b5,142.0,0.0046,0.0013,True,elite,03_elite_b3,2646,2546,2546,False,True
1r4k1/N1pqb2p/4p3/3pB1p1/R2P4/2P1P1P1/1r3P1P/R1Q3K1 b - - 5 24,48,e2220,d7e8,-399,2,b8b7,0.0236,0.0269,0.0263,0.0209,b2b1,b2e2,b8f8,b8f8,260.0,0.0269,-0.0027,True,elite,03_elite_b3,2646,2546,2546,False,True
2N3k1/1r2b2p/4p3/2pqB1p1/3P4/1r2P1P1/R4P1P/R1Q3K1 b - - 1 28,56,e2220,d5e4,-504,59,e7f8,0.014,0.0118,0.0091,0.0071,c5d4,c5d4,c5d4,c5d4,295.0,0.014,-0.0069,True,elite,03_elite_b3,2646,2546,2546,False,True
R4bk1/7p/3Np3/2P1B1p1/8/1r2PqP1/1r3P1P/R4QK1 b - - 0 32,64,e2220,f3a8,-636,9,b2d2,0.0115,0.0087,0.0057,0.0038,b2c2,b2c2,b2c2,b2f2,408.0,0.0115,-0.0077,True,elite,03_elite_b3,2646,2546,2546,False,True
1k1r3r/1pqbbp2/p2ppp1p/5P2/3QP3/1BN5/PPP3PP/1K1R1R2 b - - 4 16,32,e2230,h6h5,-66,9,d8c8,0.0088,0.0073,0.0073,0.0091,e6e5,e6e5,e6e5,d7c6,239.0,0.0091,0.0003,True,elite,03_elite_b3,2747,2619,2619,False,True
r7/p2bk3/B1n5/5p2/1r2p3/RP2N1P1/6P1/2R3K1 b - - 3 34,68,e2235,e7e6,-56,1,e7f7,0.0177,0.0202,0.022,0.0247,c6d4,c6d4,c6d4,c6d4,409.0,0.0247,0.007,True,elite,03_elite_b3,2365,2549,2549,False,True
r2qr1k1/pp3b1p/1np3pP/3n1pP1/8/3P1BB1/PPPQN3/2KR3R b - - 2 22,44,e2239,d5c7,-160,30,d5e3,0.0135,0.0095,0.0051,0.0026,d5e3,d5e3,d5e3,d5e3,450.0,0.0135,-0.0109,True,elite,03_elite_b3,2501,2502,2502,False,True
r1r3k1/p3qpb1/2p2np1/N2p1bnp/N2Pp3/4P2P/P4PPB/2RQRBK1 b - - 6 22,44,e2241,f5h3,98,77,e7e8,0.0117,0.0121,0.0089,0.0051,f5d7,f5d7,f5d7,f5d7,166.0,0.0121,-0.0066,True,elite,03_elite_b3,2521,2506,2506,False,True
rn1qkb1r/pp3ppp/4pnb1/3pN3/3P2PP/2N5/PPP1QP2/R1B1KB1R b KQkq - 1 10,20,e2242,f8b4,-285,6,b8c6,0.0427,0.0266,0.0238,0.0175,h7h5,h7h6,h7h6,h7h5,105.0,0.0427,-0.0252,True,elite,03_elite_b3,2582,2555,2555,False,True
6k1/5pb1/QB2p1pp/2N2q2/P4P2/8/1n4PP/3r1R1K b - - 0 28,56,e2245,f5b1,702,392,f5f4,0.0143,0.0154,0.0201,0.0322,d1f1,d1f1,d1f1,d1f1,507.0,0.0322,0.0179,True,elite,03_elite_b3,2516,2443,2443,False,True
1r3r1k/2nq2b1/pn1p2pp/1bpP4/2B1NP2/1PNQ2B1/6PP/1R2R1K1 b - - 2 24,48,e2246,f8f5,40,8,b8e8,0.0169,0.0198,0.0293,0.0439,b5c4,b5c4,b5c4,b5c4,168.0,0.0439,0.027,True,elite,03_elite_b3,2531,2536,2536,False,True
4rr1k/2nq4/pn1p2pp/1bpP4/2BbNP2/1PNQ2B1/6PP/3RR2K b - - 6 26,52,e2246,b6d5,38,23,h8h7,0.0418,0.0411,0.0424,0.042,b5c4,b5c4,b5c4,b5c4,218.0,0.0424,0.0002,True,elite,03_elite_b3,2531,2536,2536,False,True
5r2/2nqr2k/pn1p2pp/1bpP4/2BbNP2/1PNQ2BP/6P1/3R1R1K b - - 2 28,56,e2246,b6d5,119,142,f8e8,0.0279,0.0293,0.0299,0.0287,b5c4,b5c4,b5c4,b5c4,248.0,0.0299,0.0008,True,elite,03_elite_b3,2531,2536,2536,False,True
r7/5pkp/1RN1b1p1/5p2/2P5/8/2R2PPP/r4BK1 b - - 2 28,56,e2247,a1e1,0,1,a1d1,0.0107,0.0117,0.0115,0.0107,e6c4,e6c4,a8a2,a8a2,494.0,0.0117,0.0,True,elite,03_elite_b3,2520,2377,2377,False,True
8/5pkp/1RN1b1p1/5p2/2P4P/8/2R2PPK/r2r1B2 b - - 2 30,60,e2247,f5f4,228,193,d1f1,0.0048,0.0026,0.0019,0.0032,d1f1,d1f1,d1f1,d1f1,189.0,0.0048,-0.0016,True,elite,03_elite_b3,2520,2377,2377,False,True
8/p3k2p/1p1r3P/b2B1p1R/Q3P3/8/3r1P2/5K2 b - - 1 32,64,e2253,d6f6,-582,72,f5e4,0.0117,0.0153,0.0188,0.0248,f5e4,f5e4,f5e4,f5e4,1409.0,0.0248,0.0131,True,elite,03_elite_b3,2562,2443,2443,False,True
3k4/p6Q/1p1r3P/b2B3R/8/8/3r1P2/5K2 b - - 0 34,68,e2253,b6b5,-694,13,d6d5,0.006,0.0041,0.0039,0.0053,d2d5,d2d5,d2d5,d2d5,504.0,0.006,-0.0007,True,elite,03_elite_b3,2562,2443,2443,False,True
r1b1k2r/2p1nppp/p7/2Pp4/5B2/2P2N2/P4PPP/R3K2R b KQkq - 0 14,28,e2255,c8g4,-42,6,c7c6,0.0258,0.0116,0.0077,0.006,c7c6,c7c6,c7c6,c7c6,202.0,0.0258,-0.0198,True,elite,03_elite_b3,2502,2453,2453,False,True
rn1qk2r/3bbppp/p2ppn2/1p6/3NP1P1/PBN1B3/1PP2P1P/R2QK2R b KQkq - 0 10,20,e2261,h7h5,-97,5,h7h6,0.0036,0.0029,0.0028,0.0058,b8c6,b8c6,b8c6,b8c6,148.0,0.0058,0.0022,True,elite,03_elite_b3,2712,2759,2759,False,True
8/2r1q1bk/pRr3pp/2P1pp2/P7/3QBP2/6PP/3R2K1 b - - 2 30,60,e2266,c6c5,18,184,e5e4,0.048,0.0287,0.0188,0.0147,c6b6,c6b6,c6b6,e5e4,180.0,0.048,-0.0333,True,elite,03_elite_b3,2508,2525,2525,False,True
1N1r2k1/p4ppp/B3p3/3n4/8/P5B1/2r2PPP/3R2K1 b - - 2 28,56,e2268,g7g5,-11,11,f7f6,0.0058,0.0044,0.0041,0.006,d8b8,d8b8,d8b8,d8b8,440.0,0.006,0.0002,True,elite,03_elite_b3,2497,2604,2604,False,True
r1r3k1/3q1ppp/1pn1pn2/p1pp4/Q2P4/P1P1PNP1/1P1N1PP1/R1R3K1 b - - 1 16,32,e2271,c6d4,126,102,c5c4,0.0259,0.0312,0.0427,0.0464,a8b8,a8b8,a8b8,a8b8,106.0,0.0464,0.0205,True,elite,03_elite_b3,2575,2599,2599,False,True
4b1r1/7k/1pn1p2p/p2pPp1q/3P2r1/2B2QRP/PP1N1P1K/5R2 b - - 4 32,64,e2275,b6b5,123,35,h5h4,0.0401,0.026,0.0234,0.035,g4g3,g4g3,c6d4,c6d4,123.0,0.0401,-0.0051,True,elite,03_elite_b3,2443,2518,2518,False,True
2kr3r/ppp1n1pp/1b3p2/4P3/2P1NPb1/5N2/PP1BK1PP/R6R b - - 0 14,28,e2276,d8d4,190,119,e7f5,0.0275,0.0197,0.0188,0.0223,f6e5,f6e5,f6e5,f6e5,206.0,0.0275,-0.0052,True,elite,03_elite_b3,2512,2393,2393,False,True
3r3k/p5b1/1p1n1q1p/2p2p1P/2bPpPp1/P7/1PB1NBP1/2KRQ3 b - - 1 32,64,e2285,d8e8,303,55,f6f7,0.003,0.0022,0.0019,0.0021,d6b5,c4e2,d6b5,d6b5,164.0,0.003,-0.0009,True,elite,03_elite_b3,2522,2376,2376,False,True
rn1qk2r/1b3ppp/p1p1pn2/1p6/PbpPP3/2N1BN2/1PQ1BPPP/R4RK1 b kq - 5 10,20,e2286,h7h6,37,9,b8d7,0.0357,0.0313,0.0354,0.0403,e8g8,e8g8,e8g8,e8g8,143.0,0.0403,0.0046,True,elite,03_elite_b3,2465,2537,2537,False,True
r1n2rk1/1b2qpp1/p1p1p2p/Pp1nP3/2pPN3/5N2/1PQ1BPPP/R4RK1 b - - 2 18,36,e2286,c6c5,121,87,d5f4,0.0065,0.0032,0.0027,0.005,d5b4,d5b4,d5b4,d5f4,181.0,0.0065,-0.0015,True,elite,03_elite_b3,2465,2537,2537,False,True
2r2rk1/3qbppp/p3b3/1p1pP3/3PP3/1B2B3/PP4PP/3RQRK1 b - - 4 20,40,e2288,f8d8,-150,19,h7h5,0.0173,0.0227,0.0274,0.0281,d5e4,d5e4,d5e4,d5e4,134.0,0.0281,0.0108,True,elite,03_elite_b3,2840,2597,2597,False,True
2rr2k1/q3bp2/p3b1p1/3PP1Bp/1p2p3/1B5P/PP1Q2P1/3R1R1K b - - 2 26,52,e2288,g8g7,-354,8,a7b7,0.0048,0.0028,0.0017,0.0012,e7g5,e7g5,e7g5,e7g5,186.0,0.0048,-0.0036,True,elite,03_elite_b3,2840,2597,2597,False,True
2rr2k1/4qp2/p3bRp1/3PP2p/1p2p3/1B5P/PP1Q2P1/3R3K b - - 1 28,56,e2288,e7c7,-459,14,e7b7,0.0113,0.0085,0.0064,0.0051,e6f5,e6f5,e6f5,e6f5,137.0,0.0113,-0.0062,True,elite,03_elite_b3,2840,2597,2597,False,True
2rr2k1/1q3p2/p2P1Rp1/4P2p/1p2p3/1P5P/1P1Q2P1/3R3K b - - 0 30,60,e2288,g8h7,-543,54,b7b5,0.0145,0.0143,0.0135,0.0138,c8c5,c8c5,c8c5,c8c5,139.0,0.0145,-0.0007,True,elite,03_elite_b3,2840,2597,2597,False,True
2rr2k1/5p2/p2P1Rp1/4P2p/1p2pQ2/1P5P/1P2q1P1/6RK b - - 4 32,64,e2288,h5h4,-620,15,e2b2,0.0008,0.0003,0.0001,0.0001,d8d7,d8d7,d8d7,d8d7,141.0,0.0008,-0.0007,True,elite,03_elite_b3,2840,2597,2597,False,True
r2r4/1p2bkpp/6b1/pP1pRp2/3P1PP1/7P/1P1B2B1/5RK1 b - - 2 28,56,e2294,f7f8,-171,72,e7f6,0.0024,0.0027,0.003,0.0031,f5g4,f5g4,f5g4,f5g4,247.0,0.0031,0.0007,True,elite,03_elite_b3,2659,2649,2649,False,True
r7/1pB3pp/5k2/1P1B1P1b/5P2/7P/1b5K/5R2 b - - 2 34,68,e2294,b2d4,-238,30,a8e8,0.033,0.0338,0.0339,0.0321,f6f5,f6f5,f6f5,f6f5,114.0,0.0339,-0.0009,True,elite,03_elite_b3,2659,2649,2649,False,True
5nk1/pp3pp1/7p/3pPb2/3q4/1P5P/P5P1/1BQ1N2K b - - 3 34,68,e2297,d4a1,465,113,f5b1,0.0034,0.0027,0.002,0.0014,f5b1,f5b1,f5b1,f5b1,141.0,0.0034,-0.002,True,elite,03_elite_b3,2505,2484,2484,False,True
r3q1k1/ppp1n1b1/3pp1pp/7P/3P4/2PB4/PP3P1B/1K1Q2R1 b - - 0 20,40,e2304,e8f7,-124,43,g6g5,0.0071,0.0044,0.0025,0.0024,g6g5,g6g5,g6g5,g6g5,144.0,0.0071,-0.0047,True,elite,03_elite_b3,2528,2371,2371,False,True
r6k/ppp1nqb1/3pp2p/7P/3P2Q1/2PB4/PP6/1KB3R1 b - - 4 24,48,e2304,c7c6,-164,49,a8g8,0.0029,0.0026,0.003,0.0035,a8g8,a8g8,a8g8,a8g8,370.0,0.0035,0.0006,True,elite,03_elite_b3,2528,2371,2371,False,True
6k1/1q2bpp1/4p2p/2np4/1p1N4/1P3PP1/PBQ1P2P/6K1 b - - 0 26,52,e2307,e7f8,75,26,b7a6,0.0026,0.0028,0.0033,0.0051,e7f6,e7f6,e7f6,e7f6,427.0,0.0051,0.0025,True,elite,03_elite_b3,2677,2546,2546,False,True
8/5p2/p3pk2/2R4p/PP6/6P1/4rPKP/8 b - - 1 32,64,e2311,h5h4,-99,8,f6g6,0.0241,0.0167,0.0155,0.0219,e2b2,e2b2,e2b2,e2b2,123.0,0.0241,-0.0022,True,elite,03_elite_b3,2613,2688,2688,False,True
3q2k1/5p2/p4p1p/3bpPrN/1p5Q/1P4RP/PPr3P1/6RK b - - 0 30,60,e2312,d8d6,257,21,g8f8,0.0156,0.0181,0.0228,0.0271,g5g3,g5g3,g5g3,g5g3,736.0,0.0271,0.0115,True,elite,03_elite_b3,2593,2718,2718,False,True
rn3rk1/pbpp1qpp/1p2pn2/5p2/P1PP1N2/2P1PPP1/6BP/R1BQ1RK1 b - - 0 12,24,e2315,b7a6,36,5,b8c6,0.0457,0.0301,0.0176,0.0107,d7d6,d7d6,a7a5,a7a5,139.0,0.0457,-0.035,True,elite,03_elite_b3,2561,2635,2635,False,True
3q4/4n1k1/p2pB1pp/1p2b3/3rb2P/P1N1B2Q/1P3PP1/R5K1 b - - 3 30,60,e2317,e4b7,-344,1,e4f5,0.0074,0.0093,0.0107,0.0136,d4d3,d4d3,d4d3,d4d3,181.0,0.0136,0.0062,True,elite,03_elite_b3,2551,2391,2391,False,True
r3rk2/1p2ppbp/2qp2p1/p1nN2B1/2P1P3/1P3P2/P4QPP/2RR2K1 b - - 3 20,40,e2320,b7b6,-129,3,h7h6,0.0142,0.0121,0.0087,0.0042,e7e6,e7e6,e7e6,e7e6,172.0,0.0142,-0.01,True,elite,03_elite_b3,2421,2521,2521,False,True
rn1qkb1r/pp3ppp/2p1pnb1/8/P1pP2P1/2N2N1P/1P2PPB1/R1BQK2R b KQkq - 2 8,16,e2321,b8a6,73,31,b8d7,0.0149,0.011,0.0092,0.0137,f8b4,f8b4,f8b4,f8b4,100.0,0.0149,-0.0012,True,elite,03_elite_b3,2450,2527,2527,False,True
1kr4r/4RB2/bq2Np1p/4pP2/p3P1P1/1Pp4Q/PP5P/1K5R b - - 0 28,56,e2324,b6b4,347,34,a4b3,0.0051,0.0044,0.0043,0.0059,c3c2,c3c2,c3c2,c3c2,370.0,0.0059,0.0008,True,elite,03_elite_b3,2548,2561,2561,False,True
r3r1k1/pp1n1pp1/3P1q1p/2p5/R3B3/Q5P1/PP1R1P1P/6K1 b - - 1 24,48,e2329,a8b8,-157,14,d7b6,0.0336,0.0372,0.0376,0.0319,a7a6,a7a6,a7a6,a7a6,110.0,0.0376,-0.0017,True,elite,03_elite_b3,2500,2321,2321,False,True
8/1p3p1k/3Q2pp/2p5/8/3B2P1/Pq3P1P/6K1 b - - 0 32,64,e2329,c5c4,-439,4,b2c1,0.0159,0.0113,0.0092,0.0115,b2a2,b2c1,b2c1,b2c1,118.0,0.0159,-0.0044,True,elite,03_elite_b3,2500,2321,2321,False,True
8/1p3p1k/3Q2pp/8/2p1B3/6P1/P4PKP/2q5 b - - 1 34,68,e2329,c1a1,-560,0,b7b5,0.0048,0.0035,0.0024,0.002,c4c3,c4c3,c4c3,c4c3,182.0,0.0048,-0.0028,True,elite,03_elite_b3,2500,2321,2321,False,True
r1bqr1k1/1p4bp/2ppn3/p3pP2/1PP5/P1NPB2P/3QNPK1/1R3R2 b - - 0 18,36,e2332,a5b4,98,7,e6d4,0.0114,0.0062,0.0059,0.0097,e6f8,e6f8,e6f4,e6f8,311.0,0.0114,-0.0017,True,elite,03_elite_b3,2474,2552,2552,False,True
r4rk1/2q1bpp1/b1p2n1p/p1n1p3/1P2P2B/2N1QN2/BPP2PPP/R2R2K1 b - - 0 16,32,e2336,f6g4,44,207,a5b4,0.005,0.0023,0.0013,0.0008,a5b4,a5b4,a5b4,a5b4,197.0,0.005,-0.0042,True,elite,03_elite_b3,2751,2686,2686,False,True
3q1k2/5p2/2p2p1p/4p3/B3P3/2r2P2/7P/4B1RK b - - 1 32,64,e2336,d8d3,560,70,c3f3,0.0035,0.0034,0.0037,0.0053,c3f3,c3f3,c3f3,c3f3,607.0,0.0053,0.0018,True,elite,03_elite_b3,2751,2686,2686,False,True
5r2/2pb2k1/1p1b3p/p1pNp1p1/2P1P3/3PBr2/PP3PKR/7R b - - 1 26,52,e2338,f8f6,-34,1,f3f6,0.0156,0.017,0.0184,0.0181,f8h8,f8h8,f8h8,f8h8,405.0,0.0184,0.0025,True,elite,03_elite_b3,2480,2604,2604,False,True
