fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique
8/n6p/3pb1pk/R2Np1b1/4p3/2P4P/2P2PP1/5BK1 b - - 2 30,60,T2025-09_538,a7c6,-353,44,a7c6,0.9072,0.9218,0.9225,0.9074,a7c6,a7c6,a7c6,a7c6,0.0,0.9225,0.0002,False
8/2N4p/2npb1pk/1R2p3/4p3/2P4P/2Pb1PP1/5BK1 b - - 6 32,64,T2025-09_538,e6f5,-361,6,e6d7,0.1269,0.1648,0.175,0.1551,e6d7,e6d7,e6d7,e6d7,9.0,0.175,0.0282,False
8/2Nb3p/2nR2pk/4p3/4p3/2b4P/2P2PP1/5BK1 b - - 0 34,68,T2025-09_538,c6b8,-491,10,c6b8,0.5511,0.545,0.5705,0.6049,c6b8,c6b8,c6b8,c6b8,0.0,0.6049,0.0538,False
rnbq1rk1/1pp2pbp/3p1np1/p2Pp3/4P1P1/2N1BP2/PPPQ3P/R3KBNR b KQ - 0 8,16,T2025-09_539,c7c6,-133,7,h7h5,0.1921,0.26,0.2532,0.1296,b8a6,c7c6,b8a6,b8a6,31.0,0.26,-0.0625,False
rnbq1rk1/1pp2pb1/3p2p1/p2Pp2n/4P3/2N1BP2/PPPQN2P/R3KB1R b KQ - 1 10,20,T2025-09_539,d8f6,-143,3,d8h4,0.0142,0.0133,0.0093,0.0032,d8h4,d8h4,d8h4,f7f5,50.0,0.0142,-0.011,False
rnb2rk1/1pp2pb1/3p1qp1/p2Pp2n/4P3/2N2P2/PPPQNBBP/R3K2R b KQ - 5 12,24,T2025-09_539,c8h3,14,69,b8a6,0.0028,0.0021,0.0016,0.001,h5f4,h5f4,h5f4,h5f4,67.0,0.0028,-0.0018,False
r4rk1/1ppb1pb1/n2p1qp1/p2Pp2n/4P3/2N2P2/PPPQNBBP/1K1R3R b - - 9 14,28,T2025-09_539,b7b5,-52,54,b7b5,0.1467,0.2195,0.3175,0.3695,h5f4,h5f4,b7b5,b7b5,0.0,0.3695,0.2228,False
r4rk1/2pb1pb1/n2p1qp1/pp1Pp3/4Pn2/2N2PN1/PPPQ1B1P/1K1R1B1R b - - 3 16,32,T2025-09_539,b5b4,-44,48,b5b4,0.4793,0.5048,0.516,0.4342,b5b4,b5b4,b5b4,b5b4,0.0,0.516,-0.0451,False
r4rk1/2pb1p2/n2p1qpb/p2Pp3/1p2Pn2/4BPN1/PPPQN2P/1K1R1B1R b - - 3 18,36,T2025-09_539,f6h4,37,55,a5a4,0.0187,0.0209,0.0222,0.0222,a6c5,a6c5,a6c5,a5a4,64.0,0.0222,0.0035,False
r4rk1/2pb1p2/n2p1qpb/3Pp3/p3Pn2/1P2BPN1/PP1QN2P/1K1R1BR1 b - - 0 20,40,T2025-09_539,a4b3,-78,0,a4b3,0.9056,0.9457,0.9643,0.9602,a4b3,a4b3,a4b3,a4b3,0.0,0.9643,0.0546,False
r4rk1/2pb1p2/3p1qpb/2nPp3/4Pn2/1P2BPN1/1P1Q3P/1KNR1BR1 b - - 2 22,44,T2025-09_539,f8b8,11,15,f8b8,0.2509,0.3674,0.5449,0.7052,f8b8,f8b8,f8b8,f8b8,0.0,0.7052,0.4543,False
rr4k1/2pb1p2/3P1qpb/2p1p3/4Pn2/1P3PN1/1P1Q3P/1KNR1BR1 b - - 0 24,48,T2025-09_539,c7d6,67,20,c7c6,0.4887,0.4901,0.4512,0.3579,c7d6,c7d6,c7d6,c7d6,0.0,0.4901,-0.1308,False
rr6/3b1p1k/2pP1qpb/2p1p3/2B1Pn2/1P3PN1/1P3Q1P/1KNR2R1 b - - 3 26,52,T2025-09_539,f4h3,182,78,f4e6,0.5886,0.508,0.4068,0.2893,f4h3,f4h3,f4h3,f4h3,0.0,0.5886,-0.2993,False
1r6/3b1p1k/2pPBqpb/r1p1p3/4P3/1P1N1PN1/1P3Q1P/1K1R2R1 b - - 0 28,56,T2025-09_539,d7e6,170,80,d7e6,0.4613,0.5074,0.5307,0.5488,d7e6,d7e6,d7e6,d7e6,0.0,0.5488,0.0875,False
1r6/5p1k/2pPbqpb/2Q1p3/4P3/1P3PN1/1P5P/1K1R2R1 b - - 0 30,60,T2025-09_539,f6f3,37,37,f6f3,0.0727,0.0562,0.0468,0.0464,e6b3,e6b3,e6b3,e6b3,240.0,0.0727,-0.0263,False
1r6/3P1p1k/2p1b1pb/2Q1p3/4P3/1q4N1/1P4RP/1K1R4 b - - 1 32,64,T2025-09_539,b3d1,1998,2,b3d1,0.6042,0.619,0.6166,0.5879,b3d1,b3d1,b3d1,b3d1,0.0,0.619,-0.0163,False
2rqkb1r/pp1b1ppp/2n1p3/3pPn2/3P4/3B1N2/PPN2PPP/R1BQK2R b KQk - 4 10,20,T2025-09_540,c6b4,-29,2,f8e7,0.1465,0.1544,0.1797,0.2234,f8b4,f8e7,c6b4,c6b4,0.0,0.2234,0.0769,False
2rqk2r/pp1bb1pp/2n1pp2/3pPn2/3P4/3B1N2/PPN2PPP/R1BQR1K1 b k - 1 12,24,T2025-09_540,e8g8,-21,108,e8g8,0.3273,0.3643,0.3865,0.3641,f6e5,f6e5,f6e5,f6e5,110.0,0.3865,0.0368,False
2rq1rk1/pp1bb1pp/2n1pp1B/3pP3/3P2P1/3B1N2/PPN2P1P/R2QR1K1 b - - 0 14,28,T2025-09_540,g7h6,103,43,g7h6,0.956,0.9757,0.9839,0.9895,g7h6,g7h6,g7h6,g7h6,0.0,0.9895,0.0335,False
2rq1r2/pp1bb1kp/2n1pp1p/3pP3/3P2P1/3B1N1P/PPNQ1P2/R3R1K1 b - - 0 16,32,T2025-09_540,f6e5,201,74,f6e5,0.5359,0.6234,0.71,0.7594,f6e5,f6e5,f6e5,f6e5,0.0,0.7594,0.2235,False
2rq1r2/pp1b2kp/2n1p2p/3pN1b1/3P2P1/3B3P/PPN1QP2/R3R1K1 b - - 2 18,36,T2025-09_540,c6e5,208,104,c6e5,0.7216,0.7603,0.7267,0.6336,c6e5,c6e5,c6e5,c6e5,0.0,0.7603,-0.088,False
2r2r2/pp1b2kp/4pQ1p/3p2b1/3P2P1/3B3P/PPN2P2/R3R1K1 b - - 0 20,40,T2025-09_540,f8f6,150,36,f8f6,0.5903,0.64,0.6648,0.6225,f8f6,f8f6,f8f6,f8f6,0.0,0.6648,0.0322,False
2r5/pp1b2kp/4pr2/3p2bp/3P2P1/3B3P/PPN1RPK1/R7 b - - 1 22,44,T2025-09_540,c8f8,164,6,h5g4,0.1044,0.1162,0.1517,0.2139,h5g4,h5g4,h5g4,h5g4,-11.0,0.2139,0.1095,False
2r5/pp1b2kp/4p3/3p2b1/3P1rP1/3B1P2/PPN1R1K1/R7 b - - 0 24,48,T2025-09_540,c8f8,159,1,c8f8,0.418,0.5172,0.5952,0.6459,c8f8,c8f8,c8f8,c8f8,0.0,0.6459,0.2279,False
5r2/pp1b2k1/4p2p/3p2b1/3P1rP1/3B1P2/PPNR2K1/5R2 b - - 1 26,52,T2025-09_540,f4g4,362,39,f4f3,0.2634,0.3659,0.4414,0.4389,f4g4,f4g4,f4g4,f4g4,0.0,0.4414,0.1755,False
8/pp1b2k1/4p2p/3p2b1/3P2P1/3B1K2/PPNR4/8 b - - 0 28,56,T2025-09_540,g5d2,354,774,g5d2,0.9614,0.9854,0.9953,0.997,g5d2,g5d2,g5d2,g5d2,0.0,0.997,0.0356,False
8/pp1b4/4pk1p/3p4/3P2P1/3B1K2/PP1b4/5N2 b - - 3 30,60,T2025-09_540,d2c1,428,15,d2c1,0.538,0.6548,0.7616,0.8432,d2c1,d2c1,d2c1,d2c1,0.0,0.8432,0.3052,False
8/pp1b4/4pk1p/3p4/3P2P1/1P1BK3/Pb6/5N2 b - - 2 32,64,T2025-09_540,b2c1,435,5,e6e5,0.0877,0.1022,0.1137,0.1197,f6g5,f6g5,f6g5,e6e5,34.0,0.1197,0.032,False
8/pp1b4/7p/3pk3/6P1/1P2K3/Pb2B3/5N2 b - - 1 34,68,T2025-09_540,d5d4,426,4,d5d4,0.4629,0.3949,0.3568,0.3237,d5d4,d5d4,d5d4,d5d4,0.0,0.4629,-0.1392,False
rnbq1rk1/ppp1bppp/4pn2/8/2BP4/P1N1PN2/1P3PPP/R1BQK2R b KQ - 2 8,16,T2025-09_541,c7c5,-32,6,c7c5,0.0748,0.0956,0.1249,0.2311,b8c6,b8c6,a7a6,a7a6,4.0,0.2311,0.1563,False
rnbq1rk1/1p2bppp/p3pn2/2p5/2BP4/P1N1PN2/1P2QPPP/R1B2RK1 b - - 1 10,20,T2025-09_541,b7b5,-10,15,b7b5,0.5805,0.5975,0.6538,0.8105,b7b5,b7b5,b7b5,b7b5,0.0,0.8105,0.23,False
rn1q1rk1/1b2bppp/p3pn2/1pp5/3P4/P1N1PN2/BP2QPPP/R1BR2K1 b - - 3 12,24,T2025-09_541,b8d7,24,8,c5d4,0.0597,0.0317,0.0183,0.0283,c5c4,c5c4,c5c4,c5c4,58.0,0.0597,-0.0314,False
r2q1rk1/1b1nbppp/p3pn2/1p4B1/3P4/P1N2N2/BP2QPPP/R2R2K1 b - - 2 14,28,T2025-09_541,h7h6,18,4,d7b6,0.2086,0.2005,0.1823,0.1321,a8c8,h7h6,d7b6,d7b6,2.0,0.2086,-0.0765,False
2rq1rk1/1b2bppp/pn2pn2/1p4B1/3P4/P1N2N2/1P2QPPP/1BRR2K1 b - - 6 16,32,T2025-09_541,b6d5,24,3,b6d5,0.2764,0.3669,0.4128,0.4006,b6c4,b6d5,b6d5,b6d5,0.0,0.4128,0.1242,False
2rq1rk1/1b2bp1p/p3pnp1/1p1nN1B1/3P4/P1NQ4/1P3PPP/1BRR2K1 b - - 1 18,36,T2025-09_541,d5c3,104,88,d5c3,0.4165,0.4552,0.4174,0.3529,d5c3,d5c3,d5c3,d5c3,0.0,0.4552,-0.0636,False
2rq1rk1/4bp1p/p3pnp1/1p2N1B1/3Pb3/P1P4Q/5PPP/1BRR2K1 b - - 2 20,40,T2025-09_541,e4b1,67,47,e4b1,0.7193,0.7157,0.7415,0.8283,e4b1,e4b1,e4b1,e4b1,0.0,0.8283,0.109,False
2rq1rk1/4bp1p/p3p1pB/1p2N3/3Pn3/P1P4Q/5PPP/1R1R2K1 b - - 2 22,44,T2025-09_541,e4c3,231,191,e4c3,0.1141,0.084,0.0902,0.0853,f8e8,f8e8,f8e8,f8e8,184.0,0.1141,-0.0288,False
2rq1bk1/5N1p/p3p1p1/1p6/3P4/P1n4Q/5PPP/1R1R2K1 b - - 0 24,48,T2025-09_541,g8f7,311,279,g8f7,0.9012,0.915,0.9136,0.9035,g8f7,g8f7,g8f7,g8f7,0.0,0.915,0.0023,False
2rq4/5kbQ/p3p1p1/1p6/3P4/P1nR4/5PPP/1R4K1 b - - 2 26,52,T2025-09_541,c3e2,493,182,c3b1,0.0493,0.0386,0.0346,0.0352,c3b1,c3b1,c3b1,c3b1,236.0,0.0493,-0.0141,True
2r5/5kbQ/p3pRp1/1p6/3P4/P7/5PPP/1n4K1 b - - 0 28,56,T2025-09_541,f7f6,740,1501,f7f6,0.9977,0.9992,0.9995,0.9996,f7f6,f7f6,f7f6,f7f6,0.0,0.9996,0.0019,False
r2qk2r/ppp1ppbp/2np1np1/3P2B1/4P3/2N2P2/PPPQ1P1P/R3KB1R b KQkq - 0 8,16,T2025-09_542,c6e5,-64,40,c6e5,0.7923,0.9235,0.9703,0.9811,c6e5,c6e5,c6e5,c6e5,0.0,0.9811,0.1888,False
r2q1rk1/ppp1ppbp/3p1np1/3Pn1B1/4P3/1PN2P2/P1PQ1PBP/R3K2R b KQ - 0 10,20,T2025-09_542,f6h5,27,76,c7c6,0.0616,0.0524,0.0422,0.0353,c7c6,c7c6,c7c6,c7c6,76.0,0.0616,-0.0263,False
r2q1rk1/pp1nppbp/2Pp1np1/6B1/4PP2/1PN5/P1PQ1PBP/R3K2R b KQ - 0 12,24,T2025-09_542,b7c6,-57,136,b7c6,0.9942,0.9958,0.9963,0.9975,b7c6,b7c6,b7c6,b7c6,0.0,0.9975,0.0033,False
r4rk1/p1qnppbp/2pp1np1/6B1/4PP2/1PN5/P1PQ1PBP/3R1RK1 b - - 3 14,28,T2025-09_542,a8d8,-50,4,d7c5,0.1433,0.1407,0.1336,0.0953,e7e5,h7h6,h7h6,h7h6,-5.0,0.1433,-0.048,False
r4rk1/p1q1ppbp/2ppnnp1/8/4PP1B/1PN5/P1PQ1PBP/3RR1K1 b - - 7 16,32,T2025-09_542,g7h6,-19,12,f6h5,0.1918,0.2146,0.2015,0.2249,g7h6,f6h5,f6h5,f6h5,11.0,0.2249,0.0331,False
r4rk1/p1q1pp1p/2ppn1pb/7n/4PP2/1PN2BB1/P1PQ1P1P/3RR1K1 b - - 11 18,36,T2025-09_542,h6f4,181,30,h5f4,0.2628,0.2117,0.1573,0.1358,h5f4,h5f4,h5f4,h5f4,43.0,0.2628,-0.127,False
r4r2/p1q1ppkp/2ppn1pb/8/4Pn2/1PN2BB1/P1PQ1P1P/3R2RK b - - 3 20,40,T2025-09_542,f4h3,357,180,f4h3,0.6421,0.6827,0.6863,0.6842,f4h3,f4h3,f4h3,f4h3,0.0,0.6863,0.0421,False
r4r2/p1q1ppkp/2ppn1pb/8/4P3/1PNQ1BB1/P1P2P1P/6RK b - - 0 22,44,T2025-09_542,g7h8,371,15,c7b6,0.0601,0.0712,0.0738,0.0762,e6f4,e6f4,e6f4,h6f4,8.0,0.0762,0.0161,False
r4r2/p3ppkp/1qppn1p1/6b1/2P1P3/1P1Q1BB1/P3NP1P/6RK b - - 0 24,48,T2025-09_542,a7a5,342,6,g5f6,0.0343,0.0309,0.0244,0.035,e6c5,e6c5,g5f6,g5f6,19.0,0.035,0.0007,False
r4r2/4ppkp/1qppBbp1/p7/2P1P3/1P1Q2B1/P3NP1P/6RK b - - 0 26,52,T2025-09_542,f7e6,327,353,f7e6,0.9964,0.9986,0.9994,0.9995,f7e6,f7e6,f7e6,f7e6,0.0,0.9995,0.0031,False
r4r2/4pk1p/1qpppbp1/p7/2P1PN2/1P3QB1/P4P1P/6RK b - - 3 28,56,T2025-09_542,e6e5,345,4,e6e5,0.1913,0.2108,0.2332,0.1987,f7e8,f7e8,e6e5,e6e5,0.0,0.2332,0.0074,False
r4r2/4pk1p/2pp1bp1/p3p3/2PqP3/1P1N1QB1/P4P1P/3R3K b - - 3 30,60,T2025-09_542,f7g8,322,5,f7g8,0.0928,0.1124,0.127,0.1434,f7g7,f7g7,f7g7,f7g7,114.0,0.1434,0.0506,False
r4rk1/4p2p/2ppNbp1/p3p3/2P1P3/1P3QB1/Pq3P1P/3R3K b - - 7 32,64,T2025-09_542,f6h4,421,103,f8f7,0.0369,0.0343,0.0368,0.0354,f8f7,f8f7,f8f7,f8f7,129.0,0.0369,-0.0015,True
r5k1/4pr1p/2ppNbp1/p3p3/2P1P1Q1/1P4B1/P1q2P1P/6RK b - - 11 34,68,T2025-09_542,c6c5,335,6,a5a4,0.0116,0.0119,0.0128,0.0137,c2a2,c2a2,c2a2,c2a2,-8.0,0.0137,0.0021,False
r3kb1r/pp1qpppp/2np4/2pP4/4n3/2P2N2/PP3PPP/RNBQ1RK1 b kq - 0 8,16,T2025-09_543,c6e5,-22,25,c6e5,0.6675,0.6341,0.5202,0.2464,c6e5,c6e5,c6e5,c6d8,33.0,0.6675,-0.4211,False
r3kb1r/pp1qpppp/3p4/2pP4/4n3/2P2Q2/PP3PPP/RNB1R1K1 b kq - 0 10,20,T2025-09_543,e4f6,-28,62,e4f6,0.5325,0.8151,0.9292,0.9693,e4f6,e4f6,e4f6,e4f6,0.0,0.9693,0.4368,False
r3kb1r/pp1q1ppp/3pPn2/2p5/2P5/5Q2/PP3PPP/RNB1R1K1 b kq - 0 12,24,T2025-09_543,f7e6,-36,289,f7e6,0.982,0.9891,0.9941,0.9967,f7e6,f7e6,f7e6,f7e6,0.0,0.9967,0.0147,False
r3k2r/pp1qb1pp/3ppn2/2p3B1/2P5/7Q/PP3PPP/RN2R1K1 b kq - 3 14,28,T2025-09_543,e6e5,35,15,e8c8,0.4354,0.6321,0.7323,0.6465,e6e5,e6e5,e6e5,e6e5,0.0,0.7323,0.2111,False
2kr3r/pp1qb1p1/3pQn1p/2p5/2P4B/8/PP3PPP/RN2R1K1 b - - 1 16,32,T2025-09_543,d7e6,12,22,g7g5,0.5924,0.6714,0.7606,0.8377,d7e6,d7e6,d7e6,d7e6,0.0,0.8377,0.2453,False
2krr3/pp1qb3/3pQn1p/2p3p1/2P5/2N3B1/PP3PPP/R3R1K1 b - - 3 18,36,T2025-09_543,d7e6,-18,55,d7e6,0.6717,0.7021,0.7375,0.7536,d7e6,d7e6,d7e6,d7e6,0.0,0.7536,0.0819,False
3rr3/pp1kb3/3p1n1p/2p3p1/2P5/2N3B1/PP2RPPP/R5K1 b - - 2 20,40,T2025-09_543,e7f8,-14,2,e7f8,0.1509,0.1609,0.1833,0.2646,f6h5,f6h5,f6h5,f6h5,22.0,0.2646,0.1137,False
3rrb2/1p1k4/p2p1n1p/2p3p1/2P5/2N3B1/PP1R1PPP/3R2K1 b - - 1 22,44,T2025-09_543,d7c6,24,24,d7c6,0.1306,0.1635,0.1771,0.201,e8e6,e8e6,e8e6,e8e6,58.0,0.201,0.0704,False
3rrb2/1p6/p1kp3p/P1p3pn/2P5/2N3B1/1P1R1PPP/3R2K1 b - - 0 24,48,T2025-09_543,h5g3,-21,3,h5g3,0.8316,0.8564,0.8364,0.7618,h5g3,h5g3,h5g3,h5g3,0.0,0.8564,-0.0698,False
3rr3/1p4b1/p1kp3p/P1pN2p1/2P5/6P1/1P1R1PP1/3R2K1 b - - 2 26,52,T2025-09_543,e8e4,-29,10,e8e4,0.3447,0.3844,0.4034,0.4248,e8e4,e8e4,e8e4,e8e4,0.0,0.4248,0.0801,False
3r4/1p6/p1kp3p/P1pN2p1/2Pbr3/1P4P1/3R1PPK/3R4 b - - 2 28,56,T2025-09_543,g5g4,20,35,h6h5,0.073,0.0475,0.027,0.0161,d8f8,d8f8,d8f8,d8f8,99.0,0.073,-0.0569,False
3r4/1p6/p1kpr3/P1pN2pp/1PPb4/5PP1/3R2PK/3R4 b - - 0 30,60,T2025-09_543,g5g4,0,52,d8e8,0.1334,0.1126,0.0808,0.0471,h5h4,d8e8,d8e8,d8e8,20.0,0.1334,-0.0863,False
4r3/1p6/p1kpr3/P1bN2pp/2P5/3R1PP1/6PK/3R4 b - - 1 32,64,T2025-09_543,g5g4,153,111,g5g4,0.1546,0.1285,0.097,0.0674,h5h4,e6e2,e6e2,e6e2,143.0,0.1546,-0.0872,False
4r3/1p6/p1kp4/P1b4p/2P3p1/2NR1PP1/6PK/4R3 b - - 0 34,68,T2025-09_543,e8e1,370,853,e8e1,0.9766,0.9933,0.9976,0.9987,e8e1,e8e1,e8e1,e8e1,0.0,0.9987,0.0221,False
r1b1kb1r/1pqpnppp/p1n1p3/8/3NP3/2N3P1/PPP2PBP/R1BQ1RK1 b kq - 3 8,16,T2025-09_544,c6d4,-20,64,c6d4,0.1434,0.1126,0.0806,0.0588,e7g6,e7g6,e7g6,e7g6,59.0,0.1434,-0.0846,False
r1b1kb1r/1pqp1ppp/p1n1p3/8/4P3/2N3P1/PPP2PBP/R1BQ1RK1 b kq - 2 10,20,T2025-09_544,f8e7,-13,12,d7d6,0.227,0.2506,0.2868,0.2681,b7b5,b7b5,b7b5,b7b5,124.0,0.2868,0.0411,False
r1b1kb1r/1pq2ppp/p2pp3/4n3/4PB2/2N3P1/PPP1QPBP/R4RK1 b kq - 3 12,24,T2025-09_544,f8e7,7,7,f8e7,0.4236,0.4857,0.528,0.5367,f8e7,f8e7,f8e7,f8e7,0.0,0.5367,0.1131,False
r1b1k2r/2q1bppp/p2pp3/1p2n3/4PB2/P1N3P1/1PP1QPBP/3R1RK1 b kq - 0 14,28,T2025-09_544,e8g8,45,10,c8b7,0.4071,0.3712,0.3365,0.2904,e8g8,e8g8,c8b7,c8b7,14.0,0.4071,-0.1167,False
2r1k2r/1bq1bppp/p2pp3/1p2n3/4PP2/P1N3P1/1PP1Q1BP/2BR1RK1 b k - 0 16,32,T2025-09_544,e5d7,-2,75,e5c4,0.1073,0.1098,0.0926,0.08,e5c4,e5c4,e5c4,e5c4,51.0,0.1098,-0.0273,False
2r1k2r/1bq2ppp/p2pPb2/1p6/2n1P3/P1N3P1/1PP1Q1BP/2BR1RK1 b k - 0 18,36,T2025-09_544,c7b6,-91,28,f7e6,0.0028,0.0016,0.001,0.0005,f7e6,f7e6,f7e6,f7e6,36.0,0.0028,-0.0023,False
2r1k2r/1b2q1pp/p2ppb2/1p6/2n1P1Q1/P1N3PB/1PP4P/2BR1RK1 b k - 3 20,40,T2025-09_544,c8c5,29,37,e8f7,0.0292,0.0284,0.0251,0.0175,c4e5,c4e5,c4e5,e8f7,174.0,0.0292,-0.0117,True
7r/1b2qkpp/p2ppb1B/1pr5/2n1P1Q1/P1N3PB/1PP4P/3R1RK1 b - - 7 22,44,T2025-09_544,f7e8,52,94,h8g8,0.0214,0.0247,0.0214,0.0135,g7h6,g7h6,g7h6,g7h6,186.0,0.0247,-0.0079,True
6r1/1b2qkp1/p2ppb2/1pr4p/2n1P3/P1N3PB/1PP1Q2P/2BR1RK1 b - - 1 24,48,T2025-09_544,g8h8,61,8,f7g6,0.0706,0.0663,0.0751,0.1,g7g5,g7g5,g7g5,g7g5,151.0,0.1,0.0294,False
6r1/1b2q1p1/p2p1bk1/1prp1R1p/2n1P3/P5PB/1PP1Q2P/2BR2K1 b - - 1 26,52,T2025-09_544,g8h8,299,123,g8h8,0.4097,0.4738,0.4682,0.4603,g8h8,g8h8,g8h8,g8h8,0.0,0.4738,0.0506,False
2r4r/1b2q1p1/p2p1bk1/1p1R1R1p/1Pn1P3/P5PB/2P1Q2P/2B3K1 b - - 0 28,56,T2025-09_544,b7d5,372,16,b7d5,0.7654,0.7981,0.8099,0.8013,b7d5,b7d5,b7d5,b7d5,0.0,0.8099,0.0359,False
2B4r/4qkp1/p2p1b2/1p1R3p/1Pn1P3/P5P1/2P1Q2P/2B3K1 b - - 0 30,60,T2025-09_544,h8c8,436,69,h8c8,0.9536,0.9701,0.9781,0.9799,h8c8,h8c8,h8c8,h8c8,0.0,0.9799,0.0263,False
r1bk1b1r/ppp1p2p/2n2np1/6B1/3Pp3/2N5/PPP2PPP/2KR1BNR b - - 3 8,16,T2025-09_545,c8f5,-173,9,f8g7,0.1348,0.179,0.2128,0.2041,f8g7,f8g7,f8g7,f8g7,24.0,0.2128,0.0693,False
r2k3r/pppbp1bp/2n2np1/1B4B1/3Pp3/2N5/PPP1NPPP/2KR3R b - - 7 10,20,T2025-09_545,c6a5,-196,21,d8c8,0.0091,0.0074,0.0051,0.0031,a7a6,a7a6,a7a6,a7a6,29.0,0.0091,-0.006,False
r1k4r/pppb2bp/2n2pp1/1B6/3PN3/8/PPP1NPPP/2KR3R b - - 0 12,24,T2025-09_545,a7a6,-146,51,h8e8,0.1956,0.2606,0.3098,0.3097,f6f5,f6f5,a7a6,a7a6,0.0,0.3098,0.1141,False
r1k1r3/1ppb2bp/p1n2pp1/2N5/3P4/3B4/PPP1NPPP/2KR3R b - - 1 14,28,T2025-09_545,f6f5,-212,3,f6f5,0.1566,0.1521,0.1449,0.1464,d7g4,d7g4,d7g4,d7g4,13.0,0.1566,-0.0102,False
r3r3/1ppk2bp/p1n3p1/5p2/3P4/2PB4/PP2NPPP/2KR3R b - - 0 16,32,T2025-09_545,c6e7,-214,16,a8d8,0.0263,0.0377,0.0493,0.0528,b7b5,b7b5,b7b5,b7b5,16.0,0.0528,0.0265,False
2krr3/1pp3bp/p1n3p1/5p2/3P4/2PB4/PPK1NPPP/3RR3 b - - 4 18,36,T2025-09_545,c6b8,-247,8,g7h6,0.0012,0.0021,0.0039,0.0081,b7b5,b7b5,b7b5,b7b5,92.0,0.0081,0.0069,False
2krr3/1pp4p/p1n3p1/5p2/3P1b2/2PB2P1/PPK2P1P/3RR1N1 b - - 0 20,40,T2025-09_545,f4d6,-292,1,f4d6,0.1843,0.1949,0.2237,0.2941,f4g5,f4g5,f4h6,f4h6,22.0,0.2941,0.1098,False
2krr3/1pp1b2p/p1n3p1/5p2/3P1P2/2PB1NP1/PPK4P/3RR3 b - - 2 22,44,T2025-09_545,c6b8,-309,4,e7f6,0.0047,0.0071,0.01,0.015,b7b5,e7f6,e7f6,e7f6,1.0,0.015,0.0103,False
2k1r3/1pp4p/p1n2bp1/5p2/3P1P2/2PB1NP1/PPK4P/4R3 b - - 1 24,48,T2025-09_545,e8e1,-248,30,e8e1,0.811,0.7939,0.7706,0.8029,e8e1,e8e1,e8e1,e8e1,0.0,0.811,-0.0081,False
2k5/1pp1n2p/p4bp1/5p2/3P1P2/2PB1NP1/PPK4P/8 b - - 2 26,52,T2025-09_545,c7c6,-251,3,e7d5,0.0283,0.0353,0.0444,0.0496,e7d5,e7d5,e7d5,e7d5,25.0,0.0496,0.0213,False
2k5/1p5p/p1p2bp1/3n1p2/2BP1P2/2P2NP1/PP1K3P/8 b - - 1 28,56,T2025-09_545,c8d7,-256,10,c8d7,0.0626,0.109,0.1546,0.2185,b7b5,b7b5,b7b5,c8d7,0.0,0.2185,0.1559,False
8/1p1k3p/p1p3p1/3nPp2/2B2P2/2P3P1/PP1K3P/8 b - - 0 30,60,T2025-09_545,d5b6,-315,28,d5c7,0.0862,0.0633,0.0575,0.0745,b7b5,b7b5,b7b5,b7b5,189.0,0.0862,-0.0117,False
8/1pn1k2p/p1p3p1/4Pp2/2B2P1P/2P1K1P1/PP6/8 b - - 2 32,64,T2025-09_545,c7a8,-329,12,b7b5,0.0094,0.0104,0.0106,0.0145,b7b5,b7b5,b7b5,b7b5,26.0,0.0145,0.0051,False
8/2n1k2p/p5p1/1pp1Pp2/5P1P/PBP1K1P1/1P6/8 b - - 0 34,68,T2025-09_545,a6a5,-336,4,h7h6,0.1132,0.1354,0.1572,0.1823,c5c4,c5c4,c5c4,c5c4,38.0,0.1823,0.0691,False
rnb4r/ppp1kppp/5n2/4p3/1bB1PP2/2N5/PPPB2PP/R3K1NR b KQ - 0 8,16,T2025-09_546,b4c3,-12,3,e5f4,0.2214,0.3364,0.4061,0.4735,e5f4,b4c3,b4c3,b4c3,0.0,0.4735,0.2521,False
rnb4r/ppp1kppp/5n2/4P3/2B2p2/2B5/PPP3PP/R3K1NR b KQ - 0 10,20,T2025-09_546,f6e4,-20,7,f6e4,0.7965,0.7678,0.733,0.7135,f6e4,f6e4,f6e4,f6e4,0.0,0.7965,-0.083,False
rnb4r/ppp1kppp/8/4P3/2B2p2/2P5/P1P1N1PP/R3K2R b KQ - 0 12,24,T2025-09_546,b8c6,155,6,b8c6,0.1202,0.1202,0.1445,0.1839,h8e8,g7g5,g7g5,g7g5,73.0,0.1839,0.0637,False
r1b4r/ppp1kppp/8/4n3/5N2/1BP5/P1P3PP/R3K2R b KQ - 1 14,28,T2025-09_546,h8e8,160,102,c7c6,0.4175,0.4386,0.3109,0.2005,h8e8,h8e8,h8e8,c7c6,138.0,0.4386,-0.217,False
r1b4r/pp2k1pp/2p2p2/4n2N/8/1BP5/P1P3PP/R4RK1 b - - 1 16,32,T2025-09_546,a7a5,25,11,g7g6,0.0051,0.007,0.0082,0.0081,g7g6,g7g6,e7f8,e7f8,43.0,0.0082,0.003,False
r6r/pp2k2p/2p2Np1/4nb2/6P1/1BP5/P1P4P/R4RK1 b - - 0 18,36,T2025-09_546,e7f6,191,159,e7f6,0.2838,0.2692,0.2696,0.2851,e5g4,e5g4,e5g4,e5g4,165.0,0.2851,0.0013,False
