fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique
rn1qk1nr/pbp2pb1/1p1pp1pp/8/3PP1P1/2N1BP2/PPPQ3P/2KR1BNR b kq - 0 8,16,W6Sbmd7H,a7a6,-123,3,a7a6,0.2459,0.2257,0.1742,0.288,g8e7,g8e7,b8d7,b8d7,1.0,0.288,0.0421,False
rn1qk2r/1bp1npb1/pp1pp1pp/8/3PP1PP/2N1BP2/PPPQ2B1/2KR2NR b kq - 2 10,20,W6Sbmd7H,b8d7,-125,8,b8d7,0.8353,0.7972,0.7639,0.8475,b8d7,b8d7,b8d7,b8d7,0.0,0.8475,0.0122,False
r2qk2r/1bpnnpb1/p2pp1pp/1p1P4/4P1PP/2N1BP2/PPPQN1B1/2KR3R b kq - 0 12,24,W6Sbmd7H,d7e5,-56,69,d7b6,0.0063,0.0093,0.0079,0.0024,e6e5,e6e5,e6e5,e6e5,94.0,0.0093,-0.0039,False
r2qk2r/1bp1n1b1/pB1pp1pp/1p6/4P1PP/2N2P2/PPPQN1B1/2KR3R b kq - 0 14,28,W6Sbmd7H,c7b6,-208,95,c7b6,0.9711,0.98,0.9827,0.9722,c7b6,c7b6,c7b6,c7b6,0.0,0.9827,0.0011,False
r2qk2r/ppp2ppp/2n2n2/2bp1b2/3P4/1P4P1/PBP1NPBP/RN1QK2R b KQkq - 0 8,16,iNvLUiEl,c5d6,58,26,c5b6,0.0801,0.0806,0.1097,0.1759,c5b6,c5b6,c5b6,c5b6,31.0,0.1759,0.0958,False
r2q1rk1/ppp2ppp/1bn2n2/3p1b2/2PP4/1P4P1/PB2NPBP/RN1Q1RK1 b - - 0 10,20,iNvLUiEl,c6e7,27,0,d5c4,0.0127,0.0179,0.021,0.0212,d5c4,d5c4,d5c4,d5c4,3.0,0.0212,0.0085,False
r2q1rk1/ppp2ppp/1b3n2/5b2/2PN4/6P1/PB3PBP/RN1Q1RK1 b - - 0 12,24,iNvLUiEl,f5e4,-309,61,b6d4,0.0271,0.0266,0.0282,0.0362,b6d4,b6d4,b6d4,b6d4,134.0,0.0362,0.0091,True
r2q1rk1/pp3ppp/2p2B2/5b2/2P5/6P1/P4PBP/RN1Q1RK1 b - - 0 14,28,iNvLUiEl,d8f6,-367,106,d8f6,0.8011,0.859,0.9001,0.946,d8f6,d8f6,d8f6,d8f6,0.0,0.946,0.1449,False
3r1rk1/pp3ppp/2p2q2/5b2/2P5/6P1/P2N1PBP/R1Q2RK1 b - - 3 16,32,iNvLUiEl,f8e8,-356,21,d8d3,0.0966,0.0956,0.0795,0.0551,f5d3,f5d3,f5d3,f5d3,26.0,0.0966,-0.0415,False
5rk1/pp3ppp/2p2q2/8/2P1N3/3r2P1/P4P1P/R1Q2RK1 b - - 0 18,36,iNvLUiEl,f6d4,-325,59,f6d4,0.3819,0.4081,0.4476,0.4665,f6d4,f6d4,f6d4,f6d4,0.0,0.4665,0.0846,False
5rk1/pp3ppp/2p5/6N1/2Pq4/2r3P1/P4P1P/RQ3RK1 b - - 4 20,40,iNvLUiEl,c3d3,-389,32,g7g6,0.0178,0.0212,0.0319,0.0464,g7g6,g7g6,g7g6,g7g6,32.0,0.0464,0.0286,False
5rk1/pp3p1p/2p3p1/6N1/2q1Q2P/2r3P1/P4P2/R4RK1 b - - 1 22,44,iNvLUiEl,h7h6,-271,22,c4c5,0.0102,0.0067,0.0051,0.0047,c4e4,c4c5,c4c5,c4c5,83.0,0.0102,-0.0055,False
3r2k1/pp3p1p/2p3p1/2q5/4N2P/2r3P1/P4PQ1/R4RK1 b - - 5 24,48,iNvLUiEl,c5d4,-511,0,c5c4,0.2171,0.216,0.2167,0.2078,c5e5,c5e5,c5e5,c5e5,12.0,0.2171,-0.0093,False
3r2k1/pp3p1p/2p3p1/8/7P/2q3P1/P4PQ1/3R1RK1 b - - 1 26,52,iNvLUiEl,d8e8,-543,21,d8e8,0.175,0.3188,0.5106,0.5978,d8d1,d8d1,d8e8,d8e8,0.0,0.5978,0.4228,False
6k1/pR3p1p/2p3p1/8/7P/2q3P1/P3rPQ1/5RK1 b - - 0 28,56,iNvLUiEl,h7h5,-481,5,e2a2,0.0091,0.0055,0.0037,0.0046,e2a2,e2a2,e2a2,e2a2,125.0,0.0091,-0.0045,True
6k1/p1R2p1p/2Q3p1/2p5/7P/2q3P1/r4P2/5RK1 b - - 1 30,60,iNvLUiEl,c3e5,-530,37,c3c4,0.0589,0.064,0.0651,0.0683,a2a1,c3d4,c3d4,c3d4,1467.0,0.0683,0.0094,False
2R3k1/p4p1p/4q1p1/2Q5/7P/6P1/r4P2/5RK1 b - - 2 32,64,iNvLUiEl,e6c8,-1012,976,g8g7,0.078,0.0351,0.0164,0.0074,g8g7,g8g7,g8g7,g8g7,976.0,0.078,-0.0706,False
8/p1R3kp/4qpp1/8/7P/2Q3P1/r4P2/5RK1 b - - 1 34,68,iNvLUiEl,g7h6,-652,494,g7h6,0.9252,0.9482,0.9525,0.9247,g7h6,g7h6,g7h6,g7h6,0.0,0.9525,-0.0005,False
r1bqk2r/pp1p1ppp/4pn2/4n3/1b1NP3/2N1B3/PPPQ1PPP/R3KB1R b KQkq - 7 8,16,lngcc7E7,f6e4,354,305,f6e4,0.5685,0.7123,0.819,0.9096,f6e4,f6e4,f6e4,f6e4,0.0,0.9096,0.3411,False
rnbqkb1r/pp3pp1/5n1p/1B1p4/3P4/5N1P/PP3PP1/RNBQK2R b KQkq - 1 8,16,ZGrGTsBn,b8c6,-21,14,b8c6,0.2989,0.3973,0.5324,0.5784,c8d7,c8d7,b8c6,b8c6,0.0,0.5784,0.2795,False
r1bqk2r/pp2bpp1/2n2n1p/1B1pN3/3P4/7P/PP3PP1/RNBQ1RK1 b kq - 5 10,20,ZGrGTsBn,c8d7,-39,29,d8c7,0.4786,0.5849,0.5889,0.5873,c8d7,c8d7,c8d7,c8d7,0.0,0.5889,0.1087,False
r3k2r/ppq1bpp1/2n1bn1p/1B1pN3/Q2P4/7P/PP3PP1/RNB1R1K1 b kq - 9 12,24,ZGrGTsBn,e8g8,-38,72,a8c8,0.3373,0.177,0.1048,0.0697,e6d7,e6d7,e6d7,a8c8,87.0,0.3373,-0.2676,False
2r2rk1/ppq1bpp1/2N1bn1p/1B1p4/Q2P1B2/7P/PP3PP1/RN2R1K1 b - - 0 14,28,ZGrGTsBn,e7d6,-399,54,c7f4,0.2427,0.2538,0.2834,0.3519,c7f4,c7f4,c7f4,c7f4,65.0,0.3519,0.1092,False
2N2r1k/pp3pp1/4bn1p/1B1p4/Q2P1q2/7P/PP3PP1/RN2R1K1 b - - 0 16,32,ZGrGTsBn,f8c8,-477,15,f8c8,0.5791,0.6927,0.79,0.8242,f8c8,f8c8,f8c8,f8c8,0.0,0.8242,0.2451,False
2r4k/1p3pp1/p3bn1p/3p4/Q2P1q2/2N4P/PP2BPP1/R3R1K1 b - - 1 18,36,ZGrGTsBn,e6h3,-430,26,b7b5,0.039,0.0547,0.0603,0.0756,f4g5,f4g5,f4g5,f4g5,53.0,0.0756,0.0366,False
2r4k/5pp1/p3bn1p/1p1p2q1/3P4/2N4P/PP2BPPK/R2QR3 b - - 3 20,40,ZGrGTsBn,b5b4,-401,56,b5b4,0.0874,0.0667,0.0759,0.1265,g5f4,g5f4,g5f4,g5f4,84.0,0.1265,0.0391,False
2r4k/5pp1/p3bn1p/3p4/Np1P1q2/7P/PP2BPP1/R2QR1K1 b - - 3 22,44,ZGrGTsBn,f6e4,-449,29,f6e4,0.4146,0.4339,0.4979,0.598,f6e4,f6e4,f6e4,f6e4,0.0,0.598,0.1834,False
2r4k/5pp1/p3R2p/3p2n1/Np1P1q2/5B1P/PP3PP1/R2Q2K1 b - - 0 24,48,ZGrGTsBn,f7e6,-442,59,g5f3,0.4956,0.5013,0.5373,0.5699,f7e6,f7e6,f7e6,f7e6,0.0,0.5699,0.0743,False
7k/5pp1/p3R2p/3p4/Np1P1q2/5Q1P/PP3PP1/2R3K1 b - - 0 26,52,ZGrGTsBn,f4c1,-583,336,f4c1,0.9338,0.961,0.9703,0.9732,f4c1,f4c1,f4c1,f4c1,0.0,0.9732,0.0394,False
5Q1k/6p1/p3p2p/3p4/Np1P4/7P/PP3PPK/2q5 b - - 1 28,56,ZGrGTsBn,h8h7,-684,0,h8h7,1.0,1.0,1.0,1.0,h8h7,h8h7,h8h7,h8h7,0.0,1.0,0.0,False
8/6pk/p3p2p/3p4/NQ1P1q2/7P/PP3PP1/6K1 b - - 2 30,60,ZGrGTsBn,f4c1,0,488,f4c1,0.8524,0.9357,0.9538,0.9426,f4c1,f4c1,f4c1,f4c1,0.0,0.9538,0.0902,False
8/6pk/p3p2p/3p4/NQ1P1q2/7P/PP3PP1/6K1 b - - 6 32,64,ZGrGTsBn,f4c1,0,493,f4c1,0.8524,0.9357,0.9538,0.9426,f4c1,f4c1,f4c1,f4c1,0.0,0.9538,0.0902,False
8/6pk/p3p2p/3p4/NQ1P1q2/7P/PP3PP1/6K1 b - - 10 34,68,ZGrGTsBn,f4c1,0,505,f4c1,0.8524,0.9357,0.9538,0.9426,f4c1,f4c1,f4c1,f4c1,0.0,0.9538,0.0902,False
r2qkbnr/pp3ppp/2n1p3/3pP3/3P2b1/4BN2/PP2BPPP/RN1QK2R b KQkq - 0 8,16,Ee3Sbqj6,g8h6,24,7,g8e7,0.0118,0.0074,0.0047,0.0045,f8b4,g8e7,g8e7,g8e7,5.0,0.0118,-0.0073,False
r2qkb1r/pp3ppp/2n1p1n1/3pP3/3P2b1/4BN1P/PP2BPP1/RN1Q1RK1 b kq - 0 10,20,Ee3Sbqj6,g4f3,-37,57,g4f5,0.8533,0.8991,0.9276,0.9487,g4f3,g4f3,g4f3,g4f3,0.0,0.9487,0.0954,False
r2qk2r/pp2bppp/2n1p1n1/3pPb2/3P2P1/2N1BN1P/PP2BP2/R2Q1RK1 b kq - 0 12,24,Ee3Sbqj6,f5e4,-146,185,f5e4,0.8188,0.8474,0.871,0.8815,f5e4,f5e4,f5e4,f5e4,0.0,0.8815,0.0627,False
r2qk2r/pp2bppp/2n1p3/3pP3/3PN1Pn/2N1B2P/PP2BP2/R2Q1RK1 b kq - 0 14,28,Ee3Sbqj6,d5e4,-144,176,d5e4,0.9882,0.9962,0.9983,0.9989,d5e4,d5e4,d5e4,d5e4,0.0,0.9989,0.0107,False
r2q1rk1/pp2bppp/2n1p3/1B2P3/3PN1Pn/4B2P/PP3P2/R2Q1RK1 b - - 2 16,32,Ee3Sbqj6,c6d4,7,39,d8d5,0.0254,0.0181,0.0129,0.0102,d8d5,d8d5,d8d5,d8d5,24.0,0.0254,-0.0152,False
r4rk1/pp2bppp/2q1p3/4P3/3PN1Pn/4BP1P/PP6/R2Q1RK1 b - - 0 18,36,Ee3Sbqj6,h7h6,-71,11,a8c8,0.0305,0.0266,0.0211,0.0186,f7f5,f7f5,f7f5,f7f5,39.0,0.0305,-0.0119,False
2R2rk1/pp2bppp/q3p3/4P3/3PN1Pn/4BP1P/PP6/3Q1RK1 b - - 0 20,40,Ee3Sbqj6,f8c8,-51,431,f8c8,0.9979,0.9993,0.9997,0.9998,f8c8,f8c8,f8c8,f8c8,0.0,0.9998,0.0019,False
2r3k1/pp2bppp/1q2p3/4P3/1P1PN1Pn/P3BP1P/8/3Q1RK1 b - - 0 22,44,Ee3Sbqj6,b6a6,37,37,a7a5,0.2537,0.2773,0.3015,0.3512,b6a6,b6a6,b6a6,b6a6,0.0,0.3512,0.0975,False
2r3k1/1p2bppp/1q2p3/3PP3/1p2N1Pn/P4P1P/5B2/3Q1RK1 b - - 0 24,48,Ee3Sbqj6,b6a5,-43,15,b6a5,0.088,0.0866,0.0906,0.1063,e7c5,e7c5,e7c5,e7c5,363.0,0.1063,0.0183,False
2rb2k1/1p3ppp/3Pp3/q3P3/1P2N1Pn/5P1P/5B2/3Q1RK1 b - - 0 26,52,Ee3Sbqj6,a5b4,-21,39,a5b4,0.6652,0.6032,0.5463,0.506,a5b4,a5b4,a5b4,a5b4,0.0,0.6652,-0.1592,False
r2b2k1/1p1P1ppp/4p3/4P3/1q2N1PB/5P1P/8/3Q1RK1 b - - 0 28,56,Ee3Sbqj6,d8h4,-29,434,d8h4,0.5602,0.7077,0.815,0.8767,d8h4,d8h4,d8h4,d8h4,0.0,0.8767,0.3165,False
r5k1/1p1P1ppp/1q2p3/4P1P1/4N2b/5P1P/8/3Q1R1K b - - 2 30,60,Ee3Sbqj6,h7h6,-133,90,h7h6,0.0726,0.0476,0.0337,0.0333,a8d8,a8d8,a8d8,a8d8,160.0,0.0726,-0.0393,False
r5k1/1p1P1p2/1q2p2p/4P3/4N2b/5P1P/8/3Q2RK b - - 1 32,64,Ee3Sbqj6,b6g1,-546,29,g8f8,0.0024,0.0026,0.003,0.0031,g8f8,g8f8,g8f8,g8f8,34.0,0.0031,0.0007,False
r2b1k2/1p1P1p2/1q2p2Q/4P3/4N3/5P1P/8/6RK b - - 0 34,68,Ee3Sbqj6,f8e7,-1208,0,f8e7,1.0,1.0,1.0,1.0,f8e7,f8e7,f8e7,f8e7,0.0,1.0,0.0,False
r2qkbnr/1bpn1pp1/pp1pp2p/8/3PP3/1PNB1N1P/PBP2PP1/R2QK2R b KQkq - 2 8,16,Mse3aHPO,g7g6,-74,13,g7g6,0.4499,0.3351,0.2076,0.1418,g7g6,g7g6,g8e7,g8e7,24.0,0.4499,-0.3081,False
r2qk1nr/1bpn1pb1/pp1pp1pp/8/3PP3/1PNB1N1P/PBP2PP1/1R1Q1RK1 b kq - 3 10,20,Mse3aHPO,g8e7,-45,5,g8e7,0.8191,0.7369,0.7119,0.7699,g8e7,g8e7,g8e7,g8e7,0.0,0.8191,-0.0492,False
r2qk2r/1bpnnpb1/pp1p2pp/3Pp3/4P3/1PNB1N1P/PBP2PP1/1R1QR1K1 b kq - 0 12,24,Mse3aHPO,f7f5,14,4,f7f5,0.0607,0.0544,0.0535,0.0638,e8g8,e8g8,e8g8,e8g8,8.0,0.0638,0.0031,False
r2qk2r/1bpnn1b1/pp1p3p/3Ppp2/7N/1PNB3P/PBP2PP1/1R1QR1K1 b kq - 1 14,28,Mse3aHPO,e8g8,44,153,e5e4,0.0228,0.0236,0.0341,0.0619,f5f4,f5f4,e5e4,e5e4,488.0,0.0619,0.0391,False
r2q1k1r/1bpnn1b1/pp1p3p/3P1p1Q/4p2N/1PN4P/PBP1BPP1/1R2R1K1 b - - 3 16,32,Mse3aHPO,d7f6,74,169,d7f6,0.5386,0.6604,0.7518,0.7786,d7f6,d7f6,d7f6,d7f6,0.0,0.7786,0.24,False
r2q1k1r/1bp3b1/pp1p1nQp/3P1p2/4p3/1PN4P/PBP1BPP1/1R2R1K1 b - - 0 18,36,Mse3aHPO,d8d7,-38,21,d8d7,0.1635,0.1852,0.2197,0.2901,b7c8,b7c8,b7c8,b7c8,10.0,0.2901,0.1266,False
r4k1r/1bp2Qb1/pp1p1n1p/3P1p2/4p3/1P5P/PBP1BPP1/1R1NR1K1 b - - 0 20,40,Mse3aHPO,f8f7,-15,0,f8f7,1.0,1.0,1.0,1.0,f8f7,f8f7,f8f7,f8f7,0.0,1.0,0.0,False
r5r1/1bp2kb1/pp1p1n1p/3P1p2/2P1pP2/1P5P/PB2B1P1/1R1NR1K1 b - f3 0 22,44,Mse3aHPO,b7c8,-10,8,g7h8,0.0316,0.0504,0.0562,0.0586,e4f3,e4f3,e4f3,e4f3,47.0,0.0586,0.027,False
r1b3rb/2p2k2/pp1p1n1p/3P1p2/2P1pP2/1P2N2P/PB2B1PK/1R2R3 b - - 4 24,48,Mse3aHPO,h6h5,-50,24,c8d7,0.2009,0.1774,0.1241,0.066,c8d7,c8d7,c8d7,c8d7,24.0,0.2009,-0.1349,False
r6b/2pb1k2/pp1p1nrp/3P1p2/P1P1pP2/1P2N2P/1B2B1PK/1R4R1 b - - 2 26,52,Mse3aHPO,a6a5,-31,2,a8g8,0.0872,0.0813,0.0711,0.0807,a8g8,a8g8,a8g8,a8g8,11.0,0.0872,-0.0065,False
6rb/2pb1k2/pp1p1r1p/3P1p1B/P1P1pP2/1P2N2P/6PK/1R4R1 b - - 1 28,56,Mse3aHPO,f7e7,28,81,f7e7,0.7393,0.831,0.8616,0.8418,f7e7,f7e7,f7e7,f7e7,0.0,0.8616,0.1025,False
6rb/2pbk3/pp1p1r1p/3P4/P1P1pPB1/1P2N2P/7K/1R4R1 b - - 0 30,60,Mse3aHPO,f6f4,231,77,d7g4,0.6344,0.6526,0.6941,0.7561,f6f4,f6f4,f6f4,f6f4,0.0,0.7561,0.1217,False
6rb/2p1k3/pp1p3N/3P4/P1P1pr2/1P5P/7K/1R4R1 b - - 0 32,64,Mse3aHPO,g8g1,204,81,g8g1,0.4095,0.4587,0.4317,0.3896,g8g1,g8g1,g8g1,f4f2,79.0,0.4587,-0.0199,False
8/2p1k3/pp1p4/3Pb3/P1P1prN1/1P5P/7K/6R1 b - - 2 34,68,Mse3aHPO,f4g4,694,621,f4g4,0.406,0.4659,0.4725,0.4137,f4g4,f4g4,f4g4,f4g4,0.0,0.4725,0.0077,False
r1q1kbnr/pppb2pp/2n2p2/4p3/4P3/P1N1B1N1/1PP2PPP/R2QKB1R b KQkq - 0 8,16,np5VGXVG,d7e6,-98,42,a7a6,0.0606,0.062,0.0547,0.0711,d7g4,f8d6,f8d6,g7g6,62.0,0.0711,0.0105,False
r1q1k1nr/1ppb2pp/p1nb1p2/4p2B/4P3/P1N1B1N1/1PP2PPP/R2QK2R b KQkq - 3 10,20,np5VGXVG,g7g6,-82,126,g7g6,0.9368,0.9498,0.9579,0.9469,g7g6,g7g6,g7g6,g7g6,0.0,0.9579,0.0101,False
r1q1k2r/1ppbn2p/p1nb1pp1/4p3/4P3/P1N1BBN1/1PP1QPPP/R3K2R b KQkq - 3 12,24,np5VGXVG,c6d4,36,58,g6g5,0.0774,0.1065,0.1333,0.1294,d7e6,d7e6,d7e6,d7e6,101.0,0.1333,0.052,False
r1q1k2r/1ppb3p/p1nb1pn1/4p1pB/4P3/P1N1B1NP/1PP1QPP1/R3K2R b KQkq - 2 14,28,np5VGXVG,e8g8,-138,18,d7e6,0.1198,0.0788,0.0942,0.1462,d7e6,d7e6,d7e6,d7e6,57.0,0.1462,0.0264,False
r1q1k2r/1pp4p/p1nb1pn1/3Pp1pB/8/P3B1NP/1PP1QPP1/R3K2R b KQkq - 0 16,32,np5VGXVG,c6e7,-271,113,c6e7,0.6328,0.7248,0.8125,0.8797,c6e7,c6e7,c6e7,c6e7,0.0,0.8797,0.2469,False
r1q2rk1/1pp1n2p/p2b1pB1/3Pp1p1/8/P2QB1NP/1PP2PP1/R3K2R b KQ - 0 18,36,np5VGXVG,e7g6,-143,18,e7g6,0.638,0.7267,0.69,0.468,e7g6,e7g6,e7g6,h7g6,21.0,0.7267,-0.17,False
r1q2rk1/2p4p/p2b1pn1/1p1PpNp1/8/P2QB2P/1PP2PP1/R4RK1 b - - 1 20,40,np5VGXVG,c8d7,-69,1,h7h5,0.1533,0.2192,0.282,0.331,g6f4,g6f4,g6f4,g6f4,25.0,0.331,0.1777,False
r1q3k1/2p2r2/p2b1pn1/1p1PpNpp/8/PP1QB1PP/2P2P2/R4RK1 b - - 0 22,44,np5VGXVG,d6f8,-152,74,f7f8,0.0648,0.0654,0.0722,0.0992,g6e7,g6e7,g8h7,g8h7,116.0,0.0992,0.0344,False
r1q2r2/2p3k1/p2b1pn1/1p1PpNpp/8/PP1QB1PP/2P2P2/R4RK1 b - - 4 24,48,np5VGXVG,g7f7,-210,91,g7h7,0.3328,0.2667,0.2225,0.1738,g7h7,g7h7,g7h7,g7h7,99.0,0.3328,-0.159,False
r1q2r2/7k/p2p1pn1/1p1Pp1pp/5P2/PP1QB1PP/2P5/R4RK1 b - - 0 26,52,np5VGXVG,c8h3,344,109,c8h3,0.6086,0.7551,0.8429,0.9007,c8h3,c8h3,c8h3,c8h3,0.0,0.9007,0.2921,False
r4r2/7k/p2p1pn1/1p1Pp1pp/5P2/PP1QB1q1/2P3R1/R5K1 b - - 1 28,56,np5VGXVG,g3h3,293,24,g3h3,0.319,0.2651,0.2302,0.2568,g3f3,g3f3,g3f3,g3f3,133.0,0.319,-0.0622,False
r4r2/7k/p2p2n1/1p1PppPp/8/PP1QB2q/2P3R1/5RK1 b - - 1 30,60,np5VGXVG,f5f4,378,12,f5f4,0.3273,0.3004,0.2569,0.1952,f5f4,e5e4,e5e4,e5e4,3.0,0.3273,-0.1321,False
r4r2/7k/p2p2n1/1p1Pp1Pp/5p2/PP1P4/3B2R1/5RK1 b - - 0 32,64,np5VGXVG,g6h4,359,18,f8f5,0.2082,0.1747,0.1279,0.0945,g6h4,a8c8,a8c8,a8c8,57.0,0.2082,-0.1137,False
3r4/7k/p2p2n1/1p1PprPp/1B3p2/PP1P4/7R/5RK1 b - - 4 34,68,np5VGXVG,f5g5,436,80,f5g5,0.9257,0.9386,0.9413,0.93,f5g5,f5g5,f5g5,f5g5,0.0,0.9413,0.0043,False
r2q1rk1/pbpp1ppp/1pn2n2/4p3/1bP1P3/2NP2PP/PP2NPB1/R1BQK2R b KQ - 0 8,16,XL2Ds7cp,b4c5,-69,4,a8b8,0.0266,0.0196,0.0127,0.0069,c6d4,c6d4,c6d4,c6d4,4.0,0.0266,-0.0197,False
1r1q1rk1/pbppnppp/1p3n2/3Np3/1bP1P3/3P2PP/PP2NPB1/R1BQ1RK1 b - - 4 10,20,XL2Ds7cp,e7d5,-50,11,f6d5,0.4806,0.578,0.6511,0.6987,e7d5,e7d5,e7d5,e7d5,0.0,0.6987,0.2181,False
1r1q1rk1/pb1pnppp/1pp5/3Pp3/1b2P3/P2P2PP/1P2NPB1/R1BQ1RK1 b - - 0 12,24,XL2Ds7cp,b4d6,-36,60,b4c5,0.4201,0.4601,0.5286,0.6013,b4c5,b4d6,b4d6,b4d6,0.0,0.6013,0.1812,False
1r1q1rk1/pb1pnppp/1pp5/3Pp3/1P1NP3/P2P2PP/5PB1/R1BQ1RK1 b - - 0 14,28,XL2Ds7cp,e5d4,-226,229,e5d4,0.9621,0.9807,0.9849,0.9803,e5d4,e5d4,e5d4,e5d4,0.0,0.9849,0.0182,False
2rq1rk1/pb1pnppp/1ppP4/8/1P1pPB2/P2P2PP/5PB1/R2Q1RK1 b - - 0 16,32,XL2Ds7cp,e7g6,-93,384,e7g6,0.9762,0.9912,0.9967,0.9989,e7g6,e7g6,e7g6,e7g6,0.0,0.9989,0.0227,False
2r2rk1/pb1p1ppp/1ppP1qn1/8/1P1pPP2/P2P2PP/3B2B1/R2Q1RK1 b - - 0 18,36,XL2Ds7cp,f6d6,-66,117,f6d6,0.8481,0.8741,0.9034,0.9164,f6d6,f6d6,f6d6,f6d6,0.0,0.9164,0.0683,False
2r2rk1/pb1p1ppp/1ppq4/4nP2/1P1pPB2/P2P2PP/6B1/R2Q1RK1 b - - 2 20,40,XL2Ds7cp,c6c5,107,8,f7f6,0.2824,0.2035,0.1607,0.1404,c6c5,d6f6,f7f6,f7f6,22.0,0.2824,-0.142,False
2r2rk1/pb1pq1pp/1pp2p2/4nP2/1P1pPB2/P2P2PP/5RB1/2RQ2K1 b - - 3 22,44,XL2Ds7cp,f8f7,115,12,d7d5,0.0051,0.0057,0.0047,0.0021,c6c5,c6c5,c6c5,c6c5,37.0,0.0057,-0.003,False
2r2rk1/pb2q1pp/1p3p2/3pBP2/1P1p4/P2P2PP/5RB1/2RQ2K1 b - - 0 24,48,XL2Ds7cp,e7e5,121,1,f6e5,0.3763,0.4313,0.458,0.4655,f6e5,f6e5,f6e5,f6e5,121.0,0.4655,0.0892,False
2r3k1/pb2q1pp/1p6/3ppP2/1P1p2Q1/P2P2PP/5RB1/6K1 b - - 1 26,52,XL2Ds7cp,e7f6,138,11,c8c1,0.1382,0.2929,0.4173,0.4493,c8c1,c8c1,e7f6,e7f6,0.0,0.4493,0.3111,False
6k1/pb4pp/1p3q2/3ppP1Q/1P1p4/P2P2PP/5RBK/2r5 b - - 5 28,56,XL2Ds7cp,c1c8,119,55,e5e4,0.1572,0.2224,0.2559,0.2513,c1c3,c1c8,c1c8,c1c8,0.0,0.2559,0.0941,False
4Q1k1/pb4pp/1p3q2/5P2/1P1pp3/P5PP/5RBK/2r5 b - - 1 30,60,XL2Ds7cp,f6f8,0,0,f6f8,1.0,1.0,1.0,1.0,f6f8,f6f8,f6f8,f6f8,0.0,1.0,0.0,False
6k1/pb3qpp/1p1Q4/5P2/1P1pp3/P5PP/5RBK/2r5 b - - 5 32,64,XL2Ds7cp,e4e3,147,94,e4e3,0.3079,0.258,0.2167,0.175,d4d3,d4d3,d4d3,d4d3,92.0,0.3079,-0.1329,False
6k1/p4qpp/1p1Q4/3B1P2/1P1p4/P5PP/5p1K/2r5 b - - 1 34,68,XL2Ds7cp,f2f1n,839,839,f2f1q,0.0263,0.037,0.0545,0.0764,f2f1q,f2f1q,f2f1q,f2f1q,2838.0,0.0764,0.0501,False
r1bqk1nr/ppp2pp1/1bnp3p/8/2BPP3/1Q3N2/PP3PPP/RNB2RK1 b kq - 1 8,16,xx22uieL,c6a5,-40,63,d8e7,0.0313,0.014,0.0115,0.0146,d8e7,d8e7,d8e7,d8e7,58.0,0.0313,-0.0167,False
r1b1k1nr/ppp1qpp1/1b1p3p/n7/1QBPP3/2N2N2/PP3PPP/R1B2RK1 b kq - 5 10,20,xx22uieL,a5c4,-47,15,a5c4,0.5703,0.7662,0.8709,0.8905,a5c4,a5c4,a5c4,a5c4,0.0,0.8905,0.3202,False
r3k1nr/ppp1qpp1/1b1pb2p/8/Q2PP3/2N2N2/PP3PPP/R1B2RK1 b kq - 2 12,24,xx22uieL,e7d7,-25,47,c7c6,0.0579,0.0594,0.0579,0.0721,e6d7,e6d7,e6d7,e6d7,56.0,0.0721,0.0142,False
r3k1nr/pp1bqpp1/1bpp3p/3P4/4P3/2N2N2/PPQ2PPP/R1B2RK1 b kq - 2 14,28,xx22uieL,g8f6,-10,91,e8c8,0.3639,0.3976,0.4158,0.4758,g8f6,g8f6,g8f6,g8f6,0.0,0.4758,0.1119,False
r1bqk2r/pp1p1ppp/2n2n2/2b1p3/1PB1P3/P1N2N2/5PPP/R1BQK2R b KQkq - 0 8,16,H0T7Hd9S,c5e7,4,4,c5d4,0.0845,0.0959,0.0931,0.0568,c5b6,c5b6,c5b6,c5b6,10.0,0.0959,-0.0277,False
r1bqk2r/pp1p1ppp/5n2/4p3/1PBnP3/P1N1B3/5PPP/R2QK2R b KQkq - 1 10,20,H0T7Hd9S,a7a5,-45,23,d8c7,0.003,0.0015,0.0006,0.0001,d4c6,d4c6,d4c6,d4c6,141.0,0.003,-0.0029,True
r1b1k2r/pp1p1ppp/5n2/4B3/1Pq1P3/P1N5/5PPP/R2QK2R b KQkq - 0 12,24,H0T7Hd9S,d7d6,-136,32,f6e4,0.0752,0.0528,0.0505,0.0559,f6e4,f6e4,f6e4,f6e4,200.0,0.0752,-0.0193,False
r1b1k2r/pp1p1ppp/8/4B3/1P2q3/P7/4QPPP/R3K2R b KQkq - 1 14,28,H0T7Hd9S,e4e2,24,12,e4e2,0.4294,0.7318,0.8674,0.9054,e4g2,e4e2,e4e2,e4e2,0.0,0.9054,0.476,False
r1b2rk1/pp1p1ppp/8/8/1P6/P7/1B2KPPP/R6R b - - 2 16,32,H0T7Hd9S,b7b6,37,5,f8e8,0.0451,0.0626,0.0715,0.0698,f8e8,f8e8,f8e8,d7d5,16.0,0.0715,0.0247,False
