fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique
2r3k1/1b3pp1/p4n1p/2npq3/1p1N4/2P1N1P1/PPQ2P1P/1BR3K1 b - - 1 22,44,3Kp5UVh2,b4c3,3,3,b4c3,0.366,0.435,0.4772,0.4402,b4c3,b4c3,b4c3,b4c3,0.0,0.4772,0.0742,False
2r3k1/1b3pp1/p4n1p/3pq3/3Nn3/1QP1N1P1/P4P1P/1BR3K1 b - - 2 24,48,3Kp5UVh2,c8c7,0,10,b7a8,0.0859,0.0953,0.0937,0.1001,b7a8,b7a8,b7a8,b7a8,34.0,0.1001,0.0142,False
b1r3k1/2q2pp1/B4n1p/3p4/3Nn3/1QP1N1P1/P4P1P/2R3K1 b - - 0 26,52,3Kp5UVh2,e4c5,-54,51,c8b8,0.0293,0.0192,0.0135,0.0111,c8b8,c8b8,c8b8,c8b8,60.0,0.0293,-0.0182,False
br4k1/5pp1/5n1p/q2p4/3Nn3/2PBN1P1/P1Q2P1P/2R3K1 b - - 4 28,56,3Kp5UVh2,b8c8,-62,15,b8c8,0.2535,0.3316,0.4233,0.4738,b8c8,b8c8,b8c8,b8c8,0.0,0.4738,0.2203,False
b1r3k1/5pp1/3n1n1p/q2p1N2/8/2PB2P1/P1Q2P1P/2RN2K1 b - - 8 30,60,3Kp5UVh2,d6f5,1,50,d6f5,0.8434,0.8679,0.8634,0.8326,d6f5,d6f5,d6f5,d6f5,0.0,0.8679,-0.0108,False
b1B3k1/5pp1/5n1p/q7/3p4/2P3P1/P1Q2P1P/2RN2K1 b - - 0 32,64,3Kp5UVh2,a5d5,-16,306,a5d5,0.6321,0.7339,0.7858,0.8128,a5d5,a5d5,a5d5,a5d5,0.0,0.8128,0.1807,False
b1B3k1/5pp1/5n1p/8/3p4/2P3P1/P1Q1KP1P/2RN3q b - - 4 34,68,3Kp5UVh2,h1f3,254,338,h1f3,0.3061,0.279,0.2182,0.1798,a8f3,a8f3,a8f3,a8f3,432.0,0.3061,-0.1263,False
r2qkb1r/p2bpppp/2pp1n2/8/3NP3/2N5/PPP2PPP/R1BQ1RK1 b kq - 1 8,16,X9KylSoM,e7e5,-8,19,g7g6,0.2908,0.3211,0.3578,0.3285,g7g6,g7g6,g7g6,g7g6,19.0,0.3578,0.0377,False
r2qkb1r/p3pp1p/2pp1np1/8/4P1b1/2N2N1P/PPP2PP1/R1BQ1RK1 b kq - 0 10,20,X9KylSoM,g4f3,-22,32,g4f3,0.6699,0.5473,0.4308,0.4628,g4f3,g4f3,g4f3,g4f3,0.0,0.6699,-0.2071,False
r2qkb1r/p4p1p/2pp1np1/4p1B1/4P3/2N2Q1P/PPP2PP1/R4RK1 b kq - 1 12,24,X9KylSoM,f8e7,-75,9,f8g7,0.2289,0.1057,0.1027,0.167,f8g7,f8g7,f8g7,f8g7,32.0,0.2289,-0.0619,False
r2qk2r/p4pb1/2pp1Bpp/4p3/4P3/2N2Q1P/PPP2PP1/3R1RK1 b kq - 0 14,28,X9KylSoM,g7f6,-48,267,g7f6,0.7061,0.59,0.4605,0.2726,g7f6,g7f6,d8f6,d8f6,278.0,0.7061,-0.4335,False
r2qk2r/p3bp2/2pp2pp/4p3/4P3/2NR1Q1P/PPP2PP1/3R2K1 b kq - 3 16,32,X9KylSoM,e8g8,-57,2,e8g8,0.5221,0.5771,0.5421,0.4344,e8g8,e8g8,e8g8,d8c7,-4.0,0.5771,-0.0877,False
r2q1r2/p3bpk1/2pp2pp/4p3/4P3/3R1QNP/PPP2PP1/3R2K1 b - - 7 18,36,X9KylSoM,d8d7,-61,2,d8b6,0.0471,0.0444,0.0254,0.0134,a8b8,d8c7,d8c7,d8c7,4.0,0.0471,-0.0337,False
3r1r2/p3bpk1/1qpp2pp/4p3/4P1Q1/1P1R2NP/P1P2PP1/3R2K1 b - - 2 20,40,X9KylSoM,b6c7,-69,15,g7h7,0.0221,0.0326,0.0388,0.0464,g7h7,g7h7,g7h7,g7h7,20.0,0.0464,0.0243,False
3r1r2/p3bp1k/1qpp2p1/4p2N/4P1QP/1P1R4/P1P2PP1/3R2K1 b - - 0 22,44,X9KylSoM,b6c7,-181,9,f8h8,0.0044,0.0038,0.0027,0.0022,g6h5,g6h5,g6h5,g6h5,1815.0,0.0044,-0.0022,True
3r3r/p4p1k/1qpp2p1/4p3/4P2Q/1P1R2N1/P1P2PP1/3R2K1 b - - 0 24,48,X9KylSoM,h7g8,-638,96,h7g7,0.1398,0.0886,0.0663,0.0598,h7g7,h7g7,h7g7,h7g7,161.0,0.1398,-0.08,False
3r3r/p5k1/1qpp1pp1/4p3/4P1Q1/1P1R2N1/P1P2PP1/3R2K1 b - - 1 26,52,X9KylSoM,b6c7,-647,33,b6c7,0.0393,0.0403,0.0411,0.0401,h8h6,h8h6,h8h6,h8h6,317.0,0.0411,0.0008,True
3r3r/p1q2k2/2pN1pp1/4p3/4P1Q1/1P1R4/P1P2PP1/3R2K1 b - - 0 28,56,X9KylSoM,f7g7,-693,193,f7e7,0.2105,0.265,0.3397,0.423,d8d6,d8d6,d8d6,d8d6,535.0,0.423,0.2125,False
r1b1k2r/ppp1npp1/2np1q1p/1Bb1p3/4P3/2NP1N1P/PPP1QPP1/R1B2RK1 b kq - 0 8,16,s50cHhDO,e8g8,13,27,c8d7,0.2392,0.1964,0.2594,0.3684,a7a6,f6g6,e8g8,e8g8,0.0,0.3684,0.1292,False
r3k2r/pppb1pp1/2np1q1p/1BbPp3/8/3P1N1P/PPP1QPP1/R1B2RK1 b kq - 0 10,20,s50cHhDO,c6e7,-112,36,c6d4,0.1592,0.2951,0.5417,0.7742,c6d4,c6d4,c6e7,c6e7,0.0,0.7742,0.615,False
r6r/pppk1pp1/3p1q1p/2bPp3/3N4/3P3P/PPP1QPP1/R1B2RK1 b - - 0 12,24,s50cHhDO,c5d4,-142,40,e5d4,0.9193,0.9559,0.9554,0.9481,c5d4,c5d4,c5d4,c5d4,0.0,0.9559,0.0288,False
r3r3/pppk1pp1/3p1q1p/2bP4/3p2Q1/3P3P/PPPB1PP1/R4RK1 b - - 3 14,28,s50cHhDO,d7e7,-209,4,d7d8,0.1652,0.1288,0.1018,0.0852,d7d8,d7d8,d7d8,d7d8,20.0,0.1652,-0.08,False
r2kR3/pp3pp1/2pp1q1p/2bP4/3p2Q1/3P3P/PPPB1PP1/R5K1 b - - 0 16,32,s50cHhDO,d8e8,-292,543,d8e8,0.9992,0.9995,0.9997,0.9998,d8e8,d8e8,d8e8,d8e8,0.0,0.9998,0.0006,False
r3k3/p4pp1/2pp1q1p/2b5/3pQ3/3P3P/PPPB1PP1/R5K1 b - - 1 18,36,s50cHhDO,e8d7,-231,77,e8d7,0.3837,0.4793,0.6091,0.731,e8d7,e8d7,e8d7,e8d7,0.0,0.731,0.3473,False
r7/p2k1pp1/2p2q1p/2bp4/3p2Q1/3P3P/PPPB1PP1/4R1K1 b - - 1 20,40,s50cHhDO,d7c7,-227,55,d7c7,0.7471,0.8265,0.8731,0.8979,d7c7,d7c7,d7c7,d7c7,0.0,0.8979,0.1508,False
r7/p1k2pp1/2pb1q1p/3p4/1P1p2Q1/3P2PP/P1PB1P2/4R1K1 b - - 0 22,44,s50cHhDO,a8h8,-134,10,a8d8,0.0193,0.0249,0.0229,0.0139,a8b8,a8b8,a8b8,a8b8,9.0,0.0249,-0.0054,False
8/p1kr1pp1/2pb1q1p/3p4/1P1p4/P2P2PP/2PBQP2/4R1K1 b - - 2 24,48,s50cHhDO,d7e7,-78,9,f6g6,0.6896,0.722,0.801,0.8527,d7e7,d7e7,d7e7,d7e7,0.0,0.8527,0.1631,False
4Q3/p1kr2p1/2pb2qp/3p1p2/1P1p4/P2P2PP/2PB1PK1/4R3 b - - 1 26,52,s50cHhDO,g6e8,-70,170,g6e8,0.8414,0.8311,0.8256,0.8178,g6e8,g6e8,g6e8,g6e8,0.0,0.8414,-0.0236,False
3R4/p1k3p1/2pb3p/3p1p2/1P1p4/P2P2PP/2PB1PK1/8 b - - 0 28,56,s50cHhDO,c7d8,-42,497,c7d8,0.9985,0.9993,0.9995,0.9994,c7d8,c7d8,c7d8,c7d8,0.0,0.9995,0.0009,False
8/p1k3p1/2pb3p/3p1p2/1P1p1P2/P2P1KPP/2PB4/8 b - - 2 30,60,s50cHhDO,c7b6,0,0,c7b6,0.5994,0.6278,0.549,0.4913,c7b6,c7b6,c7b6,c7b6,0.0,0.6278,-0.1081,False
8/p5p1/1k1b3p/2pp1p2/PP1p1P2/2PP1KPP/3B4/8 b - - 0 32,64,s50cHhDO,g7g6,16,3,a7a5,0.0201,0.0271,0.0306,0.0235,c5b4,c5b4,d4c3,a7a5,41.0,0.0306,0.0034,False
8/6p1/1k1b3p/pPpp1p2/P4P2/2BP1KPP/8/8 b - - 0 34,68,s50cHhDO,d5d4,-9,8,d5d4,0.2198,0.1373,0.0913,0.0721,g7g6,g7g6,g7g6,g7g6,7.0,0.2198,-0.1477,False
r1bqkbnr/1p1n1ppp/p7/2p1p3/3pP3/1PP2N2/PB1PBPPP/RN1Q1RK1 b kq - 0 8,16,GyykcHu7,g8e7,6,41,d7f6,0.0143,0.014,0.014,0.0153,g8f6,g8f6,g8f6,f8d6,60.0,0.0153,0.001,False
r1bqkbnr/1p3ppp/p4n2/4N3/3pP3/1P6/PB1PBPPP/RN1Q1RK1 b kq - 0 10,20,GyykcHu7,f8c5,-242,20,d8d6,0.0657,0.1037,0.1593,0.1753,f6e4,f6e4,f6e4,f6e4,70.0,0.1753,0.1096,False
r1b1kbnr/1p3ppp/p2q4/8/3pn3/1P1N1B2/PB1P1PPP/RN1Q1RK1 b kq - 1 12,24,GyykcHu7,e4g5,-185,8,e4c5,0.3073,0.2634,0.2128,0.1851,e4g5,e4g5,g8f6,g8f6,238.0,0.3073,-0.1222,False
r1b1kbnr/1p3ppp/p7/2q5/3p4/1P3B2/PB1P1PPP/RN1QR1K1 b kq - 1 14,28,GyykcHu7,f8e7,-318,7,c8e6,0.6258,0.6686,0.7012,0.702,f8e7,f8e7,f8e7,f8e7,0.0,0.702,0.0762,False
r3kBnr/1p3ppp/pq2b3/8/3p4/1P3B2/P2P1PPP/RN1QR1K1 b kq - 0 16,32,GyykcHu7,e8f8,-117,480,e8f8,0.9886,0.9945,0.9976,0.9993,e8f8,e8f8,e8f8,e8f8,0.0,0.9993,0.0107,False
r4k1r/1p3ppp/pq2bn2/8/3p4/1P1P1B2/P2N1PPP/R2QR1K1 b - - 2 18,36,GyykcHu7,g7g6,-74,45,b6d8,0.1663,0.2696,0.3549,0.4219,g7g6,g7g6,g7g6,g7g6,0.0,0.4219,0.2556,False
r2q1k1r/1p3ppp/p3b3/2Nn4/3p4/1P1P1B2/P4PPP/R2QR1K1 b - - 6 20,40,GyykcHu7,d8d6,-269,31,d5c3,0.0521,0.0507,0.0557,0.0671,d5c3,d5c3,d5c3,e6c8,25.0,0.0671,0.015,False
r2q1k1r/1p4pp/p3p3/8/3p4/1PnP1B2/P2Q1PPP/R3R1K1 b - - 1 22,44,GyykcHu7,d8f6,-236,7,d8d6,0.1592,0.2374,0.3064,0.3435,d8f6,d8f6,d8f6,d8f6,0.0,0.3435,0.1843,False
4rk1r/1p4pp/p2qp3/8/3p2B1/1PnP4/P2Q1PPP/2R1R1K1 b - - 5 24,48,GyykcHu7,e6e5,-29,16,h7h5,0.3653,0.4073,0.4685,0.4923,e6e5,e6e5,e6e5,e6e5,0.0,0.4923,0.127,False
4rk1r/1p4p1/p1q1p3/7p/3p1Q2/1PnP3B/P4PPP/2R1R1K1 b - - 3 26,52,GyykcHu7,f8g8,-179,482,f8g8,0.8234,0.8604,0.8867,0.9161,f8g8,f8g8,f8g8,f8g8,0.0,0.9161,0.0927,False
4r1kr/1p4p1/p1q1p3/7p/3Q4/1P1P3B/P3nPPP/2R1R2K b - - 2 28,56,GyykcHu7,e2d4,502,76,e2c1,0.7875,0.7782,0.727,0.674,e2d4,e2d4,e2d4,e2d4,0.0,0.7875,-0.1135,False
4r1kr/1p4p1/p1q1B3/7p/8/1P1PQ3/n4PPP/4R2K b - - 0 30,60,GyykcHu7,e8e6,474,5,g8h7,0.4156,0.4554,0.487,0.5146,e8e6,e8e6,e8e6,e8e6,0.0,0.5146,0.099,False
4r2r/1p5k/p1q3p1/7p/4B3/1P1PQ3/n4PPP/4R2K b - - 1 32,64,GyykcHu7,c6f6,371,7,c6f6,0.0339,0.0434,0.0596,0.0629,e8e4,e8e4,e8e4,e8e4,-6.0,0.0629,0.029,False
4r2r/1p5k/p4qp1/7p/4B3/1PnP4/1Q3PPP/4R2K b - - 5 34,68,GyykcHu7,c3e4,730,193,b7b5,0.5376,0.5341,0.5194,0.4629,c3e4,c3e4,c3e4,c3e4,0.0,0.5376,-0.0747,False
r1bqk2r/ppp1bppp/5n2/4p3/2B1P3/2N5/PPP2PPP/R1BQ1RK1 b kq - 1 8,16,lStAso5K,d8d1,-36,3,c7c6,0.1482,0.161,0.1323,0.1109,e8g8,e8g8,e8g8,e8g8,4.0,0.161,-0.0373,False
r1bq1rk1/pp2bppp/2p2n2/4p1B1/2B1P3/2N2Q2/PPP2PPP/R4RK1 b - - 3 10,20,lStAso5K,b7b5,-4,20,d8c7,0.2418,0.2062,0.1189,0.0923,c8g4,c8g4,c8g4,c8g4,44.0,0.2418,-0.1495,False
r1b2rk1/p1q1bppp/2p2n2/1p2p3/4P2B/1BN2Q2/PPP2PPP/R4RK1 b - - 1 12,24,lStAso5K,h7h6,-17,8,b5b4,0.0232,0.0152,0.0097,0.0072,a7a5,a7a5,a7a5,a7a5,16.0,0.0232,-0.016,False
r4rk1/p1q1bppp/b1p2n2/4p3/1p2P2B/1B3Q2/PPP1NPPP/R3R1K1 b - - 3 14,28,lStAso5K,a8d8,-49,1,f8d8,0.2414,0.2247,0.2415,0.2391,c6c5,c6c5,c6c5,c6c5,-4.0,0.2415,-0.0023,False
r5k1/p1q1bppp/b1p2n2/4p3/1p2P3/1B3QB1/PPPr1PPP/R1N1R1K1 b - - 7 16,32,lStAso5K,a8d8,70,13,a8d8,0.477,0.4797,0.5222,0.5638,a8d8,a8d8,a8d8,a8d8,0.0,0.5638,0.0868,False
3r2k1/p1q1bppp/2p2n2/4p3/1p2P3/1B1P1QB1/PP1r1PPP/R3R1K1 b - - 0 18,36,lStAso5K,e7c5,102,23,d8d3,0.009,0.005,0.0037,0.0037,d2d3,d2d3,d2d3,d2d3,126.0,0.009,-0.0053,True
6k1/p1q2ppp/2pb1n2/4pQ2/1p2P3/1B1r2B1/PP1r1PPP/2R1R1K1 b - - 3 20,40,lStAso5K,d2b2,69,27,c6c5,0.7455,0.7376,0.7035,0.6178,d2b2,d2b2,d2b2,d2b2,0.0,0.7455,-0.1277,False
6k1/p1q1bppp/5n2/2p1pQ2/1p2P3/1B1r2B1/PP1r1PPP/2R1R1K1 b - - 3 22,44,lStAso5K,g7g6,28,0,e7d6,0.1038,0.0825,0.0786,0.1053,d2b2,d2b2,d2b2,e7d6,-6.0,0.1053,0.0015,False
6k1/p1q1bppp/5n2/2p1pQ2/1p2P3/1B1r2B1/PP1r1PPP/2R1R1K1 b - - 7 24,48,lStAso5K,e7d6,25,0,e7d6,0.1638,0.2455,0.295,0.2918,d2b2,d2b2,d2b2,e7d6,0.0,0.295,0.128,False
rn1qkb1r/pp3pp1/2p1p2p/3nNb2/3P4/2N1PQ2/PP3PPP/R1B1KB1R b KQkq - 1 8,16,MpNfo5hH,d5f6,-51,14,f8d6,0.0486,0.092,0.194,0.3405,f7f6,d5c3,d5f6,d5f6,0.0,0.3405,0.2919,False
rn1qk2r/pp3pp1/2p1p2p/3nbB2/3P4/2N1PQ2/PP3PPP/R1B1K2R b KQkq - 0 10,20,MpNfo5hH,d5c3,80,61,e5f6,0.2719,0.2853,0.3218,0.3752,e6f5,e6f5,d5c3,d5c3,0.0,0.3752,0.1033,False
rn1q1rk1/pp3pp1/2p1pb1p/3n4/3P4/2NBPQ2/PP3PPP/R1B2RK1 b - - 4 12,24,MpNfo5hH,b8d7,-88,6,a7a6,0.223,0.3102,0.5115,0.7254,d5c3,d5c3,b8d7,b8d7,0.0,0.7254,0.5024,False
rn1q1rk1/1p3pp1/p1p1p2p/3n2b1/3PQ3/2NBP3/PP1B1PPP/R4RK1 b - - 3 14,28,MpNfo5hH,d5f6,-79,64,d5f6,0.2518,0.3436,0.4238,0.4251,g7g6,d5f6,d5f6,g7g6,70.0,0.4251,0.1733,False
rn1q1rk1/1p3ppn/p1p1p2p/6b1/3PN3/3BPQ2/PP1B1PPP/R4RK1 b - - 7 16,32,MpNfo5hH,g5e7,-155,7,g5f6,0.2017,0.2477,0.3745,0.5036,f7f5,g5e7,g5e7,g5e7,0.0,0.5036,0.3019,False
rn1q1rk1/1p3pp1/p1p1pn1p/8/3P4/2BBPQ2/PP3PPP/R4RK1 b - - 1 18,36,MpNfo5hH,f8e8,-120,4,b8d7,0.0383,0.027,0.0142,0.0082,b8d7,b8d7,b8d7,b8d7,-7.0,0.0383,-0.0301,False
r2q1rk1/1p1n1ppn/p1p1p2p/4P3/3P4/2BB1Q2/PP3PPP/R4RK1 b - - 0 20,40,MpNfo5hH,f7f5,-144,30,d7b6,0.0484,0.069,0.0927,0.1144,h7g5,h7g5,h7g5,h7g5,94.0,0.1144,0.066,False
r2q1rk1/1p3pp1/pnp1p2p/4P1n1/3P3Q/2BB4/PP3PPP/R4RK1 b - - 4 22,44,MpNfo5hH,g5f3,518,597,b6d5,0.3239,0.3428,0.363,0.4076,b6d5,b6d5,b6d5,b6d5,626.0,0.4076,0.0837,False
r2q1rk1/1p3ppn/p1p1p2p/3nP3/3PQ3/3B4/PP1B1PPP/R4RK1 b - - 8 24,48,MpNfo5hH,f7f5,-208,67,f7f5,0.1006,0.182,0.2931,0.2763,g7g6,g7g6,g7g6,g7g6,97.0,0.2931,0.1757,False
r2q1rk1/1p4pn/p1p1Qn1p/8/3P4/3B4/PP1B1PPP/R4RK1 b - - 0 26,52,MpNfo5hH,g8h8,-260,182,g8h8,0.7169,0.9007,0.9719,0.9892,g8h8,g8h8,g8h8,g8h8,0.0,0.9892,0.2723,False
r2q1r1k/1p4pn/p1p3Qp/3n4/3P4/2BB4/PP3PPP/R4RK1 b - - 4 28,56,MpNfo5hH,h7g5,-89,78,h7f6,0.0874,0.0967,0.0966,0.0867,d5f6,d5f6,h7f6,h7f6,88.0,0.0967,-0.0007,False
r3qr1k/1p4p1/p1p2n1p/3n1Q2/3P4/2BB2P1/PP3P1P/R4RK1 b - - 2 30,60,MpNfo5hH,d5c3,-208,2,e8h5,0.2951,0.3057,0.2687,0.2119,d5c3,d5c3,d5c3,e8h5,60.0,0.3057,-0.0832,False
4rr1k/1p4p1/p1p2n1p/3n3Q/3P4/2BB2P1/PP3P1P/R3R1K1 b - - 0 32,64,MpNfo5hH,e8e1,-287,176,f6h5,0.0499,0.0325,0.0272,0.0242,f6h5,f6h5,f6h5,f6h5,188.0,0.0499,-0.0257,True
5r1k/1p4p1/p1p3Bp/3n3n/3P4/2B3P1/PP3P1P/4R1K1 b - - 0 34,68,MpNfo5hH,h5f6,-278,21,h5f6,0.9177,0.95,0.9708,0.9798,h5f6,h5f6,h5f6,h5f6,0.0,0.9798,0.0621,False
rnbqk2r/pp3pbp/3p1np1/2pP4/4P3/2NB1N2/PP3PPP/R1BQK2R b KQkq - 2 8,16,oSbn6Apj,c8g4,-47,26,a7a6,0.1671,0.1905,0.1811,0.1011,e8g8,e8g8,e8g8,e8g8,20.0,0.1905,-0.066,False
rnbq1rk1/1p3pbp/p2p1np1/2pP4/P3P3/2NB1N2/1P3PPP/R1BQ1RK1 b - - 2 10,20,oSbn6Apj,c8g4,-48,60,c8g4,0.2385,0.2632,0.2868,0.2485,b8d7,b8d7,b8d7,f8e8,63.0,0.2868,0.01,False
rn1q1rk1/1p3pbp/p2p1np1/2pP4/P3P3/2NB1Q1P/1P3PP1/R1B2RK1 b - - 0 12,24,oSbn6Apj,f8e8,-57,1,b8d7,0.0888,0.0778,0.0532,0.054,b8d7,b8d7,b8d7,b8d7,4.0,0.0888,-0.0348,False
r2q1rk1/1p3pbp/p2p1np1/2pPB3/P3P3/2NB1Q1P/1P3PP1/R4RK1 b - - 0 14,28,oSbn6Apj,d6e5,-72,328,d6e5,0.9981,0.9989,0.9993,0.9995,d6e5,d6e5,d6e5,d6e5,0.0,0.9995,0.0014,False
r2qnrk1/1p3pbp/p5p1/P1pPp3/4P1P1/2NB1Q1P/1P3P2/R4RK1 b - - 0 16,32,oSbn6Apj,e8d6,22,6,e8d6,0.7652,0.8548,0.9142,0.9398,e8d6,e8d6,e8d6,e8d6,0.0,0.9398,0.1746,False
r2q1rk1/1p3pbp/p2n2p1/P2Pp3/2p1P1P1/2N1Q2P/1PB2P2/R4RK1 b - - 1 18,36,oSbn6Apj,g7f6,105,22,d6b5,0.0217,0.0175,0.0105,0.0077,d8h4,d8h4,d8h4,d8h4,52.0,0.0217,-0.014,False
r2q1rk1/1p3pbp/6p1/Pp1Pp3/1Pp1P1P1/4Q2P/2B2P2/R4RK1 b - b3 0 20,40,oSbn6Apj,a8a6,127,15,a8a6,0.0231,0.029,0.0321,0.0417,c4b3,c4b3,d8d6,d8d6,0.0,0.0417,0.0186,False
3qr1k1/1p3pbp/r5p1/PpQPp3/1Pp1P1P1/7P/2B2P2/R2R2K1 b - - 4 22,44,oSbn6Apj,d8d7,167,227,d8d7,0.3964,0.3899,0.3524,0.2837,d8d7,d8d7,d8d7,d8h4,232.0,0.3964,-0.1127,False
4rbk1/1p1q1p1p/r5p1/Pp1Pp3/1Pp1P1P1/2Q4P/2B2P2/R2R2K1 b - - 8 24,48,oSbn6Apj,a6f6,222,29,d7e7,0.086,0.0993,0.125,0.1828,d7d6,d7d6,d7d6,d7d6,42.0,0.1828,0.0968,False
4rbk1/1p3p1p/r5p1/Pp1Pp3/1Pp1P1Pq/2Q4P/2B2PK1/1R1R4 b - - 12 26,52,oSbn6Apj,f8d6,199,12,a6f6,0.0334,0.0383,0.0425,0.0444,a6f6,a6f6,a6f6,a6f6,21.0,0.0444,0.011,False
4rbk1/1p3p1p/5rp1/Pp1Pp3/1Pp1P1P1/6PP/2B3K1/1R1R4 b - - 0 28,56,oSbn6Apj,f6a6,182,25,f8d6,0.0198,0.0237,0.0267,0.033,f8d6,f8d6,f8d6,f8d6,627.0,0.033,0.0132,True
4rbk1/1p3p1p/5rp1/Pp1Pp1P1/1Pp1P2P/6P1/2B3K1/1R1R4 b - - 0 30,60,oSbn6Apj,f6a6,128,50,f6d6,0.189,0.1752,0.1781,0.2257,f6d6,f6d6,f6d6,f6d6,68.0,0.2257,0.0367,False
4rbk1/1p1r1p1p/5Rp1/Pp1Pp1P1/1Pp1P2P/6P1/2B3K1/1R6 b - - 4 32,64,oSbn6Apj,d7d6,19,5,d7d6,0.1981,0.1826,0.1736,0.1613,f8e7,f8e7,f8e7,f8e7,239.0,0.1981,-0.0368,False
2r2bk1/1p3p1p/3r2p1/Pp1Pp1P1/1Pp1P2P/2R3P1/2B3K1/1R6 b - - 8 34,68,oSbn6Apj,c8a8,100,27,d6d7,0.0609,0.0601,0.0499,0.0479,b7b6,f8e7,f8e7,f8e7,39.0,0.0609,-0.013,False
r3kbnr/1pp1pppp/1n1qb3/p3N3/P1pPPB2/2N5/1P3PPP/R2QKB1R b KQkq - 5 8,16,ROOneNe2,g7g5,-216,21,f7f6,0.0246,0.0129,0.0084,0.0071,d6b4,d6b4,d6b4,d6b4,27.0,0.0246,-0.0175,False
r2k1bnr/1pp1pNpp/1n1qbp2/p6Q/P1pPPB2/2N5/1P3PPP/R3KB1R b KQ - 3 10,20,ROOneNe2,e6f7,-260,493,e6f7,0.9553,0.9813,0.9913,0.9961,e6f7,e6f7,e6f7,e6f7,0.0,0.9961,0.0408,False
r2k1Qnr/1pp1p1pp/1n3p2/p7/P1pPPq2/2N5/1P3PPP/R3KB1R b KQ - 0 12,24,ROOneNe2,d8d7,-321,0,d8d7,1.0,1.0,1.0,1.0,d8d7,d8d7,d8d7,d8d7,0.0,1.0,0.0,False
r6r/1ppkp1Qp/1n3p1n/p7/P1pPPq2/2N3P1/1P3P1P/R3KB1R b KQ - 0 14,28,ROOneNe2,f4f3,-333,172,f4f3,0.3986,0.3635,0.2996,0.2532,f4f3,f4g5,f4g5,f4g5,174.0,0.3986,-0.1454,False
r6r/1pp1p1Qp/1nk2p1n/p2P4/P1p1P3/2N2qPB/1P3P1P/R3K2R b KQ - 0 16,32,ROOneNe2,b6d5,-550,1444,c6d6,0.0566,0.0623,0.0674,0.0607,c6c5,c6c5,c6c5,c6c5,602.0,0.0674,0.0041,False
r1bq1rk1/ppp1bppp/2n5/3np3/2B5/3P1N1P/PPPN1PP1/R1BQ1RK1 b - - 1 8,16,EQahVW8O,g8h8,-35,1,c6a5,0.0023,0.008,0.0517,0.2291,c8e6,c8e6,c8e6,c8e6,0.0,0.2291,0.2268,False
r1b2rk1/ppp1bppp/8/n2qp3/8/P2P1N1P/1PPN1PP1/R1BQ1RK1 b - - 0 10,20,EQahVW8O,f7f6,98,4,e7f6,0.0125,0.0108,0.0136,0.0246,a5c6,a5c6,a5c6,a5c6,7.0,0.0246,0.0121,False
r1b2rk1/p1p2ppp/1p3b2/n2qp3/4N3/P2P1N1P/1PP1QPP1/R1B2RK1 b - - 1 12,24,EQahVW8O,f6e7,-67,7,c8b7,0.2319,0.3802,0.5354,0.7051,f6e7,f6e7,f6e7,f6e7,0.0,0.7051,0.4732,False
r4rk1/pbp2p1p/1p3p2/n2qp3/1P6/P2P1N1P/2P1QPP1/R1B2RK1 b - - 0 14,28,EQahVW8O,a5c6,-74,277,a5c6,0.9269,0.962,0.9762,0.9837,a5c6,a5c6,a5c6,a5c6,0.0,0.9837,0.0568,False
r4rk1/pbpq1p1p/1pn2p1B/4p3/1PP5/P2P1N1P/4QPP1/R4RK1 b - - 2 16,32,EQahVW8O,f8e8,-34,40,f8e8,0.7102,0.7136,0.6327,0.5824,f8e8,f8e8,f8e8,f8e8,0.0,0.7136,-0.1278,False
3rr1k1/pbpq1p1p/1pn2p1B/4p3/1PP4N/P2P3P/4QPP1/3R1RK1 b - - 6 18,36,EQahVW8O,c6d4,-44,47,c6d4,0.5523,0.4064,0.2739,0.2452,c6d4,c6d4,g8h8,g8h8,64.0,0.5523,-0.3071,False
rnbq1rk1/p2pppbp/5np1/2pP4/2P1P3/8/PBQ2PPP/RN2KBNR b KQ - 0 8,16,YCH881wc,e7e6,67,46,f6e4,0.1645,0.153,0.1028,0.0504,d7d6,d7d6,d7d6,d7d6,47.0,0.1645,-0.1141,False
rnbq1r2/p2pppkp/6p1/2pP4/2P1Q3/8/P4PPP/RN2KBNR b KQ - 0 10,20,YCH881wc,e7e6,-281,32,d8a5,0.1775,0.1585,0.1204,0.0748,d8a5,d8a5,d8a5,d8a5,70.0,0.1775,-0.1027,False
rnb2r2/p2pppkp/6p1/2pP4/2P1Q3/2q5/P2N1PPP/1R2KBNR b K - 4 12,24,YCH881wc,b8a6,-408,1,e7e6,0.0928,0.0868,0.0996,0.1295,e7e6,e7e6,e7e6,e7e6,10.0,0.1295,0.0367,False
rnb2r2/p2p1pkp/4pqp1/2pP4/2P1QN2/8/P2N1PPP/1R2KB1R b K - 3 14,28,YCH881wc,e6e5,-409,54,c8b7,0.0888,0.066,0.0463,0.033,e6d5,e6d5,e6d5,e6d5,56.0,0.0888,-0.0558,False
