fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique
r4rk1/p1q2ppp/2p2b2/1p2p3/4P1P1/1PN2Q1P/PP3P2/3R1RK1 b - - 0 16,32,vujUZEdc,a8d8,19,0,a8d8,0.1822,0.1623,0.2461,0.3839,b5b4,b5b4,a8d8,a8d8,0.0,0.3839,0.2017,False
2qr1rk1/p4ppp/2p2b2/1p2pQ2/4P1P1/1P5P/PP2NP2/3R1RK1 b - - 4 18,36,vujUZEdc,c8c7,0,3,c8f5,0.0594,0.0707,0.1029,0.1282,c8f5,c8f5,c8f5,c8f5,21.0,0.1282,0.0688,False
3r1rk1/p3bppp/2p5/1p2pP2/4P3/PP5P/1P2NP2/3R1RK1 b - - 0 20,40,vujUZEdc,a7a5,31,17,a7a5,0.177,0.214,0.1853,0.2012,d8d1,a7a5,f7f6,f7f6,47.0,0.214,0.0242,False
3r1rk1/4b1pp/2p2p2/pp2pP2/4P3/PP5P/1P2NP1K/2R2R2 b - - 1 22,44,vujUZEdc,d8d2,237,197,c6c5,0.2942,0.3102,0.4003,0.5855,c6c5,c6c5,d8d2,d8d2,0.0,0.5855,0.2913,False
5rk1/4b1pp/5p2/ppp1pP2/4P3/PPNr3P/1PR2P1K/5R2 b - - 3 24,48,vujUZEdc,f8d8,-7,12,b5b4,0.039,0.0336,0.0357,0.0495,b5b4,b5b4,b5b4,b5b4,12.0,0.0495,0.0105,False
5rk1/4b1pp/5p2/p2NpP2/1p2P3/1P1r3P/1PR2P1K/5R2 b - - 1 26,52,vujUZEdc,e7d8,-2,29,e7d8,0.233,0.2618,0.3065,0.4079,e7d6,e7d6,e7d6,e7d6,29.0,0.4079,0.1749,False
3b1rk1/6pp/5p2/p2NpP2/1p2P2P/1r6/1PR2P1K/6R1 b - - 0 28,56,vujUZEdc,b3d3,-27,0,b3d3,0.1161,0.1427,0.1611,0.163,a5a4,a5a4,a5a4,a5a4,-3.0,0.163,0.0469,False
3b1rk1/6pp/5p2/p2NpP1P/4P3/1p1r4/1P2RP1K/6R1 b - - 1 30,60,vujUZEdc,a5a4,32,26,h7h6,0.4301,0.377,0.3461,0.3352,a5a4,a5a4,a5a4,a5a4,0.0,0.4301,-0.0949,False
2Rb1r2/6pk/5p1p/p2NpP1P/4P3/1p1r4/1P2RP1K/8 b - - 3 32,64,vujUZEdc,a5a4,-60,10,d8e7,0.4128,0.399,0.3816,0.3097,a5a4,a5a4,a5a4,a5a4,0.0,0.4128,-0.1031,False
r3kb1r/pppq1ppp/2np1n2/4p2b/2B1P3/2NP2QP/PPP1NPP1/R1B1K2R b KQkq - 0 8,16,o7s3GgXu,c6a5,-43,1,h5g6,0.0184,0.0228,0.0354,0.0561,e8c8,e8c8,e8c8,e8c8,90.0,0.0561,0.0377,False
r3k2r/pppqbppp/2np1nb1/4p3/2B1P3/2NPB1QP/PPP1NPP1/2KR3R b kq - 4 10,20,o7s3GgXu,c6a5,-35,90,e8c8,0.0483,0.1042,0.1721,0.2121,e8c8,e8c8,e8c8,e8c8,139.0,0.2121,0.1638,False
2kr3r/pppqbppp/2np2b1/4p2n/2B1PP2/2NPB2P/PPP1N1PQ/2KR3R b - - 2 12,24,o7s3GgXu,e5f4,-49,3,e5f4,0.4576,0.4997,0.5577,0.5839,e5f4,e5f4,e5f4,e5f4,0.0,0.5839,0.1263,False
2kr3r/pppqbppp/2np2b1/8/2B1PB2/2NP3P/PPP3PQ/2KR3R b - - 0 14,28,o7s3GgXu,c8b8,-49,2,f7f5,0.0916,0.1474,0.1424,0.1747,c6d4,c6d4,c6d4,c6a5,-2.0,0.1747,0.0831,False
2kr3r/pppqb1pp/2np4/5b2/2B2BP1/2NP3P/PPP4Q/2KR3R b - - 0 16,32,o7s3GgXu,f5e6,-20,28,f5g6,0.4473,0.4165,0.3677,0.338,f5g6,f5g6,f5g6,f5g6,23.0,0.4473,-0.1093,False
2kr3r/pppqb1pp/3p2b1/8/2Bn1BP1/2NP3P/PPP2Q2/2KRR3 b - - 4 18,36,o7s3GgXu,e7f6,-206,7,c7c5,0.2829,0.3409,0.3613,0.4176,e7f6,e7f6,e7f6,e7f6,0.0,0.4176,0.1347,False
1k1r3r/pp1qb1pp/3p2b1/2p5/2BN1BP1/3P3P/PPP2Q2/2KRR3 b - - 0 20,40,o7s3GgXu,c5d4,-234,270,c5d4,0.9743,0.9868,0.9895,0.9901,c5d4,c5d4,c5d4,c5d4,0.0,0.9901,0.0158,False
1k1r3r/pp1q2pp/3p1bb1/3Q4/2B2BP1/3P3P/PPP5/2KRR3 b - - 2 22,44,o7s3GgXu,h8f8,-202,75,d7c6,0.0826,0.0984,0.1251,0.1526,h8e8,h8e8,h8e8,h8e8,265.0,0.1526,0.07,False
1k1r3r/p5pp/2pp1bb1/8/2B2BP1/2PP3P/PP6/2KRR3 b - - 0 24,48,o7s3GgXu,h8f8,-126,5,b8c7,0.0636,0.0528,0.0491,0.0446,h8e8,b8a8,b8a8,b8b7,209.0,0.0636,-0.019,False
3r3r/p1k3pp/2pp2b1/4B1P1/2B5/2PP3P/PP6/2KRR3 b - - 0 26,52,o7s3GgXu,d6e5,-310,212,d6e5,0.9818,0.9931,0.9969,0.998,d6e5,d6e5,d6e5,d6e5,0.0,0.998,0.0162,False
3r3r/p1k1R1pp/2p5/6Pb/2B5/2PP3P/PP6/2KR4 b - - 2 28,56,o7s3GgXu,d8d7,-359,44,c7b6,0.3309,0.3763,0.5359,0.7496,d8d7,d8d7,d8d7,d8d7,0.0,0.7496,0.4187,False
3rR3/p5pp/1kp5/6Pb/2B5/2PP3P/PP6/2K1R3 b - - 0 30,60,o7s3GgXu,h5e8,-421,80,d8e8,0.3254,0.3025,0.291,0.2937,d8e8,d8e8,d8e8,d8e8,77.0,0.3254,-0.0317,False
4b3/p5pp/1kp5/6P1/2B5/2PP3P/PP1K4/8 b - - 1 32,64,o7s3GgXu,c6c5,-479,11,h7h6,0.185,0.1622,0.1301,0.0844,c6c5,b6c5,b6c5,b6c5,48.0,0.185,-0.1006,False
4b3/p7/1kp4p/8/2B5/2PPK2P/PP6/8 b - - 1 34,68,o7s3GgXu,e8h5,-522,2,b6c5,0.023,0.0207,0.0264,0.0341,c6c5,e8d7,b6c5,b6c5,13.0,0.0341,0.0111,False
r1bq1rk1/ppp2pp1/2np1n1p/2b1p3/8/1QPP1NP1/PP2PPBP/RNB1R1K1 b - - 3 8,16,Bfkd6PLe,d6d5,78,9,a8b8,0.0215,0.0134,0.0064,0.0039,c8e6,c5b6,c5b6,c5b6,35.0,0.0215,-0.0176,False
1rbq1rk1/ppp2pp1/2np1n1p/2b5/3P4/1Q3NP1/PP2PPBP/RNB1R1K1 b - - 0 10,20,Bfkd6PLe,c6d4,133,74,c6d4,0.509,0.5912,0.6379,0.6829,c6d4,c6d4,c6d4,c6d4,0.0,0.6829,0.1739,False
1rbq1rk1/ppp2pp1/3p1n1p/8/3b4/1QN3P1/PP2PPBP/R1B1R1K1 b - - 1 12,24,Bfkd6PLe,f8e8,136,4,d4b6,0.0401,0.0317,0.0287,0.0424,c8e6,c8e6,c8e6,c8e6,25.0,0.0424,0.0023,False
1r1q1rk1/ppp2pp1/1b1pbn1p/8/N7/Q5P1/PP2PPBP/R1B1R1K1 b - - 5 14,28,Bfkd6PLe,b6f2,168,64,f8e8,0.0136,0.0221,0.0379,0.0493,b6a5,b6a5,b6a5,b6a5,147.0,0.0493,0.0357,True
1r1qr1k1/pp3pp1/1p1pbn1p/8/8/Q3B1P1/PP2PPBP/R3R1K1 b - - 1 16,32,Bfkd6PLe,e6d5,-32,6,e6d5,0.0523,0.0363,0.0312,0.0322,a7a6,a7a6,a7a6,a7a6,12.0,0.0523,-0.0201,False
1r1qr1k1/Qp3pp1/1p1p1n1p/8/8/4B1P1/PP2PPKP/R3R3 b - - 0 18,36,Bfkd6PLe,d8e7,-41,3,f6d5,0.0092,0.0092,0.0095,0.0086,f6d5,f6d5,f6d5,f6d5,6.0,0.0095,-0.0006,False
1r1qr1k1/1p3pp1/1p1p3p/8/8/Q3P1P1/PP2P1KP/R3R3 b - - 0 20,40,Bfkd6PLe,b8a8,29,10,d8e7,0.1889,0.1313,0.0875,0.0637,b8a8,d8g5,d8g5,d8e7,36.0,0.1889,-0.1252,False
r3r1k1/1p2qpp1/1p1p3p/8/8/3QP1P1/PP2PK1P/R3R3 b - - 4 22,44,Bfkd6PLe,a8a5,92,13,e7f6,0.134,0.1563,0.2157,0.3158,e7f6,e7f6,e7f6,a8a5,0.0,0.3158,0.1818,False
r3r1k1/1p3pp1/1p1p3p/8/8/3QP1P1/Pq2P1KP/RR6 b - - 1 24,48,Bfkd6PLe,b2e5,117,22,b2e5,0.5801,0.5896,0.6075,0.6204,b2e5,b2e5,b2e5,b2e5,0.0,0.6204,0.0403,False
r3r1k1/1p3pp1/1p1p3p/8/3P4/6P1/P3P1KP/RR6 b - - 0 26,52,Bfkd6PLe,e8e2,258,221,e8e2,0.884,0.9031,0.9074,0.923,e8e2,e8e2,e8e2,e8e2,0.0,0.923,0.039,False
r5k1/1p3pp1/1p1p3p/8/3P4/6PK/R6P/1R6 b - - 0 28,56,Bfkd6PLe,a8a2,254,747,a8a2,0.9989,0.9997,0.9999,0.9999,a8a2,a8a2,a8a2,a8a2,0.0,0.9999,0.001,False
6k1/1p3pp1/3R3p/8/3P4/6PK/3r3P/8 b - - 0 30,60,Bfkd6PLe,d2b2,36,24,g8f8,0.0533,0.0474,0.0423,0.038,b7b5,b7b5,b7b5,b7b5,36.0,0.0533,-0.0153,False
3R1k2/5pp1/7p/1p1P4/8/6PK/3r3P/8 b - - 1 32,64,Bfkd6PLe,f8e7,370,0,f8e7,1.0,1.0,1.0,1.0,f8e7,f8e7,f8e7,f8e7,0.0,1.0,0.0,False
8/4kpR1/7p/1p1r4/8/6PK/7P/8 b - - 0 34,68,Bfkd6PLe,b5b4,487,3,b5b4,0.6675,0.6925,0.7196,0.7171,b5b4,b5b4,b5b4,b5b4,0.0,0.7196,0.0496,False
r2qkbnr/pp1nppp1/2p3bp/7P/3P4/5NN1/PPP2PP1/R1BQKB1R b KQkq - 0 8,16,9TiXRyKU,g6h7,-48,155,g6h7,0.9959,0.9989,0.9995,0.9998,g6h7,g6h7,g6h7,g6h7,0.0,0.9998,0.0039,False
r2qkb1r/pp1npppB/2p2n1p/7P/3P4/5NN1/PPP2PP1/R1BQK2R b KQkq - 0 10,20,9TiXRyKU,f6h7,-71,68,f6h7,0.6465,0.7567,0.7948,0.7429,f6h7,f6h7,f6h7,f6h7,0.0,0.7948,0.0964,False
r3kb1r/ppqnpppn/2p4p/7P/3P4/3Q1NN1/PPPB1PP1/R3K2R b KQkq - 3 12,24,9TiXRyKU,e7e6,-59,12,e8c8,0.427,0.5234,0.5531,0.5952,e7e6,e7e6,e7e6,e7e6,0.0,0.5952,0.1682,False
2kr1b1r/ppqn1ppn/2p1p2p/7P/3P4/3Q1NN1/PPPB1PP1/1K1R3R b - - 1 14,28,9TiXRyKU,h7f6,-71,5,f8d6,0.1771,0.2391,0.344,0.4027,f8d6,f8d6,h7f6,h7f6,0.0,0.4027,0.2256,False
2kr3r/ppqn1pp1/2pbpn1p/7P/3PN2R/3Q1N2/PPPB1PP1/1K1R4 b - - 5 16,32,9TiXRyKU,f6e4,-56,60,f6e4,0.7638,0.7885,0.7642,0.7366,f6e4,f6e4,f6e4,f6e4,0.0,0.7885,-0.0272,False
2kr3r/ppq2pp1/2pbpn1p/7P/3P3R/5N2/PPPBQPP1/1K1R4 b - - 2 18,36,9TiXRyKU,d8d7,-77,3,c7b6,0.0089,0.011,0.016,0.0157,g7g5,f6d5,f6d5,h8e8,-1.0,0.016,0.0068,False
2kr1r2/pp3pp1/1qpbpn1p/4N2P/2PP3R/8/PP1BQPP1/1K1R4 b - - 0 20,40,9TiXRyKU,c6c5,-105,1,d6a3,0.1063,0.071,0.0541,0.0497,d6a3,d6a3,d6a3,d6a3,72.0,0.1063,-0.0566,False
2kr1r2/pp3pp1/1qp1pn1p/4N2P/1bPP3R/2B5/PP1Q1PP1/1K1R4 b - - 4 22,44,9TiXRyKU,b4c3,-58,56,b4c3,0.5369,0.6263,0.6265,0.5531,b4c3,b4c3,b4c3,b4c3,0.0,0.6265,0.0162,False
2kr1r2/pp1n1pp1/1qp1p2p/4N2P/2PP1P1R/2Q5/PP4P1/1K1R4 b - - 0 24,48,9TiXRyKU,f7f6,-26,13,d7e5,0.1921,0.1093,0.0651,0.0487,d7e5,d7e5,d7e5,d7e5,25.0,0.1921,-0.1434,False
2k2r2/pp1r1pp1/1qp1p2p/4P2P/2PP2R1/2Q5/PP4P1/1K1R4 b - - 2 26,52,9TiXRyKU,f7f6,-60,6,f7f5,0.2026,0.2398,0.2459,0.2083,f8g8,f8g8,f8g8,f8g8,3.0,0.2459,0.0057,False
2k2r2/pp2r1p1/1qp1p1Rp/3PPp1P/2P5/2Q5/PP4P1/1K1R4 b - - 0 28,56,9TiXRyKU,b6f2,-325,25,e6d5,0.0617,0.0358,0.0219,0.0231,c6d5,c6d5,c6d5,c6d5,55.0,0.0617,-0.0386,False
1k3r2/pp2r1p1/1qP3Rp/4Pp1P/8/2Q5/PP4P1/1K1R4 b - - 0 30,60,9TiXRyKU,e7c7,-239,12,b6c6,0.1709,0.2168,0.2272,0.2079,b7c6,b7c6,f8c8,f8c8,38.0,0.2272,0.037,False
r1bqk2r/1pppbppp/2n2n2/p1PPp3/8/PP2P3/1B3PPP/RN1QKBNR b KQkq - 0 8,16,vmlr1CKe,c6a7,-263,29,c6b8,0.3399,0.4461,0.4856,0.2897,c6b8,c6b8,c6a7,c6b8,33.0,0.4856,-0.0502,False
rnbqk2r/1p1pbppp/3P1n2/p3p3/8/PP2P3/1B3PPP/RN1QKBNR b KQkq - 0 10,20,vmlr1CKe,e7f8,-406,4,e7f8,0.8119,0.8643,0.8686,0.9191,e7f8,e7f8,e7f8,e7f8,0.0,0.9191,0.1072,False
r2qk2r/pp1n1ppp/2pbpn2/2Pp1b2/3P4/PP2PP2/1B4PP/RN1QKBNR b KQkq - 0 8,16,1UkbJuIc,d6c7,137,19,d6c7,0.879,0.9164,0.9309,0.94,d6c7,d6c7,d6c7,d6c7,0.0,0.94,0.061,False
r2qk2r/ppbn1ppp/2p1pn2/2Pp4/3P2P1/PP2PP2/1B5P/1R1QKBNR b Kkq - 0 10,20,1UkbJuIc,h7h6,57,3,h7h6,0.1255,0.198,0.2648,0.2059,e8g8,h7h6,h7h6,h7h6,0.0,0.2648,0.0804,False
r2qk2r/p1bn1pp1/1pp1pn1p/2Pp4/1P1P2P1/P2BPP2/1B5P/1R1QK1NR b Kkq - 0 12,24,1UkbJuIc,e6e5,54,34,b6c5,0.0316,0.0387,0.0565,0.1011,b6c5,b6c5,b6c5,f6h7,153.0,0.1011,0.0695,False
r2qk2r/2bn1pp1/2p1pn1p/p1Pp4/1P4PP/P2BPP2/1B6/1R1QK1NR b Kkq - 0 14,28,1UkbJuIc,c7e5,61,14,a8b8,0.0529,0.0582,0.0569,0.0654,a5b4,a5b4,a5b4,a5b4,19.0,0.0654,0.0125,False
1r1qk2r/2bn1pp1/2p1pn1p/2Pp4/1P4PP/2BBPP2/8/1R1QK1NR b Kk - 0 16,32,1UkbJuIc,e6e5,35,11,d7e5,0.0594,0.0585,0.0661,0.0953,c7g3,c7g3,c7g3,c7g3,40.0,0.0953,0.0359,False
1r1qk2r/5pp1/2p1pn1p/2Ppb3/1P4PP/3BPP2/4N3/1R1QK2R b Kk - 1 18,36,1UkbJuIc,f6d7,-25,15,d8c7,0.1229,0.1547,0.1791,0.2246,d5d4,d5d4,d8c7,d8c7,57.0,0.2246,0.1017,False
1r2k2r/4qpp1/2p1pn1p/2Ppb3/1P3PPP/3BP3/4N3/1R1QK1R1 b k - 0 20,40,1UkbJuIc,e5c7,-128,36,e5c7,0.9089,0.9392,0.9629,0.9753,e5c7,e5c7,e5c7,e5c7,0.0,0.9753,0.0664,False
1r2k2r/2bq1pp1/2p1pn1p/2Pp4/QP1N1PPP/3BP3/8/1R2K1R1 b k - 4 22,44,1UkbJuIc,e8g8,-195,26,e8g8,0.4815,0.521,0.542,0.5644,e8g8,e8g8,e8g8,e8g8,0.0,0.5644,0.0829,False
1r3rk1/2bQ1pp1/5n1p/2Ppp3/1P1N1PPP/3BP3/8/1R2K1R1 b - - 0 24,48,1UkbJuIc,f6d7,-328,317,f6d7,0.9788,0.9846,0.9848,0.9859,f6d7,f6d7,f6d7,f6d7,0.0,0.9859,0.0071,False
4rrk1/2bn1pp1/2N4p/2PppP2/1P4PP/3BP3/8/1R2K1R1 b - - 0 26,52,1UkbJuIc,g7g5,-285,25,e5e4,0.0083,0.004,0.0024,0.0026,e5e4,e5e4,e5e4,e5e4,18.0,0.0083,-0.0057,False
4rrk1/2b2pp1/7p/1BPpNP2/1P2p1PP/4P3/8/1R2K1R1 b - - 0 28,56,1UkbJuIc,e8e5,-316,95,e8e5,0.8233,0.8563,0.87,0.8705,e8e5,e8e5,e8e5,e8e5,0.0,0.8705,0.0472,False
3r2k1/2b2pp1/2B4p/1PPprP2/4p1PP/4P3/8/1R2K1R1 b - - 0 30,60,1UkbJuIc,d5d4,-224,33,d5d4,0.4869,0.488,0.4892,0.4601,d5d4,d5d4,d5d4,d5d4,0.0,0.4892,-0.0268,False
1b1r2k1/5pp1/1PB4p/2P1rP2/3pp1PP/4P3/8/2R1K1R1 b - - 2 32,64,1UkbJuIc,d4e3,-302,41,d4e3,0.5103,0.5364,0.5533,0.5636,d4e3,d4e3,d4e3,d4e3,0.0,0.5636,0.0533,False
1br3k1/1B3pp1/1P5p/2P1rP2/4p1PP/4p3/4K3/2R3R1 b - - 3 34,68,1UkbJuIc,c8c5,-195,245,c8c5,0.817,0.8433,0.8615,0.8638,c8c5,c8c5,c8c5,c8c5,0.0,0.8638,0.0468,False
rnbq1rk1/pp2p1bp/3p1np1/2pP1p2/2P5/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 1 8,16,JQe46bVM,b8a6,-81,16,e7e6,0.0524,0.0546,0.0754,0.1258,e7e5,e7e6,e7e6,e7e5,175.0,0.1258,0.0734,False
rnbq1rk1/pp4bp/3pNnp1/2pPpp2/2P5/2N3P1/PP2PPBP/R1BQ1RK1 b - - 1 10,20,JQe46bVM,c8e6,-98,207,c8e6,0.9351,0.9829,0.9919,0.9951,c8e6,c8e6,c8e6,c8e6,0.0,0.9951,0.06,False
r2q1rk1/pp4bp/2npPnp1/1Np1pp2/2P5/6P1/PP2PPBP/R1BQ1RK1 b - - 2 12,24,JQe46bVM,f6e8,-11,22,c6d4,0.1137,0.1856,0.2328,0.3679,d8e7,d8e7,d8e7,d8e7,177.0,0.3679,0.2542,False
r2q1rk1/pB4bp/3pPnp1/4pp2/2Pp4/6P1/PP2PP1P/R1BQ1RK1 b - - 0 14,28,JQe46bVM,a8b8,-52,180,a8b8,0.9784,0.9858,0.9866,0.9805,a8b8,a8b8,a8b8,a8b8,0.0,0.9866,0.0021,False
1r1q1rk1/p5bp/3pPnp1/5p2/2PQp3/6P1/PP2PPBP/R1B2RK1 b - - 0 16,32,JQe46bVM,d8e7,-156,59,f6g4,0.0821,0.108,0.138,0.1562,f6g4,f6g4,f6g4,f6g4,90.0,0.1562,0.0741,False
r2qkbnr/pp4pp/2n1pp2/3p4/3P2b1/1P3N2/PBP1BPPP/RN1Q1RK1 b kq - 1 8,16,rHyJWiRa,f8d6,-26,18,g8e7,0.4019,0.5396,0.7274,0.9002,f8d6,f8d6,f8d6,f8d6,0.0,0.9002,0.4983,False
r2qkb1r/pp2n2p/2n1ppp1/3p4/3P2b1/1P3N1P/PBPNBPP1/R2Q1RK1 b kq - 0 10,20,rHyJWiRa,g4f5,-122,0,g4f3,0.138,0.1512,0.1832,0.2088,g4f3,g4f3,g4f3,g4f3,-4.0,0.2088,0.0708,False
r2qk2r/pp2n1bp/2n1ppp1/3p4/3P4/1PP2N1P/PB2BPP1/R2Q1RK1 b kq - 0 12,24,rHyJWiRa,e7f5,-76,2,e8g8,0.0493,0.0507,0.0351,0.0151,e8g8,e8g8,e8g8,e8g8,-2.0,0.0507,-0.0342,False
r2q1rk1/pp4bp/2n1ppp1/3p1n2/3P4/1PP2N1P/PBQ1BPP1/3R1RK1 b - - 4 14,28,rHyJWiRa,f8e8,-58,3,f5d6,0.0779,0.0867,0.0788,0.0505,e6e5,e6e5,a8c8,a8c8,5.0,0.0867,-0.0274,False
r2q1rk1/pp4bp/3nppp1/3p4/1nPP4/1P3N1P/PB2BPP1/1Q1R1RK1 b - - 2 16,32,rHyJWiRa,a7a5,-48,3,a8c8,0.0671,0.0863,0.0825,0.0622,d5c4,d6e4,d6e4,d6e4,24.0,0.0863,-0.0049,False
2rq1rk1/pp4bp/n2nppp1/2Pp4/3P4/PP3N1P/1B2BPP1/1Q1R1RK1 b - - 0 18,36,rHyJWiRa,d6e4,-130,42,d6f7,0.6055,0.6303,0.6343,0.6359,d6e4,d6e4,d6e4,d6e4,0.0,0.6359,0.0304,False
2rq1rk1/p4nbp/p3ppp1/2Pp4/1P1P4/P4N1P/1B3PP1/1Q1R1RK1 b - - 0 20,40,rHyJWiRa,d8d7,-172,21,d8c7,0.0305,0.0297,0.0359,0.0457,e6e5,e6e5,e6e5,a6a5,0.0,0.0457,0.0152,False
2rn1rk1/p1q3bp/p3ppp1/2Pp4/1P1P4/P2R1N1P/1B3PP1/1Q2R1K1 b - - 4 22,44,rHyJWiRa,c8b8,-184,11,f8e8,0.06,0.0567,0.0494,0.0538,f8e8,f8e8,f8e8,f8e8,-3.0,0.06,-0.0062,False
2rnr1k1/p5bp/p1q1ppp1/2Pp4/1P1P4/P2QRN1P/1B3PP1/4R1K1 b - - 8 24,48,rHyJWiRa,c6b5,-153,2,c8c7,0.0525,0.0658,0.0731,0.0638,g7h6,g7h6,g7h6,g8f7,49.0,0.0731,0.0113,False
3nr1k1/p3r1bp/p1q1ppp1/2Pp4/1P1P2N1/P2QR2P/1B3PP1/4R1K1 b - - 12 26,52,rHyJWiRa,c6b5,-69,48,h7h5,0.0381,0.0444,0.0455,0.0423,f6f5,d8f7,d8f7,d8f7,99.0,0.0455,0.0042,False
3nr1k1/p3r1b1/p1q1p1p1/2Pp1p1p/1P1P4/P2QRN1P/1B3PP1/4R1K1 b - - 1 28,56,rHyJWiRa,c6b5,-206,41,g7f6,0.0384,0.0373,0.0367,0.032,d8f7,d8f7,d8f7,d8f7,56.0,0.0384,-0.0064,False
3nr1k1/p1q1r3/p3pbN1/2Pp1p1p/1P1P4/P2QR2P/1B3PP1/4R1K1 b - - 0 30,60,rHyJWiRa,e7g7,-307,75,e7g7,0.9316,0.9573,0.9704,0.9763,e7g7,e7g7,e7g7,e7g7,0.0,0.9763,0.0447,False
4r1k1/p1q2nr1/p3pb2/2PpNp1p/1P1P1P2/P2QR2P/1B4P1/4R1K1 b - - 0 32,64,rHyJWiRa,f6e5,-238,30,f7e5,0.0663,0.0791,0.0849,0.0776,f7e5,f7e5,f7e5,f7e5,28.0,0.0849,0.0113,False
4r1k1/p1q3r1/p3p3/2PpPpbp/1P1P4/P2Q1R1P/1B4P1/4R1K1 b - - 2 34,68,rHyJWiRa,c7b7,-289,1,c7f7,0.0315,0.0294,0.036,0.0565,g5h4,g5h4,g5h4,c7c6,-23.0,0.0565,0.025,False
rn1qk2r/pbp1npbp/1p2p1p1/3pP3/3P4/1QPB1N2/PP3PPP/RNB1K2R b KQkq - 4 8,16,GFB43bNA,c7c5,-70,6,b8c6,0.0338,0.0369,0.0374,0.0468,e8g8,e8g8,b8d7,b8d7,8.0,0.0468,0.013,False
r2qk2r/1bp1npbp/1pn1p1p1/p2pP3/3P4/PQPB1N2/1P1N1PPP/R1B1K2R b KQkq - 1 10,20,GFB43bNA,d8c8,-48,11,a5a4,0.0022,0.0028,0.0038,0.0048,a5a4,a5a4,e8g8,e8g8,35.0,0.0048,0.0026,False
r2q1rk1/1bp1npbp/1pn1p1p1/3pP3/p2P4/P1PB1N2/1PQ2PPP/R1B1KN1R b KQ - 3 12,24,GFB43bNA,c6a5,-46,49,b7a6,0.2735,0.3518,0.4444,0.5235,c6a5,c6a5,c6a5,c6a5,0.0,0.5235,0.25,False
r2q1rk1/2p1npbp/1pn1p1p1/3pP3/p2P1B2/P1PQ1N2/1P3PPP/R3KN1R b KQ - 0 14,28,GFB43bNA,e7f5,-86,8,e7f5,0.357,0.3263,0.2378,0.1238,e7f5,c6a5,c6a5,c6a5,12.0,0.357,-0.2332,False
r2q1rk1/2p1npbp/1p2p1p1/3pPn2/p2P1B2/P1PQNN1P/1P3PP1/R3K2R b KQ - 0 16,32,GFB43bNA,f5e3,-114,8,c7c5,0.63,0.6407,0.551,0.4133,f5e3,f5e3,f5e3,c7c5,11.0,0.6407,-0.2167,False
r2q1rk1/4npbp/1p2p1p1/3pPn2/p2P1B2/P2QNN1P/1P3PP1/R4RK1 b - - 0 18,36,GFB43bNA,f5e3,-34,46,a8c8,0.5654,0.5713,0.5019,0.3729,f5e3,f5e3,f5e3,f5e3,0.0,0.5713,-0.1925,False
2r2rk1/3qnpbp/1p2p1p1/3pPn2/p2P1B2/P2Q1N1P/1PN2PP1/2R2RK1 b - - 4 20,40,GFB43bNA,e7c6,-28,47,c8c7,0.2008,0.2167,0.2066,0.1779,b6b5,b6b5,b6b5,c8c4,192.0,0.2167,-0.0229,False
2r3k1/2rqnpbp/1p2p1p1/3pPn2/p2P1BP1/P4N1P/1PNQ1P2/2R2RK1 b - - 0 22,44,GFB43bNA,d7b5,-287,38,f5d4,0.0526,0.0514,0.0511,0.0601,f5h6,f5h6,f5h6,f5h6,73.0,0.0601,0.0075,False
2r3k1/3qnpbp/1p2p1p1/3pP3/p2N1BP1/P4N1P/1P1Q1P2/2R3K1 b - - 0 24,48,GFB43bNA,c8c5,-400,32,c8c1,0.0194,0.0217,0.0284,0.0273,c8c1,c8c1,c8c1,c8c1,58.0,0.0284,0.0079,False
6k1/3qnpbp/4p1p1/1pQpP3/p2N1BP1/P4N1P/1P3P2/6K1 b - - 1 26,52,GFB43bNA,h7h6,-457,27,g7f8,0.0653,0.0679,0.0751,0.1065,d7b7,g7f8,g7f8,g7f8,29.0,0.1065,0.0412,False
5bk1/4np1p/4p1p1/1N1pP3/p4BP1/P4N1P/1P3P2/6K1 b - - 0 28,56,GFB43bNA,e7c6,-502,17,e7c6,0.726,0.786,0.8281,0.8379,e7c6,e7c6,e7c6,e7c6,0.0,0.8379,0.1119,False
5bk1/5p1p/2n1p1p1/4P3/N2p1BP1/P4N1P/1P3P2/6K1 b - - 0 30,60,GFB43bNA,f7f6,-573,5,c6a5,0.0081,0.005,0.0039,0.0045,d4d3,d4d3,d4d3,d4d3,3.0,0.0081,-0.0036,False
5bk1/5p2/4p1pp/n3P3/N2p1BPP/P7/1P1N1P2/6K1 b - - 0 32,64,GFB43bNA,a5c6,-569,1,g8g7,0.199,0.2611,0.3217,0.3785,d4d3,a5c6,a5c6,a5c6,0.0,0.3785,0.1795,False
5b2/6k1/4pPpp/n7/N2p1BPP/P7/1P1N1PK1/8 b - - 0 34,68,GFB43bNA,g7f6,-631,3,g7f6,0.9903,0.9913,0.9926,0.9939,g7f6,g7f6,g7f6,g7f6,0.0,0.9939,0.0036,False
