fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core,family,piece,capture,check,quiet,phase,advance,retreat,pawn_move,king_move,toward_own_king
1r1q1rk1/3B1p2/3p2p1/1ppPb3/p6P/P1N1P3/1PPQ4/2K3RR b - - 0 20,40,yzfXg6K5,b5b4,-41,67,d8d7,0.0098,0.0091,0.0124,0.0202,d8d7,d8d7,d8d7,d8d7,102.0,0.0202,0.0104,True,club,03_disagreements_b2,2044,1960,1960,False,True,2,pawn,False,False,True,middlegame,True,False,True,False,False
4k3/p2r1prp/1p2p1p1/2n1P3/q1pNP3/2P5/PP3QPP/R4RK1 b - - 1 24,48,oUEtLFHP,a4a5,-78,81,e8f8,0.0033,0.004,0.0049,0.0067,c5e4,c5e4,c5e4,c5e4,387.0,0.0067,0.0034,True,club,03_disagreements_b2,1894,2045,2045,False,True,5,queen,False,False,True,middlegame,False,True,False,False,False
6k1/p2r1prp/1p2p1p1/2n1P3/q1pN3Q/1PP5/P5PP/R4RK1 b - - 0 28,56,oUEtLFHP,a4a6,37,64,a4a6,0.038,0.0282,0.0201,0.0186,c4b3,c4b3,c4b3,c4b3,553.0,0.038,-0.0194,True,club,03_disagreements_b2,1894,2045,2045,True,False,5,queen,False,False,True,middlegame,False,True,False,False,False
r3k2r/1p1b1pb1/p7/2pP3p/8/2N2R1P/PPP1B1P1/3R3K b kq - 2 18,36,Gzo7L9Bp,g7d4,-165,3,f7f5,0.023,0.0229,0.0293,0.0402,e8c8,e8c8,e8c8,e8c8,132.0,0.0402,0.0172,True,club,03_disagreements_b2,1904,1889,1889,False,True,5,bishop,False,False,True,middlegame,True,False,False,False,False
5rk1/1p1b2b1/p7/2pPrp1p/8/3B1RPP/PPP1N3/5R1K b - - 2 22,44,Gzo7L9Bp,c5c4,-67,38,b7b5,0.0145,0.0117,0.0113,0.0138,e5d5,e5d5,e5d5,e5d5,471.0,0.0145,-0.0007,True,club,03_disagreements_b2,1904,1889,1889,False,True,5,pawn,False,False,True,middlegame,True,False,True,False,False
2krr3/p7/2NP1p2/1p1nP1pp/8/2P1BP2/PPBQKP1q/R7 b - - 0 22,44,TdkxmpjB,e8e5,-509,77,e8e5,0.0227,0.0157,0.0128,0.0114,d8d7,d8d7,d5e3,d5e3,161.0,0.0227,-0.0113,True,club,03_disagreements_b2,1945,1909,1909,True,False,1,rook,True,False,False,middlegame,True,False,False,False,False
3r2k1/pQ3r1p/3P4/4qpp1/8/1B6/P4PPP/3R2K1 b - - 0 34,68,18h89uIa,e5e8,-503,156,e5f6,0.0141,0.013,0.0134,0.0152,d8d7,d8d7,d8d7,d8d7,1484.0,0.0152,0.0011,True,club,03_disagreements_b2,1886,1914,1914,False,True,6,queen,False,False,True,endgame,False,True,False,False,False
r2q3k/2p3p1/p2p1n1p/1p1Pp3/4NrPb/1Q1P1P1P/PP2B3/2K2R1R b - - 2 24,48,PdknttYI,a6a5,147,18,f6e4,0.0205,0.0183,0.0187,0.0216,f6e4,f6e4,f6e4,f6e4,127.0,0.0216,0.0011,True,club,03_disagreements_b2,2039,2004,2004,False,True,2,pawn,False,False,True,middlegame,True,False,True,False,False
5rk1/p2b3n/Qpp5/3P3p/3P2p1/1P2q3/PB4BP/5R1K b - - 3 30,60,WpYCPp3x,b6b5,161,136,c6c5,0.0003,0.0001,0.0001,0.0001,f8f1,f8f1,f8f1,f8f1,171.0,0.0003,-0.0002,True,club,03_disagreements_b2,2085,2036,2036,False,True,0,pawn,False,False,True,middlegame,True,False,True,False,False
r1bq1rk1/ppp2ppp/1b1p1n2/1P6/3nP3/P1NP1N2/2PB1PPP/R2QKB1R b KQ - 1 10,20,G5n9xii3,f6g4,211,151,c8g4,0.0445,0.0295,0.0191,0.0144,c8g4,c8g4,c8g4,c8g4,206.0,0.0445,-0.0301,True,club,03_disagreements_b2,1867,1943,1943,False,True,3,knight,False,False,True,opening,True,False,False,False,False
r1bq1rk1/1p2b1pp/p2p1n2/P2P4/2N1P3/3Q2P1/1PP1BB2/R3K2R b KQ - 2 20,40,Bb13fVqm,d8e8,-232,51,f6g4,0.0259,0.028,0.0288,0.0313,c8g4,c8g4,c8g4,c8g4,132.0,0.0313,0.0054,True,club,03_disagreements_b2,2416,2211,2211,False,True,6,queen,False,False,True,middlegame,False,False,False,False,False
2r1k2r/Q3bp2/4p1p1/1q1pPnNp/N1p2P2/BP5P/P5P1/2R4K b k - 0 22,44,1vzGbjEq,b5b8,367,9,e7a3,0.0152,0.0169,0.0182,0.0221,e7a3,e7a3,e7a3,e7a3,2365.0,0.0221,0.0069,True,club,03_disagreements_b2,1859,1826,1826,False,True,0,queen,False,False,True,middlegame,False,True,False,False,False
1r5k/p6p/2p2nq1/2Pp2N1/3P1Q2/1P4PP/P7/5RK1 b - - 2 30,60,gIwIUqIo,f6d7,-433,65,b8f8,0.0269,0.0224,0.0221,0.0237,b8f8,b8f8,b8f8,b8f8,133.0,0.0269,-0.0032,True,club,03_disagreements_b2,1961,1991,1991,False,True,1,knight,False,False,True,endgame,False,True,False,False,False
2r2r2/pp3pk1/4p1p1/3p3q/3Pn3/2P1QN1P/PP3P1K/R5R1 b - - 5 26,52,xfHTNMCw,h5f5,117,80,f8h8,0.0238,0.0189,0.0148,0.0134,f8h8,f8h8,f8h8,f8h8,101.0,0.0238,-0.0104,True,club,03_disagreements_b2,1813,1890,1890,False,True,0,queen,False,False,True,middlegame,False,False,False,False,False
2r3k1/3q2b1/pnrpp1pp/1p3p2/3P3P/1PPQ2B1/P2N1PP1/2R1R1K1 b - - 1 24,48,KXooTXIy,e6e5,107,46,b6d5,0.0376,0.0213,0.0158,0.0149,b6d5,b6d5,b6d5,b6d5,104.0,0.0376,-0.0227,True,club,03_disagreements_b2,1905,1974,1974,False,True,2,pawn,False,False,True,middlegame,True,False,True,False,False
rn1qk2r/ppp1bppp/4p1b1/3p4/3PnB2/3BPN1P/PPPN1PP1/R2Q1RK1 b kq - 4 8,16,9e1xWR3k,e4d2,-44,3,f7f5,0.047,0.0323,0.0269,0.0151,b8d7,b8d7,b8d7,f7f5,115.0,0.047,-0.0319,True,club,03_disagreements_b2,1996,1966,1966,False,True,3,knight,True,False,False,opening,True,False,False,False,False
2kr3r/ppp1q2p/5ppQ/2b1pb2/2Bp4/P6P/1PP1R1P1/RNB4K b - - 0 16,32,LINDD5mv,e7d7,127,3,a7a6,0.014,0.0152,0.0192,0.0276,d4d3,d4d3,d4d3,d4d3,203.0,0.0276,0.0136,True,club,03_disagreements_b2,1817,1809,1809,False,True,7,queen,False,False,True,middlegame,False,False,False,False,False
2kr3r/bpp1q2p/p4ppQ/4pb2/1PBp4/P6P/1BP1R1P1/RN5K b - - 2 18,36,LINDD5mv,e7d6,83,1,c7c5,0.0128,0.018,0.0232,0.0233,d4d3,d4d3,d4d3,d4d3,152.0,0.0233,0.0105,True,club,03_disagreements_b2,1817,1809,1809,False,True,7,queen,False,False,True,middlegame,True,False,False,False,False
2kr3r/bp5p/p4ppQ/2q1pb2/2Bp4/P6P/1BPNR1P1/R6K b - - 1 20,40,LINDD5mv,e5e4,161,62,e5e4,0.0263,0.0192,0.0183,0.0194,f5c2,f5c2,f5c2,f5c2,317.0,0.0263,-0.0069,True,club,03_disagreements_b2,1817,1809,1809,True,False,7,pawn,False,False,True,middlegame,True,False,True,False,False
2kr3r/bp5p/p4ppQ/2q2b2/3p4/PB2pN1P/1BP1R1P1/R6K b - - 1 22,44,LINDD5mv,h8e8,130,15,d8d7,0.0237,0.0212,0.0218,0.0329,d4d3,d4d3,d4d3,d4d3,427.0,0.0329,0.0092,True,club,03_disagreements_b2,1817,1809,1809,False,True,7,rook,False,False,True,middlegame,False,False,False,False,False
r4rk1/2q1bppp/1nb5/p2pP3/P1pP4/1pP2BP1/1P1NR1QP/R1B3K1 b - - 1 20,40,NKLzw4Cn,a8a6,46,3,c7d7,0.001,0.001,0.0008,0.0008,b6a4,b6a4,b6a4,b6a4,132.0,0.001,-0.0002,True,club,03_disagreements_b2,1936,2016,2016,False,True,2,rook,False,False,True,middlegame,True,False,False,False,False
r2q2k1/1p1b1pp1/p6p/3p4/3N1Q2/2P5/PP3PPP/4R1K1 b - - 0 20,40,xCeaCGPv,d8f8,-61,22,d8b6,0.0352,0.0409,0.042,0.0364,d8b6,d8b6,d8b6,d8b6,165.0,0.042,0.0012,True,club,03_disagreements_b2,2040,2021,2021,False,True,5,queen,False,False,True,endgame,False,False,False,False,False
r1b1k2r/2qpbppp/p1p1p1n1/2p1P3/2P5/1PN2N2/P2P1PPP/R1BQR1K1 b kq - 0 10,20,wHh64Eo0,f7f6,21,108,e8g8,0.0152,0.0157,0.0136,0.013,e8g8,e8g8,e8g8,e8g8,121.0,0.0157,-0.0022,True,club,03_disagreements_b2,1841,1844,1844,False,True,3,pawn,False,False,True,opening,True,False,True,False,False
r4rk1/7p/p1pq2p1/2p2b2/N1Ppp3/BP4P1/P2PQ1PP/4R1K1 b - - 2 26,52,wHh64Eo0,d6f6,122,112,d4d3,0.0046,0.0037,0.0026,0.0014,d4d3,d4d3,d4d3,d4d3,174.0,0.0046,-0.0032,True,club,03_disagreements_b2,1841,1844,1844,False,True,2,queen,False,False,True,middlegame,False,False,False,False,False
2kr4/ppp2Qpp/2n5/8/4r3/P3P3/1P3PqP/R1B1KR2 b Q - 0 16,32,chGdVlGg,c8b8,677,63,c6e5,0.0039,0.0052,0.0059,0.0068,g2h2,g2h2,c6e5,c6e5,152.0,0.0068,0.0029,True,club,03_disagreements_b2,1923,1937,1937,False,True,4,king,False,False,True,middlegame,False,False,False,True,False
3qk2r/pp3p1p/7b/2rPpQ2/4B3/P7/1P3PPP/R3K2R b KQk - 0 18,36,LXhZFsXz,d8g5,-135,114,c5c1,0.0338,0.037,0.0375,0.0344,d8a5,d8a5,d8a5,d8a5,521.0,0.0375,0.0006,True,club,03_disagreements_b2,1894,1846,1846,False,True,5,queen,False,False,True,middlegame,True,False,False,False,False
7r/pp3k1p/5b2/3P4/4BRP1/P5K1/1q5P/8 b - - 4 26,52,LXhZFsXz,f7e8,808,37,b2a3,0.0005,0.0004,0.0004,0.0003,b2a3,b2e5,b2e5,b2e5,146.0,0.0005,-0.0002,True,club,03_disagreements_b2,1894,1846,1846,False,True,4,king,False,False,True,endgame,False,True,False,True,False
1r1q2k1/3b2p1/4pP1p/1p1p1p2/pn1P3P/6Q1/PP3PP1/R2B1RK1 b - - 0 24,48,LYtEBZEc,d8f8,-478,82,d8f6,0.0027,0.0012,0.0009,0.0008,d8f6,d8f6,d8f6,d8f6,100.0,0.0027,-0.0019,True,club,03_disagreements_b2,1818,1817,1817,False,True,6,queen,False,False,True,middlegame,False,False,False,False,False
r3k2r/2p2ppp/p3b3/3PN3/5QPq/1PNP3P/1PP2P2/R3K2R b KQkq - 0 20,40,QAGeDo1p,h4f6,-760,22,g7g5,0.0292,0.026,0.0208,0.0175,e6d5,e6d7,e6d7,g7g5,132.0,0.0292,-0.0117,True,club,03_disagreements_b2,1967,1901,1901,False,True,1,queen,False,False,True,middlegame,False,True,False,False,False
r3kr2/2p2p1p/p3PQ2/4N1p1/6Pq/1PNP3P/1PP2P2/R3K2R b KQq - 0 22,44,QAGeDo1p,h4f2,-1003,993,f7e6,0.0056,0.0062,0.0092,0.0109,f7e6,f7e6,f7e6,f7e6,995.0,0.0109,0.0053,True,club,03_disagreements_b2,1967,1901,1901,False,True,1,queen,True,True,False,middlegame,True,False,False,False,False
6k1/6p1/4b3/1P4R1/2P1PpP1/2PP4/1r6/5BK1 b - - 0 34,68,NHnmdIfw,g8h7,-427,19,f4f3,0.0134,0.0108,0.0075,0.0057,f4f3,f4f3,f4f3,b2c2,172.0,0.0134,-0.0077,True,club,03_disagreements_b2,1884,1878,1878,False,True,1,king,False,False,True,endgame,True,False,False,True,False
r1q5/p6k/P1p2Brp/3pP3/2nP3R/2P5/2Q1KPP1/R7 b - - 4 26,52,GRaXV8Hr,c8f8,-658,901,c8e6,0.0225,0.0199,0.0174,0.0149,c8g8,c8g8,c8e6,c8e6,1338.0,0.0225,-0.0076,True,club,03_disagreements_b2,1912,1906,1906,False,True,1,queen,False,False,True,middlegame,False,False,False,False,False
6k1/1pp2pqp/4p1p1/2r5/P7/QPPn1P2/5PPP/2R2RK1 b - - 4 24,48,KNLkXgKz,g7e5,-207,33,c5c3,0.0126,0.0118,0.0114,0.0122,d3c1,d3c1,d3c1,d3c1,203.0,0.0126,-0.0004,True,club,03_disagreements_b2,2049,1906,1906,False,True,5,queen,False,False,True,endgame,True,False,False,False,False
1r3rk1/2pq1pp1/p3bB1p/2ppP2Q/3P1R2/1P6/P1P3PP/R6K b - - 1 18,36,hCxpxyCF,b8b6,-368,26,g7f6,0.0023,0.0023,0.0021,0.002,g7f6,c5d4,c5d4,g8h7,415.0,0.0023,-0.0003,True,club,03_disagreements_b2,1988,1914,1914,False,True,6,rook,False,False,True,middlegame,True,False,False,False,False
3r2k1/1bp2P2/pn2p1p1/1p4N1/4P3/P7/1PP4P/5RK1 b - - 0 30,60,YqXj4KjD,g8h8,-693,134,g8h8,0.0226,0.0198,0.0152,0.0116,g8f8,g8f8,g8f8,g8f8,125.0,0.0226,-0.011,True,club,03_disagreements_b2,2279,2178,2178,True,False,6,king,False,False,True,endgame,False,False,False,True,False
r1q1k2r/3bppbp/3p2p1/p1nN4/4P3/4BN1P/PP2QPP1/2R2RK1 b kq - 1 16,32,7vACvRFZ,d7c6,-170,5,a8b8,0.0121,0.0079,0.0049,0.0022,e8g8,c8a6,c8a6,c8a6,510.0,0.0121,-0.0099,True,club,03_disagreements_b2,2075,2146,2146,False,True,6,bishop,False,False,True,middlegame,True,False,False,False,False
1k6/p1pB2pp/1b2r3/1P6/1P1nP1P1/8/8/2R1KN2 b - - 4 34,68,KLIwQznW,d4f3,473,88,d4f3,0.0167,0.0106,0.0073,0.0059,e6e4,e6e4,e6e4,e6e4,118.0,0.0167,-0.0108,True,club,03_disagreements_b2,1800,1879,1879,True,False,0,knight,False,True,False,endgame,True,False,False,False,False
rn3rk1/pbp2ppp/1p1ppq2/2P5/3P4/4PN2/P1Q1BPPP/R2R2K1 b - - 0 14,28,zuGz5bZe,b8c6,97,9,b8c6,0.0415,0.0382,0.037,0.0309,d6c5,d6c5,b8d7,b8d7,541.0,0.0415,-0.0106,True,club,03_disagreements_b2,2146,2162,2162,True,False,2,knight,False,False,True,middlegame,True,False,False,False,False
r5k1/1Q3pp1/7p/3p2q1/8/4P1P1/P4P2/3R2K1 b - - 4 28,56,zuGz5bZe,a8a5,-49,14,a8a2,0.0079,0.0066,0.006,0.0061,a8a2,a8a2,a8a2,a8a2,525.0,0.0079,-0.0018,True,club,03_disagreements_b2,2146,2162,2162,False,True,5,rook,False,False,True,endgame,True,False,False,False,False
rn1q1rk1/ppp2pp1/4b2p/3pP2Q/8/1BP5/P4PPP/R1B1R1K1 b - - 0 14,28,O4HdPOhH,d8e8,-193,47,c7c5,0.002,0.0018,0.002,0.0023,b8c6,b8c6,b8d7,c7c5,173.0,0.0023,0.0003,True,club,03_disagreements_b2,2002,1985,1985,False,True,3,queen,False,False,True,middlegame,False,False,False,False,False
r4rk1/pp2qpp1/7p/2p1P2Q/2b3P1/1BPp3P/P7/R1B1R1K1 b - - 1 22,44,O4HdPOhH,c4e6,-151,59,e7e6,0.0287,0.0267,0.0199,0.0122,c4b3,c4b3,b7b5,b7b5,131.0,0.0287,-0.0165,True,club,03_disagreements_b2,2002,1985,1985,False,True,7,bishop,False,False,True,middlegame,False,True,False,False,False
3r1rk1/1p1b1ppp/p1n2q2/8/Q2p3N/6P1/PP1RPPBP/3R2K1 b - - 1 18,36,IDVAi1SI,h7h6,-19,1,f8e8,0.0235,0.0198,0.0179,0.0185,c6e5,c6e5,c6e5,c6e5,301.0,0.0235,-0.005,True,club,03_disagreements_b2,1946,1835,1835,False,True,2,pawn,False,False,True,middlegame,True,False,True,False,False
1q4k1/1P3rp1/Q1p1p3/2Pp1p2/P2Pp3/2r5/7P/1R1K1R2 b - - 5 34,68,FZGqCeWT,f7f8,170,86,c3d3,0.0294,0.0221,0.0176,0.0156,c3d3,c3d3,c3d3,c3d3,170.0,0.0294,-0.0138,True,club,03_disagreements_b2,1883,1839,1839,False,True,0,rook,False,False,True,endgame,False,True,False,False,False
5rk1/1b3pbn/pp2p3/2p4Q/2Pr1q2/P2P3P/1P2NPP1/3RRBK1 b - - 6 24,48,qZLPT0hp,f4c7,318,34,f4g5,0.0139,0.0078,0.0054,0.0053,f4g5,f4g5,f4g5,f4g5,110.0,0.0139,-0.0086,True,club,03_disagreements_b2,2132,2046,2046,False,True,0,queen,False,False,True,middlegame,False,True,False,False,False
r4k1r/1p2RNpp/pq1P4/5p2/2p2n2/2Nn1Q1P/PP3PP1/R5K1 b - - 2 18,36,OM2qHjrb,g7g5,-437,44,h8g8,0.0132,0.0119,0.0125,0.0159,b6b2,b6b2,h8g8,h8g8,163.0,0.0159,0.0027,True,club,03_disagreements_b2,2063,2056,2056,False,True,6,pawn,False,False,True,middlegame,True,False,True,False,False
6r1/2R2Nkp/p2P4/5pp1/2pq1n2/2Nn1Q1P/PP3PP1/R5K1 b - - 2 22,44,OM2qHjrb,h7h5,-600,8,g5g4,0.0115,0.0124,0.0148,0.0201,g5g4,g5g4,g7f6,g7f6,138.0,0.0201,0.0086,True,club,03_disagreements_b2,2063,2056,2056,False,True,1,pawn,False,False,True,middlegame,True,False,True,False,False
r4rk1/pp2q1b1/2bp2pp/4pp2/8/2P1BN2/PP1Q1PPP/3RR1K1 b - - 3 18,36,0g9lTXH6,g6g5,143,26,f8c8,0.0271,0.0221,0.0177,0.0134,a8d8,a8d8,a8d8,a8d8,123.0,0.0271,-0.0137,True,club,03_disagreements_b2,1950,1875,1875,False,True,0,pawn,False,False,True,middlegame,True,False,True,False,False
r1b1k2r/1p1p2pp/2qBp3/p3PnN1/3P1Q2/8/P5PP/R4RK1 b kq - 4 20,40,Pi96Pipq,h7h5,-326,41,f5d6,0.0056,0.0063,0.0072,0.0082,h7h6,h7h6,h7h6,h7h6,108.0,0.0082,0.0026,True,club,03_disagreements_b2,1849,1820,1820,False,True,6,pawn,False,False,True,middlegame,True,False,True,False,False
r3qrk1/pb5p/4pb1Q/1p1nNpp1/2pPp3/P1P1P2P/1P3PPB/1B2RRK1 b - - 7 20,40,TaHL3yIB,f6d8,21,108,f6e5,0.0011,0.001,0.001,0.0008,f6g7,f6g7,f6g7,f6g7,205.0,0.0011,-0.0003,True,club,03_disagreements_b2,1964,1964,1964,False,True,2,bishop,False,False,True,middlegame,False,True,False,False,False
r3r1k1/ppqn1ppp/2pb1n2/6B1/2BP4/5N2/PPQ2PPP/4RRK1 b - - 2 14,28,O1eoiKWa,f6d5,-37,16,d6f4,0.0115,0.0228,0.0472,0.0439,e8e1,h7h6,h7h6,h7h6,181.0,0.0472,0.0324,True,club,03_disagreements_b2,1847,1867,1867,False,True,3,knight,False,False,True,middlegame,True,False,False,False,False
r2qkb1r/pbp2ppp/2pn4/4N3/3N4/P2P4/1PP2PPP/R1BQK2R b KQkq - 0 10,20,MAIk18Zx,d6b5,-210,12,c6c5,0.0361,0.0237,0.0182,0.0152,c6c5,d8e7,d8e7,d8e7,206.0,0.0361,-0.0209,True,club,03_disagreements_b2,2240,2127,2127,False,True,3,knight,False,False,True,opening,True,False,False,False,False
3q1rk1/1pb2pp1/4p2p/2P5/3PP3/rb1B1N1P/3Q2P1/1R3R1K b - - 2 26,52,1TOowowk,d8a8,-37,56,a3a2,0.0194,0.0213,0.0268,0.0404,c7a5,c7a5,c7a5,c7a5,255.0,0.0404,0.021,True,club,03_disagreements_b2,1854,1838,1838,False,True,5,queen,False,False,True,middlegame,False,False,False,False,False
r7/1b4kp/pp2p1p1/2p1K3/2Pr2R1/P4P2/1PR3PP/8 b - - 4 30,60,9MXxoxBD,d4d1,492,7,d4g4,0.0335,0.0205,0.0151,0.0163,d4g4,d4g4,d4g4,d4g4,143.0,0.0335,-0.0172,True,club,03_disagreements_b2,1961,1994,1994,False,True,4,rook,False,False,True,endgame,True,False,False,False,False
2B1k2r/1p2npb1/pR5p/6p1/4P3/1P6/1PP4P/1K4R1 b k - 0 24,48,C5quZV4A,g7d4,411,133,g7d4,0.0034,0.0031,0.0034,0.0045,e7c8,e7c8,e7c8,e7c8,139.0,0.0045,0.0011,True,club,03_disagreements_b3,2452,2454,2454,True,False,0,bishop,False,False,True,endgame,True,False,False,False,False
2kr1b2/pbpn1p2/1p2p3/q7/3P1N2/3Q4/P1PR1PPP/4KB1R b K - 6 18,36,HthOEeAT,d7c5,334,91,d7e5,0.0405,0.0428,0.0408,0.0384,a5a2,a5a2,a5a2,a5a2,193.0,0.0428,-0.0021,True,club,03_disagreements_b3,1887,1828,1828,False,True,0,knight,False,False,True,middlegame,True,False,False,False,False
r4r1k/4q1pn/2pp3p/4pP2/p3PbNP/P4P2/1PQ5/1K1R1B1R b - - 0 30,60,lyNI9CYl,a8b8,49,14,a8b8,0.0412,0.0264,0.0218,0.028,c6c5,c6c5,c6c5,c6c5,172.0,0.0412,-0.0132,True,club,03_disagreements_b3,1998,1974,1974,True,False,2,rook,False,False,True,middlegame,False,False,False,False,False
1r3bk1/Rbq2p1p/4p1pn/3pP1N1/2pP1PP1/N1P4P/1Q3B2/6K1 b - - 7 30,60,2TSXD8wy,b7a6,0,58,c7c6,0.0081,0.0072,0.0069,0.007,f8a3,f8a3,f8a3,c7c6,126.0,0.0081,-0.0011,True,club,03_disagreements_b3,1884,1909,1909,False,True,2,bishop,False,False,True,middlegame,True,False,False,False,False
rn1q1rk1/5pbp/pN1pp1p1/5b2/1p1NnPP1/4BB2/PPP4P/R2Q1R1K b - - 1 14,28,n6LCfN7J,f5g4,-52,280,d8b6,0.0247,0.0277,0.0298,0.0284,d8b6,d8b6,d8b6,d8b6,282.0,0.0298,0.0037,True,club,03_disagreements_b3,1884,1945,1945,False,True,6,bishop,True,False,False,middlegame,True,False,False,False,False
rq3r1k/2p3pp/3p4/2n5/3QPP2/1p5B/PP4RP/2KR4 b - - 1 26,52,J021OQFn,f8f6,143,27,f8f7,0.0096,0.0104,0.0128,0.0212,b3a2,b3a2,b3a2,b3a2,2142.0,0.0212,0.0116,True,club,03_disagreements_b3,1959,1967,1967,False,True,0,rook,False,False,True,middlegame,True,False,False,False,False
rq5k/4r1pp/3pB3/2p5/4PP2/PpQ5/1P4RP/2K3R1 b - - 1 30,60,J021OQFn,d6d5,-513,53,b8c7,0.0301,0.0169,0.0122,0.0092,b8f8,b8f8,b8f8,b8f8,109.0,0.0301,-0.0209,True,club,03_disagreements_b3,1959,1967,1967,False,True,1,pawn,False,False,True,middlegame,True,False,True,False,False
6k1/6pp/4pn2/1R1b2N1/8/1P3P2/2r3PP/6K1 b - - 0 28,56,ADNyZHJd,g8f8,435,5,f6d7,0.0142,0.0231,0.026,0.0274,h7h6,h7h6,h7h6,h7h6,2432.0,0.0274,0.0132,True,club,03_disagreements_b3,2113,2169,2169,False,True,4,king,False,False,True,endgame,False,False,False,True,False
r7/1qkN1Q2/p1bbp3/1p6/8/2N5/PPB2PPP/2R3K1 b - - 0 30,60,hHCrAnBq,c7d8,-594,44,c6d7,0.0023,0.0015,0.0013,0.0017,c6d7,c6d7,c6d7,c6d7,107.0,0.0023,-0.0006,True,club,03_disagreements_b3,1806,1803,1803,False,True,1,king,False,False,True,middlegame,False,True,False,True,False
1r4k1/p2n1ppp/8/4p3/N2pP1P1/3P1Pq1/PP2K3/2Q2R2 b - - 2 26,52,RA0XpKRM,h7h5,298,3,g3h4,0.0106,0.0116,0.0159,0.0363,g3g2,g3g2,g3g2,g3g2,298.0,0.0363,0.0257,True,club,03_disagreements_b3,1838,1869,1869,False,True,0,pawn,False,False,True,endgame,True,False,True,False,False
r1b2rk1/pp1n2pp/1qn1pb2/2Pp4/8/1NP2N2/PPQ1BPPP/R1B2RK1 b - - 0 12,24,XKVWmbvY,b6d8,-166,47,d7c5,0.0159,0.0118,0.0087,0.0047,d7c5,d7c5,d7c5,d7c5,123.0,0.0159,-0.0112,True,club,03_disagreements_b3,1824,1904,1904,False,True,3,queen,False,False,True,opening,False,True,False,False,False
3q1r1k/Q3n1p1/4bb1p/2Bpp3/2P1B3/5N2/Pr3PPP/3R1RK1 b - - 0 24,48,XKVWmbvY,d8a8,-171,28,d5d4,0.0295,0.0215,0.0158,0.0128,d5d4,d5d4,d5d4,d5d4,207.0,0.0295,-0.0167,True,club,03_disagreements_b3,1824,1904,1904,False,True,6,queen,False,False,True,middlegame,False,False,False,False,False
3q1r1k/Q3b1p1/4b2p/4N3/2PpB3/8/Pr3PPP/3R1RK1 b - - 0 26,52,XKVWmbvY,f8e8,-403,22,f8f4,0.008,0.0071,0.0059,0.0063,e7f6,e7f6,e7f6,e7f6,108.0,0.008,-0.0017,True,club,03_disagreements_b3,1824,1904,1904,False,True,6,rook,False,False,True,middlegame,False,False,False,False,False
r3k2r/pp1nnppp/2p5/8/2P2B2/7P/PP3PP1/R2BR1K1 b kq - 3 16,32,kB6nSqTI,d7f8,-291,4,e8d8,0.0022,0.0038,0.007,0.0192,d7c5,f7f6,f7f6,f7f6,223.0,0.0192,0.017,True,club,03_disagreements_b3,1994,1996,1996,False,True,6,knight,False,False,True,middlegame,False,True,False,False,False
2r2r1k/pp4p1/7p/2N1pp2/3p4/1B1K4/PP4bP/2RR4 b - - 3 30,60,Rt2mwPFh,f8e8,129,54,b7b6,0.0092,0.0085,0.0078,0.0095,b7b6,b7b6,b7b6,b7b6,120.0,0.0095,0.0003,True,club,03_disagreements_b3,2097,2120,2120,False,True,7,rook,False,False,True,middlegame,False,False,False,False,False
8/8/8/p1p1pk1p/2P2P1P/1P3KP1/P7/8 b - - 1 34,68,CgHERqj5,a5a4,-1172,272,e5f4,0.0027,0.002,0.0023,0.004,e5e4,e5e4,e5e4,e5e4,806.0,0.004,0.0013,True,club,03_disagreements_b3,1896,1924,1924,False,True,5,pawn,False,False,True,endgame,True,False,True,False,False
1r1qk2r/Q1p2ppp/3b4/3p4/6b1/1P6/PB1PPP1P/R3K1NR b KQk - 2 12,24,44dAWEEM,c7c5,163,99,e8g8,0.0248,0.0124,0.0056,0.0036,e8g8,e8g8,e8g8,e8g8,264.0,0.0248,-0.0212,True,club,03_disagreements_b3,1813,1816,1816,False,True,0,pawn,False,False,True,opening,True,False,True,False,False
1r4k1/5p2/4p1p1/2QpP1Pp/p1p2q1P/PrP4K/1P1R2R1/8 b - - 1 32,64,C6o0t5uB,b3c3,651,8,f4e5,0.0008,0.0007,0.0007,0.0007,f4e5,f4e5,f4e5,f4e5,294.0,0.0008,-0.0001,True,club,03_disagreements_b3,1877,1851,1851,False,True,0,rook,True,True,False,endgame,False,False,False,False,False
r1bq1rk1/pppp1ppp/3P1n2/8/2Bp4/8/PPPP1PPP/RNBQR1K1 b - - 0 8,16,gXkx6k9e,b7b5,-434,59,c7d6,0.0024,0.0023,0.0032,0.0068,c7d6,c7d6,c7d6,c7d6,138.0,0.0068,0.0044,True,club,03_disagreements_b3,1812,1817,1817,False,True,1,pawn,False,False,True,opening,True,False,True,False,False
