fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique
r1b2rk1/1p2ppb1/p2n1np1/3P3p/1q1N1B2/1PN1P1PP/P2Q1PB1/2RR2K1 b - - 8 18,36,?,c8f5,-320,23,c8d7,0.1525,0.1784,0.2133,0.251,c8f5,c8f5,c8f5,c8d7,40.0,0.251,0.0985,False
r4rk1/1p1bppbn/p2n2p1/3PP2p/1q1N1B2/1PN3PP/P2Q1PB1/2RR2K1 b - - 0 20,40,?,g6g5,-387,19,d6f5,0.0031,0.0014,0.0007,0.0006,d6f5,d6f5,d6f5,d6f5,14.0,0.0031,-0.0025,False
r4rk1/1p2ppbn/p5p1/3PPb1p/1q2NB2/1P4PP/P2Q1PB1/2RR2K1 b - - 1 22,44,?,b4d2,-344,68,b4d2,0.3275,0.3916,0.4079,0.3909,b4d2,b4d2,b4d2,b4d2,0.0,0.4079,0.0634,False
2r2rk1/1p2ppbn/p5p1/3PPb1p/4NB2/1P4PP/P1R2PB1/2R3K1 b - - 2 24,48,?,c8c2,-69,273,c8c2,0.8138,0.8593,0.8663,0.8438,c8c2,c8c2,c8c2,c8c2,0.0,0.8663,0.03,False
5rk1/1p2ppbn/p7/3PPbpp/4N3/1P2B1PP/P1R2PB1/6K1 b - - 1 26,52,?,g7e5,-72,153,g7e5,0.5771,0.7067,0.8058,0.8494,g7e5,g7e5,g7e5,g7e5,0.0,0.8494,0.2723,False
5rk1/1p2pp1n/p7/3Pb1pp/2R1B3/1P2B1PP/P4P2/6K1 b - - 0 28,56,?,f7f5,-98,42,f7f5,0.2952,0.3843,0.4469,0.4471,f7f5,f7f5,f7f5,f7f5,0.0,0.4471,0.1519,False
5rk1/1p2p2n/p7/3Pbp1p/2R3P1/1P2BBP1/P4P2/6K1 b - - 0 30,60,?,h5g4,-2,50,h5g4,0.7063,0.7471,0.7963,0.8225,h5g4,h5g4,h5g4,h5g4,0.0,0.8225,0.1162,False
5rk1/1p2p2n/p2b4/3P1p2/2R2Bp1/1P4P1/P4PB1/6K1 b - - 3 32,64,?,g8g7,0,0,d6f4,0.0047,0.0046,0.0036,0.0034,d6f4,d6f4,d6f4,h7f6,0.0,0.0047,-0.0013,False
5r2/1p2p1kn/p2P4/5p2/5Rp1/1P4P1/P4PB1/6K1 b - - 0 34,68,?,e7e5,-17,24,e7d6,0.0138,0.0113,0.0114,0.0164,e7d6,e7d6,e7d6,e7d6,23.0,0.0164,0.0026,False
r1bq1rk1/ppp1bppp/1n1p1n2/4p3/3PP3/2N2N1P/PPP1BPP1/R1BQ1RK1 b - - 2 8,16,?,d6d5,-36,12,e5d4,0.0583,0.0184,0.0027,0.0004,e5d4,e5d4,e5d4,e5d4,3.0,0.0583,-0.0579,False
r1bq1rk1/ppp1bppp/1n3n2/3pP3/3N4/2N4P/PPP1BPP1/R1BQ1RK1 b - - 0 10,20,?,f6e4,-56,12,f6e8,0.7409,0.6834,0.6394,0.6816,f6e4,f6e4,f6e4,f6e4,0.0,0.7409,-0.0593,False
r1bqnrk1/pp2bppp/1n6/2ppP3/5P2/1NN4P/PPP1B1P1/R1BQ1RK1 b - - 1 12,24,?,d5d4,-17,8,d5d4,0.3516,0.343,0.3308,0.21,d5d4,d5d4,d5d4,g7g6,38.0,0.3516,-0.1416,False
r1bqnrk1/pp2b1pp/1n6/2p1Pp2/3p1P2/1N5P/PPP1BNP1/R1BQ1RK1 b - - 1 14,28,?,a7a5,8,5,c8e6,0.0261,0.03,0.0353,0.0414,b6d5,c8e6,c8e6,c8e6,19.0,0.0414,0.0153,False
r2qnrk1/pp2b1pp/1n2b3/2p1Pp2/5P2/1NPp1B1P/PP3NP1/R1BQ1RK1 b - - 1 16,32,?,e8c7,-15,3,d8d7,0.0129,0.0092,0.0063,0.0055,c5c4,c5c4,c5c4,c5c4,54.0,0.0129,-0.0074,False
2r1nrk1/pp1qb1pp/1n2b3/2p1Pp2/5P2/1NPNBB1P/PP4P1/R2Q1RK1 b - - 2 18,36,?,d7b5,-170,46,b6c4,0.0132,0.0141,0.0162,0.0164,c5c4,c5c4,c5c4,c5c4,275.0,0.0164,0.0032,True
2r1nrk1/pp2b1pp/4b3/2N1Pp2/2n2P2/1NP1BB1P/PP4P1/R2R2K1 b - - 0 20,40,?,e6f7,-418,24,c4e3,0.0261,0.022,0.0206,0.0261,c4e3,c4e3,c4e3,c4e3,33.0,0.0261,0.0,False
2r1nrk1/pp2b1pp/4N3/4Pp2/5P2/1NP2B1P/PP4P1/3R2K1 b - - 0 22,44,?,e8c7,-440,31,f8f7,0.0822,0.0697,0.0689,0.0708,f8f7,f8f7,f8f7,f8f7,45.0,0.0822,-0.0114,False
2r1n2k/pp2brpp/8/3BPpN1/5P2/1NP4P/PP4P1/3R2K1 b - - 4 24,48,?,e7g5,-279,220,f7f8,0.3575,0.498,0.5846,0.6045,f7f8,e7g5,e7g5,e7g5,0.0,0.6045,0.247,False
r1b1kbnr/1p3ppp/p1n1p3/3q4/3P4/4BN2/PP2BPPP/RN1QK2R b KQkq - 2 8,16,?,f8d6,-39,4,g8f6,0.0418,0.0327,0.0221,0.0094,f8b4,f8b4,f8b4,g8f6,10.0,0.0418,-0.0324,False
r1b1kb1r/1p3ppp/p1nqpn2/8/3P4/2N1BN2/PP2BPPP/R2Q1RK1 b kq - 6 10,20,?,f8e7,-51,1,f8e7,0.5067,0.6167,0.7179,0.7739,f8e7,f8e7,f8e7,f8e7,0.0,0.7739,0.2672,False
r1b1k2r/4bppp/p1nqpn2/1p4N1/3P4/2N1B3/PP1QBPPP/R4RK1 b kq - 1 12,24,?,c8b7,-38,4,c8b7,0.1945,0.308,0.4228,0.4934,e8g8,e8g8,c8b7,c8b7,0.0,0.4934,0.2989,False
r3k2r/1b2bppp/p1nqp3/1p6/3PN3/4B3/PP1QBPPP/R4RK1 b kq - 0 14,28,?,d6d8,-31,4,d6b4,0.0935,0.153,0.2047,0.2935,d6d5,d6d5,d6d5,d6d5,43.0,0.2935,0.2,False
r3k2r/1b2bppp/p1n1p3/1p6/3P4/4B3/PP1NBPPP/R1R3K1 b kq - 0 16,32,?,c6a5,-29,2,c6b4,0.0067,0.0068,0.0076,0.0152,e8g8,e8g8,e8g8,e8g8,14.0,0.0152,0.0085,False
r3k2r/1b2bppp/p3p3/1p1n4/3P4/PN2B3/1P2BPPP/R1R3K1 b kq - 2 18,36,?,a8a7,-28,4,d5e3,0.0003,0.0002,0.0001,0.0001,e8g8,e8g8,e8g8,e8g8,4.0,0.0003,-0.0002,False
r3k2r/4bppp/p3p3/1pNb4/3P4/P3P3/1P2B1PP/R1R3K1 b kq - 2 20,40,?,e8g8,-47,8,e8g8,0.6121,0.6835,0.7077,0.6683,e8g8,e8g8,e8g8,e8g8,0.0,0.7077,0.0562,False
rr4k1/4bppp/p3p3/1pNb4/3P4/P3P3/1PR1BKPP/R7 b - - 6 22,44,?,a6a5,-46,4,f7f6,0.0638,0.0684,0.0665,0.0766,b8c8,b8c8,b8c8,b8c8,4.0,0.0766,0.0128,False
rr4k1/4b1pp/p3pp2/1pN5/3P4/P3PK2/1PR3PP/R7 b - - 0 24,48,?,b8b6,-100,6,b8b6,0.0419,0.0366,0.0361,0.0444,e7c5,e7c5,e7c5,g8f7,7.0,0.0444,0.0025,False
r7/4bkpp/pr2pp2/1p6/3P4/P2NPK2/1PR3PP/2R5 b - - 4 26,52,?,b6d6,-108,21,e7d6,0.028,0.0266,0.0214,0.0125,a6a5,a6a5,a6a5,a8a7,46.0,0.028,-0.0155,False
r7/5kpp/p1Rbpp2/1p6/3P4/P2NPK2/1P4PP/8 b - - 0 28,56,?,f7e7,-149,74,f7e7,0.3921,0.5016,0.6109,0.6725,d6h2,f7e7,f7e7,f7e7,0.0,0.6725,0.2804,False
r7/4k1pp/p1R1pp2/1pP5/8/P3PK2/1P4PP/8 b - - 0 30,60,?,f6f5,-191,23,e7d7,0.0289,0.026,0.027,0.025,e7d7,e7d7,e7d7,e7d7,70.0,0.0289,-0.0039,False
r7/4k1pp/pR2pp2/1pP5/8/P3PK2/1P4PP/8 b - - 4 32,64,?,f6f5,-253,13,a8a7,0.0535,0.0585,0.0678,0.0628,e7d7,e7d7,e7d7,e7d7,23.0,0.0678,0.0093,False
8/r3k2p/pR2ppp1/1pP5/1P5P/P3PK2/6P1/8 b - - 0 34,68,?,h7h6,-282,34,h7h5,0.0704,0.1205,0.1991,0.2379,e7d7,e7d7,e7d7,h7h6,0.0,0.2379,0.1675,False
rnb1kb1r/ppp2ppp/3p4/8/8/2P2N2/PPP1BPPP/R1B1K2R b KQkq - 0 8,16,?,c8d7,-15,1,d6d5,0.0042,0.0041,0.0044,0.0041,c8g4,f8e7,f8e7,f8e7,-2.0,0.0044,-0.0001,False
rnb1k2r/ppp2ppp/3b4/3p4/8/2P1BN2/PPP1BPPP/2KR3R b kq - 3 10,20,?,c8e6,-112,59,c8e6,0.2125,0.3353,0.4142,0.4529,e8g8,c8e6,c7c6,c7c6,56.0,0.4529,0.2404,False
rn2k2r/pppb1ppp/3b4/1N1p4/8/2P1B3/PPP1BPPP/2KR3R b kq - 7 12,24,?,d7b5,-206,102,d7b5,0.4205,0.4653,0.4891,0.4492,d7b5,d7b5,d7b5,d7b5,0.0,0.4891,0.0287,False
rn2k2r/pp3ppp/2pb4/3p4/8/2PBB3/PPP2PPP/2KR3R b kq - 1 14,28,?,b7b5,-106,25,e8g8,0.0112,0.0119,0.0089,0.0078,e8g8,e8g8,e8g8,e8g8,115.0,0.0119,-0.0034,True
rn3rk1/p4ppp/2pb4/1p1p1B2/8/2P1B3/PPP2PPP/2KRR3 b - - 1 16,32,?,f8d8,-32,15,b8a6,0.0019,0.0015,0.0017,0.0042,b8a6,b8a6,a7a5,a7a5,51.0,0.0042,0.0023,False
rn3rk1/p4ppp/2pb4/1p1p4/8/2P1B2B/PPP2PPP/2KRR3 b - - 5 18,36,?,f8d8,-30,22,b8a6,0.0027,0.0018,0.0016,0.003,d6h2,a7a5,a7a5,a7a5,48.0,0.003,0.0003,False
r4rk1/p4ppp/2pb4/1pnp4/3B4/2P3PB/PPP2P1P/2KRR3 b - - 2 20,40,?,a7a5,-9,3,a7a5,0.272,0.3584,0.3161,0.1991,c5e4,c5e4,c5e4,c5e4,349.0,0.3584,-0.0729,False
r2r2k1/5ppp/2pb4/ppnp4/3B4/2P2PPB/PPP1R2P/2KR4 b - - 2 22,44,?,b5b4,-18,0,b5b4,0.3602,0.345,0.2902,0.1396,b5b4,b5b4,b5b4,d8e8,136.0,0.3602,-0.2206,False
r2r2k1/5ppp/2pb4/p2p4/nP1B4/5PPB/PPP1R2P/2K1R3 b - - 0 24,48,?,a5b4,21,69,a5b4,0.5373,0.558,0.5955,0.6645,a5b4,a5b4,a5b4,a5b4,0.0,0.6645,0.1272,False
r2r2k1/5ppp/2p5/3pR3/np6/5PPB/PPP4P/2K1R3 b - - 0 26,52,?,g8f8,-4,7,a4b6,0.0808,0.0761,0.0892,0.1412,a4c5,a4c5,a4c5,a4c5,8.0,0.1412,0.0604,False
r2r2k1/5p1p/1np3p1/3pR3/1p6/5PP1/PPP4P/1K2RB2 b - - 1 28,56,?,g8f8,-1,0,g8f8,0.0477,0.0516,0.085,0.2019,b6c4,b6c4,b6c4,b6c4,129.0,0.2019,0.1542,False
r3Rk2/5p1p/1np3p1/3p4/1p3P2/6P1/PPP4P/1K2RB2 b - - 0 30,60,?,a8e8,-23,575,a8e8,0.9992,0.9998,0.9999,1.0,a8e8,a8e8,a8e8,a8e8,0.0,1.0,0.0008,False
4k3/5p1p/1np3p1/3p4/1p3P2/6P1/PPP4P/2K2B2 b - - 1 32,64,?,b6a4,0,9,e8d7,0.0348,0.0156,0.0085,0.0063,c6c5,e8e7,e8e7,e8e7,8.0,0.0348,-0.0285,False
8/5p1p/1npk2p1/3p4/1p3P2/2P3P1/PP1K3P/5B2 b - - 0 34,68,?,d6c5,-44,5,c6c5,0.0654,0.0737,0.0614,0.0644,b4c3,b4c3,b4c3,c6c5,18.0,0.0737,-0.001,False
r2qkb1r/1p1bpppp/p1np1n2/6B1/7Q/2N2N2/PPP1PPPP/2KR1B1R b kq - 1 8,16,?,a8c8,-26,4,d8a5,0.0125,0.014,0.0249,0.0562,e7e6,e7e6,e7e6,b7b5,12.0,0.0562,0.0437,False
2r1kb1r/1p1bpppp/p1np1n2/q5B1/4P2Q/2N2N2/PPP2PPP/1K1R1B1R b k - 2 10,20,?,c6b4,23,57,h7h6,0.4073,0.3855,0.3205,0.2286,c6b4,c6b4,c6b4,b7b5,114.0,0.4073,-0.1787,False
2r1kb1r/1p1b1pp1/p1nppn1p/q2N4/4P2Q/5N2/PPPB1PPP/1K1R1B1R b k - 1 12,24,?,a5d8,-45,74,a5d8,0.3233,0.6233,0.8393,0.9358,a5d8,a5d8,a5d8,a5d8,0.0,0.9358,0.6125,False
2r1kb1r/1p1b1pp1/p1nppQ1p/8/4P3/5N2/PPPB1PPP/1K1R1B1R b k - 0 14,28,?,g7f6,-38,570,g7f6,0.9973,0.9986,0.9993,0.9997,g7f6,g7f6,g7f6,g7f6,0.0,0.9997,0.0024,False
2r1k2r/1p1bbp2/p1nppp1p/8/4P3/2B2N2/PPP1BPPP/1K1R3R b k - 3 16,32,?,b7b5,-40,0,h6h5,0.2128,0.2925,0.3896,0.5059,e6e5,b7b5,b7b5,b7b5,0.0,0.5059,0.2931,False
2r1k2r/3bbp2/p1nppp2/1p5p/4P3/P1B2NP1/1PP1BP1P/1K1R3R b k - 0 18,36,?,c6e5,-37,10,c6d8,0.111,0.1635,0.2185,0.2663,e6e5,e6e5,e6e5,c6e5,0.0,0.2663,0.1553,False
2r1k2r/1n1bbp2/p2ppp2/1p5p/4P2P/P1B3P1/1PPNBP2/1K1R3R b k - 2 20,40,?,c8c3,-6,5,b7c5,0.0017,0.0022,0.0036,0.0057,b7c5,b7c5,b7c5,b7c5,8.0,0.0057,0.004,False
2r1k2r/3bbp2/p2ppp2/1p5p/nB2P2P/P5P1/1PPNBP2/1K1RR3 b k - 6 22,44,?,a4c5,-53,19,a4c5,0.0856,0.116,0.1407,0.122,e6e5,e6e5,e6e5,a4b6,104.0,0.1407,0.0364,False
2r1k2r/4bp2/p1bppp2/1pn4p/1B2P2P/P5P1/1PPN1P2/1K1RR2B b k - 10 24,48,?,e6e5,-57,19,c6a8,0.0545,0.0461,0.0273,0.012,c5b7,c5b7,c5b7,c5b7,3.0,0.0545,-0.0425,False
b1rbk2r/5p2/p2ppp2/1pn4p/1B2P2P/PN4P1/1PP2P2/1KR1R2B b k - 14 26,52,?,c5b3,10,20,d8b6,0.4238,0.3856,0.3187,0.2162,c5b3,c5b3,d8b6,d8b6,12.0,0.4238,-0.2076,False
b1r1k2r/5p2/p2ppp2/1pB4p/4P2P/P5P1/1PP2P2/1KR1R2B b k - 0 28,56,?,c8c5,-1,10,c8c5,0.6906,0.7337,0.7347,0.7296,c8c5,c8c5,c8c5,c8c5,0.0,0.7347,0.039,False
b6r/4kp2/p2ppp2/1pr4p/4P2P/P3R1P1/1PP2P2/1K1R3B b - - 3 30,60,?,h8c8,60,1,h8c8,0.3836,0.5104,0.6878,0.7805,h8c8,h8c8,h8c8,h8c8,0.0,0.7805,0.3969,False
b2r4/4kp2/p2ppp2/1pr4p/4P2P/P1P1RBP1/1P3P2/1K1R4 b - - 2 32,64,?,f6f5,33,4,c5c6,0.1207,0.0777,0.05,0.0323,c5e5,c5e5,c5e5,c5e5,-5.0,0.1207,-0.0884,False
b2r4/4kp2/2rppp2/pp6/4P2P/P1P1R1P1/1P2BP2/1K1R4 b - - 1 34,68,?,c6b6,-253,4,c6b6,0.3578,0.5033,0.5823,0.6007,c6b6,c6b6,c6b6,c6b6,0.0,0.6007,0.2429,False
rn1qkb1r/pb1p1p1p/1p3np1/2pP4/4P3/P1N2N2/1P3PPP/R1BQKB1R b KQkq - 0 8,16,?,f8g7,-270,0,f8g7,0.592,0.6389,0.5372,0.1421,f8g7,f8g7,f8g7,d7d6,-23.0,0.6389,-0.4499,False
rn1qk2r/pb3pbp/1p1p1np1/2pP4/4P3/P1NB1N1P/1P3PP1/R1BQK2R b KQkq - 0 10,20,?,e8g8,-118,10,b8d7,0.5797,0.6075,0.6374,0.6898,e8g8,e8g8,e8g8,e8g8,0.0,0.6898,0.1101,False
r2q1rk1/pb1n1pbp/1p1B1np1/2pP4/4P3/P1NB1N1P/1P3PP1/R2QK2R b KQ - 0 12,24,?,f8e8,-239,9,f8e8,0.9201,0.9505,0.9662,0.9802,f8e8,f8e8,f8e8,f8e8,0.0,0.9802,0.0601,False
r2qr1k1/pb1n1pbp/1p1B1np1/3P4/2p1P3/P1N2N1P/1PB2PP1/R2Q1RK1 b - - 1 14,28,?,b6b5,-304,3,a7a6,0.05,0.0284,0.0131,0.0065,d7c5,d7c5,d7c5,d7c5,-5.0,0.05,-0.0435,False
r2qr1k1/1b1n1pbp/p2B1np1/1p1P4/2p1P3/P1N2N1P/1PBQ1PP1/R3R1K1 b - - 1 16,32,?,d7b6,-306,14,d8b6,0.3044,0.3719,0.4081,0.3668,d7b6,d7b6,d7b6,d8b6,34.0,0.4081,0.0624,False
r3r1k1/1b1n1pbp/pq1B2p1/1p1PP2n/2p3P1/P1N2N1P/1PBQ1P2/R3R1K1 b - - 0 18,36,?,h5f6,-390,34,h5g3,0.236,0.2655,0.2913,0.2917,h5g3,h5g3,h5g3,h5g3,33.0,0.2917,0.0557,False
r3r1k1/1b1n2bp/pq1B1pp1/1p1PP3/2p3P1/P1N2NPP/1PBQ3K/R3R3 b - - 0 20,40,?,f6e5,-396,12,f6e5,0.881,0.8599,0.8466,0.8122,f6e5,f6e5,f6e5,f6e5,0.0,0.881,-0.0688,False
3rr1k1/1b1n2bp/pq1B2p1/1p1Pp3/P1p1N1P1/5NPP/1PBQ3K/R3R3 b - - 0 22,44,?,d7f6,-336,43,d7f6,0.6525,0.7595,0.809,0.7816,d7f6,d7f6,d7f6,d7f6,0.0,0.809,0.1291,False
3rr1k1/1b4bp/pB4p1/1p1Pp3/P1p1n1P1/5NPP/1PBQ3K/R3R3 b - - 0 24,48,?,e4d2,-328,233,e4d2,0.913,0.967,0.9848,0.9909,e4d2,e4d2,e4d2,e4d2,0.0,0.9909,0.0779,False
4r1k1/1b4bp/pB4p1/1p1rp3/P1p1N1P1/6PP/1PB4K/R3R3 b - - 1 26,52,?,e8b8,-319,14,b5b4,0.0146,0.0131,0.0102,0.0071,d5d2,b5b4,b5b4,b5b4,28.0,0.0146,-0.0075,False
4r1k1/1b4bp/pB4p1/3Rp3/P1p1N1P1/1p4PP/1PB4K/4R3 b - - 0 28,56,?,b3c2,-367,9,b7d5,0.1838,0.1742,0.1743,0.185,b7d5,b7d5,b7d5,b7d5,18.0,0.185,0.0012,False
1r4k1/6bp/pB4p1/P2bp3/2p1N1P1/1p4PP/1P5K/3BR3 b - - 0 30,60,?,b8c8,-338,27,b8c8,0.0768,0.0952,0.119,0.1365,d5e4,d5e4,d5e4,b8f8,19.0,0.1365,0.0597,False
2r3k1/6bp/pBb3p1/P3p3/2p3P1/1pN3PP/1P2B2K/4R3 b - - 4 32,64,?,c6b5,-381,11,c6b5,0.1648,0.201,0.2342,0.2471,e5e4,e5e4,e5e4,e5e4,105.0,0.2471,0.0823,False
2r3k1/6bp/p5p1/Pb6/2pBp1P1/1pN3PP/1P2B2K/3R4 b - - 1 34,68,?,e4e3,-401,2,c8d8,0.0331,0.0362,0.0422,0.0444,g7d4,g7d4,g7d4,g7d4,68.0,0.0444,0.0113,False
rnbq1rk1/ppp2pb1/4pnpp/3P4/3PP3/2N1BP2/PP4PP/R2QKBNR b KQ - 0 8,16,?,e6d5,-90,108,e6d5,0.9771,0.9897,0.9953,0.9982,e6d5,e6d5,e6d5,e6d5,0.0,0.9982,0.0211,False
rnbq1rk1/pppn1pb1/6pp/3pP3/3P4/2N1BP2/PP1Q2PP/R3KBNR b KQ - 2 10,20,?,c7c5,7,110,c7c5,0.057,0.0468,0.0281,0.0273,g8h7,g8h7,g8h7,g8h7,146.0,0.057,-0.0297,False
rnbq1rk1/pp1n1pb1/6pp/3pP3/3B1P2/2N5/PP1Q2PP/R3KBNR b KQ - 0 12,24,?,b8c6,-7,26,b8c6,0.3838,0.3941,0.3576,0.3342,b8c6,b8c6,d7b6,d7b6,54.0,0.3941,-0.0496,False
r1bq1rk1/pp1n1pb1/6pp/3pP3/3N1P2/2N5/PP1Q2PP/R3KB1R b KQ - 0 14,28,?,d7c5,-18,14,d7c5,0.2029,0.2013,0.1779,0.1334,d7b6,d7b6,d7b6,d7b6,12.0,0.2029,-0.0695,False
r1bq1rk1/pp3pb1/6pp/3pP3/3NnP2/2N1Q3/PP4PP/2KR1B1R b - - 4 16,32,?,e4c3,73,49,d8a5,0.4298,0.4767,0.5022,0.5534,e4c3,e4c3,e4c3,e4c3,0.0,0.5534,0.1236,False
r1b2rk1/pp3pb1/6pp/q2pP3/3N1P2/2Q5/PP4PP/1K1R1B1R b - - 0 18,36,?,a5c3,-35,13,a5c3,0.5934,0.6328,0.6427,0.6448,a5c3,a5c3,a5c3,a5c3,0.0,0.6448,0.0514,False
r4rk1/pp3pb1/6pp/3pP3/3N1Pb1/2P5/P2R2PP/1K3B1R b - - 2 20,40,?,a8c8,-20,1,f7f6,0.3434,0.3983,0.4964,0.5257,a8c8,a8c8,a8c8,a8c8,0.0,0.5257,0.1823,False
r5k1/pp4b1/5rpp/3p4/3N1Pb1/2P3P1/P2R3P/1K3B1R b - - 0 22,44,?,f6b6,58,8,a8c8,0.5311,0.6045,0.6656,0.7271,f6b6,f6b6,f6b6,f6b6,0.0,0.7271,0.196,False
2r3k1/pp4b1/4N1pp/3p4/5Pb1/2P3P1/P1KR3P/5B1R b - - 0 24,48,?,c8c3,0,25,c8c3,0.5947,0.6696,0.7342,0.7747,c8c3,c8c3,c8c3,c8c3,0.0,0.7747,0.18,False
6k1/pp4b1/4N1pp/3p1b2/5P2/2rB2P1/P2R3P/1K5R b - - 3 26,52,?,f5d3,84,299,f5d3,0.52,0.5784,0.6363,0.6465,f5d3,f5d3,f5d3,f5d3,0.0,0.6465,0.1265,False
6k1/pp4N1/6pp/3p4/5P2/3r2P1/P6P/1K5R b - - 0 28,56,?,g8g7,149,138,g8g7,0.9949,0.9979,0.9988,0.9984,g8g7,g8g7,g8g7,g8g7,0.0,0.9988,0.0035,False
8/ppR5/5kpp/3p4/5P2/3r2P1/P6P/1K6 b - - 3 30,60,?,d3d1,157,86,f6f5,0.3103,0.1937,0.1013,0.0645,d3d2,d3d2,d3d2,d3d2,50.0,0.3103,-0.2458,False
8/8/6pp/pR1p1k2/5P2/3r2P1/P6P/1K6 b - - 1 32,64,?,f5e4,3,3,a5a4,0.1478,0.1616,0.1626,0.2064,a5a4,a5a4,a5a4,a5a4,3.0,0.2064,0.0586,False
8/8/6pp/3p4/pR2kP2/3r2P1/P1K4P/8 b - - 3 34,68,?,e4e3,0,0,e4e3,0.2641,0.1984,0.1612,0.1491,d3d4,d3d4,d3d4,d3d4,0.0,0.2641,-0.115,False
r1bq1rk1/2ppbppp/p1n2n2/1p2p3/P3P3/1B3N2/1PPP1PPP/RNBQR1K1 b - - 0 8,16,?,b5b4,-34,8,b5b4,0.2423,0.2181,0.2115,0.2303,c8b7,c8b7,c8b7,c8b7,-1.0,0.2423,-0.012,False
r1bq1rk1/2p1bppp/p1np1n2/4P3/Pp2P3/1B3N2/1PP2PPP/RNBQR1K1 b - - 0 10,20,?,c6e5,-36,5,d6e5,0.3657,0.5215,0.626,0.6398,d6e5,c6e5,c6e5,c6e5,0.0,0.6398,0.2741,False
r1bq1rk1/2p2ppp/p1n2n2/P1b1p3/1p2P3/1B3N2/1PPN1PPP/R1BQR1K1 b - - 0 12,24,?,c8g4,-35,5,c8g4,0.2331,0.2971,0.4269,0.5283,c6d4,c8g4,c8g4,c8g4,0.0,0.5283,0.2952,False
r2q1rk1/2p2ppp/p1n2n2/P1b1p3/4P1b1/1BP2N2/3N1PPP/R1BQR1K1 b - - 0 14,28,?,d8d3,-36,22,d8d3,0.1273,0.1641,0.2184,0.2713,a8b8,a8b8,a8b8,a8b8,36.0,0.2713,0.144,False
r4rk1/2p2ppp/p1n2n2/P1b1p3/4P1b1/2P2N2/2BN1PPP/R1B1R1K1 b - - 0 16,32,?,g4e6,-46,15,g4e6,0.0247,0.0256,0.0214,0.0153,a8b8,a8b8,a8b8,a8b8,13.0,0.0256,-0.0094,False
r4rk1/2p2ppp/p3bn2/n1b1N3/B3P3/2P5/3N1PPP/R1B1R1K1 b - - 0 18,36,?,f8d8,-38,0,f8d8,0.1095,0.1354,0.1765,0.2763,f6g4,a5b7,a5b7,f8d8,0.0,0.2763,0.1668,False
r2r2k1/2p2ppp/p3bn2/2b1N3/4P3/1BP2N2/5PPP/R1B1R1K1 b - - 0 20,40,?,e6b3,-35,405,e6b3,0.9424,0.9735,0.9908,0.9965,e6b3,e6b3,e6b3,e6b3,0.0,0.9965,0.0541,False
r2r2k1/2p1Bppp/pb3n2/4N3/4P3/1bP2N2/5PPP/R3R1K1 b - - 3 22,44,?,d8e8,-35,55,d8e8,0.8176,0.8842,0.9152,0.9235,d8e8,d8e8,d8e8,d8e8,0.0,0.9235,0.1059,False
r3r1k1/2pN1p1p/pb3p2/8/4P3/1bP2N2/5PPP/R3R1K1 b - - 1 24,48,?,g8g7,-27,12,g8g7,0.1426,0.2292,0.2765,0.2668,e8e6,e8e6,e8e6,e8e6,34.0,0.2765,0.1242,False
r3r3/2p2pkp/pN3p2/8/4P3/2P2N2/2b2PPP/RR4K1 b - - 0 26,52,?,c7b6,-28,419,c7b6,0.3324,0.4009,0.4328,0.4107,c2b1,c2b1,c2b1,c2b1,446.0,0.4328,0.0783,False
r3r3/5pkp/pR3p2/8/3Nb3/2P5/5PPP/R5K1 b - - 1 28,56,?,a8c8,-29,3,e8c8,0.07,0.0333,0.0217,0.0264,e4d3,e4d3,e4d3,e4d3,0.0,0.07,-0.0436,False
r1r5/5pkp/pR3p2/8/3N4/R1Pb1P2/6PP/6K1 b - - 2 30,60,?,c8c7,-32,0,c8c5,0.0271,0.0347,0.0518,0.0794,a6a5,a6a5,a6a5,a6a5,-1.0,0.0794,0.0523,False
r7/5pkp/p1N2p2/8/8/R1Pb1P2/6PP/6K1 b - - 0 32,64,?,f6f5,-32,4,f6f5,0.0916,0.0799,0.0745,0.0695,a8c8,d3b5,d3b5,d3b5,5.0,0.0916,-0.0221,False
2r5/5pkp/p7/5p2/1N6/R1Pb1PP1/7P/6K1 b - - 2 34,68,?,d3b5,-23,5,d3c4,0.3099,0.4009,0.4633,0.4374,d3e2,d3b5,d3b5,d3b5,0.0,0.4633,0.1275,False
r1b1kb1r/p1qpnppp/2p1p3/8/4P3/2NB4/PPP2PPP/R1BQ1RK1 b kq - 3 8,16,?,g7g6,-67,15,e7g6,0.1422,0.105,0.0743,0.0624,e7g6,e7g6,e7g6,e7g6,16.0,0.1422,-0.0798,False
r1b1kb1r/p1q2ppp/2p1p1n1/3pP3/5P2/2NB4/PPP3PP/R1BQ1RK1 b kq - 0 10,20,?,f8e7,6,10,c8a6,0.1198,0.1683,0.1837,0.1967,f8c5,f8c5,f8c5,f8c5,33.0,0.1967,0.0769,False
r3kb1r/p1q2ppp/2p1p1n1/3pP3/5P2/2NQ4/PPP3PP/R1B2R1K b kq - 0 12,24,?,f8e7,21,7,g6e7,0.3836,0.4402,0.403,0.3276,f8e7,f8e7,f8e7,f8e7,0.0,0.4402,-0.056,False
