fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique
2r3k1/5pp1/p1q1p3/Q2nP2p/3P3P/2p1B1P1/P4P2/2R3K1 b - - 0 26,52,?,d5e3,545,153,c6c4,0.1606,0.169,0.1599,0.1203,c3c2,c3c2,c3c2,c3c2,205.0,0.169,-0.0403,False
2r3k1/5pp1/p3p3/3nP2p/2qP3P/P3B1P1/2pQ1P2/2R3K1 b - - 1 28,56,?,d5e7,313,51,c4b3,0.0195,0.0186,0.0158,0.0143,c4b3,c4b3,c4b3,c4b3,109.0,0.0195,-0.0052,True
2r3k1/5pp1/p3p3/3nP2p/3P3P/q3B1P1/2R1QP2/6K1 b - - 0 30,60,?,c8c2,359,269,c8c2,0.588,0.6635,0.7081,0.7087,c8c2,c8c2,c8c2,c8c2,0.0,0.7087,0.1207,False
6k1/5pp1/p3p3/4P2p/3P3P/q3P1P1/2Q5/6K1 b - - 0 32,64,?,a3e3,363,199,a3e3,0.6875,0.7185,0.8245,0.9173,a3e3,a3e3,a3e3,a3e3,0.0,0.9173,0.2298,False
2Q3k1/5pp1/p3p3/4P2p/3q3P/6P1/6K1/8 b - - 1 34,68,?,g8h7,369,1047,g8h7,0.9975,0.9983,0.9974,0.9946,g8h7,g8h7,g8h7,g8h7,0.0,0.9983,-0.0029,False
r2qkb1r/pp2pppp/1np2n2/4Nb2/P2P4/2N5/1P2PPPP/R1BQKB1R b KQkq - 2 8,16,?,a7a5,-53,29,a7a5,0.0984,0.1378,0.1906,0.349,e7e6,e7e6,e7e6,e7e6,24.0,0.349,0.2506,False
r2qkb1r/1p2ppp1/1np2n1p/p3Nb2/P2P2P1/2N1P3/1P3P1P/R1BQKB1R b KQkq - 0 10,20,?,f5h7,0,46,f5h7,0.5183,0.7479,0.8881,0.9377,f5h7,f5h7,f5h7,f5h7,0.0,0.9377,0.4194,False
r2qkb1r/1p1npppb/1np4p/p7/P2P2PP/2N1PN2/1P3P2/R1BQKB1R b KQkq - 2 12,24,?,e7e5,80,27,e7e5,0.0228,0.0212,0.0252,0.0423,e7e6,e7e6,e7e6,e7e6,33.0,0.0423,0.0195,False
r2qk2r/1p1n1ppb/1np4p/p3P3/Pb4PP/2NBPN2/1P3P2/R1BQK2R b KQkq - 2 14,28,?,h7d3,139,69,h7d3,0.5233,0.6665,0.6972,0.7346,h7d3,h7d3,h7d3,h7d3,0.0,0.7346,0.2113,False
r3k2r/1p1nqpp1/1np4p/p3PQ2/Pb4PP/2N1PN2/1P3P2/R1B1K2R b KQkq - 2 16,32,?,e8c8,197,15,g7g6,0.1669,0.2287,0.2601,0.2168,g7g6,b6d5,b6d5,b6d5,223.0,0.2601,0.0499,False
r3k2r/1p2qp2/1np3pp/p1n1P3/Pb3QPP/2N1PN2/1P3P2/R1B2RK1 b kq - 3 18,36,?,e8c8,153,30,b4c3,0.2363,0.3266,0.3811,0.367,c5d3,c5d3,e8c8,e8c8,0.0,0.3811,0.1307,False
r3k2r/1p2qp2/2p3pp/p1nnP3/P1Q3PP/2P1PN2/5P2/R1B2RK1 b kq - 2 20,40,?,d5b6,0,86,d5b6,0.0951,0.1095,0.123,0.1473,e8g8,e8g8,e8g8,e8g8,107.0,0.1473,0.0522,False
r3k2r/1p2qp2/2p3pp/p1nnP3/P5PP/2P1PN2/5P1Q/R1B2RK1 b kq - 6 22,44,?,e7e6,60,46,e7d7,0.0104,0.0115,0.0132,0.0161,d5c3,d5c3,d5c3,d5c3,55.0,0.0161,0.0057,False
r3k2r/1p1q1p2/2p3p1/p1nnP1Pp/P6P/2P1PN2/5PQ1/R1B2RK1 b kq - 0 24,48,?,d7g4,28,52,d7f5,0.0459,0.0589,0.0682,0.0819,d5c3,d5c3,d5c3,d5c3,218.0,0.0819,0.036,False
r3k2r/1p3p2/2p3p1/p1n1PqPp/PnP4P/4PN2/1B3PQ1/R4RK1 b kq - 2 26,52,?,b4d3,23,23,b4d3,0.1903,0.1739,0.1517,0.1218,c5d3,c5d3,c5d3,e8c8,117.0,0.1903,-0.0685,False
r4rk1/1p3p2/2p3p1/p1n1PqPp/P1P4P/2BnPN2/5PQ1/R2R2K1 b - - 6 28,56,?,f8d8,91,45,f8d8,0.0326,0.0312,0.0431,0.1083,c5e4,c5e4,c5e4,c5e4,443.0,0.1083,0.0757,False
r2r2k1/1p3p2/2p3p1/p1n1P1Pp/P1PBq2P/3nP3/5PQN/R2R2K1 b - - 10 30,60,?,d8d4,66,64,e4h4,0.0721,0.0683,0.0761,0.1111,e4g2,e4g2,e4g2,e4h4,66.0,0.1111,0.039,False
r2r2k1/5p2/1pp3p1/p1n1P1Pp/P1PB1P1q/3nP3/R5QN/3R2K1 b - - 1 32,64,?,d3f4,-33,91,d3b4,0.0917,0.082,0.0693,0.0533,d3b4,d3b4,d3b4,d3b4,118.0,0.0917,-0.0384,False
r2r2k1/5p2/1pp1n1p1/p3P1Pp/PnPB1P1q/4P3/3R2QN/3R2K1 b - - 5 34,68,?,b4a6,-79,22,c6c5,0.0057,0.0038,0.0026,0.0024,c6c5,c6c5,c6c5,c6c5,165.0,0.0057,-0.0033,True
r1bqk2r/pp2bppp/2nppn2/8/2P1P3/2N5/PP2BPPP/RNBQK2R b KQkq - 4 8,16,?,e8g8,-16,0,a7a6,0.7665,0.7394,0.7597,0.8425,e8g8,e8g8,e8g8,e8g8,0.0,0.8425,0.076,False
r1b1k2r/1pq1bppp/p1nppn2/8/2P1P3/2N1B3/PP2BPPP/RN1Q1RK1 b kq - 3 10,20,?,b7b6,-76,1,c6e5,0.0702,0.1024,0.112,0.142,e8g8,e8g8,e8g8,e8g8,-3.0,0.142,0.0718,False
r1b1k2r/2q1bppp/pp1ppn2/4n3/2P1P3/2N1B3/PP1NBPPP/2RQ1RK1 b kq - 1 12,24,?,e5g6,-64,0,c8b7,0.0039,0.0029,0.0019,0.0011,c8b7,c8b7,c8b7,c8b7,-2.0,0.0039,-0.0028,False
r4rk1/1bq1bppp/pp1ppn2/4n3/1PP1P3/2N1BP2/P2NB1PP/2RQ1RK1 b - - 0 14,28,?,a8c8,-45,4,a8c8,0.2509,0.3023,0.4566,0.5903,a8c8,a8c8,a8c8,a8c8,0.0,0.5903,0.3394,False
2r1r1k1/1bq1bppp/pp1ppn2/4n3/1PP1P3/2N2P2/P2NB1PP/2RQ1RBK b - - 4 16,32,?,e5g6,-16,3,e5g6,0.0769,0.1146,0.1354,0.1135,d6d5,d6d5,c7b8,c7b8,35.0,0.1354,0.0366,False
2r1r1k1/1bqnbppp/pp1pp1n1/8/1PP1P3/2N2P2/P2N2PP/2RQRBBK b - - 8 18,36,?,e7g5,14,3,c7b8,0.0513,0.0716,0.0862,0.1086,c7b8,c7b8,c7b8,c7b8,14.0,0.1086,0.0573,False
1qrbr1k1/1b1n1ppp/pp1pp1n1/8/1PP1P3/PNN2P2/6PP/2RQRBBK b - - 2 20,40,?,d8h4,18,18,d8h4,0.0275,0.0309,0.0301,0.0267,d8c7,d8c7,d7e5,d7e5,71.0,0.0309,-0.0008,False
1q2r1k1/1b1n1ppp/pp1pp1n1/8/1Pr1P2b/PNN2P2/3R2PP/2RQ1BBK b - - 1 22,44,?,c4c6,0,12,d7e5,0.3664,0.336,0.3071,0.2734,c4c6,c4c8,c4c8,c4c8,26.0,0.3664,-0.093,False
1q2r1k1/1b3ppp/ppR1p1n1/4n3/1P2P2b/PNN2P2/6PP/2RQ1BBK b - - 0 24,48,?,b7c6,-114,74,b7c6,0.7212,0.6744,0.616,0.573,b7c6,b7c6,b7c6,b7c6,0.0,0.7212,-0.1482,False
1q2r1k1/5ppp/Bpb1p1n1/4n1b1/1P2P3/PNN2P2/2R3PP/3Q2BK b - - 2 26,52,?,h7h5,-138,8,b6b5,0.0027,0.0026,0.0026,0.0047,e8d8,e8d8,e8d8,e8d8,9.0,0.0047,0.002,False
1q2r1k1/3b1ppp/4p1n1/1B2n1b1/1P1NP3/P1N2P2/2R3PP/3Q2BK b - - 0 28,56,?,d7b5,-253,36,e8d8,0.6275,0.7161,0.7417,0.7021,d7b5,d7b5,d7b5,d7b5,0.0,0.7417,0.0746,False
1q4k1/3r1ppp/4p1n1/4n1b1/1P1NP3/P1N2P2/2R1Q1PP/6BK b - - 1 30,60,?,b8d8,-217,58,g6f4,0.0757,0.0684,0.0836,0.0965,g6f4,g6f4,g6f4,g6f4,108.0,0.0965,0.0208,False
3q2k1/3r1ppp/4p3/4Q1b1/1P1NPn2/P1N2P2/2R3PP/6BK b - - 0 32,64,?,g5f6,-405,38,f7f6,0.1449,0.164,0.1873,0.1956,f4d3,f4d3,f4d3,f4d3,84.0,0.1956,0.0507,False
rn2k2r/pbppqppp/1p2pn2/8/2PP4/5NP1/PP1QPPBP/RN3RK1 b kq - 2 8,16,?,d7d5,-56,8,d7d6,0.0874,0.0748,0.06,0.0332,e8g8,e8g8,e8g8,e8g8,19.0,0.0874,-0.0542,False
rn3rk1/pbp1qppp/1p1ppn2/8/2PP4/2N2NP1/PPQ1PPBP/R4RK1 b - - 3 10,20,?,c7c5,-35,9,b8d7,0.0676,0.0545,0.0298,0.008,b8d7,b8d7,b8d7,b8d7,43.0,0.0676,-0.0596,False
r4rk1/pbpnqppp/1p1p1n2/3Pp3/2P1P3/2N2NP1/PPQ2PBP/R4RK1 b - - 0 12,24,?,g7g6,-50,1,a7a5,0.0111,0.0051,0.0041,0.0045,c7c6,d7c5,d7c5,a7a5,5.0,0.0111,-0.0066,False
r4rk1/1bp1qppp/1p1p1n2/p1nPp3/2P1P3/PPN2NP1/2Q2PBP/R4RK1 b - - 0 14,28,?,g7g6,-53,1,b7c8,0.0219,0.0111,0.008,0.0148,c7c6,c7c6,b7c8,b7c8,9.0,0.0219,-0.0071,False
r1b2rk1/2pnqppp/1p1p1n2/pN1Pp3/1PP1P3/P4NP1/2Q2PBP/R4RK1 b - - 2 16,32,?,f6e8,-55,11,e7d8,0.0288,0.0508,0.068,0.1597,c8a6,e7d8,e7d8,d7b8,24.0,0.1597,0.1309,False
r1bq1rk1/2pn1ppp/1p1p4/pN1Pp2n/1PP1P3/P2N2P1/2Q2PBP/R4RK1 b - - 6 18,36,?,h5f6,-67,15,g7g6,0.069,0.0912,0.1145,0.1222,a5b4,f7f5,f7f5,f7f5,103.0,0.1222,0.0532,False
r1bq1rk1/2pn1p1p/3p2p1/pNPPp2n/4P3/P2N2P1/2Q2PBP/R4RK1 b - - 0 20,40,?,c8a6,-92,31,c8a6,0.307,0.3911,0.4463,0.5573,d6c5,c8a6,c8a6,c8a6,0.0,0.5573,0.2503,False
r2q1rk1/2pn1p1p/3p2p1/pPPPp2n/4P3/3N2P1/2Q2PBP/R4RK1 b - - 0 22,44,?,h5g7,-125,20,d6c5,0.0072,0.0166,0.0317,0.0648,d6c5,d6c5,d6c5,d6c5,33.0,0.0648,0.0576,False
r2q1rk1/2p2p1p/6p1/pPQPp2n/4P3/6P1/5PBP/R4RK1 b - - 0 24,48,?,d8d6,-146,18,d8d6,0.1441,0.1835,0.2781,0.4093,h5f6,h5f6,h5f6,d8d6,0.0,0.4093,0.2652,False
rr4k1/2p2p1p/3q2p1/pPQPp2n/4P3/6P1/5P1P/R1R2BK1 b - - 4 26,52,?,d6c5,-91,70,d6c5,0.6025,0.4864,0.3542,0.2183,d6c5,d6c5,d6c5,d6d7,236.0,0.6025,-0.3842,False
1r4k1/r1p2p1p/6p1/pPRPp2n/4P3/6P1/5P1P/2R2BK1 b - - 2 28,56,?,h5f6,-122,160,a5a4,0.3621,0.3891,0.4002,0.4141,h5f6,h5f6,h5f6,h5f6,0.0,0.4141,0.052,False
1rR3k1/5p1p/6p1/rP1Pp2n/p3P3/6P1/5P1P/2R2BK1 b - - 2 30,60,?,b8c8,-548,83,b8c8,0.9973,0.9984,0.9984,0.9979,b8c8,b8c8,b8c8,b8c8,0.0,0.9984,0.0006,False
2R5/5pkp/1P4p1/r2Pp2n/p3P3/6P1/5P1P/5BK1 b - - 0 32,64,?,a4a3,-557,45,h5f6,0.3871,0.4345,0.497,0.515,h5f6,h5f6,a4a3,a4a3,0.0,0.515,0.1279,False
rn1q1rk1/pb1pppbp/1p3np1/2p5/2PP4/1P2PN2/PB2BPPP/RN1Q1RK1 b - - 0 8,16,?,c5d4,-3,6,c5d4,0.334,0.4108,0.4288,0.2875,c5d4,c5d4,c5d4,d7d5,50.0,0.4288,-0.0465,False
rn1q1rk1/pb2ppbp/1p1p1np1/8/2PN4/1P2PB2/PB3PPP/RN1Q1RK1 b - - 1 10,20,?,d6d5,-27,3,d8c8,0.0524,0.059,0.0626,0.0768,b7f3,b7f3,b7f3,d8c7,6.0,0.0768,0.0244,False
rn3rk1/pq2ppbp/1p1p1np1/8/2PN4/1P2PQ2/PB3PPP/RN3RK1 b - - 1 12,24,?,b7f3,13,49,b7f3,0.7608,0.8192,0.8155,0.7281,b7f3,b7f3,b7f3,b7f3,0.0,0.8192,-0.0327,False
r4rk1/p2nppbp/1p1p1np1/8/2P5/1P2PN2/PB3PPP/RN1R2K1 b - - 2 14,28,?,f8c8,19,4,f8c8,0.0186,0.0244,0.036,0.0817,d7c5,d7c5,d7c5,d7c5,13.0,0.0817,0.0631,False
r1r3k1/3nppbp/pp1p1np1/8/2P5/1PN1PN2/PB1R1PPP/R5K1 b - - 1 16,32,?,d7c5,30,16,d7c5,0.2216,0.3618,0.5085,0.4965,d7c5,d7c5,d7c5,d7c5,0.0,0.5085,0.2749,False
r1r3k1/4ppbp/pp1p2p1/2n5/2PNN3/1P2P3/PB1R1PPP/R5K1 b - - 0 18,36,?,c5e4,30,464,c5e4,0.998,0.9992,0.9995,0.9995,c5e4,c5e4,c5e4,c5e4,0.0,0.9995,0.0015,False
1rr3k1/4ppbp/pp1p2p1/8/2PNn3/1P2PP2/PB2R1PP/R5K1 b - - 0 20,40,?,e4c5,36,21,e4c5,0.6324,0.7254,0.8147,0.8922,e4c5,e4c5,e4c5,e4c5,0.0,0.8922,0.2598,False
1rr3k1/4ppbp/p2p2p1/1Pn5/3N4/1P2PP2/PB2R1PP/3R2K1 b - - 0 22,44,?,a6b5,29,77,a6b5,0.9716,0.9812,0.9846,0.98,a6b5,a6b5,a6b5,a6b5,0.0,0.9846,0.0084,False
1rr3k1/4ppbp/3p2p1/2n5/1p6/1P2PP2/PB1RN1PP/3R2K1 b - - 1 24,48,?,g7f8,49,15,g7b2,0.0036,0.004,0.0049,0.0076,g7b2,g7b2,g7b2,g7b2,36.0,0.0076,0.004,False
1rr3k1/4pp1p/3pn1p1/8/1p6/1P2PP2/PR2NKPP/3R4 b - - 2 26,52,?,f7f5,19,9,b8a8,0.0847,0.0549,0.0311,0.0152,e6c5,e6c5,e6c5,e6c5,21.0,0.0847,-0.0695,False
2r3k1/4pp1p/3pn1p1/r7/1p1N4/1P2PP2/PR1R1KPP/8 b - - 6 28,56,?,e6d4,6,6,e6d4,0.6957,0.6361,0.5137,0.3787,e6d4,e6d4,e6d4,e6c5,16.0,0.6957,-0.317,False
2r3k1/4pp1p/3p2p1/1r6/1p1R4/1P2PP2/PR2K1PP/8 b - - 2 30,60,?,f7f6,30,11,d6d5,0.0156,0.017,0.0192,0.0206,e7e5,c8c3,c8c3,c8c3,30.0,0.0206,0.005,False
2r3k1/5p1p/4p1p1/1r1p4/1p1R1PP1/1P2P3/PR2K2P/8 b - - 0 32,64,?,f7f5,11,7,h7h6,0.142,0.0856,0.0484,0.0257,g8g7,g8g7,g8g7,g8g7,10.0,0.142,-0.1163,False
2r2k2/5p2/4p1pp/1r1p2P1/1p1R1P1P/1P2P3/PR2K3/8 b - - 0 34,68,?,f8e7,0,0,h6g5,0.0133,0.0092,0.0057,0.0053,h6g5,h6h5,h6h5,h6h5,-3.0,0.0133,-0.008,False
r1bqkb1r/1p1n1ppp/p2ppn2/8/P1BNP3/2N5/1PP2PPP/R1BQ1RK1 b kq - 2 8,16,?,d7c5,-58,13,d7c5,0.0375,0.0377,0.0364,0.0368,f8e7,f8e7,f8e7,f8e7,177.0,0.0377,-0.0007,True
r1bqk2r/1p2bppp/p2ppn2/2n5/P1BNPP2/2N5/1PP1Q1PP/R1B2RK1 b kq - 0 10,20,?,c5e4,27,6,e8g8,0.0092,0.0098,0.0103,0.0119,e8g8,e8g8,e8g8,e8g8,85.0,0.0119,0.0027,False
r1bq1rk1/1p2bppp/p2p1n2/2n1pP2/P1B1P3/2N2N2/1PP1Q1PP/R1B2RK1 b - - 1 12,24,?,c8d7,-41,12,h7h6,0.4445,0.4716,0.453,0.4129,c8d7,c8d7,c8d7,c8d7,0.0,0.4716,-0.0316,False
r1bq1rk1/4bpp1/pp1p1n1p/2n1pP2/PPB1P3/2N2N2/2P1Q1PP/R1B2R1K b - - 0 14,28,?,c5d7,-21,159,c5d7,0.6929,0.6958,0.7232,0.7833,c5d7,c5d7,c5d7,c5d7,0.0,0.7833,0.0904,False
r2q1rk1/1b1nbpp1/pp1p1n1p/3NpP2/PPB1P3/5N2/2P1Q1PP/R1BR3K b - - 4 16,32,?,f6d5,91,42,f6d5,0.4081,0.5063,0.611,0.6511,f6d5,f6d5,f6d5,f6d5,0.0,0.6511,0.243,False
r2q1rk1/3nbpp1/pp1p3p/3RpP2/PP2P3/5N2/2P1Q1PP/R1B4K b - - 0 18,36,?,d8c7,132,18,d7f6,0.0433,0.0412,0.0629,0.1448,d7f6,d7f6,d7f6,d7f6,18.0,0.1448,0.1015,False
r4rk1/2q1bpp1/pp1p1n1p/4pP2/PP2P3/5N2/1BP1Q1PP/R2R3K b - - 4 20,40,?,c7c6,150,4,f8c8,0.1314,0.1379,0.1072,0.0682,f8d8,f8c8,f8c8,f8c8,18.0,0.1379,-0.0632,False
r1r3k1/4bpp1/ppqp1n1p/4pP2/PP2P3/2P2N2/1B2Q1PP/R3R2K b - - 2 22,44,?,b6b5,143,43,b6b5,0.2603,0.2261,0.1984,0.1875,b6b5,c6c4,c6c4,c6c4,70.0,0.2603,-0.0728,False
r1r3k1/4bpp1/2qp1n1p/1p2pP2/1P2P3/2P5/1B1NQ1PP/R3R2K b - - 1 24,48,?,a8a1,176,15,e7d8,0.5871,0.5042,0.392,0.2838,a8a1,a8a1,a8a1,a8a1,0.0,0.5871,-0.3033,False
r1r3k1/5pp1/1bqp1n1p/1p2pP2/1P2P3/2P4P/1B1NQ1P1/R1R4K b - - 2 26,52,?,a8a1,154,30,d6d5,0.4492,0.4073,0.3369,0.2906,a8a1,a8a1,a8a1,a8a1,0.0,0.4492,-0.1586,False
R1r3k1/5pp1/1b3n1p/1p1qpP2/1P6/2P4P/1B1NQ1P1/2R4K b - - 0 28,56,?,d5a8,28,14,c8a8,0.0869,0.0935,0.1031,0.1162,c8a8,c8a8,c8a8,c8a8,25.0,0.1162,0.0293,False
r5k1/5pp1/1b3n1p/3qpP2/1PN5/7P/1B2Q1P1/2R4K b - - 0 30,60,?,d5b5,0,1,b6d4,0.0233,0.0213,0.0167,0.0111,b6d4,b6d4,b6d4,b6d4,0.0,0.0233,-0.0122,False
r5k1/5pp1/5n1p/4pP2/1PNq4/7P/4Q1P1/3R3K b - - 1 32,64,?,a8a1,13,6,d4c3,0.3374,0.3145,0.3097,0.3574,a8a1,a8a1,a8a1,a8a1,0.0,0.3574,0.02,False
r5k1/5pp1/1P3n1p/5P2/2N1p3/2q4P/4Q1P1/3R3K b - - 0 34,68,?,c3b4,4,0,a8c8,0.1353,0.2045,0.2476,0.2139,a8a1,a8a1,c3b4,c3b3,2.0,0.2476,0.0786,False
rnbq1rk1/pp2ppbp/3p1np1/8/2PNP3/2N1B3/PP2BPPP/R2QK2R b KQ - 3 8,16,?,a7a6,-64,1,b8c6,0.0397,0.0606,0.0965,0.053,b8c6,b8c6,b8c6,b8c6,-2.0,0.0965,0.0133,False
r1bq1rk1/pp2ppbp/2np2p1/8/2PNP1B1/2N1B3/PP3PPP/R2Q1RK1 b - - 0 10,20,?,c8g4,-406,16,c8g4,0.7376,0.751,0.7193,0.6709,c8g4,c8g4,c8g4,c8g4,0.0,0.751,-0.0667,False
r2N1rk1/pp2ppbp/3p2p1/8/2P1P3/2N1B3/PP3PPP/R2b1RK1 b - - 0 12,24,?,d1g4,-408,16,d1g4,0.0487,0.0588,0.0766,0.09,f8d8,f8d8,g7c3,g7c3,26.0,0.09,0.0413,False
1r3rk1/p3ppbp/3p2p1/N7/2P1P1b1/2N1B3/PP3PPP/R4RK1 b - - 2 14,28,?,b8b2,-421,4,b8b2,0.9371,0.9654,0.9834,0.9923,b8b2,b8b2,b8b2,b8b2,0.0,0.9923,0.0552,False
5rk1/p3pp1p/3p2p1/N7/2P1P1b1/2R1B3/Pr3PPP/5RK1 b - - 0 16,32,?,f8c8,-430,12,b2a2,0.0092,0.0051,0.0034,0.0027,b2a2,b2a2,b2a2,b2a2,47.0,0.0092,-0.0065,False
5rk1/p4p1p/2Npp1p1/8/2P1P1b1/2R1BP2/r5PP/5RK1 b - - 0 18,36,?,g4h5,-503,24,g4h5,0.5783,0.6603,0.6984,0.6574,g4h5,g4h5,g4h5,g4h5,0.0,0.6984,0.0791,False
rnbqkb1r/1p3ppp/p2p4/2pP4/2P3n1/3B1N2/PP3PPP/RNBQ1RK1 b kq - 3 8,16,?,b8d7,-156,41,b8d7,0.0798,0.072,0.0407,0.0141,f8e7,f8e7,f8e7,f8e7,31.0,0.0798,-0.0657,False
r1bqk2r/1p1nbppp/p2p4/2pP4/2P3n1/3B1N2/PP2QPPP/RNB1R1K1 b kq - 7 10,20,?,d7e5,-83,12,g4e5,0.2442,0.2698,0.2359,0.1952,g4e5,g4e5,g4e5,g4e5,9.0,0.2698,-0.049,False
r1bqk2r/1p2bppp/p2p4/2pPn3/2P5/8/PPB1QPPP/RNB1R1K1 b kq - 1 12,24,?,f7f5,-44,51,e8g8,0.0021,0.0015,0.0017,0.0025,e8g8,e8g8,e8g8,e8g8,235.0,0.0025,0.0004,True
r2q1rk1/1p2bppp/p2p4/2pPn3/2P2Pb1/4Q3/PPB3PP/RNB1R1K1 b - - 2 14,28,?,e5g6,-268,39,e7h4,0.1296,0.2087,0.2614,0.266,e5c4,e5c4,e5c4,e5c4,118.0,0.266,0.1364,False
r2q1rk1/1p3ppp/p2p4/2pPP3/2P3b1/8/PPB3PP/RNB1Q1K1 b - - 0 16,32,?,f8e8,-368,13,d6e5,0.3206,0.3659,0.3518,0.3283,d6e5,d6e5,d6e5,d6e5,6.0,0.3659,0.0077,False
r2q1rk1/1p4pp/p7/2pPpp2/2P3b1/6QP/PPB3P1/RNB3K1 b - - 0 18,36,?,g4h5,-301,32,g4h5,0.28,0.4106,0.5139,0.5324,f5f4,g4h5,g4h5,g4h5,0.0,0.5324,0.2524,False
r2q1rk1/1p4pp/p5b1/2pPQp2/2P5/2N4P/PPB3P1/R1B3K1 b - - 0 20,40,?,f8e8,-381,20,d8h4,0.6472,0.6706,0.659,0.615,f8e8,f8e8,f8e8,f8e8,0.0,0.6706,-0.0322,False
r4rk1/1p4pp/p5b1/2pP1p2/2P5/2N4P/PPB3P1/R1B1qQK1 b - - 4 22,44,?,e1f1,-399,61,a8e8,0.1715,0.1273,0.0753,0.0551,e1g3,e1g3,e1g3,e1g3,89.0,0.1715,-0.1164,False
4rrk1/1p2q1pp/p5b1/2pP1p2/2P2B2/2N4P/PPB2QP1/R5K1 b - - 8 24,48,?,e7f6,-485,7,b7b6,0.0961,0.1484,0.1918,0.2348,b7b5,b7b5,g6h5,e7f6,0.0,0.2348,0.1387,False
4rrk1/6pp/pp1P1qb1/2p2p2/2P2B2/2N4P/PPB2QP1/3R2K1 b - - 2 26,52,?,e8e6,-503,1,g6f7,0.0372,0.0355,0.0335,0.0324,g6h5,e8d8,e8d8,e8d8,17.0,0.0372,-0.0048,False
3r1rk1/2BP1bpp/pp3q2/2p2p2/2P5/2N4P/PPB2QP1/3R2K1 b - - 2 28,56,?,f7h5,-536,10,f7e6,0.0467,0.0467,0.0478,0.0517,f7c4,f7c4,f7c4,f7c4,34.0,0.0517,0.005,False
3r2k1/3P2pp/pp1Rbq2/2p2p2/2P5/2N4P/PPB2QP1/6K1 b - - 1 30,60,?,f6e7,-481,17,f6e5,0.1438,0.14,0.1347,0.1307,d8d7,d8d7,d8d7,d8d7,59.0,0.1438,-0.0131,False
3r2k1/3P2pp/pR6/2p1qp2/2b5/2N4P/PPBQ2P1/6K1 b - - 0 32,64,?,h7h6,-467,16,h7h6,0.0217,0.0188,0.0185,0.0233,c4e6,c4e6,c4e6,c4e6,45.0,0.0233,0.0016,False
3r2k1/3P2p1/pR1Q3p/2p2p2/2b5/2N1q2P/PPB3P1/7K b - - 3 34,68,?,f5f4,-484,81,f5f4,0.0651,0.0597,0.0704,0.1106,e3e1,e3e1,e3e1,e3c1,209.0,0.1106,0.0455,False
r1bq1rk1/pp1p1ppp/3b1n2/2p1p3/2BnP3/P1NP1N2/1PP2PPP/R1BQ1RK1 b - - 4 8,16,?,d6e7,-45,23,a7a6,0.0186,0.0201,0.0143,0.0053,d4f3,a7a6,a7a6,a7a6,46.0,0.0201,-0.0133,False
r1bqr1k1/1p1p1ppp/p2b1n2/2pNp1B1/2BnP3/P2P1N2/1PP2PPP/R2Q1RK1 b - - 3 10,20,?,d6e7,-262,13,d6e7,0.1588,0.3418,0.4896,0.3898,b7b5,d6e7,d6e7,d6e7,0.0,0.4896,0.231,False
r1bqr1k1/1p1pbppp/p7/2pBN1B1/3nP3/P2P4/1PP2PPP/R2Q1RK1 b - - 0 12,24,?,d4e6,-270,30,d4e6,0.1136,0.1329,0.1751,0.2311,e7g5,e7g5,e7g5,e7g5,222.0,0.2311,0.1175,False
r1b1r1k1/1p1pqppp/p3n3/2pBN3/4PP2/P2P4/1PP3PP/R2Q1RK1 b - - 0 14,28,?,d7d6,-281,18,d7d6,0.2861,0.3685,0.4323,0.4508,d7d6,d7d6,d7d6,d7d6,0.0,0.4508,0.1647,False
r1b1r1k1/1p3qpp/p2pn3/2pB1P2/4P3/P2P4/1PP3PP/R2Q1RK1 b - - 0 16,32,?,f7f6,-276,67,f7e7,0.1789,0.2557,0.299,0.3777,g8h8,f7f6,f7f6,f7f6,0.0,0.3777,0.1988,False
2b1r1k1/rp2q1pp/p2pn3/2pB1P2/4P1Q1/P1PP4/1P4PP/R4RK1 b - - 0 18,36,?,b7b6,-320,4,b7b5,0.0549,0.0513,0.0472,0.0434,g8h8,g8h8,g8h8,g8h8,156.0,0.0549,-0.0115,False
r1bqk2r/pp2ppbp/2n2np1/2Pp4/3P4/2N2N2/PP2BPPP/R1BQK2R b KQkq - 2 8,16,?,e8g8,3,4,e8g8,0.5657,0.5892,0.6474,0.757,e8g8,e8g8,e8g8,e8g8,0.0,0.757,0.1913,False
r1bq1rk1/pp2ppbp/2n3p1/2Pp4/3Pn3/2N2N1P/PP2BPP1/R1BQ1RK1 b - - 2 10,20,?,b7b6,-5,6,b7b6,0.0837,0.1032,0.1723,0.4547,e4c3,e4c3,e4c3,b7b6,0.0,0.4547,0.371,False
r2q1rk1/pb2ppbp/1pB3p1/2Pp4/3Pn3/2N2N1P/PP3PP1/R1BQ1RK1 b - - 0 12,24,?,b7c6,27,19,b7c6,0.9582,0.9518,0.9335,0.9406,b7c6,b7c6,b7c6,b7c6,0.0,0.9582,-0.0176,False
r4rk1/p3ppbp/1qb3p1/3pN3/3Pn3/2N4P/PP3PP1/R1BQ1RK1 b - - 1 14,28,?,f8d8,57,20,g7e5,0.0257,0.0247,0.0266,0.0363,e4c3,e4c3,e4c3,c6b7,214.0,0.0363,0.0106,True
