fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core,family,sim,margin
r3k3/1q2n1bp/2pQ4/p4pp1/p7/2P1B2P/1P1R1P2/4R1K1 b q - 1 30,60,T2025-09_295,e8f7,-675,1,g7f8,0.0402,0.0467,0.0479,0.047,f5f4,f5f4,f5f4,f5f4,137.0,0.0479,0.0068,True,elite,03_elite_top,2346,2637,2637,False,True,1,0.8582,0.2182
r3kb2/1q2B2p/2p2Q2/6p1/p4p2/P1P4P/3R1P2/4R1K1 b q - 0 34,68,T2025-09_295,b7e7,-879,1119,f8e7,0.011,0.0142,0.0181,0.0278,f8e7,f8e7,f8e7,f8e7,1119.0,0.0278,0.0168,True,elite,03_elite_top,2346,2637,2637,False,True,1,0.861,0.3482
r1r3k1/2P1np1p/4p1p1/3p4/5PP1/5P2/qbQN1BBP/5RK1 b - - 0 26,52,T2025-09_296,b2d4,488,62,b2f6,0.0089,0.0066,0.005,0.0037,a8a7,a2a3,a2a3,a2a3,208.0,0.0089,-0.0052,True,elite,03_elite_top,2350,2683,2683,False,True,4,0.832,0.3452
7r/2p3pp/1k2pn2/1pb5/3r4/4N1P1/1B1PnPBP/1R3R1K b - - 3 24,48,T2025-09_299,d4a4,0,21,d4b4,0.0112,0.0115,0.0097,0.0103,d4d2,d4d2,d4d2,d4d2,403.0,0.0115,-0.0009,True,elite,03_elite_top,2441,2602,2602,False,True,2,0.5032,0.0093
r3q2r/2p1n1pp/pp2Qp1k/1PP1n3/P2PP3/6P1/3N2KP/R4R2 b - - 0 22,44,T2025-09_300,e8d7,191,16,a8d8,0.0107,0.0144,0.0221,0.0326,e5d3,e5g6,e5g6,e5g6,524.0,0.0326,0.0219,True,elite,03_elite_top,2617,2821,2821,False,True,6,0.5444,0.1682
3r1r2/2p1n1k1/7p/1PpP3P/4PP2/1N4K1/8/R7 b - - 0 34,68,T2025-09_300,e7d5,336,73,c5c4,0.0187,0.0216,0.0279,0.027,c5c4,c5c4,c5c4,c5c4,101.0,0.0279,0.0083,True,elite,03_elite_top,2617,2821,2821,False,True,5,0.3864,0.0586
r4rk1/1q1n1ppp/pp1Pp3/4B3/1PPp3P/6P1/P3QP2/R4RK1 b - - 2 20,40,T2025-09_301,d4d3,-22,16,b7c6,0.0397,0.0351,0.0354,0.0297,d7e5,d7e5,d7e5,d7e5,198.0,0.0397,-0.01,True,elite,03_elite_top,2458,2685,2685,False,True,2,0.5118,0.0133
r2qr3/2pb1p1k/3p1n2/5pQ1/p3P3/6RP/PP3PP1/R5K1 b - - 3 24,48,T2025-09_304,f6g4,447,2445,f6g4,0.0011,0.0007,0.0007,0.0007,e8g8,e8g8,e8g8,e8g8,2445.0,0.0011,-0.0004,True,elite,03_elite_top,2549,2657,2657,True,False,6,0.4235,0.1279
2r1r1k1/Q7/2p2b2/1qBp2p1/p2P1p2/8/2R2PP1/2R3K1 b - - 2 30,60,T2025-09_307,e8e6,237,45,b5d3,0.0046,0.0056,0.0073,0.0115,c8a8,c8a8,c8a8,c8a8,176.0,0.0115,0.0069,True,elite,03_elite_top,2481,2623,2623,False,True,0,0.6178,0.2426
1rb1k2r/p1p4p/3bp1pQ/2pp1q2/P7/R4N1P/1PP2PP1/2B1R1K1 b k - 0 20,40,T2025-09_312,b8b4,41,20,b8b4,0.0442,0.0328,0.0296,0.0326,d6f8,d6f8,d6f8,d6f8,225.0,0.0442,-0.0116,True,elite,03_elite_top,2748,2978,2978,True,False,2,0.5105,0.0497
1Rb4r/p1pk3p/3bpqpQ/2pp4/r7/5N1P/1PPB1PP1/4R1K1 b - - 5 24,48,T2025-09_312,a7a6,95,14,a7a6,0.0073,0.0108,0.0148,0.0147,a4a2,c7c6,a4e4,a4e4,120.0,0.0148,0.0074,True,elite,03_elite_top,2748,2978,2978,True,False,0,0.553,0.06
r4rk1/p2n4/2p4p/2Ppp2b/3P4/P3P2N/5NPP/2R1R1K1 b - - 3 28,56,T2025-09_314,h5g6,-41,27,a8e8,0.0071,0.0085,0.01,0.0128,e5d4,e5d4,e5d4,e5e4,250.0,0.0128,0.0057,True,elite,03_elite_top,2547,2611,2611,False,True,5,0.6549,0.1298
3rr3/1kp2ppp/3b4/3q4/3p1B2/3N1PP1/1P5P/2R2QK1 b - - 5 26,52,T2025-09_315,d5b5,309,9,e8e3,0.02,0.0276,0.0319,0.0263,d6f4,d6f4,d6f4,d6f4,309.0,0.0319,0.0063,True,elite,03_elite_top,2512,2666,2666,False,True,0,0.5616,0.1718
r2qr1k1/3n1pbp/p1R3p1/8/Pp2p3/4B1PP/1P3PB1/3QR1K1 b - - 0 20,40,T2025-09_322,g7f8,-28,4,g7b2,0.0012,0.0011,0.0009,0.0009,g7b2,g7b2,g7b2,g7b2,295.0,0.0012,-0.0003,True,elite,03_elite_top,2465,2632,2632,False,True,2,0.5578,0.0209
r2q2k1/3nrp1p/p2R2p1/6B1/Pp2p3/6PP/1b3PB1/3QR1K1 b - - 3 22,44,T2025-09_322,b4b3,-395,28,f7f6,0.0019,0.0007,0.0003,0.0001,f7f6,f7f6,f7f6,f7f6,102.0,0.0019,-0.0018,True,elite,03_elite_top,2465,2632,2632,False,True,6,0.7109,0.1567
4r1k1/p2q2bp/Pp2bn2/1P1p2p1/1BrPp3/2N1PpP1/5P1P/1R1QRBK1 b - - 1 24,48,T2025-09_323,c4c3,413,93,e8c8,0.0091,0.0046,0.0027,0.0018,c4c7,c4c7,c4c7,c4c7,154.0,0.0091,-0.0073,True,elite,03_elite_top,2575,2663,2663,False,True,0,0.546,0.0374
2q4k/p5bp/Pp1B4/1P1Q2p1/3Pp3/2r1P1P1/5PpP/1R4K1 b - - 2 34,68,T2025-09_323,c8d7,-402,67,h7h6,0.0019,0.0015,0.0013,0.0017,c3c1,c3c1,c3c1,c3c1,219.0,0.0019,-0.0002,True,elite,03_elite_top,2575,2663,2663,False,True,1,0.6938,0.0579
1r4k1/1bqnppbp/2pp2p1/8/2P3n1/1R1P1NP1/P1Q1PPBP/5RK1 b - - 3 16,32,T2025-09_327,b8a8,163,67,c6c5,0.0294,0.0179,0.0126,0.0161,c6c5,c6c5,g4e5,c6c5,163.0,0.0294,-0.0133,True,elite,03_elite_top,2447,2627,2627,False,True,2,0.5204,0.0928
r5k1/1pq2p1p/2r3p1/4b3/2npP3/P5P1/QB4BP/2RR2K1 b - - 1 24,48,T2025-09_328,d4d3,465,37,a8d8,0.0157,0.0126,0.0117,0.0126,c4b2,c4b2,c4b2,c4b2,109.0,0.0157,-0.0031,True,elite,03_elite_top,2542,2701,2701,False,True,4,0.7624,0.0793
r3n1k1/ppp4p/q4pp1/2pPB3/2P2Q2/5R1P/5PP1/6K1 b - - 1 28,56,T2025-09_330,a8d8,0,0,a8d8,0.0226,0.0224,0.0214,0.023,f6e5,f6e5,f6e5,f6e5,1999.0,0.023,0.0004,True,elite,03_elite_top,2746,2872,2872,True,False,0,0.5665,0.0458
1r3rk1/pp1n1ppp/1b2b3/2nNp1P1/8/4B2P/PPP1NPB1/2KR3R b - - 2 16,32,T2025-09_332,f7f5,-206,20,b6d8,0.0062,0.0061,0.008,0.0094,e6d5,e6d5,e6d5,e6d5,152.0,0.0094,0.0032,True,elite,03_elite_top,2592,2606,2606,False,True,2,0.6136,0.0386
3r2k1/1r3qp1/2R2b1p/3n1Q2/2BpNP2/3P3P/2PB2PK/8 b - - 2 28,56,T2025-09_339,f6h4,-477,63,g8h8,0.0228,0.0135,0.0083,0.0056,b7d7,b7d7,b7d7,b7d7,149.0,0.0228,-0.0172,True,elite,03_elite_top,2501,2603,2603,False,True,6,0.7338,0.2016
r2qkbnr/pp3ppp/2p1p3/8/4P3/2Nn2PP/PPQP1PB1/R1B2RK1 b kq - 0 12,24,T2025-09_340,a7a5,45,12,f8c5,0.0015,0.0013,0.0007,0.0007,d3c1,d3c1,d3c1,d3c1,106.0,0.0015,-0.0008,True,elite,03_elite_top,2500,2654,2654,False,True,3,0.5266,0.0039
3r2k1/pp2nppp/2p1p3/8/P3PP2/1PP3PP/3r2BK/2R2R2 b - - 0 24,48,T2025-09_340,e6e5,160,19,g8f8,0.0008,0.0002,0.0001,0.0,d2b2,d2b2,d2b2,d2b2,107.0,0.0008,-0.0008,True,elite,03_elite_top,2500,2654,2654,False,True,0,0.484,0.0936
5r1k/p5p1/1p5p/5P2/2pq3P/P5Q1/KPP2P2/4rB1R b - - 3 30,60,T2025-09_341,e1c1,538,66,d4d1,0.0383,0.0358,0.0326,0.0367,f8f5,d4d5,d4d5,d4d5,528.0,0.0383,-0.0016,True,elite,03_elite_top,2592,2603,2603,False,True,4,0.7691,0.2389
3r2k1/p4p1p/qp4pb/3Pp3/1pR1P3/1P3N2/P3QPPP/6K1 b - - 3 24,48,T2025-09_342,f7f6,-244,9,h6g7,0.0238,0.0246,0.0292,0.0431,b6b5,b6b5,a6a3,a6a3,112.0,0.0431,0.0193,True,elite,03_elite_top,2389,2681,2681,False,True,5,0.6871,0.0655
r4rk1/1p1nbppp/p1q1p3/3p3b/P2P1P2/1QPB2B1/1P1N2PP/R3R1K1 b - - 0 16,32,T2025-09_344,a8e8,8,0,e7d6,0.0106,0.007,0.0059,0.0071,d7f6,d7f6,h5g6,h5g6,102.0,0.0106,-0.0035,True,elite,03_elite_top,2595,2701,2701,False,True,2,0.6792,0.0918
6r1/1p4k1/2p2pp1/p1p1r3/2P1P2R/1P1PK3/P6P/6R1 b - - 0 30,60,T2025-09_345,e5e8,0,10,e5e8,0.0082,0.0051,0.0036,0.0041,g8h8,g8h8,g8h8,g8h8,371.0,0.0082,-0.0041,True,elite,03_elite_top,2598,2653,2653,True,False,5,0.4933,0.1072
r1b2rk1/1p3p1p/p4bp1/3RB2P/q1p1B3/6Q1/2P2PP1/1R4K1 b - - 0 28,56,T2025-09_348,a4c6,-267,58,f6e5,0.0314,0.0315,0.0315,0.0373,f6e5,f6e5,f6e5,f6e5,172.0,0.0373,0.0059,True,elite,03_elite_top,2378,2618,2618,False,True,6,0.6506,0.1128
r1b1qrk1/1p3p1p/p4Qp1/3R3P/2p1B3/8/2P2PP1/1R4K1 b - - 2 30,60,T2025-09_348,h7h6,-482,18,h7h6,0.0019,0.0011,0.0008,0.0011,e8e4,e8e4,e8e4,e8e4,1514.0,0.0019,-0.0008,True,elite,03_elite_top,2378,2618,2618,True,False,6,0.5882,0.1005
rnbq1rk1/pp2ppb1/3p3p/2p3pn/2PP4/2N1PNB1/PPQ1BPPP/R3K2R b KQ - 1 10,20,T2025-09_352,g5g4,82,69,h5g3,0.0295,0.0231,0.0225,0.0247,h5g3,h5g3,h5g3,b8c6,148.0,0.0295,-0.0048,True,elite,03_elite_top,2580,2680,2680,False,True,3,0.7324,0.1202
r4rk1/1b3pp1/ppnbpq1p/4N3/3PBB2/P1P3Q1/5PPP/R4RK1 b - - 6 16,32,T2025-09_353,c6d4,195,216,a8c8,0.0125,0.0108,0.0097,0.0065,a8c8,a8c8,a8c8,a8c8,229.0,0.0125,-0.006,True,elite,03_elite_top,2436,2601,2601,False,True,2,0.5444,0.0147
3q1rk1/3n1ppp/rn2p3/p7/3N4/4P1P1/R2Q1PBP/2R3K1 b - - 0 20,40,T2025-09_363,d7b8,-28,1,a5a4,0.0248,0.0209,0.019,0.0187,a5a4,b6d5,b6d5,a5a4,182.0,0.0248,-0.0061,True,elite,03_elite_top,2710,2927,2927,False,True,2,0.5104,0.0578
3r1rk1/bpp1n1p1/p1n5/2PN1b2/1P5p/P6P/1B2NPB1/3RK2R b K - 2 18,36,T2025-09_368,b7b6,-72,16,e7d5,0.0075,0.0029,0.0011,0.0008,e7d5,e7d5,e7d5,e7d5,130.0,0.0075,-0.0067,True,elite,03_elite_top,2510,2704,2704,False,True,2,0.5908,0.0209
1R6/4k3/p2np1p1/8/N2P4/3Q1P1q/PP5r/2K5 b - - 12 34,68,T2025-09_374,d6c4,160,110,d6c4,0.0003,0.0002,0.0002,0.0004,h2h1,h2h1,h2h1,h2h1,164.0,0.0004,0.0001,True,elite,03_elite_top,2654,2904,2904,True,False,0,0.5229,0.111
5rk1/p4pp1/1r2b2p/1Bp1Bn2/P1P4P/5P2/6P1/R2R2K1 b - - 0 26,52,T2025-09_377,b6b7,-97,3,e6c8,0.0052,0.0053,0.0051,0.0056,f5h4,f5h4,f5h4,f5h4,257.0,0.0056,0.0004,True,elite,03_elite_top,2424,2742,2742,False,True,5,0.5246,0.0575
3r3k/3r2pp/5p2/p3P3/2Q2P2/PP1PR3/4B1KP/4q3 b - - 2 34,68,T2025-09_386,d7d3,296,42,d7d3,0.0045,0.0026,0.0017,0.0012,f6e5,f6e5,f6e5,f6e5,166.0,0.0045,-0.0033,True,elite,03_elite_top,2563,2670,2670,True,False,0,0.434,0.0215
r1b1rnk1/ppq2ppp/3b1p2/5P1N/3P4/3B4/PP4PP/R1BQ1RK1 b - - 0 14,28,T2025-09_389,c7b6,-108,21,b7b6,0.0178,0.0149,0.0148,0.0127,d6h2,d6h2,d6h2,d6h2,170.0,0.0178,-0.0051,True,elite,03_elite_top,2427,2681,2681,False,True,6,0.6527,0.0677
r3r1k1/1pp2q1p/5B2/p1p1Pp2/5N1Q/1P3pP1/P3nP1P/3R3K b - - 5 28,56,T2025-09_392,a8d8,-404,72,e2d4,0.0107,0.004,0.002,0.0022,e2f4,e2f4,e2f4,e2f4,198.0,0.0107,-0.0085,True,elite,03_elite_top,2482,2631,2631,False,True,6,0.5656,0.0982
2r4r/p3kppp/1p2pn2/1Nn5/5P2/8/PP2PPBP/R2R2K1 b - - 0 18,36,T2025-09_393,a7a5,-147,38,f6e4,0.0486,0.0476,0.0311,0.0239,a7a6,a7a6,a7a6,a7a6,143.0,0.0486,-0.0247,True,elite,03_elite_top,2438,2622,2622,False,True,5,0.5691,0.0761
r2q1rk1/2p3p1/p1n1b2p/1p1pp3/8/2P1BN2/PPB3PP/R2Q1NK1 b - - 1 16,32,T2025-09_398,d8d6,-62,37,d8d6,0.0113,0.011,0.0155,0.028,e5e4,e5e4,e5e4,e6g4,142.0,0.028,0.0167,True,elite,03_elite_top,2455,2723,2723,True,False,7,0.6725,0.2179
3r1rk1/1p4p1/2q1pp1p/8/p2p2Q1/P2nN1P1/1PR2P1P/2R3K1 b - - 1 28,56,T2025-09_399,f6f5,482,13,c6d7,0.0082,0.0063,0.0046,0.0044,d3c1,d3c1,d3c1,d3c1,169.0,0.0082,-0.0038,True,elite,03_elite_top,2485,2691,2691,False,True,4,0.6549,0.0156
3r1rk1/1pRq2p1/4p1Qp/5p2/p2p4/P2nN1P1/1P3P1P/2R3K1 b - - 1 30,60,T2025-09_399,d3e5,310,220,d3e5,0.0199,0.0168,0.0143,0.0137,d7d6,d7d6,d7f7,d7f7,690.0,0.0199,-0.0062,True,elite,03_elite_top,2485,2691,2691,True,False,0,0.5305,0.1417
rn1q1rk1/1pp1ppbp/2b2np1/6N1/pPQ1P3/P5P1/1B1P1PBP/RN2K2R b KQ - 0 12,24,T2025-09_403,f6e4,251,117,f6e4,0.0219,0.0105,0.0055,0.002,b7b5,b7b5,b7b5,h7h6,122.0,0.0219,-0.0199,True,elite,03_elite_top,2447,2613,2613,True,False,2,0.6491,0.0757
5r2/r2qppkp/2p3p1/2Rn4/pP6/P5P1/3PQPBP/2R3K1 b - - 2 24,48,T2025-09_403,f8d8,-261,16,e7e6,0.0078,0.0084,0.009,0.0102,f8c8,f8c8,f8c8,f8c8,298.0,0.0102,0.0024,True,elite,03_elite_top,2447,2613,2613,False,True,5,0.6821,0.0269
2k3r1/pp3p2/2nrp1pp/4N1q1/Q1BP4/2P5/P4PP1/1R2R1K1 b - - 2 22,44,T2025-09_413,g5e7,-645,11,c8c7,0.0254,0.0354,0.0446,0.0471,c6e5,c6e5,c6e5,c6e5,125.0,0.0471,0.0217,True,elite,03_elite_top,2572,2604,2604,False,True,1,0.9285,0.4012
2kr4/1p2q1p1/p1b1p3/3nP3/3PN1r1/8/P5B1/R1Q2RK1 b - - 1 26,52,T2025-09_417,g4g2,639,23,c8b8,0.0112,0.0139,0.0176,0.0249,g4e4,g4e4,c8b8,c8b8,101.0,0.0249,0.0137,True,elite,03_elite_top,2500,2624,2624,False,True,4,0.8686,0.2895
1k1rq3/pp1b2bB/2n2p2/3Qp3/8/2P1B3/PPP3PP/4RRK1 b - - 0 20,40,T2025-09_421,d7f5,-272,156,d7f5,0.0357,0.0286,0.0209,0.0164,d7e6,d7e6,d7e6,d7e6,157.0,0.0357,-0.0193,True,elite,03_elite_top,2590,2661,2661,True,False,6,0.5439,0.0695
1k3q2/pp1R4/2n2p2/4pBb1/8/2P3P1/PPP2B1P/5RK1 b - - 2 26,52,T2025-09_421,e5e4,-353,20,f8h6,0.0439,0.04,0.039,0.0354,c6e7,c6e7,c6e7,c6e7,191.0,0.0439,-0.0085,True,elite,03_elite_top,2590,2661,2661,False,True,6,0.5467,0.0284
r5rk/pp5p/1n2N3/1Q2bbpP/8/2P3P1/PP3PB1/6K1 b - - 3 28,56,T2025-09_423,b6d7,-370,14,b6d7,0.0083,0.0074,0.0067,0.0065,f5e6,f5e6,f5e6,f5e6,537.0,0.0083,-0.0018,True,elite,03_elite_top,2588,2660,2660,True,False,6,0.6463,0.2082
4r1rk/pp1Q3p/4N3/3BbbpP/8/2P3P1/PP3P2/6K1 b - - 2 30,60,T2025-09_423,e8f8,-431,5,g5g4,0.0086,0.0052,0.0037,0.0037,f5e6,f5e6,f5e6,f5e6,123.0,0.0086,-0.0049,True,elite,03_elite_top,2588,2660,2660,False,True,6,0.6043,0.1387
4r1k1/p1b1npp1/2p5/PrNpPPqp/3B4/2PQ2P1/7P/4RRK1 b - - 0 26,52,T2025-09_425,e7c8,-361,20,c7d8,0.009,0.0081,0.0068,0.0072,b5a5,c7a5,c7a5,c7a5,149.0,0.009,-0.0018,True,elite,03_elite_top,2484,2698,2698,False,True,6,0.6052,0.0782
3br1k1/p2Nn1p1/2p1PB2/Pr1p1P1p/2q5/2P3P1/2Q4P/4RRK1 b - - 2 30,60,T2025-09_425,e8f8,-647,50,g7f6,0.0014,0.0008,0.0004,0.0003,g7f6,g7f6,g7f6,g7f6,236.0,0.0014,-0.0011,True,elite,03_elite_top,2484,2698,2698,False,True,6,0.7378,0.0508
3br2k/p3n3/2p1PN2/Pr1p1P1p/2q5/2P3P1/7P/3QRRK1 b - - 2 32,64,T2025-09_425,c4g4,-916,67,c4g4,0.0019,0.0026,0.0037,0.0054,e8f8,e8f8,e8f8,e8f8,1080.0,0.0054,0.0035,True,elite,03_elite_top,2484,2698,2698,True,False,6,0.7273,0.0228
r4r2/1q4bk/p1p1pppp/P2p4/1P1PnB2/2PNQ2P/5PP1/1R2R1K1 b - - 1 20,40,T2025-09_426,b7a7,-161,20,e4c3,0.0045,0.0035,0.0028,0.0023,e4c3,e4c3,e4c3,a8e8,158.0,0.0045,-0.0022,True,elite,03_elite_top,2574,2603,2603,False,True,2,0.6761,0.0718
r1bq1rk1/pp1nb1pp/2n1pp2/2ppP3/3P1N2/2PB1N2/PP3PPP/R1BQ1RK1 b - - 1 10,20,T2025-09_433,d7e5,-24,218,d7b6,0.0017,0.0027,0.0035,0.0049,f6e5,f6e5,f6e5,f6e5,350.0,0.0049,0.0032,True,elite,03_elite_top,2552,2693,2693,False,True,3,0.7182,0.1981
r5k1/pp3np1/2q1b1Q1/3pp3/2nB4/2P2R2/PP3PPP/4R1K1 b - - 3 28,56,T2025-09_433,f7h8,237,367,e5d4,0.024,0.0201,0.016,0.0136,e5d4,e5d4,e5d4,e5d4,385.0,0.024,-0.0104,True,elite,03_elite_top,2552,2693,2693,False,True,0,0.5126,0.0332
r4rk1/3q2p1/p3p2p/1p1p4/P1nQ1N2/1B2P3/1P3PPP/5RK1 b - - 0 20,40,T2025-09_434,a8d8,232,12,a8d8,0.0277,0.0338,0.0382,0.0401,e6e5,e6e5,e6e5,e6e5,129.0,0.0401,0.0124,True,elite,03_elite_top,2577,2602,2602,True,False,0,0.5098,0.1015
2n1rb2/1N3p1k/2p1p1pp/1b1pP3/r2P3P/2B2N2/5PP1/1Q2R1K1 b - - 0 24,48,T2025-09_435,h7g8,-391,1,h7g8,0.0032,0.0031,0.0032,0.0048,c8b6,c8b6,c8b6,c8b6,111.0,0.0048,0.0016,True,elite,03_elite_top,2545,2619,2619,True,False,1,0.8114,0.2747
2n1rbk1/1N3p2/2p1p2p/1b1pP1pP/r2P4/2B5/5PPN/1Q2R1K1 b - - 1 26,52,T2025-09_435,f8g7,-441,9,a4a7,0.0078,0.0081,0.0077,0.007,c8b6,c8b6,c8b6,c8b6,148.0,0.0081,-0.0008,True,elite,03_elite_top,2545,2619,2619,False,True,1,0.8389,0.2695
2rrb1k1/1p2qpb1/1np1p2p/p3N1pP/P2P4/2N1P3/1PQ2PP1/1B1RR1K1 b - - 5 20,40,T2025-09_439,g8f8,14,38,g8f8,0.049,0.0375,0.0218,0.0118,f7f5,f7f5,f7f5,f7f5,150.0,0.049,-0.0372,True,elite,03_elite_top,2578,3077,3077,True,False,2,0.6736,0.1326
r3qr1k/1p1n2p1/5n1p/3p1b2/p2PpB2/2Q1P2P/PP1N1P2/1KR2B1R b - - 1 20,40,T2025-09_440,d7b8,19,24,e8e6,0.0091,0.0055,0.0031,0.0023,a8c8,d7b6,d7b6,d7b6,147.0,0.0091,-0.0068,True,elite,03_elite_top,2584,2653,2653,False,True,2,0.5627,0.1571
5r1k/3Q2p1/6qp/3p4/3Pp1n1/4P3/PP1N1P2/1KR2R2 b - - 0 32,64,T2025-09_440,f8f5,-538,18,f8f2,0.0101,0.0062,0.0044,0.005,g4f2,g4f2,g4f2,g4f2,200.0,0.0101,-0.0051,True,elite,03_elite_top,2584,2653,2653,False,True,1,0.8811,0.4339
r3r1k1/3q1p1p/1p3Pp1/p1p3Q1/Pn1N1p1P/1P1P4/1BP2P2/2KR4 b - - 1 24,48,T2025-09_444,b4d5,-201,256,g8h8,0.0358,0.0306,0.0258,0.0234,c5d4,c5d4,c5d4,c5d4,1795.0,0.0358,-0.0124,True,elite,03_elite_top,2596,2710,2710,False,True,6,0.4716,0.0945
r5rk/3q1p1p/1p3PpQ/p1p5/Pn3p1P/1P1P1N2/1BP2P2/2KR4 b - - 5 26,52,T2025-09_444,g6g5,-647,136,g6g5,0.0389,0.0346,0.0284,0.0246,b4a2,d7g4,d7g4,d7f5,1345.0,0.0389,-0.0143,True,elite,03_elite_top,2596,2710,2710,True,False,6,0.6565,0.1309
r1bqn2k/ppp3pp/3p4/3N2p1/3bQ3/3B4/PPP2PPP/R5K1 b - - 3 18,36,T2025-09_445,c8f5,-15,39,c8f5,0.0084,0.0044,0.0025,0.0013,e8f6,e8f6,e8f6,e8f6,102.0,0.0084,-0.0071,True,elite,03_elite_top,2509,2971,2971,True,False,3,0.467,0.1574
8/p4pkp/1p1qp3/8/2P2p2/1P1b1P2/P2N1QPP/6K1 b - - 1 32,64,T2025-09_447,h7h5,73,24,d6e5,0.0119,0.0111,0.0123,0.0201,d6a3,d6a3,d6a3,d6a3,525.0,0.0201,0.0082,True,elite,03_elite_top,2442,2633,2633,False,True,0,0.4924,0.0434
8/p4pkp/1p2p3/8/2P2p2/1P1b1P1P/P2N1QPK/q7 b - - 2 34,68,T2025-09_447,a1b2,26,6,a1b2,0.0103,0.007,0.0059,0.006,a1a2,a1a2,a1a2,a1a2,550.0,0.0103,-0.0043,True,elite,03_elite_top,2442,2633,2633,True,False,5,0.4828,0.0254
5rk1/p4p2/Bp1q2p1/3Pp2p/1P2Pn2/P3QN2/7K/2R5 b - - 0 30,60,T2025-09_449,f4d5,-187,108,f8e8,0.0041,0.002,0.0011,0.0007,d6f6,d6f6,d6f6,d6f6,161.0,0.0041,-0.0034,True,elite,03_elite_top,2538,2665,2665,False,True,7,0.7101,0.2996
4r3/p4pk1/1pR3p1/3Pp2p/1P2Pnq1/P4NQ1/7K/5B2 b - - 8 34,68,T2025-09_449,f7f6,-315,6,f7f6,0.0201,0.0159,0.0137,0.0137,g4g3,g4d7,g4d7,g4d7,116.0,0.0201,-0.0064,True,elite,03_elite_top,2538,2665,2665,True,False,7,0.6778,0.2069
2brr1k1/ppb2pp1/3q3p/2Ppnp1N/3B4/1PQ3PP/P4P2/1B1RR1K1 b - - 0 26,52,T2025-09_451,d6e7,-73,90,d6e7,0.0426,0.0336,0.0261,0.0187,d6g6,d6g6,d6g6,d6g6,214.0,0.0426,-0.0239,True,elite,03_elite_top,2793,2990,2990,True,False,6,0.5868,0.006
r1bq1rk1/1pp2pp1/1p1p2np/7Q/2BNn3/2P4P/PP3PP1/R1B1R1K1 b - - 1 14,28,T2025-09_455,g6e5,53,62,g6e5,0.0063,0.0039,0.0026,0.0019,e4f6,e4f6,e4f6,e4f6,120.0,0.0063,-0.0044,True,elite,03_elite_top,2690,2936,2936,True,False,3,0.5788,0.0101
rq4k1/1p1b1n2/1p3Bp1/1Npp1p2/5rPQ/1BP4P/PP6/R5K1 b - - 0 28,56,T2025-09_455,c5c4,366,34,c5c4,0.0377,0.0372,0.0389,0.045,f5g4,f5g4,f5g4,f5g4,262.0,0.045,0.0073,True,elite,03_elite_top,2690,2936,2936,True,False,0,0.5365,0.0384
1r4k1/Qpq2p1p/p2p2pB/b2Pp1P1/4P3/1R6/5PP1/6K1 b - - 4 30,60,T2025-09_457,a5d2,250,47,a5d2,0.0282,0.0343,0.0382,0.048,c7c1,c7c1,c7c1,b7b5,165.0,0.048,0.0198,True,elite,03_elite_top,2646,2818,2818,True,False,0,0.578,0.2002
3r2k1/p4p1p/1p3Qp1/2p4P/2P5/1P2P3/q4PP1/5RK1 b - - 1 22,44,T2025-09_461,d8d7,-85,98,d8d2,0.0349,0.0334,0.0251,0.0203,d8f8,d8f8,d8f8,d8f8,1154.0,0.0349,-0.0146,True,elite,03_elite_top,2427,2614,2614,False,True,5,0.6206,0.1115
r1b2rk1/pp2n2R/2p3p1/q1P2pN1/2p2B2/2P5/P1Q2PP1/2KR4 b - - 1 20,40,T2025-09_462,f8f7,-746,123,e7d5,0.0049,0.0065,0.0079,0.0092,a5c5,a5a3,a5a3,a5a3,1242.0,0.0092,0.0043,True,elite,03_elite_top,2485,2658,2658,False,True,1,0.7351,0.0631
4rrk1/5n2/1pR1bp1q/4p1p1/2P1P1P1/2Q5/1PPN1P1N/R5K1 b - - 1 24,48,T2025-09_463,f7h8,-217,52,g8g7,0.0497,0.0437,0.0332,0.0273,g8g7,g8g7,g8g7,g8g7,109.0,0.0497,-0.0224,True,elite,03_elite_top,2590,2635,2635,False,True,6,0.5754,0.0663
4r3/R4nk1/1pR1bpqr/4p1p1/2P1P1P1/5PQ1/1PP4N/5NK1 b - - 2 28,56,T2025-09_463,g6h7,-336,11,e6c8,0.037,0.0434,0.0412,0.0297,e8h8,e8h8,e8h8,e8h8,153.0,0.0434,-0.0073,True,elite,03_elite_top,2590,2635,2635,False,True,6,0.6146,0.03
4rr2/p2qn1bk/2bp2pp/2p1pp2/2N1P3/P1BP3P/B1P2PP1/1R1QR1K1 b - - 3 20,40,T2025-09_465,f8f6,38,12,c6a8,0.0117,0.0104,0.0091,0.0111,f5e4,f5e4,f5f4,f5f4,101.0,0.0117,-0.0006,True,elite,03_elite_top,2477,2853,2853,False,True,2,0.6977,0.1852
